标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【包装设计】生鲜品牌LOGO设计,https://task.epwk.com/1060082/,36人,1人,¥1680,圆满完成,,vitorru,生鲜品牌LOGO设计,2023-10-10,2023.10.12,任务编号：1060082,1680.0,7天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2023
【产品外观设计】轮胎防晒罩外观设计（第三期，已确定合作者）,https://task.epwk.com/1060075/,151人,1人,¥5500,圆满完成,,k3800****17,项目：轮胎防晒罩外观设计（第三期，已确定合作者）称呼：吴先生地区: 不详，服务商地域不限需求: 我申请了一款轮胎防晒罩外观专利书，需要设计外观，需求以双方具体沟通为准  。预算: 看服务商报价时间：未定备注：微信是手机号,2023-10-10,2023.12.26,任务编号：1060075,5500.0,36天,安徽省-合肥市,玖思工业设计,https://shop.epwk.com/4rn8q7l1gngm/,玖思工业设计,出售服务,https://shop.epwk.com/4rn8q7l1gngm/chushou/,企业,四品,40分,,,玖思工业设计,,,,,,,,,,,,,,,,,,,,产品外观设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【产品外观设计】轮胎防晒罩外观设计（第二期，已确定合作者）,https://task.epwk.com/1060041/,117人,1人,¥5000,圆满完成,,k3800****17,项目：轮胎防晒罩外观设计（第二期，已确定合作者）称呼：吴先生地区: 不详，服务商地域不限需求: 我申请了一款轮胎防晒罩外观专利书，需要设计外观，需求以双方具体沟通为准  。预算: 看服务商报价时间：未定备注：微信是手机号,2023-10-10,2023.12.26,任务编号：1060041,5000.0,36天,安徽省-合肥市,玖思工业设计,https://shop.epwk.com/4rn8q7l1gngm/,玖思工业设计,出售服务,https://shop.epwk.com/4rn8q7l1gngm/chushou/,企业,四品,40分,,,玖思工业设计,,,,,,,,,,,,,,,,,,,,产品外观设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【产品外观设计】轮胎防晒罩外观设计（第一期，已确定合作者）,https://task.epwk.com/1060039/,51人,1人,¥4500,圆满完成,,k3800****17,项目：轮胎防晒罩外观设计（第一期，已确定合作者）称呼：吴先生地区: 不详，服务商地域不限需求: 我申请了一款轮胎防晒罩外观专利书，需要设计外观，需求以双方具体沟通为准  。预算: 看服务商报价时间：未定备注：微信是手机号,2023-10-10,2023.10.11,任务编号：1060039,4500.0,36天,安徽省-合肥市,玖思工业设计,https://shop.epwk.com/4rn8q7l1gngm/,玖思工业设计,出售服务,https://shop.epwk.com/4rn8q7l1gngm/chushou/,企业,四品,40分,,,玖思工业设计,,,,,,,,,,,,,,,,,,,,产品外观设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【海报设计】杂志单页设计,https://task.epwk.com/1059876/,445人,1人,¥150,圆满完成,,o5e842cce56ad1,已有成品，现有成品是JPG和PS格式的修改文字5处加一幅图片（图片需要你们寻找）,2023-10-09,2023.10.13,任务编号：1059876,150.0,2天,北京市-北京市-朝阳区,灏瀚视觉设计工作室,https://shop.epwk.com/9w56e49e7dv1/,灏瀚视觉设计工作室,出售服务,https://shop.epwk.com/9w56e49e7dv1/chushou/,工作室,七品,38分,,,灏瀚视觉设计工作室,,UI界面设计,"￥100
            /页",,,,,,,,,,,,,,,,,海报设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【包装设计】龙年红包图设计,https://task.epwk.com/1059581/,339人,1人,¥200,圆满完成,,小星星000,按参考图的设计理念设计，图案不要做一样，需要改动或另创意,2023-10-07,2023.10.11,任务编号：1059581,200.0,7天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3490 次中标，交易总金额,,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",,,,,,,,,,,包装设计,,,,,,文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",,,,,,,,,,,,,,,,,"￥50
            /起",,,￥1073.89万,2023
【包装设计】咖啡冲泡器具外包装设计(已确认合作）,https://task.epwk.com/1059515/,188人,1人,¥5000,圆满完成,,k6609****95,咖啡冲泡器具外包装设计，要求有类似案例的设计师,2023-10-07,2023.10.30,任务编号：1059515,5000.0,15天,辽宁省-丹东市,一诺创意设计,https://shop.epwk.com/7g5ykp9kgn0q/,一诺创意设计,出售服务,https://shop.epwk.com/7g5ykp9kgn0q/chushou/,工作室,三品,65分,总 26 次中标，交易总金额,,一诺创意设计,,微信小程序设计开发（定制）,"￥5000
            /起",微信小程序设计开发（模板）,"￥5000
            /起",商城\店铺装修设计,"￥5000
            /起",网站设计制作（PC端及手机端）,"￥5000
            /起",,,,,,,,,,,包装设计,,,,,,logo及VI设计,"￥1000
            /起",平面包装\图册设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,￥6.93万,2023
【广告设计】预约停车平台推广图片设计（提供设计思路和对照参考图片）,https://task.epwk.com/1059400/,83人,1人,¥58,圆满完成,,sqzr,我们提供设计思路和对照参考图片。需求：我们需要做一张有推广宣传，吸引用户功能的图片。要求：图片具有推广宣传功能，和竞品（竞品推广图片在附件内）风格完全不同，整体色调协调，明亮，健康， 舒服，文案我们提供。,2023-10-05,2023.10.05,任务编号：1059400,58.0,1天,天津市-市辖区-西青区,友喆科技,https://shop.epwk.com/2j5jjgo375pz/,友喆科技,出售服务,https://shop.epwk.com/2j5jjgo375pz/chushou/,企业,七品,41分,,,友喆科技,,原创logo设计公司品牌图标图文标志字体商标设计,"￥888
            /起",企业VI全套定制·公司vi应用系统·企业标准色·VIS升级,"￥1998
            /起",创意广告设计·产品图册·电商广告·产品海报·宣传单·企业画册,"￥300
            /页",创意包装设计·餐饮快销副食包装袋·瓶贴标贴·茶叶酒水饮料包装,"￥1480
            /起",,,,,,,,,,,广告设计,,,,,,手绘IP形象· 场景手绘· 插画插图手绘设计,"￥2998
            /款",空间展陈·展会设计·展厅设计·品牌展板文化墙设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥3000
            /起",,,,2023
【包装设计】一款草莓果汁外包装设计。,https://task.epwk.com/1059238/,628人,2人,¥2000,圆满完成,,飞莱UgON7,“一款草莓果汁外包装设计。具体详谈,2023-09-30,2023.10.23,任务编号：1059238,2000.0,"5天,3天","浙江省-杭州市-上城区,山东省-青岛市",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件",,,,,,,,,,,包装设计,,,,,,包装设计/系列包装/产品规划,"￥2980
            /件",logo设计/标志设计/品牌设计/原创设计,爆款产品包装设计/卖点提炼/爆点策划,"￥5000
            /件",创意包装设计/原创设计/爆款产品,"￥3500
            /件",,,,,,,,,,,,,,,,,,,,,"￥1500
            /件",,,￥34.55万,2023
【3D建模】成品模型发型修改,https://task.epwk.com/1059145/,241人,1人,¥240,圆满完成,,创客汇4uMFA,成品模型fbx格式，发型搞成图上的发型。质量按照原来成品模型的质量。图见下。必要时可适当议价。软件3dmax,2023-09-28,2023.09.28,任务编号：1059145,100.0,2天,重庆市-市辖区,瑞讯（重庆）文化传媒有限公司,https://shop.epwk.com/89dvg10rkdl2/,瑞讯（重庆）文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg10rkdl2/chushou/,企业,四品,40分,,,瑞讯（重庆）文化传媒有限公司,,3D建模、3D打印、3D扫描、各类3D效果图,"￥300
            /件",VR/AR虚拟现实、增强现实,"￥1000
            /件",二维风格动画,"￥1000
            /件",三维影视特效,"￥1000
            /件",,,,,,,,,,,3D建模,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【海报设计】产品平面海报,https://task.epwk.com/1059127/,255人,2人,¥100,圆满完成,,轩一家gvRfg,海报尺寸：A4有现成的产品透明底主图，只需要加个背景和文案,2023-09-28,2023.09.30,任务编号：1059127,100.0,2天,陕西省-西安市-雁塔区,传动设计,https://shop.epwk.com/4rn8q7x76ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海报设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】公司品牌LOGO设计（已确认）,https://task.epwk.com/1058728/,30人,1人,¥600,圆满完成,,vitorru,公司品牌LOGO设计（已确认）,2023-09-25,2023.10.12,任务编号：1058728,600.0,7天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,,,,,,,,,,,LOGO设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥5.99万,2023
【LOGO设计】酱类标贴设计一款+外箱设计一款,https://task.epwk.com/1058727/,48人,1人,¥1500,圆满完成,,vitorru,酱类标贴设计一款+外箱设计一款,2023-09-25,2023.10.14,任务编号：1058727,1500.0,7天,河南省-郑州市,漫酷社 品牌设计,https://shop.epwk.com/0z5o4yrqqnjq/,漫酷社 品牌设计,出售服务,https://shop.epwk.com/0z5o4yrqqnjq/chushou/,企业,三品,44分,,,漫酷社 品牌设计,,活动策划 / 高端定制、保证原创,"￥3980
            /起",品牌策划设计,"￥4980
            /起",海报宣传设计,"￥299
            /起",导视系统设计,"￥5680
            /起",,,,,,,,,,,LOGO设计,,,,,,画册设计制作,"￥300
            /页",包装设计服务,VI设计服务,"￥1980
            /起",LOGO设计 标志设计,"￥899
            /起",,,,,,,,,,,,,,,,,,,,,"￥2000
            /起",,,,2023
【包装设计】酱类标贴设计一款,https://task.epwk.com/1058724/,48人,1人,¥1500,圆满完成,,vitorru,酱类标贴设计一款,2023-09-25,2023.10.16,任务编号：1058724,1500.0,20天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2023
【其他工业设计】汽车仪表盘的显示界面设计,https://task.epwk.com/1058683/,110人,1人,¥1500,圆满完成,,o5db637bc033f7,汽车仪表盘的显示界面设计，需有相关设计经验。以协商好的为准。,2023-09-25,2023.10.10,任务编号：1058683,1500.0,5天,河北省-石家庄市,圣智壹喜工业设计,https://shop.epwk.com/0z5o4rgz7njq/,圣智壹喜工业设计,出售服务,https://shop.epwk.com/0z5o4rgz7njq/chushou/,个人,五品,37分,总 6 次中标，交易总金额,,圣智壹喜工业设计,,产品三维动画,"￥888
            /起",产品三维建模,"￥888
            /起",产品效果图渲染,"￥888
            /起",电商详情页设计,"￥888
            /起",,,,,,,,,,,其他工业设计,,,,,,产品结构设计,"￥8888
            /起",产品外观设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥8888
            /起",,,￥1.14万,2023
【3D建模】仿照真人进行头部建模,https://task.epwk.com/1058643/,200人,1人,¥1000,圆满完成,,创客汇4uMFA,仿照真人进行头部建模。要求精度与素材匹配。因为后期我会自行修改衣服。素材大小超过限制，身体素材来源是匹诺曹的谎言。,2023-09-24,2023.09.28,任务编号：1058643,500.0,3天,重庆市-市辖区,瑞讯（重庆）文化传媒有限公司,https://shop.epwk.com/89dvg10rkdl2/,瑞讯（重庆）文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg10rkdl2/chushou/,企业,四品,40分,,,瑞讯（重庆）文化传媒有限公司,,3D建模、3D打印、3D扫描、各类3D效果图,"￥300
            /件",VR/AR虚拟现实、增强现实,"￥1000
            /件",二维风格动画,"￥1000
            /件",三维影视特效,"￥1000
            /件",,,,,,,,,,,3D建模,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【画册设计】产品画册设计（尾款）,https://task.epwk.com/1058581/,83人,1人,¥7500,圆满完成,,vitorru,项目:产品画册设计尾款已确定合作，按双方事先沟通好的要求来做，合作愉快,2023-09-23,2023.09.26,任务编号：1058581,7500.0,30天,广东省-深圳市,深圳市煮雨互动传播设计,https://shop.epwk.com/zqdpl4229n1v/,深圳市煮雨互动传播设计,出售服务,https://shop.epwk.com/zqdpl4229n1v/chushou/,企业,三品,67分,,,深圳市煮雨互动传播设计,,高级定制  月度或年度设计服务  效率高  更省心,"￥10000
            /起",PPT设计  更多大牌公司的选择,"￥500
            /起",高级定制 宣传册/画册设计,"￥1000
            /起",广告画面/海报创意设计,"￥500
            /起",,,,,,,,,,,画册设计,,,,,,logo/vi设计,"￥500
            /起",包装设计、H5设计、短视频广告,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【3D建模】电器柜3D效果图设计（已确定合作者）,https://task.epwk.com/1058382/,99人,1人,¥2000,圆满完成,,k3159****52,项目：电器柜3D效果图设计（已确定合作者）称呼：刘先生地区: 河南郑州，本地服务商优先需求: 电力设备：电器柜的3D效果图设计 ，我们可以提供照片，根据照片设计出3D效果图 。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2023-09-21,2023.09.27,任务编号：1058382,2000.0,5天,河南省-郑州市-新郑市,三人行三维制作,https://shop.epwk.com/j7n38jpve5e1/,三人行三维制作,出售服务,https://shop.epwk.com/j7n38jpve5e1/chushou/,个人,四品,38分,,,三人行三维制作,,动画建模渲染,价格面议,模型定制服务,价格面议,,,,,,,,,,,,,,,3D建模,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【包装设计】面膜包装设计(第一期，已确定合作者),https://task.epwk.com/1058341/,47人,1人,¥1275,圆满完成,,vitorru,项目：面膜包装设计(第一期，已确定合作者)称呼：陈先生地区: 深圳，服务商地域不限需求: 我是做提拉下巴面膜的，做美国市场的，具体的设计要求详见附件  。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2023-09-21,2023.09.21,任务编号：1058341,1275.0,20天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2023
【包装设计】医美类产品包装设计（第一期，已确定合作者）,https://task.epwk.com/1058344/,54人,1人,¥3250,圆满完成,,vitorru,项目：医美类产品包装设计（第一期，已确定合作者）称呼：乔先生地区: 南京，服务商地域不限需求: 医美类医疗器械、或者化妆品，要求设计实力强 做过医疗器械和高档化妆品设计的 。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2023-09-21,2023.09.21,任务编号：1058344,3250.0,20天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2023
【包装设计】中秋礼盒设计,https://task.epwk.com/1058338/,56人,1人,¥5800,圆满完成,,水上景色,中秋礼盒设计，产品：水果类。具体详谈,2023-09-21,2023.09.21,任务编号：1058338,5800.0,5天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,包装设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【LOGO设计】集团logo及部分VI设计,https://task.epwk.com/1058340/,283人,1人,¥6300,圆满完成,,水上景色,集团logo及部分VI设计，需求已谈妥。,2023-09-21,2023.10.12,任务编号：1058340,6300.0,6天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,LOGO设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【包装设计】照图片勾画8张图,https://task.epwk.com/1058119/,223人,2人,¥350,圆满完成,,o5d249dd23cdf3,照图片勾画8张图，要AI，cdr，2天完成,2023-09-19,2023.09.24,任务编号：1058119,350.0,"2天,3天","广东省-深圳市,广东省-深圳市",塔米设计工作室,https://shop.epwk.com/2j5xog8gk5xm/,塔米设计工作室,出售服务,https://shop.epwk.com/2j5xog8gk5xm/chushou/,工作室,四品,39分,,,塔米设计工作室,,,,,,,,,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【包装设计】沙果干瓶贴设计,https://task.epwk.com/1058111/,98人,1人,¥800,圆满完成,,o5fd0409c108c0,项目:沙果干瓶贴设计所在行业:食品行业组织性质:公司需求:设计一款瓶贴，产品是：沙果干，雇主是生产厂家，自有品牌，自己的包装，不是贴牌的，具体要求详谈，完成时间:未具体明确已确定合作，按双方事先沟通好的要求来做，合作愉快,2023-09-19,2023.10.10,任务编号：1058111,800.0,5天,陕西省-西安市-未央区,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件",,,,,,,,,,,包装设计,,,,,,包装设计/系列包装/产品规划,"￥2980
            /件",logo设计/标志设计/品牌设计/原创设计,爆款产品包装设计/卖点提炼/爆点策划,"￥5000
            /件",创意包装设计/原创设计/爆款产品,"￥3500
            /件",,,,,,,,,,,,,,,,,,,,,"￥1500
            /件",,,￥34.55万,2023
【VI设计】化妆品品牌vi设计,https://task.epwk.com/1058037/,56人,1人,¥8500,圆满完成,,威锋客5p0Dz,化妆品品牌vi设计，具体详谈,2023-09-19,2023.09.19,任务编号：1058037,8500.0,9天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,VI设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【VI设计】食品品牌宣传设计,https://task.epwk.com/1058038/,67人,1人,¥9600,圆满完成,,威锋客5p0Dz,食品品牌宣传设计，具体详谈,2023-09-19,2023.09.19,任务编号：1058038,9600.0,10天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,VI设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【广告设计】小吃店的品牌设计（预付款）,https://task.epwk.com/1058027/,72人,1人,¥6240,圆满完成,,k6794****72,"项目:小吃店的品牌设计称呼:庄先生地区:泉州市,泉州市需求:线下有家小吃店，现在需要做品牌策划，招加盟，门头，招牌，加盟手机等都需要设计完成时间:越快越好预算:设计团队报价联系备注：手机微信同号",2023-09-19,2023.09.19,任务编号：1058027,6240.0,21天,广东省-广州市,北来设计,https://shop.epwk.com/89dvg1prldl2/,北来设计,出售服务,https://shop.epwk.com/89dvg1prldl2/chushou/,企业,二品,65分,总 23 次中标，交易总金额,,北来设计,,主视觉（KV）设计,"￥2000
            /起",IP/吉祥物设计,"￥6800
            /起",产品包装设计,"￥3800
            /起",商业空间设计,"￥9800
            /套",,,,,,,,,,,广告设计,,,,,,品牌全案视觉策划,"￥16800
            /起",Logo设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥5000
            /起",,,￥11.05万,2023
【海报设计】软件UI设计,https://task.epwk.com/1057986/,339人,1人,¥400,圆满完成,,hezexinxi,项目：软件UI设计称呼：左女士地区: 上海，本地服务商优先需求: 我们的软件已经完成了，因为是需要对外销售，所以需要美化界面。我们原来的设计很朴素，软件是针对制造业半导体，设计时要考虑行业的特点  。服务商提供案例、报价预算: 看服务商报价时间：尽快启动备注：微信是手机号,2023-09-18,2023.10.11,任务编号：1057986,400.0,3天,陕西省-西安市-雁塔区,传动设计,https://shop.epwk.com/4rn8q7x76ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海报设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【产品外观设计】产品外观+内部结构设计,https://task.epwk.com/1057881/,109人,1人,¥9000,圆满完成,,vitorru,项目：产品外观+内部结构设计(第一期，已确定合作者)称呼：张先生地区: 安徽芜湖，服务商地域不限需求: 我们是做空气消毒机的，有自己的工厂，OEM贴牌，目前在抖 音卖得很好。我们现在想做自有品牌， 想分别找外观设计公司，或结构设计公司，或外观和结构一起设计的公司，服务商可以分别报外观设计、结构设计的价格  。服务商提供案例、报价预算: 看服务商报价时间：尽快备注：微信是手机号,2023-09-18,2023.09.18,任务编号：1057881,9000.0,15天,广东省-佛山市,典石工业设计,https://shop.epwk.com/09drj7wz153w/,典石工业设计,出售服务,https://shop.epwk.com/09drj7wz153w/chushou/,企业,一品,69分,,,典石工业设计,,【电子电器】工业设计外观设计产品设计产品外观设计产品结构设计,"￥12000
            /款",母婴儿童产品外观结构效果图建模手板产品工业设计产品设计,"￥8000
            /款",儿童产品外观结构效果图建模手板产品工业设计内衣消毒柜设计,"￥6000
            /款",产品外观结构效果图建模手板产品工业设计众筹产品设计,"￥8000
            /款",,,,,,,,,,,产品外观设计,,,,,,家用电器产品外观结构效果图建模手板产品工业设计产品设计,"￥6000
            /款",机械产品设备生产线产品外观结构效果图建模手板产品工业设计,【净水器设计】产品外观结构效果图建模手板产品工业设计产品设计,"￥10000
            /款",净水器结构设计   家电结构   厨卫结构,价格面议,燃气灶外观设计  灶具外观设计,价格面议,奶瓶消毒柜工业设计  产品外观设计  结构设计,价格面议,,,,,,,,,,,,,,,,,"￥10000
            /款",,,,2023
【包装设计】鞋带扣的二维图，三维图设计（已确定合作者）,https://task.epwk.com/1057475/,322人,1人,¥1800,圆满完成,,k3130****43,项目：鞋带扣的二维图，三维图设计（已确定合作者）称呼：同先生地区: 不详，服务商地域不限需求: 雇主自行设计了一款鞋带扣，有专利，现想找工厂做出成品。 目前他有简纸，需要设计公司做成三维图，以便工厂制作。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信不是手机号,2023-09-14,2023.12.29,任务编号：1057475,1800.0,5天,重庆市-市辖区,瑞讯（重庆）文化传媒有限公司,https://shop.epwk.com/89dvg10rkdl2/,瑞讯（重庆）文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg10rkdl2/chushou/,企业,四品,40分,,,瑞讯（重庆）文化传媒有限公司,,3D建模、3D打印、3D扫描、各类3D效果图,"￥300
            /件",VR/AR虚拟现实、增强现实,"￥1000
            /件",二维风格动画,"￥1000
            /件",三维影视特效,"￥1000
            /件",,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
