标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,知识
先达科贸易VI设计,https://task.epwk.com/455373/,90人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2458.html?m=6&o=7,先达科贸易VI设计,直接雇佣￥ 35000,￥ 35000,任务编号：455373,2000-2900.csv,,"VI设计, 先达科贸易"
海铁物流VI,https://task.epwk.com/455374/,123人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2458.html?m=6&o=7,海铁物流VI,直接雇佣￥ 40000,￥ 40000,任务编号：455374,2000-2900.csv,,"海铁物流, VI设计"
帮忙破解一个小应用软件的数据库,https://task.epwk.com/455376/,352人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,帮忙破解一个小应用软件的数据库,直接雇佣￥ 10000,￥ 10000,任务编号：455376,2000-2900.csv,,"破解应用软件, 数据库"
【APP开发】便利店商城APP应用开发,https://task.epwk.com/455377/,122人,1人,"¥45,500",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,便利店商城APP应用开发,直接雇佣￥ 45500,￥ 45500,任务编号：455377,2000-2900.csv,,"便利店商城, APP应用, 商城系统"
【测试服务】京客隆-bug探索-Android,https://task.epwk.com/455379/,1360人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,京客隆-bug探索-Android,直接雇佣￥ 10000,￥ 10000,任务编号：455379,2000-2900.csv,,"京客隆, bug探索, Android"
【LOGO设计】LED灯具品牌LOGO设计,https://task.epwk.com/455405/,509人,1人,"¥1,100",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,LED灯具品牌LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：455405,2000-2900.csv,,"LED灯具, 品牌LOGO设计"
【微信开发】微信公众号考试答题,https://task.epwk.com/455408/,384人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,微信公众号考试答题,直接雇佣￥ 3000,￥ 3000,任务编号：455408,2000-2900.csv,,"微信公众号, 考试答题"
【前端开发】页面修改,https://task.epwk.com/455410/,1824人,1人,¥260,圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,页面修改,直接雇佣￥ 260,￥ 260,任务编号：455410,2000-2900.csv,,页面修改
【APP开发】类似多乐保皇app开发,https://task.epwk.com/455420/,255人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,类似多乐保皇app开发,直接雇佣￥ 50000,￥ 50000,任务编号：455420,2000-2900.csv,,"多乐保皇, app开发"
【APP开发】一元夺宝app,https://task.epwk.com/455421/,186人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,一元夺宝app,直接雇佣￥ 50000,￥ 50000,任务编号：455421,2000-2900.csv,,app
【APP开发】类似饿了么app,https://task.epwk.com/455422/,226人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,类似饿了么app,直接雇佣￥ 50000,￥ 50000,任务编号：455422,2000-2900.csv,,"饿了么, app, 餐饮配送"
【小程序开发】社交APP设计开发,https://task.epwk.com/455423/,126人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,社交APP设计开发,直接雇佣￥ 45000,￥ 45000,任务编号：455423,2000-2900.csv,,"社交APP, 设计, 开发"
【APP开发】类似于京东的app,https://task.epwk.com/455424/,174人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,类似于京东的app,直接雇佣￥ 50000,￥ 50000,任务编号：455424,2000-2900.csv,,"京东app, 移动电商, 应用设计"
【VI设计】品牌整体VI设计,https://task.epwk.com/455427/,172人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,品牌整体VI设计,直接雇佣￥ 25000,￥ 25000,任务编号：455427,2000-2900.csv,,"品牌VI设计, 整体设计"
程序开发,https://task.epwk.com/455428/,131人,1人,¥400,圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,程序开发,直接雇佣￥ 400,￥ 400,任务编号：455428,2000-2900.csv,,程序开发
【插画设计】整套书籍插画设计,https://task.epwk.com/455429/,890人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,整套书籍插画设计,直接雇佣￥ 15000,￥ 15000,任务编号：455429,2000-2900.csv,,书籍插画设计
【宣传册设计】儿童乐园宣传单设计,https://task.epwk.com/455434/,676人,1人,¥300,圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,儿童乐园宣传单设计,直接雇佣￥ 300,￥ 300,任务编号：455434,2000-2900.csv,,"儿童乐园, 宣传单, 设计"
【数据库设计】电商网站系统库设计以及开发,https://task.epwk.com/455438/,1623人,1人,"¥27,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,电商网站系统库设计以及开发,直接雇佣￥ 27000,￥ 27000,任务编号：455438,2000-2900.csv,,"电商网站系统, 库设计, 开发"
宣传册设计,https://task.epwk.com/455440/,52人,1人,"¥9,600",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,宣传册设计,直接雇佣￥ 9600,￥ 9600,任务编号：455440,2000-2900.csv,,"宣传册, 设计"
【企业官网】信息发布网站开发,https://task.epwk.com/455442/,242人,1人,"¥7,500",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,信息发布网站开发,直接雇佣￥ 7500,￥ 7500,任务编号：455442,2000-2900.csv,,"信息发布, 网站开发"
【包装设计】筷子包装盒设计,https://task.epwk.com/455444/,456人,1人,¥680,圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,筷子包装盒设计,直接雇佣￥ 680,￥ 680,任务编号：455444,2000-2900.csv,,筷子包装盒设计
宣传册设计,https://task.epwk.com/455445/,122人,1人,"¥10,400",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,宣传册设计,直接雇佣￥ 10400,￥ 10400,任务编号：455445,2000-2900.csv,,"宣传册, 设计"
【其他软件开发】物流办公系统开发,https://task.epwk.com/455454/,129人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,物流办公系统开发,直接雇佣￥ 30000,￥ 30000,任务编号：455454,2000-2900.csv,,"物流办公系统, 系统开发"
【APP开发】物流APP开发,https://task.epwk.com/455455/,161人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,物流APP开发,直接雇佣￥ 30000,￥ 30000,任务编号：455455,2000-2900.csv,,"物流APP, 开发"
NU SHU DESIGNER PARFUMS,https://task.epwk.com/455456/,184人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,NU SHU DESIGNER PARFUMS,直接雇佣￥ 50000,￥ 50000,任务编号：455456,2000-2900.csv,,"NU SHU, 设计师, 香水"
【电商网站】gecea品牌服饰网站设计,https://task.epwk.com/455465/,353人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,gecea品牌服饰网站设计,直接雇佣￥ 15000,￥ 15000,任务编号：455465,2000-2900.csv,,"品牌服饰, 网站设计"
创业互联网公司VI设计,https://task.epwk.com/455468/,245人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,创业互联网公司VI设计,直接雇佣￥ 49000,￥ 49000,任务编号：455468,2000-2900.csv,,"创业互联网公司, VI设计"
【企业官网】家具定制网站,https://task.epwk.com/455512/,375人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,家具定制网站,直接雇佣￥ 10000,￥ 10000,任务编号：455512,2000-2900.csv,,"家具定制, 网站设计"
【微信开发】家具定制微商城+公众号,https://task.epwk.com/455513/,439人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,家具定制微商城+公众号,直接雇佣￥ 15000,￥ 15000,任务编号：455513,2000-2900.csv,,"家具定制, 微商城, 公众号"
【APP开发】家具定制安卓版,https://task.epwk.com/455514/,373人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,家具定制安卓版,直接雇佣￥ 10000,￥ 10000,任务编号：455514,2000-2900.csv,,"家具定制, 安卓应用"
【APP开发】家具定制IOS版,https://task.epwk.com/455515/,353人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,家具定制IOS版,直接雇佣￥ 10000,￥ 10000,任务编号：455515,2000-2900.csv,,"家具定制, IOS版"
【小程序开发】大型智能停车场管理系统,https://task.epwk.com/455537/,273人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2457.html?m=6&o=7,大型智能停车场管理系统,直接雇佣￥ 30000,￥ 30000,任务编号：455537,2000-2900.csv,,"智能停车场, 管理系统, 车辆识别"
【微博营销】新浪微博企业账号蓝v认证，新浪微博个人微博黄v认证,https://task.epwk.com/455555/,1267人,1人,¥250,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,新浪微博企业账号蓝v认证，新浪微博个人微博黄v认证,直接雇佣￥ 250,￥ 250,任务编号：455555,2000-2900.csv,,"新浪微博企业账号, 蓝v认证, 新浪微博个人微博, 黄v认证"
【微博营销】百度，360，soso问答推广，需要收录不被删。,https://task.epwk.com/455557/,528人,1人,¥200,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,百度，360，soso问答推广，需要收录不被删。,直接雇佣￥ 200,￥ 200,任务编号：455557,2000-2900.csv,,"百度, soso问答推广, 收录, 不被删"
【微博营销】活跃论坛顶贴发帖，门户论坛发帖加精置顶,https://task.epwk.com/455559/,718人,1人,¥100,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,活跃论坛顶贴发帖，门户论坛发帖加精置顶,直接雇佣￥ 100,￥ 100,任务编号：455559,2000-2900.csv,,"论坛发帖, 顶贴, 加精置顶"
【FLASH制作】FLASH文件编辑（再读课文20个）,https://task.epwk.com/455560/,445人,1人,¥500,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,FLASH文件编辑（再读课文20个）,直接雇佣￥ 500,￥ 500,任务编号：455560,2000-2900.csv,,"FLASH文件编辑, 课文阅读, 20个"
【小程序开发】2500尾款1700,https://task.epwk.com/455561/,259人,1人,"¥1,700",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,2500尾款1700,直接雇佣￥ 1700,￥ 1700,任务编号：455561,2000-2900.csv,,尾款
【产品推广】本地旅游项目运营,https://task.epwk.com/455572/,316人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,本地旅游项目运营,直接雇佣￥ 30000,￥ 30000,任务编号：455572,2000-2900.csv,,"本地旅游, 项目运营"
【LOGO设计】悦友工艺logo设计,https://task.epwk.com/455574/,207人,1人,¥500,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,悦友工艺logo设计,直接雇佣￥ 500,￥ 500,任务编号：455574,2000-2900.csv,,"悦友工艺, logo设计"
【商业提案】专业商业文案编写,https://task.epwk.com/455581/,184人,1人,"¥8,800",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,专业商业文案编写,直接雇佣￥ 8800,￥ 8800,任务编号：455581,2000-2900.csv,,"商业文案, 编写"
【LOGO设计】化妆品LOGO设计,https://task.epwk.com/455599/,212人,1人,¥98,圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,化妆品LOGO设计,直接雇佣￥ 98,￥ 98,任务编号：455599,2000-2900.csv,,"化妆品, LOGO设计"
【企业官网】广告传媒公司 网站,https://task.epwk.com/455600/,134人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,广告传媒公司 网站,直接雇佣￥ 20000,￥ 20000,任务编号：455600,2000-2900.csv,,"广告传媒, 网站设计"
【APP开发】广告传媒公司 ios+安卓APP,https://task.epwk.com/455601/,220人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,广告传媒公司 ios+安卓APP,直接雇佣￥ 30000,￥ 30000,任务编号：455601,2000-2900.csv,,"广告传媒公司, ios应用, 安卓应用"
【手游开发】游戏开发需求,https://task.epwk.com/455602/,578人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,游戏开发需求,直接雇佣￥ 10000,￥ 10000,任务编号：455602,2000-2900.csv,,"游戏开发, 需求"
【家政服务】大型器械搬迁至珠海航展馆,https://task.epwk.com/455607/,386人,1人,"¥13,410",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,大型器械搬迁至珠海航展馆,直接雇佣￥ 13410,￥ 13410,任务编号：455607,2000-2900.csv,,"大型器械, 珠海航展馆, 搬迁"
景区VI,https://task.epwk.com/455608/,164人,1人,"¥19,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,景区VI,直接雇佣￥ 19000,￥ 19000,任务编号：455608,2000-2900.csv,,景区VI
【电商网站】多用户商城开发,https://task.epwk.com/455609/,289人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,多用户商城开发,直接雇佣￥ 5000,￥ 5000,任务编号：455609,2000-2900.csv,,"多用户商城, 开发"
【网站UI设计】手工作坊官方网站的设计与制作,https://task.epwk.com/455610/,839人,1人,"¥100,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,手工作坊官方网站的设计与制作,直接雇佣￥ 100000,￥ 100000,任务编号：455610,2000-2900.csv,,"手工作坊, 官方网站, 设计制作"
【APP开发】新闻门户App系统,https://task.epwk.com/455612/,348人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,新闻门户App系统,直接雇佣￥ 50000,￥ 50000,任务编号：455612,2000-2900.csv,,"新闻门户, App系统"
【企业宣传片】手工作坊教学宣传片摄制,https://task.epwk.com/455613/,2710人,1人,"¥83,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,手工作坊教学宣传片摄制,直接雇佣￥ 83000,￥ 83000,任务编号：455613,2000-2900.csv,,"手工作坊, 宣传片, 摄制"
【APP开发】上门维修APP开发,https://task.epwk.com/455614/,126人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,上门维修APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：455614,2000-2900.csv,,"上门维修, APP开发"
【电商网站】垂直电商网站预付款,https://task.epwk.com/455615/,340人,1人,"¥7,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,垂直电商网站预付款,直接雇佣￥ 7000,￥ 7000,任务编号：455615,2000-2900.csv,,"垂直电商, 预付款"
【企业官网】教育类公众号开发,https://task.epwk.com/455618/,179人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,教育类公众号开发,直接雇佣￥ 50000,￥ 50000,任务编号：455618,2000-2900.csv,,"教育类公众号, 公众号开发"
【企业官网】租车类微信公众号开发,https://task.epwk.com/455620/,122人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,租车类微信公众号开发,直接雇佣￥ 40000,￥ 40000,任务编号：455620,2000-2900.csv,,租车类微信公众号开发
【企业官网】基于微信的合作商管理系统开发,https://task.epwk.com/455622/,87人,1人,"¥24,600",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,基于微信的合作商管理系统开发,直接雇佣￥ 24600,￥ 24600,任务编号：455622,2000-2900.csv,,"微信, 合作商管理, 系统开发"
【企业官网】生鲜类微商城开发,https://task.epwk.com/455631/,103人,1人,"¥39,800",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,生鲜类微商城开发,直接雇佣￥ 39800,￥ 39800,任务编号：455631,2000-2900.csv,,"生鲜类, 微商城"
【企业官网】任务类的微信公众号开发,https://task.epwk.com/455632/,335人,1人,"¥74,800",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,任务类的微信公众号开发,直接雇佣￥ 74800,￥ 74800,任务编号：455632,2000-2900.csv,,"任务类, 微信公众号"
【小程序开发】金融网贷P2P,https://task.epwk.com/455636/,382人,1人,"¥68,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,金融网贷P2P,直接雇佣￥ 68000,￥ 68000,任务编号：455636,2000-2900.csv,,"金融网贷, P2P"
【施工图设计】办公室装修施工图设计,https://task.epwk.com/455638/,445人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,办公室装修施工图设计,直接雇佣￥ 40000,￥ 40000,任务编号：455638,2000-2900.csv,,"办公室装修, 施工图设计"
【效果图设计】办公室装修效果图设计,https://task.epwk.com/455639/,301人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,办公室装修效果图设计,直接雇佣￥ 20000,￥ 20000,任务编号：455639,2000-2900.csv,,"办公室装修, 效果图设计"
【包装设计】整体包装设计,https://task.epwk.com/455643/,261人,1人,"¥11,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,整体包装设计,直接雇佣￥ 11000,￥ 11000,任务编号：455643,2000-2900.csv,,"整体包装, 设计"
【APP开发】类似映客直播的软件开发,https://task.epwk.com/455646/,212人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2456.html?m=6&o=7,类似映客直播的软件开发,直接雇佣￥ 40000,￥ 40000,任务编号：455646,2000-2900.csv,,"直播软件, 视频互动, 实时通讯"
【VI设计】生态食品VI设计,https://task.epwk.com/455647/,370人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,生态食品VI设计,直接雇佣￥ 20000,￥ 20000,任务编号：455647,2000-2900.csv,,"生态食品, VI设计"
【宣传册设计】诗兰薇护肤品招商画册,https://task.epwk.com/455651/,596人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,诗兰薇护肤品招商画册,直接雇佣￥ 1500,￥ 1500,任务编号：455651,2000-2900.csv,,"护肤品招商, 画册设计"
【其他软件开发】物业管理软件开发,https://task.epwk.com/455658/,122人,1人,"¥46,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,物业管理软件开发,直接雇佣￥ 46000,￥ 46000,任务编号：455658,2000-2900.csv,,"物业管理, 软件开发"
【产品推广】【网站建设定制】精美企业网站设计与开发定制,https://task.epwk.com/455660/,302人,1人,"¥3,716",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,【网站建设定制】精美企业网站设计与开发定制,直接雇佣￥ 3716,￥ 3716,任务编号：455660,2000-2900.csv,,"企业网站设计, 网站开发定制, 网站建设"
【LOGO设计】峰会logo设计,https://task.epwk.com/455662/,176人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,峰会logo设计,直接雇佣￥ 1200,￥ 1200,任务编号：455662,2000-2900.csv,,"峰会, logo设计"
【其他软件开发】图片识别软件,https://task.epwk.com/455663/,268人,1人,"¥47,001",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,图片识别软件,直接雇佣￥ 47001,￥ 47001,任务编号：455663,2000-2900.csv,,"图片识别, 软件"
万象城（深圳）VIS,https://task.epwk.com/455668/,198人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,万象城（深圳）VIS,直接雇佣￥ 50000,￥ 50000,任务编号：455668,2000-2900.csv,,"万象城, VIS设计"
东门贸业活动策划,https://task.epwk.com/455669/,108人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,东门贸业活动策划,直接雇佣￥ 40000,￥ 40000,任务编号：455669,2000-2900.csv,,"东门贸业, 活动策划"
观澜湖高尔夫度假村VIS设计,https://task.epwk.com/455670/,132人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,观澜湖高尔夫度假村VIS设计,直接雇佣￥ 35000,￥ 35000,任务编号：455670,2000-2900.csv,,"观澜湖高尔夫度假村, VIS设计"
【印刷出版】海报印刷,https://task.epwk.com/455683/,206人,1人,"¥7,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,海报印刷,直接雇佣￥ 7000,￥ 7000,任务编号：455683,2000-2900.csv,,"海报, 印刷"
【印刷出版】海报印刷,https://task.epwk.com/455684/,188人,1人,"¥7,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,海报印刷,直接雇佣￥ 7000,￥ 7000,任务编号：455684,2000-2900.csv,,"海报, 印刷"
logo设计，宣传册设计，包装设计等vi设计,https://task.epwk.com/455688/,190人,1人,"¥4,800",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,logo设计，宣传册设计，包装设计等vi设计,直接雇佣￥ 4800,￥ 4800,任务编号：455688,2000-2900.csv,,"logo设计, 宣传册设计, 包装设计, VI设计"
【其他软件开发】小程序修改,https://task.epwk.com/455704/,200人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,小程序修改,直接雇佣￥ 5000,￥ 5000,任务编号：455704,2000-2900.csv,,"小程序, 修改"
logo设计,https://task.epwk.com/455705/,108人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,logo设计,直接雇佣￥ 45000,￥ 45000,任务编号：455705,2000-2900.csv,,logo设计
品牌全案策划,https://task.epwk.com/455706/,288人,1人,"¥100,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,品牌全案策划,直接雇佣￥ 100000,￥ 100000,任务编号：455706,2000-2900.csv,,"品牌策划, 全案策划"
【微信开发】微商城家政服务APP开发,https://task.epwk.com/455733/,245人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,微商城家政服务APP开发,直接雇佣￥ 49000,￥ 49000,任务编号：455733,2000-2900.csv,,"微商城, 家政服务, APP开发"
【APP开发】广告传媒公司 ios 安卓APP,https://task.epwk.com/455735/,534人,1人,"¥100,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,广告传媒公司 ios 安卓APP,直接雇佣￥ 100000,￥ 100000,任务编号：455735,2000-2900.csv,,"广告传媒, ios, 安卓APP"
【企业官网】广告传媒公司 网站,https://task.epwk.com/455736/,468人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,广告传媒公司 网站,直接雇佣￥ 50000,￥ 50000,任务编号：455736,2000-2900.csv,,"广告传媒, 网站设计"
【微信开发】化妆品电商 微商城+后台+公众号,https://task.epwk.com/455737/,1141人,1人,"¥100,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,化妆品电商 微商城+后台+公众号,直接雇佣￥ 100000,￥ 100000,任务编号：455737,2000-2900.csv,,"化妆品电商, 微商城, 公众号"
【APP开发】化妆品电商 IOSAPP,https://task.epwk.com/455738/,184人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,化妆品电商 IOSAPP,直接雇佣￥ 50000,￥ 50000,任务编号：455738,2000-2900.csv,,"化妆品电商, IOSAPP"
【APP开发】化妆品电商 安卓APP,https://task.epwk.com/455739/,180人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,化妆品电商 安卓APP,直接雇佣￥ 50000,￥ 50000,任务编号：455739,2000-2900.csv,,"化妆品电商, 安卓APP"
【微信开发】家具定制微商城+公众号,https://task.epwk.com/455746/,236人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,家具定制微商城+公众号,直接雇佣￥ 50000,￥ 50000,任务编号：455746,2000-2900.csv,,"家具定制, 微商城, 公众号"
【企业官网】家具定制网站,https://task.epwk.com/455747/,205人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,家具定制网站,直接雇佣￥ 50000,￥ 50000,任务编号：455747,2000-2900.csv,,"家具定制, 网站设计"
【企业官网】记账软件官网,https://task.epwk.com/455748/,195人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,记账软件官网,直接雇佣￥ 50000,￥ 50000,任务编号：455748,2000-2900.csv,,"记账软件, 官网"
【微信开发】记账软件公众号,https://task.epwk.com/455749/,334人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,记账软件公众号,直接雇佣￥ 50000,￥ 50000,任务编号：455749,2000-2900.csv,,"记账软件, 微信公众号"
生物塑料在创新泵头上的工业设计结构研究项目,https://task.epwk.com/455756/,335人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,生物塑料在创新泵头上的工业设计结构研究项目,直接雇佣￥ 50000,￥ 50000,任务编号：455756,2000-2900.csv,,"生物塑料, 工业设计, 泵头结构"
小型电商平台-出售化妆品,https://task.epwk.com/455765/,176人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,小型电商平台-出售化妆品,直接雇佣￥ 15000,￥ 15000,任务编号：455765,2000-2900.csv,,"小型电商平台, 化妆品销售"
【其他工业设计】医院备电24小时不间断系统,https://task.epwk.com/455766/,1635人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,医院备电24小时不间断系统,直接雇佣￥ 6000,￥ 6000,任务编号：455766,2000-2900.csv,,"医院备电, 24小时供电, 不间断系统"
【PPT设计】企业第四年度进度汇报总结文件,https://task.epwk.com/455773/,607人,1人,"¥11,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,企业第四年度进度汇报总结文件,直接雇佣￥ 11000,￥ 11000,任务编号：455773,2000-2900.csv,,"企业年度进度, 总结文件, 任务汇报"
【OA系统】淘宝订单下载处理。流程管理,https://task.epwk.com/455775/,1590人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2455.html?m=6&o=7,淘宝订单下载处理。流程管理,直接雇佣￥ 50000,￥ 50000,任务编号：455775,2000-2900.csv,,"淘宝订单, 下载处理, 流程管理"
绘本插画设计,https://task.epwk.com/455782/,250人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,绘本插画设计,直接雇佣￥ 30000,￥ 30000,任务编号：455782,2000-2900.csv,,绘本插画设计
【企业官网】新建的个人网站需要美化和充实,https://task.epwk.com/455787/,190人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,新建的个人网站需要美化和充实,直接雇佣￥ 1000,￥ 1000,任务编号：455787,2000-2900.csv,,"个人网站, 美化, 充实内容"
企业画册设计,https://task.epwk.com/455800/,146人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,企业画册设计,直接雇佣￥ 5000,￥ 5000,任务编号：455800,2000-2900.csv,,"企业画册, 设计"
企业vi设计,https://task.epwk.com/455801/,229人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,企业vi设计,直接雇佣￥ 14000,￥ 14000,任务编号：455801,2000-2900.csv,,企业vi设计
景区导视设计,https://task.epwk.com/455802/,127人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,景区导视设计,直接雇佣￥ 30000,￥ 30000,任务编号：455802,2000-2900.csv,,"景区导视, 设计"
【企业官网】html5网站、H5自适应开发、响应式网站、HTML5微场景,https://task.epwk.com/455804/,132人,1人,"¥7,500",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,html5网站、H5自适应开发、响应式网站、HTML5微场景,直接雇佣￥ 7500,￥ 7500,任务编号：455804,2000-2900.csv,,"HTML5网站, H5自适应开发, 响应式网站, HTML5微场景"
母婴用品LOGO,https://task.epwk.com/455805/,151人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,母婴用品LOGO,直接雇佣￥ 2000,￥ 2000,任务编号：455805,2000-2900.csv,,"母婴用品, LOGO"
湖头米粉包装设计,https://task.epwk.com/455806/,140人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,湖头米粉包装设计,直接雇佣￥ 1500,￥ 1500,任务编号：455806,2000-2900.csv,,"湖头米粉, 包装设计"
餐饮连锁品牌形象设计,https://task.epwk.com/455807/,111人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,餐饮连锁品牌形象设计,直接雇佣￥ 25000,￥ 25000,任务编号：455807,2000-2900.csv,,"餐饮连锁, 品牌形象, 设计"
