标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【VI设计】五方度假VI设计,https://task.epwk.com/300885/,230人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,五方度假VI设计,直接雇佣￥ 4000,￥ 4000,任务编号：300885,3153-3304.csv,,,"五方度假, VI设计"
做竞价页面,https://task.epwk.com/300893/,184人,1人,¥500,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,做竞价页面,直接雇佣￥ 500,￥ 500,任务编号：300893,3153-3304.csv,,,"竞价页面, 页面设计"
【宣传册设计】丽芙提对折页4P宣传页设计制作,https://task.epwk.com/300935/,427人,1人,¥300,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,丽芙提对折页4P宣传页设计制作,直接雇佣￥ 300,￥ 300,任务编号：300935,3153-3304.csv,,,"丽芙提, 对折页, 宣传页设计"
【电商网站】第一期剩余款项1,https://task.epwk.com/300959/,293人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,第一期剩余款项1,直接雇佣￥ 5000,￥ 5000,任务编号：300959,3153-3304.csv,,,第一期剩余款项
【电商网站】第一期剩余款项第二部分,https://task.epwk.com/300960/,405人,1人,"¥3,300",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,第一期剩余款项第二部分,直接雇佣￥ 3300,￥ 3300,任务编号：300960,3153-3304.csv,,,第一期剩余款项第二部分
【VI设计】融入奶茶店VI设计,https://task.epwk.com/301035/,490人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,融入奶茶店VI设计,直接雇佣￥ 3000,￥ 3000,任务编号：301035,3153-3304.csv,,,"奶茶店, VI设计"
【数据库设计】多用户信息提交动态表单数据库信息系统开发,https://task.epwk.com/301050/,1707人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,多用户信息提交动态表单数据库信息系统开发,直接雇佣￥ 10000,￥ 10000,任务编号：301050,3153-3304.csv,,,"多用户信息, 动态表单, 数据库系统"
安顺（粤邦）半彩    100,https://task.epwk.com/301067/,74人,1人,¥100,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,安顺（粤邦）半彩    100,直接雇佣￥ 100,￥ 100,任务编号：301067,3153-3304.csv,,,"安顺, 粤邦, 半彩"
金太洋 ----整彩   100,https://task.epwk.com/301074/,93人,1人,¥100,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,金太洋 ----整彩   100,直接雇佣￥ 100,￥ 100,任务编号：301074,3153-3304.csv,,,"金太洋, 整彩"
【微信开发】微信平台定制开发,https://task.epwk.com/301082/,515人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,微信平台定制开发,直接雇佣￥ 12000,￥ 12000,任务编号：301082,3153-3304.csv,,,"微信平台, 定制开发"
天骐---整彩   100,https://task.epwk.com/301085/,107人,1人,¥100,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,天骐---整彩   100,直接雇佣￥ 100,￥ 100,任务编号：301085,3153-3304.csv,,,"整彩, 天骐"
【标签设计】标签字稿的排版设计,https://task.epwk.com/301098/,504人,1人,¥200,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,标签字稿的排版设计,直接雇佣￥ 200,￥ 200,任务编号：301098,3153-3304.csv,,,"标签字稿, 排版设计"
【漫画设计】《酥油茶》《江川三道菜》漫画创作,https://task.epwk.com/301147/,763人,1人,"¥2,240",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,《酥油茶》《江川三道菜》漫画创作,直接雇佣￥ 2240,￥ 2240,任务编号：301147,3153-3304.csv,,,"酥油茶, 江川三道菜, 漫画创作"
【LOGO设计】IT公司LOGO  设计,https://task.epwk.com/301149/,501人,1人,¥200,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,IT公司LOGO  设计,直接雇佣￥ 200,￥ 200,任务编号：301149,3153-3304.csv,,,"IT公司, LOGO设计"
【小程序开发】搜索引擎一阶段升级开发,https://task.epwk.com/301159/,393人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,搜索引擎一阶段升级开发,直接雇佣￥ 10000,￥ 10000,任务编号：301159,3153-3304.csv,,,"搜索引擎, 一阶段升级, 开发"
【软文发布】百度百科发布信息,https://task.epwk.com/301161/,267人,1人,"¥1,240",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,百度百科发布信息,直接雇佣￥ 1240,￥ 1240,任务编号：301161,3153-3304.csv,,,"百度百科, 信息发布"
【漫画设计】《小黑哥的故事》《邂逅是月亮》四格漫画创作,https://task.epwk.com/301163/,668人,1人,"¥2,450",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,《小黑哥的故事》《邂逅是月亮》四格漫画创作,直接雇佣￥ 2450,￥ 2450,任务编号：301163,3153-3304.csv,,,"四格漫画, 故事创作, 漫画创作"
【包装设计】包装盒结构，平面设计,https://task.epwk.com/301203/,411人,1人,¥850,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,包装盒结构，平面设计,直接雇佣￥ 850,￥ 850,任务编号：301203,3153-3304.csv,,,"包装盒结构, 平面设计"
【表情设计】征求原创 (Furry Dog) QQ动态表情,https://task.epwk.com/301252/,1181人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,征求原创 (Furry Dog) QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：301252,3153-3304.csv,,,"原创,Furry Dog,QQ动态表情"
数据录入之40,https://task.epwk.com/301254/,114人,1人,¥200,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,数据录入之40,直接雇佣￥ 200,￥ 200,任务编号：301254,3153-3304.csv,,,"数据录入, 40"
【数据录入】数据录入之41,https://task.epwk.com/301255/,142人,1人,¥100,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,数据录入之41,直接雇佣￥ 100,￥ 100,任务编号：301255,3153-3304.csv,,,"数据录入, 41"
图表设计,https://task.epwk.com/301260/,336人,1人,¥300,圆满完成,https://task.epwk.com/page3179.html?m=6&o=7,图表设计,直接雇佣￥ 300,￥ 300,任务编号：301260,3153-3304.csv,,,图表设计
信息数据录入之333,https://task.epwk.com/301309/,82人,1人,¥200,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,信息数据录入之333,直接雇佣￥ 200,￥ 200,任务编号：301309,3153-3304.csv,,,"信息数据录入, 333"
【企业官网】长期合作,https://task.epwk.com/301360/,205人,1人,¥600,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,长期合作,直接雇佣￥ 600,￥ 600,任务编号：301360,3153-3304.csv,,,长期合作
【企业官网】一站式工作网站建设,https://task.epwk.com/301403/,342人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,一站式工作网站建设,直接雇佣￥ 2500,￥ 2500,任务编号：301403,3153-3304.csv,,,"一站式工作网站, 网站建设"
【旅游服务】印度旅游产品推介,https://task.epwk.com/301410/,857人,1人,¥150,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,印度旅游产品推介,直接雇佣￥ 150,￥ 150,任务编号：301410,3153-3304.csv,,,"印度旅游, 产品推介"
【小程序开发】网络爬虫开发,https://task.epwk.com/301445/,897人,1人,¥700,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,网络爬虫开发,直接雇佣￥ 700,￥ 700,任务编号：301445,3153-3304.csv,,,"网络爬虫, 开发"
【广告文案】现代办公状况调查问卷,https://task.epwk.com/301484/,919人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,现代办公状况调查问卷,直接雇佣￥ 1000,￥ 1000,任务编号：301484,3153-3304.csv,,,"现代办公, 状况调查, 问卷调查"
前端开发（任务1）,https://task.epwk.com/301528/,156人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,前端开发（任务1）,直接雇佣￥ 20000,￥ 20000,任务编号：301528,3153-3304.csv,,,"前端开发, 任务"
【文学创作】开阳地税微电影剧本（一）,https://task.epwk.com/301534/,868人,1人,¥300,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,开阳地税微电影剧本（一）,直接雇佣￥ 300,￥ 300,任务编号：301534,3153-3304.csv,,,"地税, 微电影, 剧本"
【图片处理】海报和广告小图标设计,https://task.epwk.com/301561/,492人,1人,¥100,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,海报和广告小图标设计,直接雇佣￥ 100,￥ 100,任务编号：301561,3153-3304.csv,,,"海报设计, 广告图标"
【包装设计】第一次任务,https://task.epwk.com/301612/,200人,1人,¥85,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,第一次任务,直接雇佣￥ 85,￥ 85,任务编号：301612,3153-3304.csv,,,第一次任务
【横幅设计】橫幅設計,https://task.epwk.com/301617/,779人,1人,¥300,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,橫幅設計,直接雇佣NT$ 300,NT$ 300,任务编号：301617,3153-3304.csv,,,橫幅設計
【海报设计】《粤韵风华》活动物料设计,https://task.epwk.com/301618/,217人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,《粤韵风华》活动物料设计,直接雇佣￥ 3000,￥ 3000,任务编号：301618,3153-3304.csv,,,"粤韵风华, 活动物料, 设计"
【APP开发】andriod 版本控制APP开发,https://task.epwk.com/301627/,467人,1人,¥500,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,andriod 版本控制APP开发,直接雇佣￥ 500,￥ 500,任务编号：301627,3153-3304.csv,,,"Android版本控制, APP开发"
【微信开发】微信二次开发自定义菜单,https://task.epwk.com/301642/,411人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,微信二次开发自定义菜单,直接雇佣￥ 1000,￥ 1000,任务编号：301642,3153-3304.csv,,,"微信二次开发, 自定义菜单"
【卡通形象设计】卡通人物,https://task.epwk.com/301661/,260人,1人,¥200,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,卡通人物,直接雇佣￥ 200,￥ 200,任务编号：301661,3153-3304.csv,,,卡通人物
【宣传册设计】第二次任务,https://task.epwk.com/301668/,339人,1人,¥50,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,第二次任务,直接雇佣￥ 50,￥ 50,任务编号：301668,3153-3304.csv,,,第二次任务
有App功能的WEB系统,https://task.epwk.com/301728/,364人,1人,"¥8,080",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,有App功能的WEB系统,直接雇佣￥ 8080,￥ 8080,任务编号：301728,3153-3304.csv,,,"App功能, WEB系统"
网站网站650,https://task.epwk.com/301731/,222人,1人,¥650,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,网站网站650,直接雇佣￥ 650,￥ 650,任务编号：301731,3153-3304.csv,,,"网站设计, 网站开发"
数据录入之43,https://task.epwk.com/301752/,148人,1人,¥100,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,数据录入之43,直接雇佣￥ 100,￥ 100,任务编号：301752,3153-3304.csv,,,"数据录入, 43"
天猫详情页制作,https://task.epwk.com/301786/,553人,1人,¥100,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,天猫详情页制作,直接雇佣￥ 100,￥ 100,任务编号：301786,3153-3304.csv,,,"天猫详情页, 页面制作"
【卡通形象设计】幼儿智力开发平台首页和宠物Flash设计,https://task.epwk.com/301788/,675人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,幼儿智力开发平台首页和宠物Flash设计,直接雇佣￥ 5000,￥ 5000,任务编号：301788,3153-3304.csv,,,"幼儿智力开发, 平台首页, Flash设计"
【LOGO设计】烤猪蹄门头设计,https://task.epwk.com/301796/,312人,1人,¥200,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,烤猪蹄门头设计,直接雇佣￥ 200,￥ 200,任务编号：301796,3153-3304.csv,,,"烤猪蹄, 门头设计"
油画装饰微信小游戏,https://task.epwk.com/301815/,204人,1人,"¥2,200",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,油画装饰微信小游戏,直接雇佣￥ 2200,￥ 2200,任务编号：301815,3153-3304.csv,,,"油画装饰, 微信小游戏"
【图片处理】处理一张小图,https://task.epwk.com/301830/,748人,1人,¥10,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,处理一张小图,直接雇佣￥ 10,￥ 10,任务编号：301830,3153-3304.csv,,,小图处理
【宣传册设计】8p样本册设计，含封面,https://task.epwk.com/301839/,232人,1人,¥400,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,8p样本册设计，含封面,直接雇佣￥ 400,￥ 400,任务编号：301839,3153-3304.csv,,,"样本册设计, 封面设计"
微信二次开发,https://task.epwk.com/301854/,154人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,微信二次开发,直接雇佣￥ 1200,￥ 1200,任务编号：301854,3153-3304.csv,,,微信二次开发
【APP开发】一款社交类APP和安卓应用开发,https://task.epwk.com/301869/,665人,1人,"¥40,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,一款社交类APP和安卓应用开发,直接雇佣￥ 40000,￥ 40000,任务编号：301869,3153-3304.csv,,,"社交类APP, 安卓应用开发"
【数据录入】信息数据录入之335,https://task.epwk.com/301885/,146人,1人,¥200,圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,信息数据录入之335,直接雇佣￥ 200,￥ 200,任务编号：301885,3153-3304.csv,,,"信息数据录入, 335"
公司产品宣传网页设计,https://task.epwk.com/301925/,206人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,公司产品宣传网页设计,直接雇佣￥ 1000,￥ 1000,任务编号：301925,3153-3304.csv,,,"公司产品, 宣传网页, 设计"
【微信开发】微信需求定制开发,https://task.epwk.com/301933/,406人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3178.html?m=6&o=7,微信需求定制开发,直接雇佣￥ 5000,￥ 5000,任务编号：301933,3153-3304.csv,,,"微信需求, 定制开发"
【文学创作】开阳地税微电影剧本（二）,https://task.epwk.com/301972/,1404人,1人,¥500,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,开阳地税微电影剧本（二）,直接雇佣￥ 500,￥ 500,任务编号：301972,3153-3304.csv,,,"地税, 微电影, 剧本"
【LOGO设计】微定制logo设计,https://task.epwk.com/302015/,142人,1人,¥400,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,微定制logo设计,直接雇佣￥ 400,￥ 400,任务编号：302015,3153-3304.csv,,,"微定制, logo设计"
【小程序开发】P2P 业务开发,https://task.epwk.com/302039/,266人,1人,"¥14,500",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,P2P 业务开发,直接雇佣￥ 14500,￥ 14500,任务编号：302039,3153-3304.csv,,,"P2P业务, 业务开发"
【名片设计】精瑞教育公司名片设计,https://task.epwk.com/302044/,741人,1人,¥100,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,精瑞教育公司名片设计,直接雇佣￥ 100,￥ 100,任务编号：302044,3153-3304.csv,,,"精瑞教育, 名片设计"
【宣传册设计】第三次任务,https://task.epwk.com/302057/,396人,1人,¥10,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,第三次任务,直接雇佣￥ 10,￥ 10,任务编号：302057,3153-3304.csv,,,第三次任务
【OA系统】公司管理信息系统开发,https://task.epwk.com/302068/,1633人,1人,¥500,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,公司管理信息系统开发,直接雇佣￥ 500,￥ 500,任务编号：302068,3153-3304.csv,,,"公司管理, 信息系统, 开发"
【宣传册设计】宣传单设计,https://task.epwk.com/302082/,286人,1人,¥150,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,宣传单设计,直接雇佣￥ 150,￥ 150,任务编号：302082,3153-3304.csv,,,"宣传单, 设计"
【电商网站】P2B网络贷款系统开发（包含JAVA源代码）,https://task.epwk.com/302103/,466人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,P2B网络贷款系统开发（包含JAVA源代码）,直接雇佣￥ 4000,￥ 4000,任务编号：302103,3153-3304.csv,,,"P2B网络贷款, 系统开发, JAVA源代码"
【小程序开发】数据挖掘程序开发1,https://task.epwk.com/302114/,399人,1人,¥300,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,数据挖掘程序开发1,直接雇佣￥ 300,￥ 300,任务编号：302114,3153-3304.csv,,,"数据挖掘, 程序开发"
【封面设计】晶威封面设计,https://task.epwk.com/302150/,337人,1人,¥100,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,晶威封面设计,直接雇佣￥ 100,￥ 100,任务编号：302150,3153-3304.csv,,,"封面设计, 晶威"
【宣传册设计】折页设计第四次任务,https://task.epwk.com/302155/,416人,1人,¥50,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,折页设计第四次任务,直接雇佣￥ 50,￥ 50,任务编号：302155,3153-3304.csv,,,"折页设计, 第四次任务"
【LOGO设计】门头和商标LOGO设计,https://task.epwk.com/302158/,270人,1人,¥300,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,门头和商标LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：302158,3153-3304.csv,,,"门头, 商标, LOGO"
【企业官网】基础网站制作,https://task.epwk.com/302162/,142人,1人,¥900,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,基础网站制作,直接雇佣￥ 900,￥ 900,任务编号：302162,3153-3304.csv,,,"基础网站, 网站制作"
【LOGO设计】logo设计,https://task.epwk.com/302173/,328人,1人,¥100,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,logo设计,直接雇佣￥ 100,￥ 100,任务编号：302173,3153-3304.csv,,,logo设计
【品牌故事】宣传片文案征集,https://task.epwk.com/302189/,648人,1人,¥500,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,宣传片文案征集,直接雇佣￥ 500,￥ 500,任务编号：302189,3153-3304.csv,,,"宣传片文案, 文案征集"
【宣传册设计】凯佳德力样本设计,https://task.epwk.com/302211/,421人,1人,¥500,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,凯佳德力样本设计,直接雇佣￥ 500,￥ 500,任务编号：302211,3153-3304.csv,,,"凯佳德力, 样本设计"
【企业官网】食品保健品网站建设,https://task.epwk.com/302229/,247人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,食品保健品网站建设,直接雇佣￥ 1000,￥ 1000,任务编号：302229,3153-3304.csv,,,"食品保健品, 网站建设"
【企业官网】网站后期优化更新与维护,https://task.epwk.com/302245/,213人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,网站后期优化更新与维护,直接雇佣￥ 2000,￥ 2000,任务编号：302245,3153-3304.csv,,,"网站优化, 后期维护, 网站更新"
实时自动更新网页制作,https://task.epwk.com/302258/,245人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,实时自动更新网页制作,直接雇佣￥ 1500,￥ 1500,任务编号：302258,3153-3304.csv,,,"实时更新, 网页制作"
【宣传品设计】宣传册设计及宣传展示设计,https://task.epwk.com/302288/,886人,1人,¥300,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,宣传册设计及宣传展示设计,直接雇佣￥ 300,￥ 300,任务编号：302288,3153-3304.csv,,,"宣传册设计, 宣传展示设计"
【表情设计】征求原创 (羊仔阿咩) QQ动态表情,https://task.epwk.com/302319/,522人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,征求原创 (羊仔阿咩) QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：302319,3153-3304.csv,,,"原创表情, QQ动态表情, 羊仔阿咩"
【FLASH制作】动画课件FLASH制作,https://task.epwk.com/302380/,385人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,动画课件FLASH制作,直接雇佣￥ 1000,￥ 1000,任务编号：302380,3153-3304.csv,,,"动画课件, FLASH制作"
【数据录入】信息数据录入之336,https://task.epwk.com/302382/,181人,1人,¥200,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,信息数据录入之336,直接雇佣￥ 200,￥ 200,任务编号：302382,3153-3304.csv,,,"信息数据录入, 336"
【微信开发】微信朋友圈内容获取转发工具开发,https://task.epwk.com/302408/,506人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,微信朋友圈内容获取转发工具开发,直接雇佣￥ 4000,￥ 4000,任务编号：302408,3153-3304.csv,,,"微信朋友圈, 内容获取, 转发工具"
【宣传册设计】产品手册设计,https://task.epwk.com/302427/,192人,1人,¥400,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,产品手册设计,直接雇佣￥ 400,￥ 400,任务编号：302427,3153-3304.csv,,,"产品手册, 设计"
【名片设计】到府除蟲服務明面設計,https://task.epwk.com/302434/,428人,1人,¥50,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,到府除蟲服務明面設計,直接雇佣NT$ 50,NT$ 50,任务编号：302434,3153-3304.csv,,,"到府除虫, 服务设计, 明面设计"
【LOGO设计】需要logo设计,https://task.epwk.com/302491/,193人,1人,¥450,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,需要logo设计,直接雇佣￥ 450,￥ 450,任务编号：302491,3153-3304.csv,,,logo设计
【VI设计】续接任务，VI修改,https://task.epwk.com/302500/,291人,1人,¥500,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,续接任务，VI修改,直接雇佣￥ 500,￥ 500,任务编号：302500,3153-3304.csv,,,"VI修改, 续接任务"
【LOGO设计】原创商标设计,https://task.epwk.com/302539/,167人,1人,¥200,圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,原创商标设计,直接雇佣￥ 200,￥ 200,任务编号：302539,3153-3304.csv,,,"原创商标, 商标设计"
【网站开发】实现网站后台，要求语言asp.net开发,https://task.epwk.com/302581/,404人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3177.html?m=6&o=7,实现网站后台，要求语言asp.net开发,直接雇佣￥ 1000,￥ 1000,任务编号：302581,3153-3304.csv,,,"网站后台, asp.net, 开发"
【产品推广】淘宝宝贝推广,https://task.epwk.com/302584/,511人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,淘宝宝贝推广,直接雇佣￥ 8000,￥ 8000,任务编号：302584,3153-3304.csv,,,"淘宝推广, 宝贝推广"
【名片设计】名片设计,https://task.epwk.com/302604/,502人,1人,¥40,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,名片设计,直接雇佣￥ 40,￥ 40,任务编号：302604,3153-3304.csv,,,名片设计
乒乓球拍包装设计,https://task.epwk.com/302607/,99人,1人,¥800,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,乒乓球拍包装设计,直接雇佣￥ 800,￥ 800,任务编号：302607,3153-3304.csv,,,"乒乓球拍, 包装设计"
【创意短视频】易力平台应用情景动画视频制作2.5分钟,https://task.epwk.com/302611/,578人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,易力平台应用情景动画视频制作2.5分钟,直接雇佣￥ 3000,￥ 3000,任务编号：302611,3153-3304.csv,,,"应用情景动画, 视频制作, 2.5分钟"
【广告文案】撰写遊戲網站基本介紹,https://task.epwk.com/302649/,861人,1人,¥100,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,撰写遊戲網站基本介紹,直接雇佣NT$ 100,NT$ 100,任务编号：302649,3153-3304.csv,,,"遊戲網站, 基本介紹"
UI切图,https://task.epwk.com/302665/,126人,1人,¥280,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,UI切图,直接雇佣￥ 280,￥ 280,任务编号：302665,3153-3304.csv,,,"UI切图, 图片设计"
【广告文案】新闻稿撰写,https://task.epwk.com/302680/,837人,1人,"¥2,479",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,新闻稿撰写,直接雇佣￥ 2479,￥ 2479,任务编号：302680,3153-3304.csv,,,"新闻稿, 撰写"
【APP开发】Free City APP项目任务书,https://task.epwk.com/302697/,619人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,Free City APP项目任务书,直接雇佣￥ 20000,￥ 20000,任务编号：302697,3153-3304.csv,,,"Free City APP, 项目任务书, APP开发"
【图片处理】淘宝网店图标编辑,https://task.epwk.com/302743/,366人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,淘宝网店图标编辑,直接雇佣￥ 1000,￥ 1000,任务编号：302743,3153-3304.csv,,,"淘宝网店, 图标设计"
【企业官网】教育机构APP开发一期,https://task.epwk.com/302777/,278人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,教育机构APP开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：302777,3153-3304.csv,,,"教育机构, APP开发, 一期"
【LOGO设计】设计自行车logo贴花,https://task.epwk.com/302785/,4436人,1人,¥366,待验收,,设计自行车logo贴花,直接雇佣￥ 366,￥ 366,任务编号：302785,0-88.csv,,,"自行车logo, 贴花设计"
仿一个首页能与整站源码匹配,https://task.epwk.com/302791/,605人,1人,¥800,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,仿一个首页能与整站源码匹配,直接雇佣￥ 800,￥ 800,任务编号：302791,3153-3304.csv,,,"首页源码, 整站匹配"
地方网站继续开发,https://task.epwk.com/302810/,528人,1人,"¥1,700",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,地方网站继续开发,直接雇佣￥ 1700,￥ 1700,任务编号：302810,3153-3304.csv,,,"地方网站, 网站开发"
【LOGO设计】阿嬷logo设计,https://task.epwk.com/302819/,228人,1人,¥500,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,阿嬷logo设计,直接雇佣￥ 500,￥ 500,任务编号：302819,3153-3304.csv,,,"阿嬷, logo设计"
【单身公寓设计】某品牌展厅效果图设计,https://task.epwk.com/302858/,371人,1人,¥950,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,某品牌展厅效果图设计,直接雇佣￥ 950,￥ 950,任务编号：302858,3153-3304.csv,,,"品牌展厅, 效果图设计"
【产品外观设计】日用商品标签和外包装箱设计,https://task.epwk.com/302886/,1482人,1人,¥800,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,日用商品标签和外包装箱设计,直接雇佣￥ 800,￥ 800,任务编号：302886,3153-3304.csv,,,"日用商品标签, 外包装箱设计"
【企业官网】项目2合作,https://task.epwk.com/302888/,298人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,项目2合作,直接雇佣￥ 1000,￥ 1000,任务编号：302888,3153-3304.csv,,,项目合作
佳邦---整彩   100,https://task.epwk.com/302905/,109人,1人,¥100,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,佳邦---整彩   100,直接雇佣￥ 100,￥ 100,任务编号：302905,3153-3304.csv,,,"佳邦, 整彩"
【宝宝起名】给男宝取名,https://task.epwk.com/302907/,600人,1人,¥50,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,给男宝取名,直接雇佣￥ 50,￥ 50,任务编号：302907,3153-3304.csv,,,"男宝, 取名"
【包装设计】大米包装,https://task.epwk.com/302920/,162人,1人,¥500,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,大米包装,直接雇佣￥ 500,￥ 500,任务编号：302920,3153-3304.csv,,,大米包装
【小程序开发】数据挖掘程序开发2,https://task.epwk.com/302929/,337人,1人,¥300,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,数据挖掘程序开发2,直接雇佣￥ 300,￥ 300,任务编号：302929,3153-3304.csv,,,"数据挖掘, 程序开发"
