标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【文学创作】MV创意剧本撰写,https://task.epwk.com/401258/,4227人,6人,1000元以内,圆满完成,Naturerds,歌曲杨宗纬《一次就好》，带情节的mv剧本，女主设定是一个会跳舞的女孩，可以带有幻想迷幻色彩。歌词：想看你笑想和你闹想拥你入我怀抱上一秒红着脸在争吵下一秒转身就能和好不怕你哭不怕你叫因为你是我的骄傲一双眼睛追着你乱跑一颗心早已经准备好一次就好我带你去看天荒地老在阳光灿烂的日子里开怀大笑在自由自在的空气里吵吵闹闹你可知道我唯一的想要世界还小我陪你去到天涯海角在没有烦恼的角落里停止寻找在无忧无虑的时光里慢慢变老你可知道我全部的心跳随你跳不怕你哭不怕你叫因为你是我的骄傲一双眼睛追着你乱跑一颗心早已经准备好一次就好我带你去看天荒地老在阳光灿烂的日子里开怀大笑在自由自在的空气里吵吵闹闹你可知道我唯一的想要世界还小我陪你去到天涯海角在没有烦恼的角落里停止寻找在无忧无虑的时光里慢慢变老你可知道我全部的心跳随你跳参考链接：①http://v.youku.com/v_show/id_XMTQ0MjMzODA0NA==.html?refer=pc-sns-1&x&f rom=timeline&isappinstalled=0②http://v.youku.com/v_show/id_XMTQ0MDQ5MDIwOA==.html?x&sharefrom=android&f rom=timeline&isappinstalled=0,2016-01-12,2016.01.13,任务编号：401258,200.0,"1天,4天,1天,1天,1天,6天","福建省-泉州市-惠安县,四川省-成都市,山东省-烟台市-莱山区,湖北省-咸宁市-通城县,河北省-石家庄市-新华区,湖南省-衡阳市-雁峰区",三月惜遇,https://shop.epwk.com/z2nkzzmwpnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【产品卖点】撰写一份医院项目目标规划以及蓝图概括,https://task.epwk.com/398528/,2790人,12人,1000-3000元,圆满完成,亚晟互联,我们需要这样一个医院项目目标规划以及蓝图概括的文案，最好是以PPT的形式体现：（1）医院管理（APP）对药库监控，药品采购，专家问询，学术交流，双向转诊，常用处方等功能的实现；（2）医院管理APP后台对轮播图管理，专家管理，学术管理，双向转诊，处方管理，APP用户管理（3）医院业务管理对挂号管理，处方管理，收费管理，取药管理功能进行实现。,2015-12-25,2016.01.26,任务编号：398528,2500.0,"8天,1天,5天,15天,7天,7天,1天,7天,7天","陕西省-西安市-未央区,上海市-市辖区-黄浦区,四川省-成都市-青羊区,广东省-深圳市-南山区,山东省-泰安市,安徽省-铜陵市-铜官山区,河北省-石家庄市-新华区,广东省-深圳市-罗湖区,山西省-太原市-迎泽区",潇潇文化传媒有限公司,https://shop.epwk.com/qgdmjmxeqdke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【商业提案】知识产权公司的商业计划书撰写,https://task.epwk.com/397933/,4841人,9人,3000-5000元,圆满完成,xb020,知识产权公司的商业计划书撰写，要求如下：1、有写过知识产权方面的公司案例；2、思维逻辑超强，文案很有实用性，说服力；3、结合当前的互联网+模式，线上+线下完美结合；4、知识产权公司结合设计广告公司的优势，把公司业务框架，管理框架，股权分配建议等等。有以上经验的公司请联系我们，希望能够长期合作，谢谢。,2015-12-21,2015.12.30,任务编号：397933,3000.0,"5天,12天,1天,6天,15天,7天","新疆-乌鲁木齐市-新市区,广东省-深圳市-南山区,河北省-石家庄市-新华区,山东省-泰安市,广东省-深圳市-南山区,广东省-深圳市-罗湖区",新疆合赢智创信息科技服务有限公司,https://shop.epwk.com/7g5yk8872n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【专业代笔】演讲稿撰写,https://task.epwk.com/396673/,3168人,25人,1000元以内,圆满完成,凭子01,自己公司要和另外一个公司合作，公司领导需要上台演讲2.或3分钟的演讲，现需要找人帮忙写一篇演讲稿，时间比较急 有意者请电话联系 谢谢,2015-12-14,2015.12.23,任务编号：396673,300.0,"2天,2天,2天,2天,2天,1天,3天,1天,2天,2天,1天","甘肃省-兰州市-城关区,河北省-邢台市,湖南省-湘潭市,湖南省-岳阳市,北京市-北京市-大兴区,河北省-石家庄市-新华区,湖南省-常德市-临澧县,吉林省-四平市-铁西区,广东省-深圳市-南山区,广东省-揭阳市-榕城区,广东省-广州市-东山区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【宣传策划】话剧的推广策划文案word和ppt制作,https://task.epwk.com/394762/,2308人,1人,1000元以内,圆满完成,大高个儿,word和ppt的形式展示 帮忙做话剧的推广策划文案 有创意 。虚拟出一个推广方案的。没有具体的资料文件的，承接以后周五就要。需要原创的，不要那种网站上一搜一大片的。有意者请速与我qq联系 任务比较急 可以了解看下附件,2015-12-02,2015.12.03,任务编号：394762,200.0,3天,辽宁省-沈阳市-皇姑区,云笙文案,https://shop.epwk.com/v0n1xrkvx57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【商业提案】企业连锁加盟项目商业文案制定,https://task.epwk.com/390152/,11182人,27人,3000-5000元,圆满完成,十倍速,企业现有连锁招商项目，需要做项目招商文案以及相关的文案撰写。寻求个人资深文案策划或者工作室合作。请留联系方式，或者直接联系我,2015-11-09,2015.12.04,任务编号：390152,3500.0,"15天,5天,15天,10天,10天,10天,10天,15天,20天,7天","广东省-深圳市-南山区,河南省-郑州市-巩义市,天津市-市辖区-武清区,广东省-广州市-天河区,甘肃省-兰州市-城关区,湖北省-十堰市-张湾区,河南省-郑州市,北京市-北京市-海淀区,上海市-市辖区-嘉定区,广东省-广州市",萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【宣传策划】找人写策划案及宣传案及服务协议,https://task.epwk.com/389358/,3057人,13人,1000元以内,圆满完成,mf185****2573,策划案及宣传案及服务协议，联系我获取详细需求。,2015-11-04,2015.11.14,任务编号：389358,600.0,"5天,5天,1天,5天,1天,1天,3天,7天,3天,7天,10天","四川省-乐山市-市中区,云南省-昆明市,山东省-泰安市,北京市-北京市-海淀区,上海市-市辖区-黄浦区,北京市-北京市-西城区,广东省-广州市-天河区,四川省-资阳市,浙江省-杭州市-下城区,福建省-厦门市-思明区,广东省-广州市",乔巴与大白,https://shop.epwk.com/3gd2m21oyner/,乔巴与大白,出售服务,https://shop.epwk.com/3gd2m21oyner/chushou/,企业,六品,40分,,,乔巴与大白,,文案制作,价格面议,微信制作，开发,价格面议,网站设计，开发,价格面议,logo设计,价格面议,,,,,,,,,,,宣传策划
【宣传策划】做一个易启秀的PPT播放的MV文案,https://task.epwk.com/387769/,1343人,1人,1000元以内,圆满完成,集团事业部,做一个易启秀的PPT播放的MV,2015-10-27,2015.10.28,任务编号：387769,100.0,2天,黑龙江-哈尔滨市-南岗区,哈尔滨市森西尔科技发展有限公司,https://shop.epwk.com/78n96vgjxnkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【商业提案】电影院、量贩式KTV、网吧于一体方案撰写,https://task.epwk.com/387237/,4266人,12人,3000-5000元,圆满完成,mf156****8999,需要些一个电影院、量贩式KTV(文化娱乐中心）、网吧（电子阅览室、电商培训中心等）于一体整体可行性方案，项目地址位于大学城，方案内容包括：为什么要在大学城开，开了有什么好处，比如网吧要打造成电子阅览室和电商培训中心等，要换一个说法去打造得更有价值，同时需要规划需要使用的面积，投资的金额。此案是给政府看的可行性方案和给投资人看的投资方案。有实力的联系,2015-10-25,2015.11.16,任务编号：387237,3000.0,"15天,8天,10天,10天,15天,7天,10天,15天,1天,5天,3天,2天","广东省-深圳市-南山区,北京市-北京市-海淀区,浙江省-绍兴市-越城区,湖南省-岳阳市-平江县,浙江省-杭州市-西湖区,山东省-泰安市,江西省-南昌市,上海市-市辖区-杨浦区,上海市-市辖区-黄浦区,广东省-广州市,广东省-江门市-市辖区,河北省-石家庄市-新华区",萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【品牌故事】影视公司的整套文案写作,https://task.epwk.com/386991/,5974人,18人,5000-10000元,圆满完成,皇邦,公司名称：广州皇邦文化传媒有限公司，自有品牌：皇邦影后，主营产品：专注于中高端家庭，女性，儿童，私人微电影策划拍摄制作，私人形象时尙时装订制，企业文䅁写作：拜托各位精英威客托付任务是：1：品牌故事塑造（皇邦影后）2：企业文化编写：包括（企业文化价值观，企业精神，企业形象，企业使命，企业道德，企业制度，企业文化结构，企业服务宗旨，企业理念）3：企业宣传片文案，企业创始人故事塑造，企业宣传册文案，会员消费手册文案，邀请函文案，广告语，会员须知手册整个任务希望一个威客进行承接，有意者有能力者希望可以和我qq联系报价 沟通详细情况。,2015-10-23,2015.11.19,任务编号：386991,5500.0,"30天,10天,7天,15天,15天,8天,7天,12天,7天,5天,7天,1天","四川省-资阳市,广东省-广州市,北京市-北京市-海淀区,广东省-深圳市-龙岗区,甘肃省-嘉峪关市-门源回族自治县,广东省-广州市,山东省-德州市,陕西省-汉中市-汉台区,湖南省-怀化市-洪江市,北京市-北京市-朝阳区,福建省-厦门市,河北省-石家庄市-新华区",成都双诚文化传播有限公司,https://shop.epwk.com/78n96vjyznkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【百科/问答撰写】“施迈博新风系统” 创建百度百科,https://task.epwk.com/386486/,4453人,10人,1000-3000元,圆满完成,jzcaini,词条名称：施迈博新风系统（只能是这几个字）内容：施迈博新风的工作原理：将室外的含氧量充足的新鲜空气，经过NEPT技术净化处理后，将洁净的新风送入室内，同时把室内污浊的空气排出，让引入的新风与排风进行热能交换（热交换率78%），通过24小时的不间断循环置换，让室内空气始终处于新鲜、洁净、富氧、健康的状态，杜绝空气污染对人体的伤害。中文名：施迈博新风系统公司全称：深圳施迈博科技有限公司 目录施迈博新风系统工作原理施迈博新风系统产品系列施迈博技术优势新风系统行业发展前景施迈博新风的工作原理：将室外的含氧量充足的新鲜空气，经过NEPT技术净化处理后，将洁净的新风送入室内，同时把室内污浊的空气排出，让引入的新风与排风进行热能交换（热交换率78%），通过24小时的不间断循环置换，让室内空气始终处于新鲜、洁净、富氧、健康的状态，杜绝空气污染对人体的伤害。 施迈博新风系统产品系列中央新风、壁挂新风，空气净化器，车载净化器，除菌卫士等系列。 施迈博技术优势抛物线风道技术：施迈博专利抛物线风道技术，运用新风对流技术，通过自主送风和引风，使室内空气实现对流，从而最大程度化的进行室内空气置换，抛物线风道壁挂新风机内置多功能净化系统，保证进入室内的空气洁净健康。 微正压技术通过内置微正压技术，使室内吹入更多的新风量，及时排出室内污染空气，使您尽享新鲜、洁净、富氧空气。内外循环自由切换技术根据室内空气质量，智能切换运行模式，实现内循环与外循环自由切换。 静音风机：应用德国静音电机技术，依据运行环境的需求量量身定制风量，专机专用，连续运行80000小时，使用寿命在10年以上。 全热交换系统：采用全球顶级的全热交换系统，能够有效进行空气中温湿交换，效率比普通的能量系统提高了41.5%。节能率高达78%！有效节约空调能量和暖气能力。 NEPT净化技术：采用NEPT净化技术，可以有效过滤新鲜空气中的99%的粉尘、细菌、病毒、有害气体、异味等有害媒介。保证室内输入空气始终处于新鲜、洁净、富氧的状态。 离子净化技术 采用最新科技的离子灭菌技术，持续破坏空气中的各种细菌、病毒的电子结构，进行脱氧杀灭处理，形成氢氧结合物后自行降解或者吸附层吸附，采用低压电离技术，有效杜绝臭氧的发生。 智能检测系统：行业领先的空气智能检测系统，实时显示室内环境空气质量，并根据空气质量智能调节风速风量。室内空气质量实时提示，室内空气质量一目了然。新风系统行业发展前景随着雾霾天气的影响以及人们健康生活意识的提高，我国环境类电器迎来了发展机遇。在众多环境类电器当中，一种会让房子自由呼吸的新风系统得到人们更多的关注。据悉，新风系统不但能净化空气还能改善室内湿热环境，营造一个健康舒适的居住环境。对于这种新风系统的市场前景，有专家认为前景广阔。  根据这些内容适当增减，产品信息可以参考网站：www.smbkj.com  或者微信平台：施迈博科技： shimaibo因为急用，请威客尽快完成任务。,2015-10-21,2016.05.22,任务编号：386486,1000.0,"10天,1天,1天,5天,1天,5天,1天,1天,1天","甘肃省-兰州市-城关区,江苏省-连云港市,广东省-深圳市-宝安区,河南省-三门峡市-湖滨区,江苏省-南京市-江宁区,北京市-北京市-海淀区,上海市-市辖区-黄浦区,江苏省-无锡市-北塘区,广东省-江门市-江海区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【宣传策划】求高校资源或者高校营销策划方案,https://task.epwk.com/383422/,2743人,12人,1000元以内,圆满完成,aifeng03,我公司是做图书和学术期刊方面的业务的，需要和高校各系的老师单独联系，所以需要大量高校老师的电话资料。目前我有两个方面可以合作：一是求一确实可行的策划，只要能让高校的老师拨打我们的400电话就可以，我可以寄信给他们（但是有好多不坐班无法收到，直接去要电话好多都不告诉）；二如果您有高校的资源我们也可以合作。如有成果愿意重谢！因为合作的方式不一样，报酬肯定有差别，所以悬赏的金额暂时就写100元，如果有意向我们可以深谈！,2015-10-07,2015.10.15,任务编号：383422,300.0,"7天,10天,1天,5天,5天,1天,7天,1天,5天,1天,1天,3天","广东省-江门市-江海区,江苏省-南京市,河南省-郑州市,江苏省-南京市,山西省-太原市-迎泽区,北京市-北京市-西城区,湖北省-荆州市-荆州区,山东省-青岛市-平度市,江西省-九江市-德安县,上海市-市辖区-黄浦区,江苏省-苏州市-市辖区,广东省-广州市-黄埔区",魔手品牌设计,https://shop.epwk.com/v0n1xrq2057y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【广告策划】创造、优化文字稿（音频对外自动播放的宣传内容）,https://task.epwk.com/382952/,4874人,35人,1000元以内,圆满完成,Clark14,结合饭店的特点，特色，写出类似“绝味鸭脖”音频广告文案。用于饭店的自动循环音频宣传。饭店消费人群是80-90后，语言诙谐幽默，生动活泼。1、饭店介绍2、饭店理念3、菜品宣传，视觉，味觉，生动，带入性强，有画面感4、优惠活动每条都在300字左右，有专业的合理化建议也可以电话联系更加详细具体沟通。,2015-10-02,2015.10.23,任务编号：382952,700.0,"7天,2天,4天,3天,2天,1天,2天,5天,4天,5天,2天,3天","甘肃省-兰州市-城关区,天津市-市辖区-河北区,山西省-临汾市-侯马市,山西省-太原市-万柏林区,山东省-潍坊市-奎文区,北京市-北京市-西城区,山东省-潍坊市-潍城区,湖北省-武汉市-汉阳区,广东省-广州市-白云区,广东省-广州市-花都区,河北省-唐山市,北京市-北京市-丰台区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广告策划
【产品卖点】宣传册的文案撰写,https://task.epwk.com/382587/,4179人,27人,1000元以内,圆满完成,mf138****8918,"品牌为澳洲生产的保健药品，根据不同产品品种，主要消费人群为30-35岁女性、2-12岁儿童、12岁-17岁青少年、35-50岁中年男性。 需要服务商做的是产品介绍和公司介绍 图片说明等 1、LOGO上为四叶草造型（请参考产品图片） 2、共9个产品， 我方提供的图片和产品说明为参考，附件照片为部分，供参考，请自行搜索相关素材。 3、文案为中文。力求有创意，切入消费痛点及痒点。切忌抄袭，泛泛的白描性语句。 4、文案不得违反现有中国相关广告法律法规 创意建议（可以不参考）： 从感觉入手 ""感觉真的好多了""， “feel much better” 1、 总结提炼每种产品针对的典型症状，从痛点入手，讲解产品功效，“我之前感觉.......， 现在好多了”等 等 2、从感性痛点出发，到理性作用描述，最后回归到感性心理认同。 3、文案结构： 症状痛点、适用人群、产品故事（原料特征及作用原理）、权威参考文献 知识产权说明： 1. 竞标作品一经采用，其所有权、修改权和使用权均归我方所有，设计者不得在任何其他地方使用； 2．竞标者所提交的作品必须由竞标者本人创作或参与创作，竞标者应确认其作品的原创性，我方不承担因作品侵犯他人（或单位）的权利而产生的法律责任，其法律责任由竞标者本人承担。",2015-09-29,2015.10.27,任务编号：382587,500.0,"7天,7天,3天,5天,10天,5天,5天,5天,7天,1天,5天","广东省-广州市-白云区,山西省-临汾市-侯马市,上海市-市辖区-闵行区,四川省-成都市-成华区,四川省-成都市,上海市-市辖区-长宁区,辽宁省-大连市-市辖区,湖南省-怀化市-洪江市,江苏省-南京市-江宁区,上海市-市辖区-黄浦区,浙江省-湖州市-吴兴区",戴小烦的字铺子,https://shop.epwk.com/09drjjpv153w/,戴小烦的字铺子,出售服务,https://shop.epwk.com/09drjjpv153w/chushou/,工作室,六品,36分,,,戴小烦的字铺子,,,,,,,,,,,,,,,,,,,,产品卖点
【百科/问答撰写】企业百科的创建,https://task.epwk.com/381667/,1858人,1人,1000元以内,圆满完成,mf185****1668,一个企业百科 文案已经编辑好  当然可以让威客再编辑一下   10天内完成以 通过为主  要求：一个星期不被删；有意者加qq联系,2015-09-24,2015.09.30,任务编号：381667,300.0,4天,江苏省-常州市,javaee软件开发,https://shop.epwk.com/0z5o41918njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【品牌故事】营业税改增值税的必要性探讨文章撰写,https://task.epwk.com/381454/,2600人,6人,1000元以内,圆满完成,mf134****9525,营业税改增值税的必要性探讨文章撰写，请按附件要求撰写写文章。,2015-09-23,2015.09.25,任务编号：381454,101.0,"1天,1天,2天,7天,7天","河北省-石家庄市-新华区,上海市-市辖区-黄浦区,山东省-泰安市,四川省-成都市-金牛区,山东省-青岛市-崂山区",mijunjie8的商铺,https://shop.epwk.com/7g5ykjm2gn0q/,mijunjie8的商铺,出售服务,https://shop.epwk.com/7g5ykjm2gn0q/chushou/,个人,四品,32分,,,mijunjie8的商铺,,,,,,,,,,,,,,,,,,,,品牌故事
【项目策划】大型生态农场休闲山庄项目策划,https://task.epwk.com/381121/,5264人,15人,5000-10000元,圆满完成,godson1114,1. 提供项目策划书；2. 提供场地规划图；项目策划书中需包含且不限于：1.1 生态农场产业结构；1.2 运营模式及相应的最大化盈利计算书；1.3 风险评估报告；2.1 场地规划总布置图；2.2 施工预算。,2015-09-21,2015.12.23,任务编号：381121,5000.0,"20天,7天,15天,11天,3天,15天,20天,1天,5天,10天","广东省-深圳市-南山区,山东省-淄博市-博山区,江苏省-南京市,山东省-泰安市-泰山区,浙江省-金华市-兰溪市,广东省-深圳市-南山区,黑龙江-哈尔滨市-南岗区,上海市-市辖区-黄浦区,河北省-石家庄市-新华区,湖南省-长沙市-开福区",萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,项目策划
【品牌故事】精神科护理工作文章,https://task.epwk.com/380766/,2145人,3人,1000元以内,圆满完成,mf189****0520,1500字到2000字     主要关于精神科护理工作的     价钱商议,2015-09-20,2015.09.21,任务编号：380766,200.0,"3天,3天,7天","湖北省-武汉市-江汉区,山西省-运城市-稷山县,北京市-北京市-朝阳区",SOUS时光影像,https://shop.epwk.com/3gd2m2g4ener/,SOUS时光影像,出售服务,https://shop.epwk.com/3gd2m2g4ener/chushou/,工作室,一品,38分,,,SOUS时光影像,,书籍排版装帧录入小说手稿打字输入拼接文字字体设计工整版面,"￥100
            /起",新闻稿/论坛稿/软文/诗歌散文/观后感/分镜/解说词/演讲稿,价格面议,活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,价格面议,PPT动画幻灯片演示动画动态效果展示切换动作播放office,价格面议,,,,,,,,,,,品牌故事
【宣传策划】上海尹蔻投资咨询有限公司宣传文案写作,https://task.epwk.com/380149/,2082人,2人,1000元以内,圆满完成,mf139****6768,1、公司名称：上海尹蔻投资咨询有限公司2、自有品牌：卡玛格3、主营：美容、化妆品4、品牌创始人：郑铭心要求：为卡玛格品牌撰写一个宣传文案，卡玛格是尹蔻的子公司，相当于解说词，希望把需求中的四点渗透其中，具体内容可参考附件内容，字数不限，具体可与我沟通备注：另有一份PPT资料参加威客可与我联系另外提供，谢谢！,2015-09-17,2015.09.30,任务编号：380149,500.0,"2天,3天","山东省-泰安市-泰山区,山西省-运城市-稷山县",泰安尚水文化传媒有限公司,https://shop.epwk.com/j7n3833e35e1/,泰安尚水文化传媒有限公司,出售服务,https://shop.epwk.com/j7n3833e35e1/chushou/,企业,四品,30分,,,泰安尚水文化传媒有限公司,,书籍著述,100,电子政务,180,网店策划,100,自媒体发布,"￥100
            /次",法律诉讼文书写作,1500,jpeg\png等格式转换为word,200,应用文案,100,工作陈述,150,文学作品创作,150,宣传策划
【品牌故事】70后关于酒的软文征集,https://task.epwk.com/379373/,3968人,14人,1000元以内,圆满完成,rftm01,1：关于白酒的文字描述2：需要一篇酒类的软文，用于公司网站展示所用3：字数不限，1000以内最好4：风格不限，散文，日志，或者是带有文艺范的都可以，发散性思维都可以接受5：一周之内提供,2015-09-14,2015.09.25,任务编号：379373,100.0,"2天,4天,6天,7天,3天,3天,3天,1天,3天,1天,2天","山东省-泰安市-泰山区,陕西省-西安市-碑林区,辽宁省-抚顺市-新抚区,北京市-北京市-丰台区,安徽省-芜湖市-鸠江区,江西省-南昌市,湖南省-长沙市-芙蓉区,河北省-石家庄市-新华区,北京市-市辖区-静海县,黑龙江-七台河市,江苏省-常州市-钟楼区",泰安尚水文化传媒有限公司,https://shop.epwk.com/j7n3833e35e1/,泰安尚水文化传媒有限公司,出售服务,https://shop.epwk.com/j7n3833e35e1/chushou/,企业,四品,30分,,,泰安尚水文化传媒有限公司,,书籍著述,100,电子政务,180,网店策划,100,自媒体发布,"￥100
            /次",法律诉讼文书写作,1500,jpeg\png等格式转换为word,200,应用文案,100,工作陈述,150,文学作品创作,150,品牌故事
【宣传策划】微博文案需求,https://task.epwk.com/377888/,3440人,27人,1000元以内,圆满完成,mf158****0819,微博需要招文案写手，写作内容温馨轻松，要求不高，若合适需要长期合作。 有意者请联系！,2015-09-06,2015.09.13,任务编号：377888,400.0,"5天,1000天,3天,1天,15天,10天,3天,2天,2天,2天,2天,1天","广东省-广州市-天河区,广东省-深圳市-南山区,广东省-揭阳市,北京市-北京市,山东省-济宁市-任城区,江苏省-南京市-江宁区,福建省-厦门市-思明区,山东省-青岛市-城阳区,江西省-南昌市-青云谱区,广东省-广州市-白云区,江苏省-徐州市-云龙区,甘肃省-临夏回族自治州-广河县",华鑫设计,https://shop.epwk.com/p05qjoejwdev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【百科/问答撰写】柚子食用手册撰写,https://task.epwk.com/373995/,5662人,29人,1000元以内,圆满完成,mf159****3753,任务需求一、撰写项目：柚子：红心蜜柚/沙田柚的食用手册撰写二、品牌名称：柚里.。。。梅州方言柚子的意思。三、品牌理念：一枚舍不得送人的柚子四、背景介绍：主要经营新鲜水果：柚子的销售与后续消费者社群的建立。提供不同品类的柚子与柚子相关产品销售的公司。主要透过互联网与电商进行销售。由于有许多不同品种的柚子（蜜柚、沙田柚等等）五、客户群定位：年轻人群、对质量与生活有一定要求、绿色自然、送礼、包装形象拿得出手、代表一定品味六、应用场景：礼盒标准配件之一七、撰写内容包含：品牌介绍、食用方法、贮存方式、保健价值、营养价值说明柚子全身都是宝（例如：柚子皮煮水治小儿肺炎、腌制柚子糖、柚子酿、去味防虫）等等以上只是建议及提供参考，期待有缘人您的精彩绽放。,2015-08-19,2015.09.09,任务编号：373995,100.0,"5天,10天,15天,5天,3天,2天,5天,2天,1天,2天,7天,10天","天津市-市辖区-和平区,广东省-珠海市-香洲区,山西省-长治市-襄垣县,北京市-北京市-海淀区,河南省-郑州市-金水区,陕西省-西安市-雁塔区,山东省-济南市-市中区,广西-贺州市,河北省-石家庄市-长安区,山东省-青岛市-市南区,浙江省-杭州市-西湖区,广东省-深圳市",津华文案工作室,https://shop.epwk.com/3gd2m23xpner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【宣传策划】熊先生寿司品牌策划,https://task.epwk.com/373776/,3239人,4人,1000元以内,圆满完成,金鱼01,本人外号熊哥，自己研发了一款适合中国人口味的寿司品牌。特色是熟食、卖相好、口味清淡，试运营阶段已供不应求，自己有一只研发团队，保证产品的不断创新，口味、卖相不断的提高，口号是正经觅食，不谈人生，目标就是打造中国最好吃的寿司品牌。有寿司图片提供。联系QQ：,2015-08-18,2015.08.28,任务编号：373776,600.0,"8天,5天,5天","广东省-深圳市-南山区,陕西省-西安市-未央区,山西省-太原市-迎泽区",萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】求新闻稿件急件,https://task.epwk.com/373668/,1920人,3人,1000元以内,圆满完成,o55af64f57fe24,求新闻稿件，内容如下：已投稿，退件：让我们做得更好，asm600.改变传统清洁方式，彻底清洁你的刮刀，还你一个洁净的印刷环境。锝永，10年专注印刷行业，自2009年率先提出刮刀清洗不干净，会造成印刷品质缺陷的理念。着力开发和设计刮刀清洗设备，asm600刮刀卫士，2015年8月25～27日将于深圳Ｎepcon首次亮相。asm600刮刀卫士是锝永推出的又一倾力杰作，该款设备采用不锈钢机身，清洗方式采用家用洗衣机和超声波原理，可以彻底清洁你刮刀表面的残留物，清洗后的残留物将被过滤回收。据统计，一副脏刮上的残留锡膏约计22克，按目前市场锡膏收价格rmb100/Kg计算，每清洗一次可以节省rmb2.2元。同时相比传统现场用擦拭纸擦拭的方式，避免残留膏的相互污染；而对比溶剂清洗方式，清除了溶剂的刺鼻异味和溶剂对人手皮肤的伤害。让我们做得更好，asm600.  修改后：asm600将在Ｎepcon华南展会上首次亮相2015年8月25至27日，asm600将首次在中国深圳举行的第二十一届华南国际电子生产设备暨微电子工业展（NEPCON South China 2015）上与大家见面！asm600刮刀卫士是锝永推出的又一倾力杰作，该款设备采用不锈钢机身，清洗方式采用家用洗衣机和超声波原理，可以彻底清洁你刮刀表面的残留物，清洗后的残留物将被过滤回收。据统计，一副脏刮上的残留锡膏约计22克，按目前市场锡膏收价格rmb100/Kg计算，每清洗一次可以节省rmb2.2元。同时相比传统现场用擦拭纸擦拭的方式，避免残留膏的相互污染；而对比溶剂清洗方式，清除了溶剂的刺鼻异味和溶剂对人手皮肤的伤害。改变传统清洁方式，彻底清洁你的刮刀，还你一个洁净的印刷环境。让我们做得更好，asm600. 未接受，请帮撰写，文章发布站点：www.smthome.net,2015-08-18,2015.08.19,任务编号：373668,300.0,"1天,2天,5天","甘肃省-兰州市-城关区,广东省-广州市-天河区,广东省-深圳市-南山区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【编辑校对】文章修改，写好的文章修改更加完善,https://task.epwk.com/372815/,8194人,29人,1000元以内,圆满完成,mf156****9863,把文章修改更加完善，生动！在原有的文章上修改！,2015-08-14,2015.08.15,任务编号：372815,150.0,"1天,1天,1天,2天,2天,3天,2天,1天,1天,3天","浙江省-温州市-永嘉县,河北省-石家庄市-新华区,广西-南宁市-青秀区,湖南省-衡阳市-祁东县,山东省-济南市-市中区,山东省-泰安市,山东省-潍坊市-寿光市,湖南省-衡阳市-衡山县,上海市-市辖区-黄浦区,上海市-市辖区-松江区",小雏菊的坚持,https://shop.epwk.com/m7d7w8vpr5q8/,小雏菊的坚持,出售服务,https://shop.epwk.com/m7d7w8vpr5q8/chushou/,工作室,七品,40分,,,小雏菊的坚持,,各类文案撰写,价格面议,,,,,,,,,,,,,,,,,编辑校对
