标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【定制开发】会员系统费用结算,https://task.epwk.com/999937/,266人,1人,"¥3,000",圆满完成,,会员系统费用结算,直接雇佣￥ 3000,￥ 3000,任务编号：999937,0-88.csv,,,,"会员系统, 费用结算"
【LOGO设计】公司标志及名片设计,https://task.epwk.com/1000054/,318人,1人,"¥2,800",圆满完成,,公司标志及名片设计,直接雇佣￥ 2800,￥ 2800,任务编号：1000054,0-88.csv,,,,"公司标志, 名片设计"
【书籍装帧】书本装帧排版设计,https://task.epwk.com/1000323/,277人,1人,"¥5,985",圆满完成,,书本装帧排版设计,直接雇佣￥ 5985,￥ 5985,任务编号：1000323,0-88.csv,,,,"书本装帧, 排版设计"
【动画设计】MG动画制作,https://task.epwk.com/1000351/,378人,1人,"¥24,750",圆满完成,,MG动画制作,直接雇佣￥ 24750,￥ 24750,任务编号：1000351,0-88.csv,,,,"MG动画, 制作"
【LOGO设计】需要创新广告设计,https://task.epwk.com/1000370/,331人,1人,"¥23,000",圆满完成,,需要创新广告设计,直接雇佣￥ 23000,￥ 23000,任务编号：1000370,0-88.csv,,,,"创新广告, 广告设计"
【插画设计】雅连女着白大褂授课形象,https://task.epwk.com/1000422/,275人,1人,¥400,圆满完成,,雅连女着白大褂授课形象,直接雇佣￥ 400,￥ 400,任务编号：1000422,0-88.csv,,,,"雅连女, 白大褂, 授课形象"
【产品外观设计】产品包装设计,https://task.epwk.com/1000495/,655人,1人,"¥1,500",圆满完成,,产品包装设计,直接雇佣￥ 1500,￥ 1500,任务编号：1000495,0-88.csv,,,,"产品包装, 设计"
【网站二次开发】商城二次开发,https://task.epwk.com/1000496/,728人,1人,"¥3,000",工作中,,商城二次开发,直接雇佣￥ 3000,￥ 3000,任务编号：1000496,0-88.csv,,,,商城二次开发
【广告设计】公司系列宣传品设计,https://task.epwk.com/1000560/,126人,1人,"¥5,500",圆满完成,,公司系列宣传品设计,直接雇佣￥ 5500,￥ 5500,任务编号：1000560,0-88.csv,,,,"公司宣传品, 系列设计"
【物业管理软件】物业管理软件开发一期,https://task.epwk.com/1000572/,644人,1人,"¥10,000",圆满完成,,物业管理软件开发一期,直接雇佣￥ 10000,￥ 10000,任务编号：1000572,0-88.csv,,,,"物业管理, 软件开发, 一期"
【微信开发】娱乐机器人开发,https://task.epwk.com/1000582/,35509人,1人,"¥5,000",圆满完成,,娱乐机器人开发,直接雇佣￥ 5000,￥ 5000,任务编号：1000582,0-88.csv,,,,"娱乐机器人, 开发"
【网站二次开发】安卓和ios原生app对接两个支付接口,https://task.epwk.com/1000656/,256人,1人,"¥2,000",圆满完成,,安卓和ios原生app对接两个支付接口,直接雇佣￥ 2000,￥ 2000,任务编号：1000656,0-88.csv,,,,"安卓原生App, iOS原生App, 支付接口"
【LOGO设计】LOGO设计,https://task.epwk.com/1000896/,269人,1人,"¥3,800",圆满完成,,LOGO设计,直接雇佣￥ 3800,￥ 3800,任务编号：1000896,0-88.csv,,,,LOGO设计
【SAAS软件】系统对接api,https://task.epwk.com/1001033/,301人,1人,"¥1,500",圆满完成,,系统对接api,直接雇佣￥ 1500,￥ 1500,任务编号：1001033,0-88.csv,,,,"系统对接, API"
【画册设计】企业画册设计,https://task.epwk.com/1001128/,405人,1人,"¥1,500",圆满完成,,企业画册设计,直接雇佣￥ 1500,￥ 1500,任务编号：1001128,0-88.csv,,,,"企业画册, 设计"
【网站二次开发】niushop二开,https://task.epwk.com/1001300/,289人,1人,"¥1,000",圆满完成,,niushop二开,直接雇佣￥ 1000,￥ 1000,任务编号：1001300,0-88.csv,,,,"牛shop, 二次开发"
【排版设计】2022年6月期刊排版设计,https://task.epwk.com/1001459/,78人,1人,"¥9,250",圆满完成,,2022年6月期刊排版设计,直接雇佣￥ 9250,￥ 9250,任务编号：1001459,0-88.csv,,,,"期刊排版设计, 2022年6月"
【包装设计】设计7款礼盒,https://task.epwk.com/1001510/,341人,1人,"¥3,300",圆满完成,,设计7款礼盒,直接雇佣￥ 3300,￥ 3300,任务编号：1001510,0-88.csv,,,,"礼盒设计, 礼盒"
【画册设计】设计一本画册,https://task.epwk.com/1001543/,283人,1人,"¥5,200",圆满完成,,设计一本画册,直接雇佣￥ 5200,￥ 5200,任务编号：1001543,0-88.csv,,,,"画册设计, 画册"
【书籍装帧】商务杂志装帧排版设计,https://task.epwk.com/1001630/,324人,1人,"¥10,560",圆满完成,,商务杂志装帧排版设计,直接雇佣￥ 10560,￥ 10560,任务编号：1001630,0-88.csv,,,,"商务杂志, 装帧设计, 排版设计"
【VI设计】企业VI设计,https://task.epwk.com/1001644/,234人,1人,"¥5,800",圆满完成,,企业VI设计,直接雇佣￥ 5800,￥ 5800,任务编号：1001644,0-88.csv,,,,企业VI设计
【网站二次开发】二开支付和合同部分内容,https://task.epwk.com/1001772/,1391人,1人,¥800,圆满完成,,二开支付和合同部分内容,直接雇佣￥ 800,￥ 800,任务编号：1001772,0-88.csv,,,,"支付系统, 合同内容"
【门户网站】网站模板制作,https://task.epwk.com/1001817/,411人,1人,"¥6,000",圆满完成,,网站模板制作,直接雇佣￥ 6000,￥ 6000,任务编号：1001817,0-88.csv,,,,"网站模板, 制作"
【APP界面设计】小程序首页设计,https://task.epwk.com/1001899/,6381人,1人,¥350,圆满完成,,小程序首页设计,直接雇佣￥ 350,￥ 350,任务编号：1001899,0-88.csv,,,,"小程序首页, 设计"
【微信开发】qq群机器人电脑版工具,https://task.epwk.com/1002048/,12525人,1人,"¥7,000",圆满完成,,qq群机器人电脑版工具,直接雇佣￥ 7000,￥ 7000,任务编号：1002048,0-88.csv,,,,"qq群机器人, 电脑版工具"
【小程序开发】小程序物联网对接,https://task.epwk.com/1002052/,148人,1人,"¥3,000",圆满完成,,小程序物联网对接,直接雇佣￥ 3000,￥ 3000,任务编号：1002052,0-88.csv,,,,"小程序, 物联网对接"
【定制开发】防伪查询系统2,https://task.epwk.com/1002076/,214人,1人,"¥2,300",圆满完成,,防伪查询系统2,直接雇佣￥ 2300,￥ 2300,任务编号：1002076,0-88.csv,,,,"防伪查询, 系统开发"
【动漫角色设计】原画设计,https://task.epwk.com/1002261/,1981人,1人,¥800,待验收,,原画设计,直接雇佣￥ 800,￥ 800,任务编号：1002261,0-88.csv,,,,原画设计
【定制开发】聚合支付对接,https://task.epwk.com/1002280/,249人,1人,"¥5,000",圆满完成,,聚合支付对接,直接雇佣￥ 5000,￥ 5000,任务编号：1002280,0-88.csv,,,,"聚合支付, 对接"
【小程序开发】生鲜冷冻APP,https://task.epwk.com/1002610/,143人,1人,"¥6,500",圆满完成,,生鲜冷冻APP,直接雇佣￥ 6500,￥ 6500,任务编号：1002610,0-88.csv,,,,"生鲜, 冷冻, APP"
【其他软件开发】DD373自动改价开发,https://task.epwk.com/1002818/,271人,1人,"¥1,500",圆满完成,,DD373自动改价开发,直接雇佣￥ 1500,￥ 1500,任务编号：1002818,0-88.csv,,,,"DD373, 自动改价, 开发"
【SAAS软件】系统二次开发,https://task.epwk.com/1002963/,322人,1人,"¥5,000",圆满完成,,系统二次开发,直接雇佣￥ 5000,￥ 5000,任务编号：1002963,0-88.csv,,,,系统二次开发
【门户网站】仿站,https://task.epwk.com/1003040/,834人,1人,¥150,圆满完成,,仿站,直接雇佣￥ 150,￥ 150,任务编号：1003040,0-88.csv,,,,仿站
【包装设计】创意包装设计套餐六,https://task.epwk.com/1003058/,285人,1人,"¥7,280",圆满完成,,创意包装设计套餐六,直接雇佣￥ 7280,￥ 7280,任务编号：1003058,0-88.csv,,,,"创意包装, 设计套餐, 包装设计"
【网站二次开发】二期开发需求,https://task.epwk.com/1003236/,1151人,1人,¥500,圆满完成,,二期开发需求,直接雇佣￥ 500,￥ 500,任务编号：1003236,0-88.csv,,,,"二期开发, 需求"
【LOGO设计】logo设计，注册商标使用,https://task.epwk.com/1003262/,290人,1人,¥500,圆满完成,,logo设计，注册商标使用,直接雇佣￥ 500,￥ 500,任务编号：1003262,0-88.csv,,,,"logo设计, 注册商标"
【LOGO设计】applogo设计,https://task.epwk.com/1003326/,324人,1人,¥299,圆满完成,,applogo设计,直接雇佣￥ 299,￥ 299,任务编号：1003326,0-88.csv,,,,"applogo, 设计"
【嵌入式软件】嵌入式软件开发一期,https://task.epwk.com/1003390/,476人,1人,"¥49,999",圆满完成,,嵌入式软件开发一期,直接雇佣￥ 49999,￥ 49999,任务编号：1003390,0-88.csv,,,,"嵌入式软件, 软件开发"
【APP开发】ntf数字藏品app+小程序+web源码购买,https://task.epwk.com/1003457/,249人,1人,"¥19,800",圆满完成,,ntf数字藏品app+小程序+web源码购买,直接雇佣￥ 19800,￥ 19800,任务编号：1003457,0-88.csv,,,,"数字藏品, app, 小程序, web源码"
【门户网站】服务器续费+网站优化维护,https://task.epwk.com/1003570/,248人,1人,"¥6,809",圆满完成,,服务器续费+网站优化维护,直接雇佣￥ 6809,￥ 6809,任务编号：1003570,0-88.csv,,,,"服务器续费, 网站优化, 网站维护"
【H5设计】APP二次设计,https://task.epwk.com/1003592/,566人,1人,"¥2,000",圆满完成,,APP二次设计,直接雇佣￥ 2000,￥ 2000,任务编号：1003592,0-88.csv,,,,"APP, 二次设计"
【APP开发】APP开发,https://task.epwk.com/1003593/,295人,1人,"¥17,900",圆满完成,,APP开发,直接雇佣￥ 17900,￥ 17900,任务编号：1003593,0-88.csv,,,,APP开发
【LOGO设计】餐饮业LOGO设计,https://task.epwk.com/1003636/,276人,1人,"¥3,680",圆满完成,,餐饮业LOGO设计,直接雇佣￥ 3680,￥ 3680,任务编号：1003636,0-88.csv,,,,"餐饮业, LOGO设计"
【效果图设计】效果图,https://task.epwk.com/1003708/,349人,1人,¥10,圆满完成,,效果图,直接雇佣￥ 10,￥ 10,任务编号：1003708,0-88.csv,,,,效果图
【排版设计】装帧排版设计,https://task.epwk.com/1003760/,98人,1人,"¥5,980",圆满完成,,装帧排版设计,直接雇佣￥ 5980,￥ 5980,任务编号：1003760,0-88.csv,,,,"装帧设计, 排版设计"
【运维服务】6月基础服务器运维租赁费用,https://task.epwk.com/1003843/,159人,1人,"¥49,999",圆满完成,,6月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1003843,0-88.csv,,,,"服务器运维, 租赁费用"
【网站二次开发】网站开发API接口对接,https://task.epwk.com/1003869/,421人,1人,"¥23,000",圆满完成,,网站开发API接口对接,直接雇佣￥ 23000,￥ 23000,任务编号：1003869,0-88.csv,,,,"网站开发, API接口对接"
【API接口】6月人工开支费用,https://task.epwk.com/1003956/,693人,1人,"¥19,999",圆满完成,,6月人工开支费用,直接雇佣￥ 19999,￥ 19999,任务编号：1003956,0-88.csv,,,,"人工开支, 费用"
【游戏其他】购买一套游戏源码,https://task.epwk.com/1003958/,311人,1人,"¥37,000",圆满完成,,购买一套游戏源码,直接雇佣￥ 37000,￥ 37000,任务编号：1003958,0-88.csv,,,,"游戏源码, 购买"
【页游/端游开发】三人象棋,https://task.epwk.com/1003986/,332人,1人,"¥18,500",圆满完成,,三人象棋,直接雇佣￥ 18500,￥ 18500,任务编号：1003986,0-88.csv,,,,"象棋, 三人对弈"
【包装设计】土特产系列包装,https://task.epwk.com/1004011/,251人,1人,"¥5,950",圆满完成,,土特产系列包装,直接雇佣￥ 5950,￥ 5950,任务编号：1004011,0-88.csv,,,,"土特产, 包装设计"
【VI设计】VI设计,https://task.epwk.com/1004018/,225人,1人,"¥8,168",圆满完成,,VI设计,直接雇佣￥ 8168,￥ 8168,任务编号：1004018,0-88.csv,,,,VI设计
【小程序开发】直播开发｜APP直播｜网站直播｜小程序直播｜商城直播,https://task.epwk.com/1004050/,315人,1人,"¥30,000",圆满完成,,直播开发｜APP直播｜网站直播｜小程序直播｜商城直播,直接雇佣￥ 30000,￥ 30000,任务编号：1004050,0-88.csv,,,,"直播开发, APP直播, 网站直播, 小程序直播, 商城直播"
【宣传册设计】彩印宣传册设计,https://task.epwk.com/1004111/,284人,1人,"¥6,400",圆满完成,,彩印宣传册设计,直接雇佣￥ 6400,￥ 6400,任务编号：1004111,0-88.csv,,,,"彩印宣传册, 设计"
【手游开发】微信小游戏,https://task.epwk.com/1004118/,394人,1人,"¥9,000",圆满完成,,微信小游戏,直接雇佣￥ 9000,￥ 9000,任务编号：1004118,0-88.csv,,,,微信小游戏
【小程序开发】医院诊所挂号缴费系统在线门诊预约小程序医疗机构公众号软件开发,https://task.epwk.com/1004184/,266人,1人,"¥10,000",圆满完成,,医院诊所挂号缴费系统在线门诊预约小程序医疗机构公众号软件开发,直接雇佣￥ 10000,￥ 10000,任务编号：1004184,0-88.csv,,,,"医院诊所, 在线门诊预约, 医疗机构公众号, 挂号缴费系统, 小程序软件开发"
【三维动画】挖掘机生产线三维动画制作,https://task.epwk.com/1004189/,310人,1人,"¥32,450",圆满完成,,挖掘机生产线三维动画制作,直接雇佣￥ 32450,￥ 32450,任务编号：1004189,0-88.csv,,,,"挖掘机生产线, 三维动画, 制作"
【定制开发】商城网站,https://task.epwk.com/1004246/,423人,1人,"¥15,000",圆满完成,,商城网站,直接雇佣￥ 15000,￥ 15000,任务编号：1004246,0-88.csv,,,,商城网站
【插画设计】插画漫画人物卡通形象ID吉祥物表情设计,https://task.epwk.com/1004254/,395人,1人,¥400,圆满完成,,插画漫画人物卡通形象ID吉祥物表情设计,直接雇佣￥ 400,￥ 400,任务编号：1004254,0-88.csv,,,,"插画漫画, 卡通形象, 吉祥物表情"
【商城建设】前端页面,https://task.epwk.com/1004322/,2315人,1人,¥50,圆满完成,,前端页面,直接雇佣￥ 50,￥ 50,任务编号：1004322,0-88.csv,,,,前端页面
【响应式网站】前端开发vue切图web前端响应式h5大屏手机uniapp,https://task.epwk.com/1004334/,340人,1人,"¥30,000",圆满完成,,前端开发vue切图web前端响应式h5大屏手机uniapp,直接雇佣￥ 30000,￥ 30000,任务编号：1004334,0-88.csv,,,,"前端开发, vue切图, 响应式h5, 大屏, uniapp"
【图像识别】软件开发，ocr识别匹配上传,https://task.epwk.com/1004422/,263人,1人,"¥2,500",圆满完成,,软件开发，ocr识别匹配上传,直接雇佣￥ 2500,￥ 2500,任务编号：1004422,0-88.csv,,,,"软件开发, ocr识别, 上传"
【响应式网站】根据效果图，完成前端开发,https://task.epwk.com/1004488/,367人,1人,"¥9,962",圆满完成,,根据效果图，完成前端开发,直接雇佣￥ 9962,￥ 9962,任务编号：1004488,0-88.csv,,,,"前端开发, 效果图"
【响应式网站】前端开发vue切图web前端响应式h5大屏手机uniap,https://task.epwk.com/1004546/,443人,1人,¥150,圆满完成,,前端开发vue切图web前端响应式h5大屏手机uniap,直接雇佣￥ 150,￥ 150,任务编号：1004546,0-88.csv,,,,"前端开发, vue切图, 响应式h5, 大屏, uniapp"
【APP开发】APP开发,https://task.epwk.com/1004655/,226人,1人,"¥16,200",圆满完成,,APP开发,直接雇佣￥ 16200,￥ 16200,任务编号：1004655,0-88.csv,,,,APP开发
【VI设计】餐饮vi设计套餐E,https://task.epwk.com/1004662/,275人,1人,"¥10,580",圆满完成,,餐饮vi设计套餐E,直接雇佣￥ 10580,￥ 10580,任务编号：1004662,0-88.csv,,,,"餐饮vi设计, 套餐"
【三维动画】机械工业流程演示3D动画制作1分钟,https://task.epwk.com/1004665/,309人,1人,"¥15,120",圆满完成,,机械工业流程演示3D动画制作1分钟,直接雇佣￥ 15120,￥ 15120,任务编号：1004665,0-88.csv,,,,"机械工业流程, 3D动画, 演示"
【整合营销】视频剪辑制作,https://task.epwk.com/1004755/,444人,1人,"¥1,500",圆满完成,,视频剪辑制作,直接雇佣￥ 1500,￥ 1500,任务编号：1004755,0-88.csv,,,,"视频剪辑, 视频制作"
【整合营销】视频剪辑制作,https://task.epwk.com/1004756/,637人,1人,"¥1,500",圆满完成,,视频剪辑制作,直接雇佣￥ 1500,￥ 1500,任务编号：1004756,0-88.csv,,,,"视频剪辑, 视频制作"
【排版设计】版式设计书籍排版,https://task.epwk.com/1004955/,157人,1人,"¥6,400",圆满完成,,版式设计书籍排版,直接雇佣￥ 6400,￥ 6400,任务编号：1004955,0-88.csv,,,,"版式设计, 书籍排版"
【企业宣传片】企业宣传片制作定制,https://task.epwk.com/1004959/,270人,1人,"¥37,900",圆满完成,,企业宣传片制作定制,直接雇佣￥ 37900,￥ 37900,任务编号：1004959,0-88.csv,,,,"企业宣传片, 定制"
【其他软件开发】分销管理软件开发二期,https://task.epwk.com/1005105/,260人,1人,"¥20,000",圆满完成,,分销管理软件开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：1005105,0-88.csv,,,,"分销管理, 软件开发, 二期"
【商城建设】手机页面开发,https://task.epwk.com/1005120/,1604人,1人,¥200,圆满完成,,手机页面开发,直接雇佣￥ 200,￥ 200,任务编号：1005120,0-88.csv,,,,"手机页面, 开发"
【LOGO设计】公司标志设计,https://task.epwk.com/1005166/,261人,1人,"¥3,800",圆满完成,,公司标志设计,直接雇佣￥ 3800,￥ 3800,任务编号：1005166,0-88.csv,,,,"公司标志, 标志设计"
【其他软件开发】客户端监控踢人模块开发,https://task.epwk.com/1005451/,463人,1人,"¥1,500",工作中,,客户端监控踢人模块开发,直接雇佣￥ 1500,￥ 1500,任务编号：1005451,0-88.csv,,,,"客户端监控, 开发"
【APP开发】直播带货二开,https://task.epwk.com/1005520/,231人,1人,"¥1,800",圆满完成,,直播带货二开,直接雇佣￥ 1800,￥ 1800,任务编号：1005520,0-88.csv,,,,"直播带货, 二次开发"
【包装设计】协商设计,https://task.epwk.com/1005627/,305人,1人,"¥1,800",圆满完成,,协商设计,直接雇佣￥ 1800,￥ 1800,任务编号：1005627,0-88.csv,,,,协商设计
【小程序开发】理财游戏网站,https://task.epwk.com/1005651/,408人,1人,"¥2,000",圆满完成,,理财游戏网站,直接雇佣￥ 2000,￥ 2000,任务编号：1005651,0-88.csv,,,,"理财游戏, 网站"
【微信开发】商城会员卡插件开发,https://task.epwk.com/1005660/,6552人,1人,"¥2,500",圆满完成,,商城会员卡插件开发,直接雇佣￥ 2500,￥ 2500,任务编号：1005660,0-88.csv,,,,"商城会员卡, 插件开发"
【小程序开发】陪诊预约,https://task.epwk.com/1005692/,249人,1人,"¥10,000",圆满完成,,陪诊预约,直接雇佣￥ 10000,￥ 10000,任务编号：1005692,0-88.csv,,,,"陪诊, 预约"
【动画设计】mg动画普法教育,https://task.epwk.com/1005885/,413人,1人,"¥20,160",圆满完成,,mg动画普法教育,直接雇佣￥ 20160,￥ 20160,任务编号：1005885,0-88.csv,,,,"mg动画, 普法教育"
【小程序开发】小程序页面调整,https://task.epwk.com/1005897/,768人,1人,¥50,圆满完成,,小程序页面调整,直接雇佣￥ 50,￥ 50,任务编号：1005897,0-88.csv,,,,"小程序页面, 页面调整"
【其他网站】嵌入式软件开发二期,https://task.epwk.com/1005949/,234人,1人,"¥14,550",圆满完成,,嵌入式软件开发二期,直接雇佣￥ 14550,￥ 14550,任务编号：1005949,0-88.csv,,,,"嵌入式软件, 软件开发, 二期"
【其他软件开发】嵌入式软件开发三期,https://task.epwk.com/1005957/,324人,1人,"¥57,317",圆满完成,,嵌入式软件开发三期,直接雇佣￥ 57317,￥ 57317,任务编号：1005957,0-88.csv,,,,"嵌入式软件, 开发, 三期"
【区块链应用】区块链商城后端开发,https://task.epwk.com/1005962/,452人,1人,"¥5,000",圆满完成,,区块链商城后端开发,直接雇佣￥ 5000,￥ 5000,任务编号：1005962,0-88.csv,,,,后端开发
【手机网站】微信公众号,https://task.epwk.com/1006037/,563人,1人,¥500,圆满完成,,微信公众号,直接雇佣￥ 500,￥ 500,任务编号：1006037,0-88.csv,,,,微信公众号
【插画设计】彩色简笔画,https://task.epwk.com/1006042/,289人,1人,¥300,圆满完成,,彩色简笔画,直接雇佣￥ 300,￥ 300,任务编号：1006042,0-88.csv,,,,彩色简笔画
【FLASH制作】cta制作,https://task.epwk.com/1006046/,367人,1人,"¥1,100",圆满完成,,cta制作,直接雇佣￥ 1100,￥ 1100,任务编号：1006046,0-88.csv,,,,cta制作
【书籍装帧】2022年7月刊设计,https://task.epwk.com/1006094/,325人,1人,"¥14,400",圆满完成,,2022年7月刊设计,直接雇佣￥ 14400,￥ 14400,任务编号：1006094,0-88.csv,,,,"2022年7月刊, 设计"
【VI设计】餐饮品牌设计,https://task.epwk.com/1006184/,258人,1人,"¥7,800",圆满完成,,餐饮品牌设计,直接雇佣￥ 7800,￥ 7800,任务编号：1006184,0-88.csv,,,,"餐饮品牌, 设计"
【排版设计】画册设计,https://task.epwk.com/1006300/,116人,1人,"¥9,600",圆满完成,,画册设计,直接雇佣￥ 9600,￥ 9600,任务编号：1006300,0-88.csv,,,,"画册, 设计"
【VI设计】餐饮品牌设计,https://task.epwk.com/1006324/,256人,1人,"¥9,412",圆满完成,,餐饮品牌设计,直接雇佣￥ 9412,￥ 9412,任务编号：1006324,0-88.csv,,,,"餐饮品牌, 设计"
【VI设计】系列包装+产品拍摄+品牌打造,https://task.epwk.com/1006328/,267人,1人,"¥24,052",圆满完成,,系列包装+产品拍摄+品牌打造,直接雇佣￥ 24052,￥ 24052,任务编号：1006328,0-88.csv,,,,"系列包装, 产品拍摄, 品牌打造"
【VI设计】VIS设计套E,https://task.epwk.com/1006333/,234人,1人,"¥7,880",圆满完成,,VIS设计套E,直接雇佣￥ 7880,￥ 7880,任务编号：1006333,0-88.csv,,,,"VIS设计, 套E"
【小程序开发】H5,https://task.epwk.com/1006446/,220人,1人,"¥2,000",圆满完成,,H5,直接雇佣￥ 2000,￥ 2000,任务编号：1006446,0-88.csv,,,,"H5页面设计, 交互设计"
【小程序开发】手机页面调整,https://task.epwk.com/1006520/,1081人,1人,¥100,圆满完成,,手机页面调整,直接雇佣￥ 100,￥ 100,任务编号：1006520,0-88.csv,,,,"手机页面, 页面调整"
【小程序开发】简单小程序仿制,https://task.epwk.com/1006731/,214人,1人,"¥4,500",圆满完成,,简单小程序仿制,直接雇佣￥ 4500,￥ 4500,任务编号：1006731,0-88.csv,,,,"小程序, 仿制"
【小程序开发】语聊小程序定制1,https://task.epwk.com/1006736/,261人,1人,"¥4,000",圆满完成,,语聊小程序定制1,直接雇佣￥ 4000,￥ 4000,任务编号：1006736,0-88.csv,,,,"语聊, 小程序, 定制"
【三维动画】三维动画演示,https://task.epwk.com/1006926/,314人,1人,"¥12,320",圆满完成,,三维动画演示,直接雇佣￥ 12320,￥ 12320,任务编号：1006926,0-88.csv,,,,"三维动画, 演示"
【H5开发】手机页面开发,https://task.epwk.com/1006927/,1450人,1人,¥200,圆满完成,,手机页面开发,直接雇佣￥ 200,￥ 200,任务编号：1006927,0-88.csv,,,,"手机页面, 开发"
【LOGO设计】品牌取名+logo设计,https://task.epwk.com/1007011/,551人,1人,"¥1,500",圆满完成,,品牌取名+logo设计,直接雇佣￥ 1500,￥ 1500,任务编号：1007011,0-88.csv,,,,"品牌取名, logo设计"
【VI设计】音乐餐厅品牌形象,https://task.epwk.com/1007198/,258人,1人,"¥9,280",圆满完成,,音乐餐厅品牌形象,直接雇佣￥ 9280,￥ 9280,任务编号：1007198,0-88.csv,,,,"音乐餐厅, 品牌形象"
【H5开发】卡牌游戏来发,https://task.epwk.com/1007235/,341人,1人,"¥7,200",圆满完成,,卡牌游戏来发,直接雇佣￥ 7200,￥ 7200,任务编号：1007235,0-88.csv,,,,"卡牌游戏, 发布"
【小程序开发】医院诊所挂号缴费系统在线门诊预约小程序医疗,https://task.epwk.com/1007241/,265人,1人,"¥9,566",圆满完成,,医院诊所挂号缴费系统在线门诊预约小程序医疗,直接雇佣￥ 9566,￥ 9566,任务编号：1007241,0-88.csv,,,,"医院诊所, 挂号缴费系统, 在线门诊预约"
【小程序开发】根据ui制作页面,https://task.epwk.com/1007262/,293人,1人,"¥4,130",圆满完成,,根据ui制作页面,直接雇佣￥ 4130,￥ 4130,任务编号：1007262,0-88.csv,,,,"UI设计, 页面制作"
【网站二次开发】律师网站手机端二次开发,https://task.epwk.com/1007361/,316人,1人,"¥6,500",圆满完成,,律师网站手机端二次开发,直接雇佣￥ 6500,￥ 6500,任务编号：1007361,0-88.csv,,,,"律师网站, 手机端, 二次开发"
【H5开发】手机页面开发,https://task.epwk.com/1007488/,1217人,1人,¥200,圆满完成,,手机页面开发,直接雇佣￥ 200,￥ 200,任务编号：1007488,0-88.csv,,,,"手机页面, 开发"
【插画设计】彩色简图,https://task.epwk.com/1007509/,281人,1人,¥300,圆满完成,,彩色简图,直接雇佣￥ 300,￥ 300,任务编号：1007509,0-88.csv,,,,彩色简图
【电商网站】vue切图,https://task.epwk.com/1007616/,381人,1人,"¥27,000",圆满完成,,vue切图,直接雇佣￥ 27000,￥ 27000,任务编号：1007616,0-88.csv,,,,vue切图
【小程序开发】像素微信小程序开发,https://task.epwk.com/1007743/,211人,1人,"¥4,500",圆满完成,,像素微信小程序开发,直接雇佣￥ 4500,￥ 4500,任务编号：1007743,0-88.csv,,,,"像素, 微信小程序"
【小程序开发】像素微信小程序开发,https://task.epwk.com/1007747/,204人,1人,"¥3,000",圆满完成,,像素微信小程序开发,直接雇佣￥ 3000,￥ 3000,任务编号：1007747,0-88.csv,,,,"像素, 微信小程序"
【LOGO设计】申请资质文档需求,https://task.epwk.com/1007852/,504人,1人,"¥3,000",待验收,,申请资质文档需求,直接雇佣￥ 3000,￥ 3000,任务编号：1007852,0-88.csv,,,,"资质文档, 申请流程, 资料准备"
【其他工具软件】股票盯盘小助手工具开发,https://task.epwk.com/1007892/,173人,1人,"¥6,000",圆满完成,,股票盯盘小助手工具开发,直接雇佣￥ 6000,￥ 6000,任务编号：1007892,0-88.csv,,,,"股票盯盘, 工具开发"
【插画设计】包装设计,https://task.epwk.com/1007979/,318人,1人,¥800,圆满完成,,包装设计,直接雇佣￥ 800,￥ 800,任务编号：1007979,0-88.csv,,,,包装设计
【APP界面设计】医疗系统软件界面设计一套,https://task.epwk.com/1008118/,263人,1人,"¥8,000",圆满完成,,医疗系统软件界面设计一套,直接雇佣￥ 8000,￥ 8000,任务编号：1008118,0-88.csv,,,,"医疗系统, 软件界面, 界面设计"
【网站二次开发】页面数据列表重新排版,https://task.epwk.com/1008205/,764人,1人,¥100,圆满完成,,页面数据列表重新排版,直接雇佣￥ 100,￥ 100,任务编号：1008205,0-88.csv,,,,"页面数据列表, 排版"
【APP界面设计】小程序页面设计,https://task.epwk.com/1008235/,325人,1人,"¥1,800",圆满完成,,小程序页面设计,直接雇佣￥ 1800,￥ 1800,任务编号：1008235,0-88.csv,,,,"小程序页面, 设计"
【网站二次开发】网站功能二次开发,https://task.epwk.com/1008358/,1971人,1人,¥300,圆满完成,,网站功能二次开发,直接雇佣￥ 300,￥ 300,任务编号：1008358,0-88.csv,,,,"网站功能, 二次开发"
【LOGO设计】农业科技公司LOGO,https://task.epwk.com/1008448/,253人,1人,"¥3,500",圆满完成,,农业科技公司LOGO,直接雇佣￥ 3500,￥ 3500,任务编号：1008448,0-88.csv,,,,"农业科技, LOGO"
【排版设计】月刊设计排版,https://task.epwk.com/1008573/,105人,1人,"¥6,600",圆满完成,,月刊设计排版,直接雇佣￥ 6600,￥ 6600,任务编号：1008573,0-88.csv,,,,"月刊, 设计, 排版"
【小程序开发】网页的修改,https://task.epwk.com/1008653/,2010人,1人,¥660,圆满完成,,网页的修改,直接雇佣￥ 660,￥ 660,任务编号：1008653,0-88.csv,,,,"网页修改, 页面设计"
【定制开发】小程序物联网对接,https://task.epwk.com/1008744/,266人,1人,"¥1,500",圆满完成,,小程序物联网对接,直接雇佣￥ 1500,￥ 1500,任务编号：1008744,0-88.csv,,,,"小程序, 物联网对接"
