标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【后端开发】千机阁网站后台接口开发,https://task.epwk.com/905199/,1303人,1人,"¥1,960",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,千机阁网站后台接口开发,直接雇佣￥ 1960,￥ 1960,任务编号：905199,157-327.csv,,,,,,"网站后台接口, 千机阁, 接口开发"
【APP开发】Todo待办 APP开发 第三阶段,https://task.epwk.com/905226/,122人,1人,"¥10,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,Todo待办 APP开发 第三阶段,直接雇佣￥ 10000,￥ 10000,任务编号：905226,157-327.csv,,,,,,"Todo待办, APP开发, 第三阶段"
【APP开发】APP内模拟游戏键盘界面开发,https://task.epwk.com/905230/,187人,1人,¥800,圆满完成,https://task.epwk.com/page201.html?m=6&o=7,APP内模拟游戏键盘界面开发,直接雇佣￥ 800,￥ 800,任务编号：905230,157-327.csv,,,,,,"APP内模拟游戏键盘, 界面开发"
【LOGO设计】“鑫风”微气象仪商标设计,https://task.epwk.com/905247/,448人,1人,¥800,圆满完成,https://task.epwk.com/page201.html?m=6&o=7,“鑫风”微气象仪商标设计,直接雇佣￥ 800,￥ 800,任务编号：905247,157-327.csv,,,,,,"微气象仪, 商标设计, 鑫风"
【APP开发】商城购物app、租赁交易app、电影购票app等,https://task.epwk.com/905258/,311人,1人,"¥30,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,商城购物app、租赁交易app、电影购票app等,直接雇佣￥ 30000,￥ 30000,任务编号：905258,157-327.csv,,,,,,"商城购物, 租赁交易, 电影购票"
【财务管理系统】财务管理系统开发二期,https://task.epwk.com/905273/,1433人,1人,"¥28,966",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,财务管理系统开发二期,直接雇佣￥ 28966,￥ 28966,任务编号：905273,157-327.csv,,,,,,"财务管理系统, 二期开发"
【小程序开发】地产小程序开发2期,https://task.epwk.com/905275/,117人,1人,"¥11,088",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,地产小程序开发2期,直接雇佣￥ 11088,￥ 11088,任务编号：905275,157-327.csv,,,,,,"地产小程序, 开发"
【小程序开发】小程序开发尾款,https://task.epwk.com/905276/,207人,1人,"¥12,366",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,小程序开发尾款,直接雇佣￥ 12366,￥ 12366,任务编号：905276,157-327.csv,,,,,,"小程序开发, 尾款"
【APP开发】资产管理系统app开发验收款,https://task.epwk.com/905279/,137人,1人,"¥30,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,资产管理系统app开发验收款,直接雇佣￥ 30000,￥ 30000,任务编号：905279,157-327.csv,,,,,,"资产管理系统, app开发, 验收款"
【APP开发】商城APP定制开发,https://task.epwk.com/905292/,103人,1人,"¥9,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,商城APP定制开发,直接雇佣￥ 9000,￥ 9000,任务编号：905292,157-327.csv,,,,,,"商城APP, 定制开发"
【包装设计】包装盒礼盒食品包装设计,https://task.epwk.com/905293/,136人,1人,"¥1,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,包装盒礼盒食品包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：905293,157-327.csv,,,,,,"包装盒, 礼盒, 食品包装设计"
【小程序开发】藻类检测分析仪开发,https://task.epwk.com/905295/,103人,1人,"¥9,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,藻类检测分析仪开发,直接雇佣￥ 9000,￥ 9000,任务编号：905295,157-327.csv,,,,,,"藻类检测, 分析仪, 开发"
【LOGO设计】设计 > 创意设计 > LOGO设计,https://task.epwk.com/905296/,466人,1人,"¥1,600",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,设计 > 创意设计 > LOGO设计,直接雇佣￥ 1600,￥ 1600,任务编号：905296,157-327.csv,,,,,,"LOGO设计, 创意设计"
官网开发,https://task.epwk.com/905303/,57人,1人,"¥40,000",圆满完成,https://task.epwk.com/page201.html?m=6&o=7,官网开发,直接雇佣￥ 40000,￥ 40000,任务编号：905303,157-327.csv,,,,,,"官网, 开发"
【其他软件开发】电商公司客服部软件程序开发新增模块（二期）,https://task.epwk.com/905321/,340人,1人,"¥36,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,电商公司客服部软件程序开发新增模块（二期）,直接雇佣￥ 36000,￥ 36000,任务编号：905321,157-327.csv,,,,,,"电商公司客服部, 软件程序开发"
【微信开发】H5游戏开发,https://task.epwk.com/905334/,580人,1人,¥500,圆满完成,https://task.epwk.com/page200.html?m=6&o=7,H5游戏开发,直接雇佣￥ 500,￥ 500,任务编号：905334,157-327.csv,,,,,,"H5游戏, 游戏开发"
【包装设计】包装盒礼盒食品包装设计,https://task.epwk.com/905370/,325人,1人,"¥1,200",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,包装盒礼盒食品包装设计,直接雇佣￥ 1200,￥ 1200,任务编号：905370,157-327.csv,,,,,,"包装盒, 礼盒, 食品包装设计"
【APP开发】java物联网app开发,https://task.epwk.com/905376/,269人,1人,"¥26,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,java物联网app开发,直接雇佣￥ 26000,￥ 26000,任务编号：905376,157-327.csv,,,,,,"java, 物联网, app开发"
【VI设计】修改设计后得结构尺寸,https://task.epwk.com/905400/,316人,1人,"¥2,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,修改设计后得结构尺寸,直接雇佣￥ 2000,￥ 2000,任务编号：905400,157-327.csv,,,,,,"设计结构, 尺寸修改"
【小程序开发】商铺管理APP开发二期,https://task.epwk.com/905420/,223人,1人,"¥26,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,商铺管理APP开发二期,直接雇佣￥ 26000,￥ 26000,任务编号：905420,157-327.csv,,,,,,"商铺管理, APP开发, 二期功能"
【LOGO设计】谱家技术工作室,https://task.epwk.com/905421/,269人,1人,"¥24,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,谱家技术工作室,直接雇佣￥ 24000,￥ 24000,任务编号：905421,157-327.csv,,,,,,"谱家技术, 工作室"
【企业官网】企业网站建设,https://task.epwk.com/905425/,217人,1人,"¥20,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,企业网站建设,直接雇佣￥ 20000,￥ 20000,任务编号：905425,157-327.csv,,,,,,"企业网站, 网站建设"
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/905427/,633人,1人,¥40,圆满完成,https://task.epwk.com/page200.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 40,￥ 40,任务编号：905427,157-327.csv,,,,,,"PPT美化, PPT设计"
【广告设计】高端原创包装设计,https://task.epwk.com/905428/,243人,1人,"¥2,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,高端原创包装设计,直接雇佣￥ 2000,￥ 2000,任务编号：905428,157-327.csv,,,,,,"高端包装, 原创设计"
【小程序开发】会员系统,https://task.epwk.com/905431/,261人,1人,"¥3,011",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,会员系统,直接雇佣￥ 3011,￥ 3011,任务编号：905431,157-327.csv,,,,,,会员系统
【小程序开发】客服系统,https://task.epwk.com/905432/,143人,1人,"¥1,023",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,客服系统,直接雇佣￥ 1023,￥ 1023,任务编号：905432,157-327.csv,,,,,,客服系统
【书籍装帧】书籍装帧设计排版设计,https://task.epwk.com/905439/,558人,1人,"¥5,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,书籍装帧设计排版设计,直接雇佣￥ 5000,￥ 5000,任务编号：905439,157-327.csv,,,,,,"书籍装帧设计, 排版设计"
【动漫角色设计】幽冥豹猫动漫形象角色设计,https://task.epwk.com/905440/,378人,1人,"¥1,970",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,幽冥豹猫动漫形象角色设计,直接雇佣￥ 1970,￥ 1970,任务编号：905440,157-327.csv,,,,,,"幽冥豹猫, 动漫形象, 角色设计"
【宣传单设计】面面味道新店开业宣传海报设计,https://task.epwk.com/905441/,641人,1人,"¥1,980",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,面面味道新店开业宣传海报设计,直接雇佣￥ 1980,￥ 1980,任务编号：905441,157-327.csv,,,,,,"新店开业, 宣传海报, 设计"
【LOGO设计】LOGO设计,https://task.epwk.com/905485/,174人,1人,"¥3,680",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,LOGO设计,直接雇佣￥ 3680,￥ 3680,任务编号：905485,157-327.csv,,,,,,LOGO设计
【手游开发】游戏开发尾款,https://task.epwk.com/905507/,801人,1人,"¥25,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,游戏开发尾款,直接雇佣￥ 25000,￥ 25000,任务编号：905507,157-327.csv,,,,,,"游戏开发, 尾款"
【小程序开发】支付接口对接,https://task.epwk.com/905515/,326人,1人,"¥20,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,支付接口对接,直接雇佣￥ 20000,￥ 20000,任务编号：905515,157-327.csv,,,,,,"支付接口, 对接"
【小程序开发】蔬菜小程序,https://task.epwk.com/905516/,150人,1人,"¥15,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,蔬菜小程序,直接雇佣￥ 15000,￥ 15000,任务编号：905516,157-327.csv,,,,,,"蔬菜, 小程序"
【小程序开发】官网开发,https://task.epwk.com/905517/,110人,1人,"¥10,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,官网开发,直接雇佣￥ 10000,￥ 10000,任务编号：905517,157-327.csv,,,,,,"官网, 开发"
【项目管理软件】项目管理软件开发一期,https://task.epwk.com/905522/,1417人,1人,"¥30,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,项目管理软件开发一期,直接雇佣￥ 30000,￥ 30000,任务编号：905522,157-327.csv,,,,,,"项目管理, 软件开发"
【APP开发】汽车行业小程序开发,https://task.epwk.com/905532/,97人,1人,"¥32,119",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,汽车行业小程序开发,直接雇佣￥ 32119,￥ 32119,任务编号：905532,157-327.csv,,,,,,"汽车行业, 小程序, 开发"
【宣传策划】宣传文案,https://task.epwk.com/905550/,559人,1人,"¥20,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,宣传文案,直接雇佣￥ 20000,￥ 20000,任务编号：905550,157-327.csv,,,,,,宣传文案
【LOGO设计】设计一款logo,https://task.epwk.com/905564/,320人,1人,"¥2,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,设计一款logo,直接雇佣￥ 2000,￥ 2000,任务编号：905564,157-327.csv,,,,,,"logo, 设计"
【海报设计】海报设计,https://task.epwk.com/905586/,779人,1人,"¥20,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,海报设计,直接雇佣￥ 20000,￥ 20000,任务编号：905586,157-327.csv,,,,,,海报设计
【包装设计】厨具包装,https://task.epwk.com/905596/,486人,1人,"¥6,500",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,厨具包装,直接雇佣￥ 6500,￥ 6500,任务编号：905596,157-327.csv,,,,,,"厨具, 包装设计"
【LOGO设计】patygr LOGO设计,https://task.epwk.com/905602/,329人,1人,¥300,圆满完成,https://task.epwk.com/page200.html?m=6&o=7,patygr LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：905602,157-327.csv,,,,,,"LOGO设计, patygr"
【小程序开发】驾考Windows单机版,https://task.epwk.com/905630/,386人,1人,"¥6,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,驾考Windows单机版,直接雇佣￥ 6000,￥ 6000,任务编号：905630,157-327.csv,,,,,,"驾考, Windows, 单机版"
【小程序开发】微信小程序定制化开发,https://task.epwk.com/905671/,151人,1人,"¥9,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,微信小程序定制化开发,直接雇佣￥ 9000,￥ 9000,任务编号：905671,157-327.csv,,,,,,"微信小程序, 定制化开发"
【企业官网】网站开发,https://task.epwk.com/905679/,329人,1人,"¥25,000",圆满完成,https://task.epwk.com/page200.html?m=6&o=7,网站开发,直接雇佣￥ 25000,￥ 25000,任务编号：905679,157-327.csv,,,,,,网站开发
【包装设计】白酒,https://task.epwk.com/905725/,378人,1人,¥800,圆满完成,https://task.epwk.com/page199.html?m=6&o=7,白酒,直接雇佣￥ 800,￥ 800,任务编号：905725,157-327.csv,,,,,,白酒
【产品外观设计】设计儿童电动车,https://task.epwk.com/905817/,1583人,1人,"¥23,985",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,设计儿童电动车,直接雇佣￥ 23985,￥ 23985,任务编号：905817,157-327.csv,,,,,,"儿童电动车, 设计"
【网站二次开发】前端功能开发,https://task.epwk.com/905821/,551人,1人,¥100,圆满完成,https://task.epwk.com/page199.html?m=6&o=7,前端功能开发,直接雇佣￥ 100,￥ 100,任务编号：905821,157-327.csv,,,,,,"前端功能, 开发"
【其他行业】软件开发,https://task.epwk.com/905865/,347人,1人,"¥2,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,软件开发,直接雇佣￥ 2000,￥ 2000,任务编号：905865,157-327.csv,,,,,,软件开发
【3D建模】三维角色动画制作,https://task.epwk.com/905866/,2299人,1人,"¥8,300",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,三维角色动画制作,直接雇佣￥ 8300,￥ 8300,任务编号：905866,157-327.csv,,,,,,"三维角色动画, 制作"
【LOGO设计】垃圾桶logo设计,https://task.epwk.com/905874/,165人,1人,"¥1,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,垃圾桶logo设计,直接雇佣￥ 1000,￥ 1000,任务编号：905874,157-327.csv,,,,,,"垃圾桶, logo设计"
【台历设计】酒店台历设计,https://task.epwk.com/905875/,601人,1人,"¥1,500",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,酒店台历设计,直接雇佣￥ 1500,￥ 1500,任务编号：905875,157-327.csv,,,,,,"酒店台历, 设计"
【LOGO设计】月饼商标设计,https://task.epwk.com/905876/,245人,1人,"¥1,200",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,月饼商标设计,直接雇佣￥ 1200,￥ 1200,任务编号：905876,157-327.csv,,,,,,"月饼商标, 设计"
【插画设计】公司全套插画设计,https://task.epwk.com/905891/,880人,1人,"¥20,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,公司全套插画设计,直接雇佣￥ 20000,￥ 20000,任务编号：905891,157-327.csv,,,,,,"公司插画, 全套设计"
【H5开发】切菜菜小游戏H5页面开发,https://task.epwk.com/905894/,1513人,1人,"¥1,960",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,切菜菜小游戏H5页面开发,直接雇佣￥ 1960,￥ 1960,任务编号：905894,157-327.csv,,,,,,"切菜游戏, H5页面, 小游戏开发"
【前端开发】火猿网前端页面开发,https://task.epwk.com/905895/,1535人,1人,"¥1,980",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,火猿网前端页面开发,直接雇佣￥ 1980,￥ 1980,任务编号：905895,157-327.csv,,,,,,"前端页面, 火猿网, 页面开发"
【小程序开发】海星账户模块开发,https://task.epwk.com/905897/,106人,1人,"¥1,970",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,海星账户模块开发,直接雇佣￥ 1970,￥ 1970,任务编号：905897,157-327.csv,,,,,,海星账户
3d展示系统开发1,https://task.epwk.com/905908/,141人,1人,"¥48,895",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,3d展示系统开发1,直接雇佣￥ 48895,￥ 48895,任务编号：905908,157-327.csv,,,,,,"3d展示系统, 系统开发"
【LOGO设计】海报设计,https://task.epwk.com/905915/,111人,1人,¥100,圆满完成,https://task.epwk.com/page199.html?m=6&o=7,海报设计,直接雇佣￥ 100,￥ 100,任务编号：905915,157-327.csv,,,,,,海报设计
【APP开发】社交app定制开发,https://task.epwk.com/905927/,108人,1人,"¥30,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,社交app定制开发,直接雇佣￥ 30000,￥ 30000,任务编号：905927,157-327.csv,,,,,,"社交app, 定制开发"
【OA系统】培训机构管理后台和课程预约小程序开发,https://task.epwk.com/905956/,1584人,1人,"¥11,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,培训机构管理后台和课程预约小程序开发,直接雇佣￥ 11000,￥ 11000,任务编号：905956,157-327.csv,,,,,,"培训机构管理, 课程预约, 小程序开发"
【宣传单设计】永香炸鸡排新店开业宣传海报设计,https://task.epwk.com/905970/,400人,1人,"¥1,960",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,永香炸鸡排新店开业宣传海报设计,直接雇佣￥ 1960,￥ 1960,任务编号：905970,157-327.csv,,,,,,"永香炸鸡排, 新店开业, 宣传海报设计"
【动漫角色设计】远古剑齿虎动漫形象角色设计,https://task.epwk.com/905973/,465人,1人,"¥1,980",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,远古剑齿虎动漫形象角色设计,直接雇佣￥ 1980,￥ 1980,任务编号：905973,157-327.csv,,,,,,"远古剑齿虎, 动漫形象, 角色设计"
【后端开发】路通网后台接口开发,https://task.epwk.com/905975/,1288人,1人,"¥1,970",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,路通网后台接口开发,直接雇佣￥ 1970,￥ 1970,任务编号：905975,157-327.csv,,,,,,"路通网, 后台接口, 开发"
【小程序开发】保险行业软件开发,https://task.epwk.com/905976/,209人,1人,"¥49,900",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,保险行业软件开发,直接雇佣￥ 49900,￥ 49900,任务编号：905976,157-327.csv,,,,,,"保险行业, 软件开发"
【LOGO设计】小游戏,https://task.epwk.com/905977/,314人,1人,"¥19,600",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,小游戏,直接雇佣￥ 19600,￥ 19600,任务编号：905977,157-327.csv,,,,,,小游戏
【电子设备】单片机对时器开发,https://task.epwk.com/905979/,14280人,1人,"¥1,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,单片机对时器开发,直接雇佣￥ 1000,￥ 1000,任务编号：905979,157-327.csv,,,,,,"单片机, 定时器, 开发"
【小程序开发】物业管理小程序,https://task.epwk.com/905988/,407人,1人,"¥9,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,物业管理小程序,直接雇佣￥ 9000,￥ 9000,任务编号：905988,157-327.csv,,,,,,"物业管理, 小程序"
【小程序开发】在线停车系统,https://task.epwk.com/905989/,205人,1人,"¥9,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,在线停车系统,直接雇佣￥ 9000,￥ 9000,任务编号：905989,157-327.csv,,,,,,在线停车系统
【小程序开发】微商城一期,https://task.epwk.com/905990/,178人,1人,"¥48,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,微商城一期,直接雇佣￥ 48000,￥ 48000,任务编号：905990,157-327.csv,,,,,,"微商城, 一期"
【小程序开发】微商城二期,https://task.epwk.com/905994/,199人,1人,"¥2,390",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,微商城二期,直接雇佣￥ 2390,￥ 2390,任务编号：905994,157-327.csv,,,,,,"微商城, 二期"
【小程序开发】微商城3期,https://task.epwk.com/905997/,359人,1人,"¥42,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,微商城3期,直接雇佣￥ 42000,￥ 42000,任务编号：905997,157-327.csv,,,,,,"微商城, 三期"
影视类开发3,https://task.epwk.com/905999/,315人,1人,"¥16,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,影视类开发3,直接雇佣￥ 16000,￥ 16000,任务编号：905999,157-327.csv,,,,,,"影视开发, 类别"
【APP开发】地产行业软件,https://task.epwk.com/906004/,88人,1人,"¥20,150",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,地产行业软件,直接雇佣￥ 20150,￥ 20150,任务编号：906004,157-327.csv,,,,,,"地产行业, 软件"
【小程序开发】微信商城开发,https://task.epwk.com/906007/,163人,1人,"¥23,000",圆满完成,https://task.epwk.com/page199.html?m=6&o=7,微信商城开发,直接雇佣￥ 23000,￥ 23000,任务编号：906007,157-327.csv,,,,,,"微信商城, 开发"
【其他软件开发】物业管理软件尾款,https://task.epwk.com/906010/,132人,1人,"¥15,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,物业管理软件尾款,直接雇佣￥ 15000,￥ 15000,任务编号：906010,157-327.csv,,,,,,"物业管理, 软件, 尾款"
【小程序开发】投标文件生成系统,https://task.epwk.com/906014/,284人,1人,"¥4,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,投标文件生成系统,直接雇佣￥ 4000,￥ 4000,任务编号：906014,157-327.csv,,,,,,"投标文件, 系统生成"
【小程序开发】微商城4期,https://task.epwk.com/906016/,201人,1人,"¥18,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,微商城4期,直接雇佣￥ 18000,￥ 18000,任务编号：906016,157-327.csv,,,,,,"微商城, 电商系统"
【APP开发】区块链交易市场APP开发-第一阶段,https://task.epwk.com/906057/,344人,1人,"¥15,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,区块链交易市场APP开发-第一阶段,直接雇佣￥ 15000,￥ 15000,任务编号：906057,157-327.csv,,,,,,"APP开发, 第一阶段"
【前端开发】冰晶网前端页面开发,https://task.epwk.com/906065/,1294人,1人,"¥1,970",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,冰晶网前端页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：906065,157-327.csv,,,,,,"冰晶网, 前端页面, 页面开发"
【H5开发】图优优小应用H5页面开发,https://task.epwk.com/906066/,1571人,1人,"¥1,980",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,图优优小应用H5页面开发,直接雇佣￥ 1980,￥ 1980,任务编号：906066,157-327.csv,,,,,,"图优优, H5页面, 应用开发"
【小程序开发】商城小程序开发,https://task.epwk.com/906068/,93人,1人,"¥38,690",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,商城小程序开发,直接雇佣￥ 38690,￥ 38690,任务编号：906068,157-327.csv,,,,,,"商城小程序, 开发"
【金融】金融理财类APP,https://task.epwk.com/906080/,420人,1人,"¥20,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,金融理财类APP,直接雇佣￥ 20000,￥ 20000,任务编号：906080,157-327.csv,,,,,,"金融理财, APP"
【小程序开发】商城小程序,https://task.epwk.com/906085/,95人,1人,"¥20,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,商城小程序,直接雇佣￥ 20000,￥ 20000,任务编号：906085,157-327.csv,,,,,,商城小程序
【APP开发】视频直播类软件开发4期,https://task.epwk.com/906090/,110人,1人,"¥45,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,视频直播类软件开发4期,直接雇佣￥ 45000,￥ 45000,任务编号：906090,157-327.csv,,,,,,"视频直播, 软件开发, 4期"
【APP开发】点评、家政、运动健康、代驾、乘车、快递、外卖等app,https://task.epwk.com/906109/,298人,1人,"¥20,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,点评、家政、运动健康、代驾、乘车、快递、外卖等app,直接雇佣￥ 20000,￥ 20000,任务编号：906109,157-327.csv,,,,,,"点评, 家政, 运动健康, 代驾, 乘车, 快递, 外卖"
【包装设计】包装盒礼盒食品包装设计,https://task.epwk.com/906123/,191人,1人,"¥1,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,包装盒礼盒食品包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：906123,157-327.csv,,,,,,"包装盒, 礼盒, 食品包装设计"
【小程序开发】电商小程序开发,https://task.epwk.com/906150/,97人,1人,"¥22,298",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,电商小程序开发,直接雇佣￥ 22298,￥ 22298,任务编号：906150,157-327.csv,,,,,,"电商小程序, 开发"
【小程序开发】商城微信小程序开发,https://task.epwk.com/906159/,276人,1人,"¥6,250",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,商城微信小程序开发,直接雇佣￥ 6250,￥ 6250,任务编号：906159,157-327.csv,,,,,,"商城, 微信小程序"
【包装设计】地方特产包装,https://task.epwk.com/906163/,270人,1人,"¥4,600",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,地方特产包装,直接雇佣￥ 4600,￥ 4600,任务编号：906163,157-327.csv,,,,,,"地方特产, 包装设计"
【小程序开发】微信商城小程序开发尾款,https://task.epwk.com/906164/,130人,1人,"¥6,250",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,微信商城小程序开发尾款,直接雇佣￥ 6250,￥ 6250,任务编号：906164,157-327.csv,,,,,,"微信商城, 小程序开发"
【APP开发】APP开发三期,https://task.epwk.com/906172/,128人,1人,"¥28,058",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,APP开发三期,直接雇佣￥ 28058,￥ 28058,任务编号：906172,157-327.csv,,,,,,"APP开发, 三期"
【产品卖点】产品亮点提炼,https://task.epwk.com/906183/,567人,1人,"¥5,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,产品亮点提炼,直接雇佣￥ 5000,￥ 5000,任务编号：906183,157-327.csv,,,,,,"产品亮点, 特色提炼"
【小程序开发】CRM管理系统3期,https://task.epwk.com/906184/,175人,1人,"¥12,800",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,CRM管理系统3期,直接雇佣￥ 12800,￥ 12800,任务编号：906184,157-327.csv,,,,,,"CRM管理系统, 系统开发, 三期项目"
【包装设计】包装盒礼盒食品包装设计,https://task.epwk.com/906212/,142人,1人,"¥1,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,包装盒礼盒食品包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：906212,157-327.csv,,,,,,"包装盒, 礼盒, 食品包装设计"
【PPT设计】批量方案做成精美ppt-1,https://task.epwk.com/906242/,309人,1人,"¥3,600",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,批量方案做成精美ppt-1,直接雇佣￥ 3600,￥ 3600,任务编号：906242,157-327.csv,,,,,,"批量方案, 精美PPT, PPT设计"
【PPT设计】批量方案做成精美ppt-2,https://task.epwk.com/906243/,338人,1人,"¥3,600",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,批量方案做成精美ppt-2,直接雇佣￥ 3600,￥ 3600,任务编号：906243,157-327.csv,,,,,,"批量方案, 精美PPT, PPT设计"
【小程序开发】商铺管理APP开发二期,https://task.epwk.com/906251/,127人,1人,"¥49,900",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,商铺管理APP开发二期,直接雇佣￥ 49900,￥ 49900,任务编号：906251,157-327.csv,,,,,,"商铺管理, APP开发, 二期功能"
【APP开发】设计机器狗,https://task.epwk.com/906252/,129人,1人,"¥23,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,设计机器狗,直接雇佣￥ 23000,￥ 23000,任务编号：906252,157-327.csv,,,,,,"机器狗, 设计"
【APP开发】企业小程序开发,https://task.epwk.com/906253/,96人,1人,"¥33,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,企业小程序开发,直接雇佣￥ 33000,￥ 33000,任务编号：906253,157-327.csv,,,,,,"企业小程序, 开发"
【小程序开发】微信小程序教育系统,https://task.epwk.com/906258/,119人,1人,"¥8,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,微信小程序教育系统,直接雇佣￥ 8000,￥ 8000,任务编号：906258,157-327.csv,,,,,,"微信小程序, 教育系统"
【后端开发】龙魂网后台接口开发,https://task.epwk.com/906259/,1286人,1人,"¥1,960",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,龙魂网后台接口开发,直接雇佣￥ 1960,￥ 1960,任务编号：906259,157-327.csv,,,,,,"龙魂网, 后台接口, 开发"
