标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【企业官网】网站源码页面修改,https://task.epwk.com/479454/,1719人,17人,1000-3000元,圆满完成,o5841****1aa1f,现有源码一套http://35.chungkeedessert.com.cn/，需修改成https://www.suzhoumoney.com/样式，色调。或者直接在源码上调整色调，排版。重点要协调好看即可。,2017-03-01,2017.03.08,任务编号：479454,2000.0,"7天,8天,10天,3天,7天,5天,15天,6天,20天","山东省-潍坊市-奎文区,北京市,湖北省-十堰市-茅箭区,广东省-佛山市-顺德区,辽宁省-沈阳市-和平区,上海市,河南省-安阳市-文峰区,重庆市-市辖区-巴南区,浙江省-宁波市-鄞州区",艾丰网络旗舰店,https://shop.epwk.com/9w56eemgwdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【小程序开发】进销存系统开发,https://task.epwk.com/479266/,745人,1人,5000-10000元,圆满完成,k0006****13,进销存系统电脑软件，根据公司的情况进行开发，1万到3万区间预算的。需要广州的合作商对接的！,2017-02-28,2017.03.03,任务编号：479266,7500.0,60天,广东省-广州市-天河区,干果网络科技,https://shop.epwk.com/rp5z4479jdx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【微信开发】微信微网站单页开发,https://task.epwk.com/479193/,1077人,1人,1000-3000元,圆满完成,mf185****5120,微信微网站单页开发，具体已谈好,2017-02-28,2017.03.01,任务编号：479193,2000.0,2天,北京市-北京市-东城区,紫夜科技,https://shop.epwk.com/qgdmjx7gqdke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信开发
【APP界面设计】APP界面UI设计,https://task.epwk.com/479175/,3279人,13人,5000-10000元,圆满完成,mf173****1266,APP界面UI设计，原型做好的的，做的过程中需要沟通的地方比较多所以需要在公司完成，200-300个界面，上海的，一定要入驻到公司来做，时间两周之内完成，要两三年工作经验的，报价联系,2017-02-28,2017.03.27,任务编号：479175,5000.0,"15天,14天,14天,20天,14天,10天,3天,14天,7天,15天","上海市-市辖区-宝山区,上海市-市辖区-宝山区,上海市-市辖区-金山区,上海市-市辖区-黄浦区,上海市-市辖区-静安区,上海市-市辖区-浦东新区,广东省-佛山市-南海区,湖南省-长沙市-岳麓区,北京市-北京市-朝阳区,江苏省-南通市-崇川区",点鑫广告,https://shop.epwk.com/z2nkz3lpxnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP界面设计
【微信开发】微信点餐系统开发,https://task.epwk.com/478764/,3398人,24人,2万-5万元,圆满完成,mf150****8290,需要一套微信点餐系统、有开发能力朋友可以联系我、后期长期合作、有仿照案例、请关注微信公众号；简厨，价格可谈,2017-02-26,2017.07.06,任务编号：478764,21500.0,"25天,10天,10天,7天,40天,30天","广东省-广州市-天河区,江苏省-盐城市-盐都区,四川省-成都市-新都区,辽宁省-沈阳市-和平区,浙江省-杭州市-江干区,河北省-沧州市-运河区",广州众量信息科技有限公司,https://shop.epwk.com/p05qjjm83dev/,广州众量信息科技有限公司,出售服务,https://shop.epwk.com/p05qjjm83dev/chushou/,企业,四品,40分,,,广州众量信息科技有限公司,,微信端口开发分销系统,￥11000,微信端口开发一元购,￥8000,微信端口开发团购系统,￥3000,微信端口开发微点餐系统,￥21500,,,,,,,,,,,微信开发
【APP界面设计】一个APP UI重设计,https://task.epwk.com/478519/,859人,1人,1000元以内,圆满完成,mf183****1885,一个简单的APPUI设计，3个界面左右，外加几个弹窗效果和交互效果，有设计的原稿要求在根据原稿，按照我的要求修改。,2017-02-25,2017.02.27,任务编号：478519,300.0,2天,北京市-北京市-昌平区,创异视界设计工作室,https://shop.epwk.com/m7d7wzmgy5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP界面设计
【企业官网】无人机官网建设,https://task.epwk.com/478329/,974人,2人,1000-3000元,圆满完成,聂先生01,建设一个公司官方网站，域名已经有了，需要手机自适应，用于产品介绍和形象宣传，业务大致有三块：无人机产品定制化解决方案，无人机服务，如航拍无人机教育，简洁大方突出行业特色即可，因为行业的原因，基本都是政府采购，主要就是在网站上放上产品的介绍，暂时不需要涉及到线上交易等功能，但是后期可能需要,2017-02-24,2017.05.23,任务编号：478329,2780.0,60天,重庆市-市辖区-渝北区,重庆芬尼尔科技发展有限公司,https://shop.epwk.com/7g5ykkvzkn0q/,重庆芬尼尔科技发展有限公司,出售服务,https://shop.epwk.com/7g5ykkvzkn0q/chushou/,企业,一品,70分,,,重庆芬尼尔科技发展有限公司,,全能响应式企业门户定制 PC+手机+平板,"￥1980
            /件",高端响应式企业门户定制 PC+平板+手机,"￥2880
            /起",豪华响应式定制网站 PC+平板+手机,"￥3780
            /起",定制开发网站/微信/App 大型软件结构设计开发,价格面议,电商网站 团购/优惠/折扣 B2C/B2B2C,"￥5500
            /起",电商App 团购/优惠/折扣 iOS/Andoird/微信/PC,"￥12000
            /起",教育/会议/娱乐 直播类App 聊天/打赏/礼物 Android,"￥5000
            /起",教育/会议/娱乐 直播类App 聊天/打赏/礼物 iOS,"￥5000
            /起",,,企业官网
【小程序开发】DirectAccess配置开发,https://task.epwk.com/478255/,77人,1人,1000-3000元,圆满完成,o58af92b3d343c,我的云服务器是windows server 2016 数据中心版，32核64GB配置。,2017-02-24,2017.02.27,任务编号：478255,1000.0,5天,河南省-安阳市-文峰区,五六网络,https://shop.epwk.com/2j5xo30q95xm/,五六网络,出售服务,https://shop.epwk.com/2j5xo30q95xm/chushou/,企业,七品,109分,,,五六网络,,,,,,,,,,,,,,,,,,,,小程序开发
【其他软件开发】易语言软件开发,https://task.epwk.com/478032/,1379人,1人,3000-5000元,圆满完成,mf131****1508,做一款电脑软件，自动操作，易语言方面的具体详谈,2017-02-23,2017.03.02,任务编号：478032,3000.0,5天,四川省-眉山市-仁寿县,华联纪念,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发
【APP开发】一元夺宝,https://task.epwk.com/477602/,1547人,1人,2万-5万元,圆满完成,mf156****0058,一元夺宝软件开发。需要支持app和安卓系统。,2017-02-22,2017.04.07,任务编号：477602,30000.0,30天,福建省-福州市-台江区,福容软件,https://shop.epwk.com/7g5ykk3w6n0q/,福容软件,出售服务,https://shop.epwk.com/7g5ykk3w6n0q/chushou/,企业,四品,39分,,,福容软件,,【案例19】商城APP连锁超市O2O生鲜app分销B2B2C,"￥28888
            /件",【案例39】全民夺宝一元夺宝一元云购APP微信夺宝零钱E云购,"￥18888
            /次",【案例58】金融理财大学生分期贷款审批P2P筹钱APP开发,28888,【案例59】超市生鲜APP微信O2O商城APP三级分销商城码,"￥48888
            /次",源生APP开发|上门预约|生鲜超市|综合商城|餐饮外卖IOS+Android全端,28888,,,,,,,,,APP开发
【网站UI设计】5个手机页设计,https://task.epwk.com/477513/,1321人,1人,1000元以内,圆满完成,o58a182e25a3cd,目前想设计5个手机页，如果感觉合理的还有一个pc整站设计,2017-02-22,2017.06.20,任务编号：477513,800.0,5天,广东省-深圳市-宝安区,AIA设计事务所,https://shop.epwk.com/omdwkky3wdrp/,AIA设计事务所,出售服务,https://shop.epwk.com/omdwkky3wdrp/chushou/,工作室,七品,40分,,,AIA设计事务所,,移动端APP设计、开发,价格面议,淘宝店铺设计,价格面议,网页设计,价格面议,平面视觉传达设计,价格面议,,,,,,,,,,,网站UI设计
【小程序开发】微信企业号定制开发一期款项,https://task.epwk.com/477373/,911人,1人,1万-2万元,圆满完成,李颖1008,微信企业号定制开发，包括微信端和后台管理系统，主要开发功能：定制活动、旅游活动、调研、评选、留言板、公告发布、通讯录同步、系统设置等。,2017-02-21,2017.03.17,任务编号：477373,10000.0,15天,上海市-市辖区-浦东新区,上海标途网络科技有限公司,https://shop.epwk.com/j7n3889wl5e1/,上海标途网络科技有限公司,出售服务,https://shop.epwk.com/j7n3889wl5e1/chushou/,企业,四品,40分,,,上海标途网络科技有限公司,,微信开发服务,"￥5000
            /起",定制开发,"￥5000
            /起",网站开发,"￥3000
            /起",活动运营,"￥2000
            /起",,,,,,,,,,,小程序开发
【小程序开发】微信企业号定制开发预付款,https://task.epwk.com/477358/,977人,1人,2万-5万元,圆满完成,李颖1008,微信企业号定制开发，包括微信端和后台管理系统，主要开发功能：定制活动、旅游活动、调研、评选、留言板、公告发布、通讯录同步、系统设置等。,2017-02-21,2017.02.24,任务编号：477358,20000.0,15天,上海市-市辖区-浦东新区,上海标途网络科技有限公司,https://shop.epwk.com/j7n3889wl5e1/,上海标途网络科技有限公司,出售服务,https://shop.epwk.com/j7n3889wl5e1/chushou/,企业,四品,40分,,,上海标途网络科技有限公司,,微信开发服务,"￥5000
            /起",定制开发,"￥5000
            /起",网站开发,"￥3000
            /起",活动运营,"￥2000
            /起",,,,,,,,,,,小程序开发
【手机网站】手机站点页面设计,https://task.epwk.com/476860/,2317人,24人,1000-3000元,圆满完成,tao8y20,"本公司最近需要设计手机站点页面，只需要设计页面加div+css,页面只有十二个",2017-02-20,2017.03.22,任务编号：476860,1200.0,"5天,5天,6天,7天,5天,20天,10天,2天,5天,7天","河南省-郑州市-中原区,湖北省-襄樊市-襄城区,北京市-北京市-海淀区,江苏省-南京市-江宁区,广东省-广州市-天河区,河南省-安阳市-文峰区,上海市-市辖区-闵行区,浙江省-温州市-龙湾区,广东省-广州市-天河区,北京市-北京市-朝阳区",毅远信息科技团队,https://shop.epwk.com/zqdpl13r9n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,手机网站
【企业官网】完善一个会员管理网站的后端,https://task.epwk.com/476740/,2376人,2人,1000元以内,圆满完成,mf180****5034,网站前端已经完成，现在需要把后端写出来，一个简单的会员关系（二级分销），要求用PHP程序。需要有经验的个人威客，公司勿扰。具体资料加我QQ,2017-02-19,2017.03.01,任务编号：476740,500.0,"3天,7天","湖北省-宜昌市-西陵区,北京市-北京市-朝阳区",优亿网络工作室,https://shop.epwk.com/j7n3889yl5e1/,优亿网络工作室,出售服务,https://shop.epwk.com/j7n3889yl5e1/chushou/,工作室,八品,39分,,,优亿网络工作室,,,,,,,,,,,,,,,,,,,,企业官网
【企业官网】公司宣传展示型网站开发,https://task.epwk.com/476232/,1160人,1人,1000-3000元,圆满完成,哈哈08,网站开发，宣传展示型网站，企业注册代理办照。 北京，模板的。预算一千左右,2017-02-17,2017.02.17,任务编号：476232,1000.0,30天,福建省-福州市-仓山区,福州五週网络科技有限公司,https://shop.epwk.com/9w56ee173dv1/,福州五週网络科技有限公司,出售服务,https://shop.epwk.com/9w56ee173dv1/chushou/,企业,一品,80分,,,福州五週网络科技有限公司,,网站页面设计,价格面议,宝贝详情图设计,￥1500,logo设计,"￥500
            /次",网站搭建,价格面议,原画设计,价格面议,包装设计,价格面议,画册设计,价格面议,海报设计,"￥150
            /页",logo设计,"￥500
            /次",企业官网
【APP开发】已有站点（类似去哪儿简易版）IOS版本的APP开发,https://task.epwk.com/475849/,1656人,6人,3000-5000元,圆满完成,fortunezou,网站地址：http://www.dingcang.com程序结构：PHP+MYSQL，中间层用了框架CodeIgnite，表层做了html伪静态。业务模块：国际海运整箱、国际海运拼箱、国际空运、国际铁路运输（4个）业务说明：相当于航运界的去哪儿（机票查询模块），是一个国际货运的舱位/价格查询平台（但没有在线下单购买功能，只有查询）。 本次APP的开发主要需求：上述4个业务模块的查询和输出用户的注册、登录、登出、资料修改 + 用户的收藏查看（4个模块业务的运价收藏、商家收藏）公司公告  订舱网APP的细类需求以海运整箱为例： 输入页面：输入始发港：___________________________（必填，默认值为用户登录后在后台的设置，例如上海）输入目的港：___________________________（必填）输入船公司：___________________________（选填）【确认】 输出结果：以手机界面的形式，简约显示WEB上的详细内容用户可以收藏选出的记录 其他以此类推  我的（用户后台）注册登录/退出（手机号注册），修改资料（昵称密码啥的），我的收藏（各种运价）备注：我也发布了微信小程序的需求。能做的请一起包掉。,2017-02-16,2017.02.25,任务编号：475849,3500.0,"7天,30天,30天,7天","上海市-市辖区-嘉定区,四川省-成都市-锦江区,广东省-东莞市-东莞市,上海市-市辖区-宝山区",互信共赢工作室,https://shop.epwk.com/v0n1xxlpl57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【APP开发】微信支付宝扫描购物程序开发,https://task.epwk.com/475897/,3970人,10人,3000-5000元,圆满完成,无微不至LIP,货架上面有个二维码，扫一下就能进去手机那个选购界面 。那个二维码要支持，微信，支付宝双支付。 这个是办公室里面使用的 ，所以平台上面只要能选购，能支持微信支付宝支付就行了。预算在1000-3000，有经验的服务商请联系我,2017-02-16,2017.06.01,任务编号：475897,3000.0,"10天,7天,7天,15天,15天,30天,15天,7天","广东省-广州市-白云区,河北省-石家庄市-市辖区,广东省-广州市-天河区,广东省-东莞市-东莞市市辖区,辽宁省-盘锦市-兴隆台区,广东省-东莞市-东莞市,广东省-深圳市-宝安区,重庆市-市辖区-沙坪坝区",广州楚湟软件科技有限公司,https://shop.epwk.com/2j5xooz435xm/,广州楚湟软件科技有限公司,出售服务,https://shop.epwk.com/2j5xooz435xm/chushou/,企业,七品,40分,,,广州楚湟软件科技有限公司,,原型设计,"￥8000
            /起",网站开发,"￥8000
            /起",后台系统开发,"￥8000
            /起",微信开发,"￥8000
            /起",微信小程序开发,"￥8000
            /起",iOS开发,"￥8000
            /起",Android开发,"￥8000
            /起",UI/UE设计,"￥8000
            /起",,,APP开发
【APP开发】一个已有站点开发微信小程序查询数据（查询+展示）,https://task.epwk.com/475842/,3424人,6人,1000-3000元,圆满完成,fortunezou,网站地址：http://www.dingcang.com程序结构：PHP+MYSQL，中间层用了框架CodeIgnite，表层做了html伪静态。业务模块：国际海运整箱、国际海运拼箱、国际空运、国际铁路运输（4个）业务说明：相当于航运界的去哪儿（机票查询模块），是一个国际货运的舱位/价格查询平台（但没有在线下单购买功能，只有查询）。 本次小程序的开发主要需求：上述4个业务模块的查询和输出用户的注册、登录、登出、资料修改 + 用户的收藏查看（4个模块业务的运价收藏、商家收藏）  订舱网小程序的细类需求以海运整箱为例： 输入页面：输入始发港：___________________________（必填，默认值为用户登录后在后台的设置，例如上海）输入目的港：___________________________（必填）输入船公司：___________________________（选填）【确认】 输出结果：以手机界面的形式，简约显示WEB上的详细内容用户可以收藏选出的记录 其他以此类推  我的（用户后台）注册登录/退出（手机号注册），修改资料（昵称密码啥的），我的收藏（各种运价）备注：也要开发APP，IOS版本，有能做的，请关注我发布的另一个APP开发任务。,2017-02-16,2017.04.20,任务编号：475842,2000.0,"10天,3天,4天,20天,3天,10天","广东省-广州市-白云区,广西-南宁市-兴宁区,浙江省-嘉兴市-海宁市,辽宁省-盘锦市-兴隆台区,广东省-深圳市-福田区,北京市-北京市-朝阳区",广州楚湟软件科技有限公司,https://shop.epwk.com/2j5xooz435xm/,广州楚湟软件科技有限公司,出售服务,https://shop.epwk.com/2j5xooz435xm/chushou/,企业,七品,40分,,,广州楚湟软件科技有限公司,,原型设计,"￥8000
            /起",网站开发,"￥8000
            /起",后台系统开发,"￥8000
            /起",微信开发,"￥8000
            /起",微信小程序开发,"￥8000
            /起",iOS开发,"￥8000
            /起",Android开发,"￥8000
            /起",UI/UE设计,"￥8000
            /起",,,APP开发
【企业官网】跨PC和移动端的OA设计,https://task.epwk.com/475566/,2520人,7人,3000-5000元,圆满完成,wukaidk,要NB的懂UE的设计，有产品原型图，PC端15页，移动端13页，共28个页面。,2017-02-15,2017.02.24,任务编号：475566,3500.0,"7天,7天,30天","四川省-成都市-成华区,辽宁省-沈阳市-和平区,河南省-安阳市-文峰区",成都江天胜春网络科技有限公司,https://shop.epwk.com/j7n3884o35e1/,成都江天胜春网络科技有限公司,出售服务,https://shop.epwk.com/j7n3884o35e1/chushou/,企业,五品,39分,,,成都江天胜春网络科技有限公司,,期货APP|期货交易APP |期货交易微信|期货交易微信软,"￥68000
            /件",创业网站页面设计,"￥1500
            /件",定制商城类网站开发,"￥8000
            /件",高端商城网站开发/商城网站制作/商城开发,"￥8000
            /月",微信网站_微名片_微信资讯_微信应用_微信开发,"￥8000
            /月","IOS,安卓原生代码_IOS,安卓源代码_原生精品开发","￥30000
            /月",APP购物商城_APP网购支付_APP电商_APP开发,"￥30000
            /月",,,,,企业官网
【小程序开发】办公管理软件开发,https://task.epwk.com/473401/,1620人,1人,5000-10000元,圆满完成,k3226****50,软件开发，办公软件，管理客户，项目跟踪的时候数据的收集以及查询功能，财务项目的跟进，最好能实现pc端和手机资料共享，重庆开发商,2017-02-15,2017.03.07,任务编号：473401,5000.0,10天,重庆市-市辖区-渝中区,琳琅科技,https://shop.epwk.com/m7d7w870r5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【网站UI设计】微官网线上页面设计,https://task.epwk.com/475538/,1933人,18人,1000元以内,圆满完成,o58a26665c0435,设计一个页面，ui设计，体现新鲜以及喜庆的感觉，微官网使用,2017-02-15,2017.02.21,任务编号：475538,260.0,"3天,5天,5天,7天,3天,5天,2天,3天,3天","江苏省-苏州市-市辖区,重庆市-市辖区-南岸区,广东省-惠州市-惠城区,广东省-广州市-荔湾区,广东省-广州市-天河区,浙江省-温州市-乐清市,黑龙江-哈尔滨市-南岗区,广东省-深圳市-宝安区,河北省-保定市-新市区",集聿坊设计,https://shop.epwk.com/78dljj62e5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计
【企业官网】网站开发加上备案,https://task.epwk.com/475346/,2670人,16人,3000-5000元,圆满完成,孙1001,网站加备案，功能：论坛加首页，导购，孙先生,2017-02-14,2017.05.09,任务编号：475346,3000.0,"20天,10天,7天,7天,7天,7天,7天,40天","河南省-南阳市-卧龙区,河南省-濮阳市-华龙区,广西-南宁市-青秀区,辽宁省-沈阳市-和平区,江西省-南昌市-市辖区,北京市-北京市-海淀区,江苏省-南京市-雨花台区,湖北省-武汉市-武昌区",鸿博网络，各类网站开发、平面设计，诚信接单,https://shop.epwk.com/4rn8qq299ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【微信开发】微信公众号开发,https://task.epwk.com/475052/,1844人,1人,3000-5000元,圆满完成,汇金华夏,微信公众号深度开发，服务号建设，制作外部后台，链接服务号进行服务，具体详谈,2017-02-13,2017.03.27,任务编号：475052,4000.0,15天,山东省-济南市-历下区,济南网络人信息技术有限公司,https://shop.epwk.com/m7d7wwgmv5q8/,济南网络人信息技术有限公司,出售服务,https://shop.epwk.com/m7d7wwgmv5q8/chushou/,企业,一品,97分,总 117 次中标，交易总金额,￥427.32万,济南网络人信息技术有限公司,,B2C、B2B2C电商平台开发,价格面议,网站、微信站、手机站三站合一建设,价格面议,企业管理、业务系统定制开发,价格面议,移动端应用程序开发,价格面议,,,,,,,,,,,微信开发
【微信开发】微信公众号二次开发,https://task.epwk.com/474980/,2035人,14人,3000-5000元,圆满完成,o58a13be93d1c9,微信公众号二次开发，模仿微信公众号 不贰钱包 做就可以,2017-02-13,2017.03.11,任务编号：474980,3800.0,"20天,7天,15天,7天,20天,7天,30天,30天,40天,7天,30天,30天","吉林省-延边朝鲜族自治州-延吉市,福建省-莆田市-城厢区,四川省-成都市-金牛区,江苏省-南京市-江宁区,上海市-市辖区-黄浦区,山东省-潍坊市-奎文区,四川省-成都市-武侯区,广东省-广州市-白云区,浙江省-杭州市-萧山区,辽宁省-沈阳市-和平区,甘肃省-兰州市-城关区,重庆市-市辖区-南岸区",易云软件【软件，网站，微信，app】,https://shop.epwk.com/mod044ekx5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信开发
【网站UI设计】公司官网首页修改,https://task.epwk.com/474971/,1142人,1人,1000-3000元,圆满完成,vitorru,公司官网首页修改，报价联系,2017-02-13,2017.04.25,任务编号：474971,1000.0,7天,山东省-淄博市-张店区,大千商业品牌设计,https://shop.epwk.com/78n969kp0nkv/,大千商业品牌设计,出售服务,https://shop.epwk.com/78n969kp0nkv/chushou/,企业,四品,44分,,,大千商业品牌设计,,,,,,,,,,,,,,,,,,,,网站UI设计
【APP开发】ROM定制,https://task.epwk.com/474920/,1797人,1人,1000-3000元,圆满完成,mf186****6128,我们的手机是给公司销售使用，得隐藏部分手机号码1，把系统应用电话（phone.apk）的通话界面，显示的手机号码隐藏，比如之前是123456789，改成1234***892，同理，系统短信应用也要把显示的手机号码改成隐藏的效果3，把我们自己开发好的一款应用定制成系统应用，上面的源码我们也可以修改4，可以采用android源码开发（5.1.1），先定制红米NOTE3 全网通的ROM，后期有其它机型，类似这样http://www.romzj.com/rom/54637.htm下面的方法都可以选择采用，也可以使用其它方案方案一，把上面三款app先封装成系统应用，然后再替换原ROM的软件，封装成新的ROM方案二，使用源码进行封装制作成ROM,2017-02-13,2017.03.02,任务编号：474920,2500.0,7天,上海市-市辖区-浦东新区,B&G knowledge.(比格知识工作室),https://shop.epwk.com/omdwkk9gmdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【其他软件开发】STEAM报价机器人开发,https://task.epwk.com/474915/,1366人,1人,3000-5000元,圆满完成,miniwood,steam自动报价机器人，和网站对接，自动报价物品给用户,2017-02-13,2017.04.10,任务编号：474915,3500.0,15天,江西省-宜春市-市辖区,多美乐工作室,https://shop.epwk.com/j7n383yye5e1/,多美乐工作室,出售服务,https://shop.epwk.com/j7n383yye5e1/chushou/,工作室,一品,52分,,,多美乐工作室,,,,,,,,,,,,,,,,,,,,其他软件开发
【手机网站】求开发一个类似微信朋友圈的手机站（类宗教站）,https://task.epwk.com/474638/,3682人,3人,5000-10000元,圆满完成,fortunezou,已经有WEB站，是一个宗教类网站，用HDWIKI5.0开发的（互动百科，编辑文章的）。注意：目前开发的是手机站（WAP站，现在大家都不太登录PC端，都在手机上看）****因此，开发的如果能手机和PC自适应最好，不然就只开发手机端，PC端也跟着手机端凑合看。网站分前台（手机端查看为主，照顾PC端查看）、用户后台（主要是参与活动、收藏等）、系统后台（定义全局、参数和控制内容）一共五个栏目1）大师讲话（WEB用的是HDWIKI 5.0，手机端只要开发适合手机的页面调用）2）SY云居所（类似佛教的寺庙管理，供佛教徒查找和参拜，然后微博或者朋友圈那样发一条图文记录，表示到此一游）3）SY活动集（类似佛教发起的各种法事活动，信众可以查看并参加，然后像微博或者朋友圈那样发一条图文记录，表示参加了活动）4）灵性智慧小语集（像一条条微博记录，跟微博或者朋友圈记录一样）5）灵性书籍连载（图书连载系统）加上首页（集成和推送）、用户后台（参与活动、收藏）、系统后台（内容审核、管理，环境变量定义等）。,2017-02-10,2017.03.20,任务编号：474638,8000.0,"20天,20天,30天","江西省-南昌市-东湖区,山东省-枣庄市-市中区,四川省-成都市-锦江区",PLUS品牌设计工作室,https://shop.epwk.com/zqdpl1wqpn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,手机网站
【APP开发】数字统计软件开发,https://task.epwk.com/474342/,991人,1人,1000-3000元,圆满完成,vitorru,"一到50的自然数随意选7个数，第二组再出7个数，统计第一组和第二组有没有相同的，类似这样的，pc端的,具体想他",2017-02-09,2017.02.23,任务编号：474342,1200.0,1天,福建省-厦门市-湖里区,乐麦网络,https://shop.epwk.com/81n418x8onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【网站UI设计】html页面设计与制作,https://task.epwk.com/474197/,1578人,2人,1000元以内,圆满完成,mf151****7266,根据提供的PPT文档内容设计并制作HTML文档，ppt内容请参见 http://h5.ppj.io/Vv5daQhm/?v=1,2017-02-09,2017.02.15,任务编号：474197,600.0,"5天,5天","上海市-市辖区-黄浦区,重庆市-市辖区-南岸区",易简视觉设计,https://shop.epwk.com/9w56ee44kdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计
【企业官网】环保科技网站开发,https://task.epwk.com/473701/,929人,1人,1000-3000元,圆满完成,徐108,PC网站，展示型，环保科技，2000以内，云南昆明，徐先生,2017-02-07,2017.03.14,任务编号：473701,2000.0,20天,广东省-肇庆市-市辖区,易建网络科技有限公司,https://shop.epwk.com/m7d7ww8mw5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【APP开发】非首都功能疏解背景下河北省多元化健康养老服务机制研究（论文）,https://task.epwk.com/473599/,1742人,2人,1000-3000元,圆满完成,Mr186****0529,论文基本框架已经写好，只需填充内容，13000字，在职研究生毕业论文，公共管理专业预算1500,2017-02-07,2017.04.25,任务编号：473599,1900.0,"21天,22天","浙江省-杭州市-萧山区,山西省-晋城市-高平市",威客阿D-软文新闻稿文案设计品牌推广,https://shop.epwk.com/09drj70x153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【企业官网】制作某网站,https://task.epwk.com/473271/,1298人,1人,5000-10000元,圆满完成,mf153****6187,做一个shishicai程序.价格5000元 包括半年服务器一年域名，没有售后 一次性全部做好.没有售后.原有完整版程序修改名字【巨鑫国际娱乐】充值接口 银联 微信 支付宝都开通好 格外在加400元.界面颜色修改下.提供www.巨鑫国际.com域名一个,2017-02-06,2017.02.15,任务编号：473271,5400.0,3天,山东省-临沂市-兰山区,山东万创网络技术有限公司,https://shop.epwk.com/89dvggqzgdl2/,山东万创网络技术有限公司,出售服务,https://shop.epwk.com/89dvggqzgdl2/chushou/,企业,一品,30分,,,山东万创网络技术有限公司,,农场游戏，财神农场复利系统定制,￥5000,直销、分销类网站开发,￥5000,虚拟货币交易平台（认购模式、挖矿模式）开发,价格面议,互助盘、资金盘、金融系统开发,￥5000,,,,,,,,,,,企业官网
【企业官网】做一个pc手机微信的个人网站,https://task.epwk.com/472475/,2434人,4人,1000-3000元,圆满完成,QQ209****797,做一个pc 手机＋微信的个人网站，已有域名和虚拟主机,2017-01-25,2017.02.01,任务编号：472475,1000.0,"10天,3天,7天,10天","江苏省-南通市-海门市,山西省-太原市-小店区,贵州省-黔东南苗族侗族自治州-凯里市,河北省-石家庄市-长安区",筱海云网络商城,https://shop.epwk.com/j7n388epl5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【企业官网】门户网站开发,https://task.epwk.com/472421/,2908人,6人,3000-5000元,圆满完成,mf139****2972,门户网站开发，具体详谈,2017-01-24,2017.02.16,任务编号：472421,3000.0,"30天,10天,30天,5天,1天,5天","河南省-安阳市-文峰区,山西省-太原市-小店区,广东省-中山市-中山市,北京市-北京市-海淀区,广东省-阳江市-阳东县,贵州省-黔东南苗族侗族自治州-凯里市",五六网络,https://shop.epwk.com/2j5xo30q95xm/,五六网络,出售服务,https://shop.epwk.com/2j5xo30q95xm/chushou/,企业,七品,109分,,,五六网络,,,,,,,,,,,,,,,,,,,,企业官网
【小程序开发】找人解决首页在部份手机量示错位的问题,https://task.epwk.com/472156/,2156人,2人,1000元以内,圆满完成,拉风车友,找人写了一个自适应的首页，设计还是比较满意的，就是有一部份手机打开这个页面时，有些地方错位，求高手解决,2017-01-22,2017.01.24,任务编号：472156,260.0,"1天,20天","福建省-厦门市-集美区,广西-南宁市-青秀区",乐麦网络,https://shop.epwk.com/81n418x8onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【网站UI设计】网站首页效果图设计,https://task.epwk.com/471450/,2283人,23人,1000元以内,圆满完成,mf186****0652,网站首页布局排版、网页美化、,2017-01-17,2017.02.26,任务编号：471450,500.0,"3天,3天,3天,20天,10天","湖南省-长沙市-岳麓区,广东省-深圳市-市辖区,山东省-济南市-历城区,广东省-佛山市-南海区,辽宁省-沈阳市-市辖区",RJ软件开发,https://shop.epwk.com/j7n388eo95e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计
