标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,能力标签
【包装设计】保健品外包装设计,https://task.epwk.com/632346/,1527人,6人,1000元以内,圆满完成,nj943****83,产品名称：黄金古乐碳酸钙硫酸软骨素酪蛋白磷酸肽胶囊要求：美观大方，新颖独特。尺寸文案可参考附件。,2018-07-02,2018.07.16,任务编号：632346,640.0,"7天,3天,3天,7天","山东省-莱芜市,广东省-佛山市,广东省-深圳市,河南省-郑州市",新玥视觉设计,https://shop.epwk.com/qgdmj8m2qdke/,新玥视觉设计,出售服务,https://shop.epwk.com/qgdmj8m2qdke/chushou/,企业,五品,29分,,,新玥视觉设计,,工装设计,"￥600
            /次",家装、工装效果图设计,"￥600
            /次",微信公众号开发,"￥2000
            /次",网站开发,"￥2000
            /次",包装设计
【家电数码】类似照相机的电子产品ID外观设计,https://task.epwk.com/632438/,4744人,3人,3000-5000元,圆满完成,o5b3a3b01abedd,我现在需要做一款类似照相机外观的电子产品，需要寻找一个懂得产品ID外观设计的工程师进行外观设计。要求工作地点在深圳，便于沟通。 电话沟通，闫先生,2018-07-03,2018.08.20,任务编号：632438,4000.0,"15天,3天","广东省-深圳市-龙岗区,广东省-佛山市",博美思设计,https://shop.epwk.com/0jnekk67jnv3/,,,,,,,,,,,,,,,,,,,家电数码
【LOGO设计】2018年中宁县“威仕汀杯”羽毛球比赛logo和背景墙设计,https://task.epwk.com/632409/,1268人,2人,1000元以内,圆满完成,mf182****1539,冠名单位是中宁县威仕汀西餐厅，该西餐厅已有logo，可以根据已有logo设计一个胸前挂的参赛证和比赛背景墙,2018-07-02,2018.07.07,任务编号：632409,800.0,"3天,3天","河北省-石家庄市,广东省-佛山市",钜石品牌设计,https://shop.epwk.com/4rn8qqpx3ngm/,钜石品牌设计,出售服务,https://shop.epwk.com/4rn8qqpx3ngm/chushou/,企业,一品,84分,,,钜石品牌设计,,logo设计+5项VI可选（23项基础+18项应用）餐饮//招商/金融/保险/餐饮 商超 地产 企业,"￥3000
            /起",包装设计 茶包装设计 食品包装 酒水包装 电子产品家电包装洗漱用品包装服饰包装日用品包装母婴,"￥500
            /起",餐饮//招商/金融/保险/地推/广告传单 宣传DM单设计 餐饮 商超 地产 企业 促销单 物料设计印刷,"￥200
            /起",企业/金融/招商/产品/会议/易拉宝设计/X展架,"￥300
            /起",LOGO设计
【LOGO设计】logo设计,https://task.epwk.com/632397/,520人,1人,1000元以内,圆满完成,o5b39ffcf867a7,廖先生  logo设计  名称前面加个图形logo  建筑建模、沙盘等，logo设计普普通通就好 ，长沙,2018-07-02,2018.07.09,任务编号：632397,200.0,3天,广东省-广州市,ART美品牌设计,https://shop.epwk.com/78n966p0znkv/,ART美品牌设计,出售服务,https://shop.epwk.com/78n966p0znkv/chushou/,个人,四品,50分,,,ART美品牌设计,,宣传册 画册,价格面议,VI设计 企业形象设计,价格面议,LOGO商标设计专业设计！保证满意！,价格面议,产品包装设计,价格面议,LOGO设计
【PPT设计】区块链项目路演PPAT制作,https://task.epwk.com/632354/,2801人,18人,1000-3000元,圆满完成,mf137****1944,区块链项目路演   益媒链  主要是 区块链+共享+媒体+公益  有说明 大意草本  PPT。要求 极强科技 感  ，要有视觉感 ，新颖明了。3天内完成，目前有5页，要源文如果逻辑需要加页 的可以添加至10页可以自由发挥，请紧扣主题内容,2018-07-02,2018.07.27,任务编号：632354,1000.0,"2天,10天,3天,2天,3天,3天,3天,5天,8天,5天","广东省-深圳市,山东省-青岛市,广东省-深圳市-罗湖区,贵州省-贵阳市,浙江省-杭州市-余杭区,河南省-郑州市-二七区,北京市-北京市,云南省-昆明市-呈贡区,天津市-市辖区,浙江省-杭州市-余杭区",逗号科技,https://shop.epwk.com/zqdpl42gpn1v/,逗号科技,出售服务,https://shop.epwk.com/zqdpl42gpn1v/chushou/,企业,七品,40分,,,逗号科技,,Flash动画,"￥80
            /秒",宣传册,380,企业VI/UI设计,3800,演示PPT制作,3800,PPT设计
【包装设计】澳洲燕麦片包装设计,https://task.epwk.com/631770/,1585人,10人,1000元以内,圆满完成,mf138****5185,澳洲燕麦片包装设计，圆桶，塑料袋，两种包装形式。圆桶三个，塑料袋包装三个。圆桶分1000克澳洲即食燕麦片，900克全粒型澳洲燕麦片和900克澳洲黑燕麦片。塑料袋儿包装是平口袋设计，400克快餐澳洲燕麦片，400克水果澳洲燕麦片，400克坚果澳洲燕麦片。预算300-500，能接受的联系沟通，报价高请勿联系联系qq，不便电话,2018-07-02,2018.07.18,任务编号：631770,500.0,"4天,7天,3天,3天,2天","广东省-广州市,广东省-广州市,广东省-广州市,湖北省-武汉市,广东省-广州市",广州市乐映水品牌设计有限公司,https://shop.epwk.com/v0n1xxvml57y/,广州市乐映水品牌设计有限公司,出售服务,https://shop.epwk.com/v0n1xxvml57y/chushou/,企业,二品,45分,,,广州市乐映水品牌设计有限公司,,优惠价LOGO设计：活动时间：2018.11.20-2019.3.20,￥300,工业产品设计,价格面议,互联网设计,价格面议,企业品牌形象VI设计,"￥10000
            /起",包装设计
【海报设计】企业安全生产海报设计,https://task.epwk.com/632130/,760人,1人,1000元以内,圆满完成,pigie,企业安全生产海报设计一年20张左右、我们企业安全部已有主题，一年20张左右。一个月1-2张。画面符合主题要求，主题要设计字体，如“高考加油”这样四个字。突发事件电话号码这个图，老板不是很满意，主要是对底色不满意。内容上大概都是表达主题即可。第一次的任务是：突发事件电话号码，看做出来是否比图例更好。,2018-07-02,2018.07.11,任务编号：632130,400.0,7天,湖南省-长沙市,维度创意设计工作室,https://shop.epwk.com/2j5jjylo75pz/,,,,,,,,,,,,,,,,,,,海报设计
【包装设计】面包包装设计,https://task.epwk.com/632238/,713人,1人,1000元以内,圆满完成,vitorru,陈先生  广东汕头  面包外包装设计 一款 微信是手机号 无地域要求,2018-07-02,2018.07.04,任务编号：632238,500.0,3天,广东省-广州市,熊治xiongzhi,https://shop.epwk.com/4rn8qqm9wngm/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】贞孚商标logo设计,https://task.epwk.com/631711/,655人,1人,1000元以内,圆满完成,vitorru,贞孚商标logo设计，x先生，无地区要求，具体细节双方已经谈好。,2018-06-30,2018.07.26,任务编号：631711,500.0,5天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
【产品外观设计】外观设计,https://task.epwk.com/631299/,1901人,1人,3000-5000元,圆满完成,鱼丸子,产品外观设计：做一款考勤机简单的外观设计。结合铁路和高铁元素。工期公司控制在5天左右,2018-06-29,2018.06.29,任务编号：631299,3000.0,5天,浙江省-杭州市,杭州驭形工业设计,https://shop.epwk.com/m7d7ww3wv5q8/,杭州驭形工业设计,出售服务,https://shop.epwk.com/m7d7ww3wv5q8/chushou/,企业,二品,45分,,,杭州驭形工业设计,,机构创新设计,价格面议,婴童产品开发,价格面议,产品外观设计创意设计,价格面议,智能产品设计,价格面议,产品外观设计
【LOGO设计】智能化行业文案策划,https://task.epwk.com/630515/,1097人,1人,1000-3000元,圆满完成,k4739****63,智能化行业文案策划 ：内蒙古培铭智能科技有限公司 ，许先生，预算直接沟通报价联系，无地区要求,2018-06-29,2018.10.23,任务编号：630515,1500.0,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
【LOGO设计】大健康行业logo设计,https://task.epwk.com/630825/,2035人,19人,1000元以内,圆满完成,k7471****71,大健康行业logo设计：做的是健康产业，产品是药，有门店，需要商标注册，预算直接沟通报价联系，无地区要求,2018-06-28,2018.07.12,任务编号：630825,500.0,"2天,3天,3天,3天,5天,7天,7天,3天,5天","广东省-深圳市,湖北省-武汉市,广东省-深圳市,辽宁省-大连市,山东省-烟台市,河南省-新乡市,广东省-广州市,河南省-郑州市,北京市-北京市-海淀区",来吧科技旗舰店,https://shop.epwk.com/qgdmj8jwodke/,来吧科技旗舰店,出售服务,https://shop.epwk.com/qgdmj8jwodke/chushou/,企业,五品,40分,,,来吧科技旗舰店,,关键字优化无效退款百度排名首页,价格面议,UI设计,价格面议,UI设计,价格面议,需求分析、信息构架、流程设计、低保真原型设计,100,LOGO设计
【详情页设计】产品详情页设计,https://task.epwk.com/630955/,2118人,36人,1000元以内,圆满完成,o5b21d66c42e5e,做一款产品详情页,2018-06-28,2018.07.09,任务编号：630955,100.0,"2天,10天,5天,5天,3天,2天,1天,3天,3天,3天,10天","山东省-济南市,山东省-青岛市,浙江省-杭州市-江干区,广东省-东莞市-东莞市,河南省-郑州市-中原区,安徽省-合肥市,广东省-佛山市-禅城区,山东省-青岛市-即墨市,河南省-郑州市,河南省-洛阳市,天津市-市辖区",图度文化,https://shop.epwk.com/p05qj9mm3dev/,,,,,,,,,,,,,,,,,,,详情页设计
【宣传册设计】宣传画册设计,https://task.epwk.com/630687/,2574人,32人,1000元以内,圆满完成,mf138****7708,我要做一本画册，已有内容，找一个美工编辑，具体详细沟通，报价 联系,2018-06-28,2018.07.13,任务编号：630687,500.0,"5天,5天,3天,2天,3天,2天,3天,4天,3天","辽宁省-沈阳市,河南省-郑州市-市辖区,山西省-晋中市-榆次区,江西省-南昌市-南昌县,陕西省-西安市-未央区,北京市-北京市-西城区,广东省-深圳市,浙江省-杭州市,广东省-揭阳市-普宁市",沈阳思广益广告有限公司,https://shop.epwk.com/qgdmj8mrydke/,沈阳思广益广告有限公司,出售服务,https://shop.epwk.com/qgdmj8mrydke/chushou/,企业,六品,40分,,,沈阳思广益广告有限公司,,网站设计,价格面议,海报、画册、宣传页设计,价格面议,包装设计,价格面议,VI设计,价格面议,宣传册设计
【产品外观设计】设计（改良）3款硅胶产品,https://task.epwk.com/630394/,4302人,4人,1000-3000元,圆满完成,牛肉干的回忆,设计3款硅胶产品1、振动棒（原产品增加功能后，需要重新摆放，对结构造成影响，需要修改外观）2、长尾跳蛋（原产品放置更大震动马达和电池，需要改大体积）3、肛塞（原产品做尾部细微优化，改善天线结构）备注：1、设计师务必是深圳的，必要时当面沟通。            2、 提供产品实物，附件仅为参考图            3、工作内容主要是根据实物做外观调整            4、提交 3d 文件(最好是proe),2018-06-27,2018.08.11,任务编号：630394,1600.0,"12天,5天,3天","广东省-深圳市,广东省-深圳市,广东省-佛山市",深圳云大工业产品设计有限公司,https://shop.epwk.com/zqdpl10gon1v/,深圳云大工业产品设计有限公司,出售服务,https://shop.epwk.com/zqdpl10gon1v/chushou/,企业,七品,40分,,,深圳云大工业产品设计有限公司,,产品外观设计,价格面议,产品结构设计,价格面议,手板制作,价格面议,模具制造,价格面议,产品外观设计
【名片设计】公司名片设计,https://task.epwk.com/630315/,1925人,2人,1000元以内,圆满完成,wxjgs,对公司名片进行设计，公司已经有VI标识，需要对名片进行再设计，让客户印象更加深刻，名片能够体现公司的文化，大方，生动,2018-06-27,2018.07.09,任务编号：630315,300.0,"1天,3天","广东省-广州市,广东省-佛山市",锐点品牌视觉,https://shop.epwk.com/p05qjeorodev/,锐点品牌视觉,出售服务,https://shop.epwk.com/p05qjeorodev/chushou/,企业,三品,70分,,,锐点品牌视觉,,宣传册设计 画册设计 产品画册  企业画册,"￥200
            /P",餐饮小食点餐海报点餐灯箱,"￥350
            /款",首席餐饮VI西餐火锅咖啡奶茶饮品甜品门店品牌vi设计,"￥2000
            /起",金融科技工业制造证券投资钟表珠宝房地产卡通logo商标设计,"￥1800
            /款",名片设计
【LOGO设计】亚马河logo设计定金,https://task.epwk.com/630303/,620人,1人,1000元以内,圆满完成,du6789,logo设计，电商行业，名字：亚马河，,2018-06-27,2018.07.05,任务编号：630303,200.0,1天,安徽省-合肥市,巨维（均流笔触网络科技）,https://shop.epwk.com/81n41mllvnp6/,,,,,,,,,,,,,,,,,,,LOGO设计
【海报设计】外卖店铺招牌海报设计菜品修图,https://task.epwk.com/629811/,2425人,25人,1000元以内,圆满完成,o5b30f0e6e455d,设计粥店外卖平台，店内海报一张，店内招牌一张，菜品图片修改30张。海报招牌风格不限。预算500内，报价高请勿联系,2018-06-25,2018.07.03,任务编号：629811,100.0,"2天,10天,3天,5天,3天,7天,5天,7天,7天,2天,4天","广东省-深圳市,山东省-青岛市,四川省-成都市,湖北省-武汉市,云南省-昆明市,上海市-市辖区,安徽省-合肥市-市辖区,广东省-广州市,辽宁省-大连市,山东省-济南市,安徽省-合肥市",睿力互娱网络有限公司,https://shop.epwk.com/9w56e1m3wdv1/,睿力互娱网络有限公司,出售服务,https://shop.epwk.com/9w56e1m3wdv1/chushou/,企业,一品,62分,,,睿力互娱网络有限公司,,,,,,,,,,海报设计
【LOGO设计】餐饮行业logo设计,https://task.epwk.com/629434/,1005人,1人,1000元以内,圆满完成,k6286****81,餐饮行业logo设计：名字叫七酒烤肉，需要商标注册，预算直接沟通报价联系，无地区要求,2018-06-25,2018.06.28,任务编号：629434,800.0,6天,浙江省-杭州市,曼勾创意设计,https://shop.epwk.com/2j5jjy3mk5pz/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】连锁便利店LOGO和vi设计,https://task.epwk.com/629327/,4426人,70人,1000元以内,圆满完成,o5a12****27a92,LOGO、VI设计一家连锁便利店，LOGO用于店招具体详谈,2018-06-24,2018.08.06,任务编号：629327,500.0,"5天,2天,10天,10天,15天,5天,15天","广东省-深圳市,山东省-烟台市-芝罘区,广东省-深圳市,广东省-深圳市,天津市-市辖区-和平区,云南省-昆明市,云南省-昆明市",弗兰广告Fran Advertising,https://shop.epwk.com/78n96wo92nkv/,,,,,,,,,,,,,,,,,,,LOGO设计
【展示设计】大米展厅效果图设计,https://task.epwk.com/629316/,2384人,7人,1000-3000元,圆满完成,o5a10f338344fb,"大米展厅效果图设计,公司是生产大米的，参加发型展销会，需要设计一个展厅的效果图",2018-06-24,2018.12.07,任务编号：629316,2000.0,"3天,7天,2天,3天,3天,5天","江苏省-常州市,安徽省-合肥市,山东省-济南市,广东省-佛山市,广东省-深圳市,广东省-深圳市-龙岗区",朝歌品牌设计,https://shop.epwk.com/2j5jjy4j95pz/,朝歌品牌设计,出售服务,https://shop.epwk.com/2j5jjy4j95pz/chushou/,企业,三品,40分,,,朝歌品牌设计,,【资深设计师】3D建模类,价格面议,【资深设计师】 海报设计,价格面议,【资深设计师】 网站建设,价格面议,【资深设计师】公众号代运营 文案编写,价格面议,展示设计
【VI设计】服装定制积分卡设计,https://task.epwk.com/628397/,950人,1人,1000元以内,圆满完成,k5475****68,已跟设计师谈好了,2018-06-21,2018.06.28,任务编号：628397,100.0,3天,河北省-廊坊市-文安县,鸿欧创意,https://shop.epwk.com/rp5z4m1jxdx3/,,,,,,,,,,,,,,,,,,,VI设计
【LOGO设计】环保生态链公司logo,https://task.epwk.com/628098/,3167人,42人,1000元以内,圆满完成,o5b22****3c22f,"环保生态链公司logo和VI设计寰链（上海）网络科技有限公司，LOGO设计经营介绍：厨余垃圾回收处理→生态有机农业→互联网线上及社区生鲜消费，打造一条产业闭环VI应用内容：设计LOGO。设计要求：1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出全球化元素;3、能体现特色。4、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2018-06-20,2018.07.02,任务编号：628098,500.0,"3天,3天,3天,3天,3天,5天,7天,3天,7天","内蒙古自治区-呼和浩特市-土默特左旗,上海市-市辖区,上海市-市辖区-徐汇区,重庆市-市辖区-九龙坡区,浙江省-杭州市-江干区,四川省-乐山市-市中区,辽宁省-大连市,广东省-广州市,安徽省-合肥市",蓝灵设计工作室,https://shop.epwk.com/3gd2mymewner/,,,,,,,,,,,,,,,,,,,LOGO设计
【VI设计】餐饮品牌一套vi设计,https://task.epwk.com/627912/,2215人,9人,1000-3000元,圆满完成,o5b29fc14855cb,设计餐饮品牌vi设计，打包带，打包盒，广告宣传，餐品图片，工作服，工作帽，筷子套，餐巾盒，加盟合同，餐品图片色泽等等,2018-06-20,2018.08.06,任务编号：627912,2100.0,"15天,3天,10天,15天,7天","河北省-石家庄市,四川省-成都市,山东省-烟台市,山西省-太原市,河北省-廊坊市",立欧高端设计服务机构,https://shop.epwk.com/4rn8qz466ngm/,立欧高端设计服务机构,出售服务,https://shop.epwk.com/4rn8qz466ngm/chushou/,企业,六品,40分,,,立欧高端设计服务机构,,创意包装/套装包装原创设计/礼盒设计/手提袋设计/碗装包装设计,"￥899
            /起",标签设计包装设计手提袋设计食品/酒水设计/茶/甜点/饮品创意包装设计,"￥1499
            /起",书籍装帧/书籍设计/书籍排版/出版物/书籍装帧设计排版设计出版书籍设计杂志刊物设计图书扉页封面设计,"￥20
            /起",原创画册设计/企业宣传册/形象宣传/高端画册/画册设计/产品画册/规章手册/招商画册/楼书设计/产品展示,"￥299
            /起",VI设计
【LOGO设计】教育服务平台LOGO设计,https://task.epwk.com/627631/,669人,2人,1000元以内,圆满完成,o5b2224e4b53f0,教育服务平台，设计一款logo能够实现商标注册,2018-06-19,2018.06.28,任务编号：627631,800.0,"3天,1天","江西省-南昌市,广东省-深圳市-龙岗区",虹烨创意设计有限公司,https://shop.epwk.com/78dljmoy95lx/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】信息化LOGO设计,https://task.epwk.com/627638/,878人,1人,1000元以内,圆满完成,k8257****21,信息化LOGO设计，不注册商标，张先生,2018-06-19,2018.07.26,任务编号：627638,498.0,3天,广东省-惠州市,远扬文化,https://shop.epwk.com/j7n38z9925e1/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】电商平台LOGO设计,https://task.epwk.com/627069/,1890人,8人,1000元以内,圆满完成,mf137****1944,平台主要做 互联网区块链 共享 板块的 要求 图纹体现，大方美观 寓意明显，项目名字的  《共享视界》共享 酒店 电影院  为主,2018-06-17,2018.07.02,任务编号：627069,200.0,"3天,5天,3天,2天","河北省-廊坊市-文安县,山东省-莱芜市,山西省-晋中市-榆次区,湖北省-武汉市-江岸区",鸿欧创意,https://shop.epwk.com/rp5z4m1jxdx3/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】品牌LOGO设计,https://task.epwk.com/627060/,557人,1人,1000元以内,圆满完成,o5b26****5be6c,主营：早餐餐饮logo设计请通过微信沟通，请勿致电，谢谢！,2018-06-17,2018.07.05,任务编号：627060,800.0,5天,江苏省-常州市-钟楼区,未完品牌设计工作室,https://shop.epwk.com/2j5jjyke75pz/,未完品牌设计工作室,出售服务,https://shop.epwk.com/2j5jjyke75pz/chushou/,工作室,五品,39分,,,未完品牌设计工作室,,LOGO标志 商标签名 VI设计,"￥500
            /件",产品包装 系列插画设计,"￥500
            /件",淘宝天猫店铺装修,"￥888
            /款",3D建模家装设计,"￥300
            /件",LOGO设计
【产品外观设计】车载蓝牙免提外观设计,https://task.epwk.com/626854/,4135人,10人,1000-3000元,圆满完成,豐景晟01,设计方向，按附件外观进行变换改良，最好能先画草图构思确认。1、有设计过类似蓝牙产品；2、有车载蓝牙设计经验优先。此案合作满意，将考虑更多项目合作。,2018-06-16,2018.07.24,任务编号：626854,2000.0,"7天,7天,10天,7天,7天,3天,7天,7天,10天","安徽省-合肥市,四川省-成都市-双流县,广东省-深圳市-宝安区,浙江省-杭州市-萧山区,广东省-佛山市,广东省-佛山市,安徽省-合肥市,浙江省-杭州市-西湖区,广东省-广州市",开塞尔工业设计有限公司,https://shop.epwk.com/0jnekkm3jnv3/,开塞尔工业设计有限公司,出售服务,https://shop.epwk.com/0jnekkm3jnv3/chushou/,企业,二品,44分,,,开塞尔工业设计有限公司,,mini投影机,2000,mini投影机,2000,锌合金数据线,1000,太阳能充电宝,1500,产品外观设计
【产品外观设计】颈戴式蓝牙耳机外观设计,https://task.epwk.com/626706/,3810人,7人,3000-5000元,圆满完成,豐景晟01,附件外观供投标参考，必须有类似产品的设计经验，1、外观新颖不抄袭；2、有消噪耳机设计经验优先。3、本项目优先考虑深圳及周边设计投标，目的是可能要当面沟通。,2018-06-15,2018.11.14,任务编号：626706,3000.0,"7天,10天,5天,3天,7天","广东省-深圳市,广东省-深圳市,广东省-东莞市,广东省-佛山市,浙江省-杭州市-西湖区",深圳吉米工业设计公司,https://shop.epwk.com/78n966ywonkv/,深圳吉米工业设计公司,出售服务,https://shop.epwk.com/78n966ywonkv/chushou/,企业,四品,41分,,,深圳吉米工业设计公司,,无人机、遥控器设计,"￥1
            /件",喷漆枪外观设计,"￥1
            /件",多功能汽车安全锤,"￥1
            /件",TYPE-C拓展坞设计,"￥1
            /件",产品外观设计
【LOGO设计】食品行业logo设计,https://task.epwk.com/626233/,837人,1人,1000-3000元,圆满完成,m23159,先生  logo设计  需要注册商标，食品行业，要求简单大气，微信为本机,2018-06-14,2018.06.27,任务编号：626233,750.0,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
【宣传册设计】公司宣传册设计,https://task.epwk.com/625809/,1445人,1人,1000-3000元,圆满完成,vitorru,黄女士  成都  土地整理规划公司宣传册设计  ，公司现有素材比较少 主要宣传企业文化 业绩 团队展示  微信是手机号 要求成都当地,2018-06-13,2018.06.14,任务编号：625809,2400.0,2天,四川省-成都市,天赋智点-品牌设计,https://shop.epwk.com/v0n1x3j9057y/,天赋智点-品牌设计,出售服务,https://shop.epwk.com/v0n1x3j9057y/chushou/,企业,七品,39分,,,天赋智点-品牌设计,,排版设计,"￥60
            /页",商标设计,"￥3500
            /款",包装设计,"￥2000
            /款",画册设计,"￥200
            /页",宣传册设计
【LOGO设计】网店商标设计,https://task.epwk.com/625613/,703人,1人,1000元以内,圆满完成,k1218****64,李女士  广州   装饰品商标设计用于印在网店的一些产品上面 全英文字母大概十个左右，微信是手机号,2018-06-13,2018.06.19,任务编号：625613,300.0,2天,河南省-郑州市-中原区,意动品牌设计,https://shop.epwk.com/7lngqq4ledmr/,意动品牌设计,出售服务,https://shop.epwk.com/7lngqq4ledmr/chushou/,工作室,六品,27分,,,意动品牌设计,,,,,,,,,,LOGO设计
【产品外观设计】小矿机器人平面效果图设计,https://task.epwk.com/625193/,2776人,4人,1000元以内,圆满完成,o5b1f378b89713,做一个平面效果图，要求如下，直接qq联系，需要先看稿件,2018-06-12,2020.01.08,任务编号：625193,600.0,"7天,5天,15天","辽宁省-大连市,湖北省-武汉市,广东省-佛山市",大连一果视觉传媒有限公司,https://shop.epwk.com/j7n38gxk25e1/,,,,,,,,,,,,,,,,,,,产品外观设计
【店铺装修】淘宝店铺开通和装修,https://task.epwk.com/625148/,1010人,2人,1000-3000元,圆满完成,wulie53397,淘宝上开个店并装修，在淘宝或京东上，出售水果的。具体详谈、,2018-06-12,2018.06.19,任务编号：625148,2000.0,"6天,7天","辽宁省-沈阳市,湖北省-黄石市-黄石港区",沈阳思广益广告有限公司,https://shop.epwk.com/qgdmj8mrydke/,沈阳思广益广告有限公司,出售服务,https://shop.epwk.com/qgdmj8mrydke/chushou/,企业,六品,40分,,,沈阳思广益广告有限公司,,网站设计,价格面议,海报、画册、宣传页设计,价格面议,包装设计,价格面议,VI设计,价格面议,店铺装修
【宣传册设计】宣传册设计,https://task.epwk.com/625123/,2185人,9人,1000元以内,圆满完成,o5a10f338344fb,宣传册设计我们经营的是纯农家大米希望可以上午12点前联系，其它时间要开会不方便,2018-06-12,2018.06.28,任务编号：625123,300.0,"2天,3天,3天,2天,10天,3天","湖北省-黄石市-黄石港区,浙江省-杭州市-萧山区,辽宁省-沈阳市,山东省-济南市,福建省-厦门市,湖北省-武汉市",鸿欧创意,https://shop.epwk.com/rp5z4m1jxdx3/,,,,,,,,,,,,,,,,,,,宣传册设计
【LOGO设计】机械行业logo设计,https://task.epwk.com/624730/,783人,1人,1000-3000元,圆满完成,o5b1d00fb760b0,康先生，机械行业logo设计：公司叫北京中通诚信机电设备有限公司，主要从事研发设计水泵、机械密封等产品，提供了产品以及公司英文名称的图片，公司理念：追求卓越精密产品，诚信经营，想将机封产品外观和英文字母融为一体的Logo ，先出两个初稿，一个设计师自己理解的，一个按照雇主意思的,2018-06-11,2018.08.15,任务编号：624730,2500.0,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
【店铺装修】淘宝C店装修设计,https://task.epwk.com/624652/,2335人,16人,1000-3000元,圆满完成,易成微服,1.装修主页2.3个产品的详情页3.要求装修风格科技；不能完全仿别人，做出自己独立风格内容4.可以接受修改满意思为止,2018-06-11,2018.07.25,任务编号：624652,1300.0,"9天,5天,7天,3天,1天,5天,6天,10天,10天","上海市-市辖区,山东省-青岛市,广东省-深圳市-宝安区,广东省-佛山市,广东省-佛山市-禅城区,陕西省-西安市,辽宁省-沈阳市,山东省-济南市,上海市-市辖区",意匠创意,https://shop.epwk.com/z2nkz3vy2nqy/,意匠创意,出售服务,https://shop.epwk.com/z2nkz3vy2nqy/chushou/,企业,三品,40分,,,意匠创意,,VIS系统,价格面议,LOGO设计,价格面议,画册设计,价格面议,海报设计,价格面议,店铺装修
【LOGO设计】金佰德logo设计,https://task.epwk.com/624204/,485人,1人,1000元以内,圆满完成,o5b1b****65501,根据金佰德设计字体logo,2018-06-09,2018.06.20,任务编号：624204,800.0,3天,山东省-莱芜市-莱城区,新玥视觉设计,https://shop.epwk.com/qgdmj8m2qdke/,新玥视觉设计,出售服务,https://shop.epwk.com/qgdmj8m2qdke/chushou/,企业,五品,29分,,,新玥视觉设计,,工装设计,"￥600
            /次",家装、工装效果图设计,"￥600
            /次",微信公众号开发,"￥2000
            /次",网站开发,"￥2000
            /次",LOGO设计
