标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【微信推广】微信推广,https://task.epwk.com/317650/,193人,1人,"¥40,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,微信推广,直接雇佣￥ 40000,￥ 40000,任务编号：317650,3153-3304.csv,,,微信推广
公司 LOGO形象设计,https://task.epwk.com/317766/,238人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,公司 LOGO形象设计,直接雇佣￥ 2000,￥ 2000,任务编号：317766,3153-3304.csv,,,"公司 LOGO, 形象设计"
【APP开发】校园IOS系统项目,https://task.epwk.com/317768/,463人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,校园IOS系统项目,直接雇佣￥ 12000,￥ 12000,任务编号：317768,3153-3304.csv,,,"校园IOS系统, 项目开发"
【产品外观设计】美工一套设计,https://task.epwk.com/317772/,1681人,1人,¥800,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,美工一套设计,直接雇佣￥ 800,￥ 800,任务编号：317772,3153-3304.csv,,,"美工, 设计, 套设计"
【企业官网】急需要建一个威客网站,https://task.epwk.com/317791/,386人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,急需要建一个威客网站,直接雇佣￥ 5000,￥ 5000,任务编号：317791,3153-3304.csv,,,"威客网站, 建站"
点焊机外观设计,https://task.epwk.com/317793/,504人,1人,¥800,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,点焊机外观设计,直接雇佣￥ 800,￥ 800,任务编号：317793,3153-3304.csv,,,"点焊机, 外观设计"
网站制作,https://task.epwk.com/317815/,342人,1人,¥300,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,网站制作,直接雇佣￥ 300,￥ 300,任务编号：317815,3153-3304.csv,,,网站制作
【网店推广】10个单号,https://task.epwk.com/317831/,255人,1人,¥10,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,10个单号,直接雇佣￥ 10,￥ 10,任务编号：317831,3153-3304.csv,,,"单号, 数量"
2分钟二维动画,https://task.epwk.com/317842/,534人,1人,"¥1,400",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,2分钟二维动画,直接雇佣￥ 1400,￥ 1400,任务编号：317842,3153-3304.csv,,,"二维动画, 短视频"
【FLASH制作】十二生肖探险世界动画制作,https://task.epwk.com/317858/,343人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,十二生肖探险世界动画制作,直接雇佣￥ 3000,￥ 3000,任务编号：317858,3153-3304.csv,,,"十二生肖, 动画制作, 探险世界"
【微博营销】新产品推广策划,https://task.epwk.com/317869/,292人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,新产品推广策划,直接雇佣￥ 10000,￥ 10000,任务编号：317869,3153-3304.csv,,,"新产品推广, 策划"
进口食品包装袋子设计,https://task.epwk.com/317900/,312人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,进口食品包装袋子设计,直接雇佣￥ 2000,￥ 2000,任务编号：317900,3153-3304.csv,,,"进口食品, 包装设计, 包装袋子"
【FLASH制作】Flash做饭换装小游戏开发,https://task.epwk.com/317911/,682人,1人,¥600,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,Flash做饭换装小游戏开发,直接雇佣￥ 600,￥ 600,任务编号：317911,3153-3304.csv,,,"Flash游戏, 换装游戏, 做饭游戏"
网站HTML静态页 首页+二级页面 效果图设计,https://task.epwk.com/317922/,1076人,1人,¥600,圆满完成,https://task.epwk.com/page3153.html?m=6&o=7,网站HTML静态页 首页+二级页面 效果图设计,直接雇佣￥ 600,￥ 600,任务编号：317922,3153-3304.csv,,,"网站HTML静态页, 首页, 二级页面, 效果图设计"
自在堂设计,https://task.epwk.com/317928/,168人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,自在堂设计,直接雇佣￥ 3000,￥ 3000,任务编号：317928,2900-3152.csv,,,"自在堂, 设计"
【广告片/MV】企业宣传片制作,https://task.epwk.com/317934/,710人,1人,"¥23,200",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,企业宣传片制作,直接雇佣￥ 23200,￥ 23200,任务编号：317934,2900-3152.csv,,,"企业宣传片, 制作"
【企业官网】网站问题修改,https://task.epwk.com/317942/,392人,1人,¥50,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,网站问题修改,直接雇佣￥ 50,￥ 50,任务编号：317942,2900-3152.csv,,,"网站问题, 修改"
场景设计2,https://task.epwk.com/317944/,120人,1人,"¥2,300",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,场景设计2,直接雇佣￥ 2300,￥ 2300,任务编号：317944,2900-3152.csv,,,场景设计
【企业官网】网站问题修改,https://task.epwk.com/317980/,366人,1人,¥50,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,网站问题修改,直接雇佣￥ 50,￥ 50,任务编号：317980,2900-3152.csv,,,"网站问题, 修改"
【APP开发】测号安卓软件加有米积分墙，友盟自动更新,https://task.epwk.com/318038/,503人,1人,¥405,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,测号安卓软件加有米积分墙，友盟自动更新,直接雇佣￥ 405,￥ 405,任务编号：318038,2900-3152.csv,,,"测号安卓软件, 有米积分墙, 友盟自动更新"
【小程序开发】.NET 浏览后，读取服务器文件路径,https://task.epwk.com/318054/,739人,1人,¥300,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,.NET 浏览后，读取服务器文件路径,直接雇佣￥ 300,￥ 300,任务编号：318054,2900-3152.csv,,,".NET, 服务器文件路径"
【LOGO设计】篮球副标设计,https://task.epwk.com/318100/,196人,1人,¥150,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,篮球副标设计,直接雇佣￥ 150,￥ 150,任务编号：318100,2900-3152.csv,,,"篮球副标, 设计"
【LOGO设计】篮球副标设计,https://task.epwk.com/318105/,174人,1人,¥150,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,篮球副标设计,直接雇佣￥ 150,￥ 150,任务编号：318105,2900-3152.csv,,,"篮球副标, 设计"
投票投票投票,https://task.epwk.com/318121/,415人,1人,¥500,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,投票投票投票,直接雇佣￥ 500,￥ 500,任务编号：318121,2900-3152.csv,,,投票
做租房网站的设计,https://task.epwk.com/318133/,334人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,做租房网站的设计,直接雇佣￥ 2000,￥ 2000,任务编号：318133,2900-3152.csv,,,"租房网站, 设计"
晶威物流    整彩   100,https://task.epwk.com/318175/,194人,1人,¥100,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,晶威物流    整彩   100,直接雇佣￥ 100,￥ 100,任务编号：318175,2900-3152.csv,,,"晶威物流, 整彩"
中加   整彩    100,https://task.epwk.com/318176/,217人,1人,¥100,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,中加   整彩    100,直接雇佣￥ 100,￥ 100,任务编号：318176,2900-3152.csv,,,"整彩, 中加"
立祥  封面 100,https://task.epwk.com/318178/,100人,1人,¥100,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,立祥  封面 100,直接雇佣￥ 100,￥ 100,任务编号：318178,2900-3152.csv,,,"封面, 立祥"
港之龙   整彩   100,https://task.epwk.com/318181/,85人,1人,¥100,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,港之龙   整彩   100,直接雇佣￥ 100,￥ 100,任务编号：318181,2900-3152.csv,,,"港之龙, 整彩"
单个动漫形象设计,https://task.epwk.com/318188/,271人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,单个动漫形象设计,直接雇佣￥ 1000,￥ 1000,任务编号：318188,2900-3152.csv,,,"动漫形象, 设计"
单个动漫形象设计,https://task.epwk.com/318190/,301人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,单个动漫形象设计,直接雇佣￥ 1000,￥ 1000,任务编号：318190,2900-3152.csv,,,"动漫形象, 设计"
【LOGO设计】袋装卤菜（新廖记）商标设计,https://task.epwk.com/318213/,537人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,袋装卤菜（新廖记）商标设计,直接雇佣￥ 3000,￥ 3000,任务编号：318213,2900-3152.csv,,,"袋装卤菜, 商标设计"
网站设计,https://task.epwk.com/318218/,77人,1人,"¥8,100",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,网站设计,直接雇佣￥ 8100,￥ 8100,任务编号：318218,2900-3152.csv,,,网站设计
互联网LOGO及VI设计,https://task.epwk.com/318238/,363人,1人,¥600,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,互联网LOGO及VI设计,直接雇佣￥ 600,￥ 600,任务编号：318238,2900-3152.csv,,,"互联网LOGO, VI设计"
【APP界面设计】吸顶灯详情设计+主图,https://task.epwk.com/318267/,710人,1人,¥350,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,吸顶灯详情设计+主图,直接雇佣￥ 350,￥ 350,任务编号：318267,2900-3152.csv,,,"吸顶灯, 详情设计, 主图"
【网站UI设计】MTT 应用内推广设计,https://task.epwk.com/318270/,183人,1人,¥300,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,MTT 应用内推广设计,直接雇佣￥ 300,￥ 300,任务编号：318270,2900-3152.csv,,,"应用内推广, 设计"
【数据录入】数据录入之92,https://task.epwk.com/318318/,169人,1人,¥775,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,数据录入之92,直接雇佣￥ 775,￥ 775,任务编号：318318,2900-3152.csv,,,"数据录入, 92"
【数据录入】数据录入之93,https://task.epwk.com/318319/,170人,1人,¥450,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,数据录入之93,直接雇佣￥ 450,￥ 450,任务编号：318319,2900-3152.csv,,,"数据录入, 93"
【数据录入】数据录入之94,https://task.epwk.com/318320/,264人,1人,¥95,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,数据录入之94,直接雇佣￥ 95,￥ 95,任务编号：318320,2900-3152.csv,,,"数据录入, 94"
【数据录入】数据录入之95,https://task.epwk.com/318322/,129人,1人,¥140,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,数据录入之95,直接雇佣￥ 140,￥ 140,任务编号：318322,2900-3152.csv,,,"数据录入, 95"
台历、挂历及设计,https://task.epwk.com/318325/,135人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,台历、挂历及设计,直接雇佣￥ 2000,￥ 2000,任务编号：318325,2900-3152.csv,,,"台历, 挂历, 设计"
【FLASH制作】纯FLASH课件设计,https://task.epwk.com/318333/,218人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,纯FLASH课件设计,直接雇佣￥ 1000,￥ 1000,任务编号：318333,2900-3152.csv,,,"FLASH课件, 设计"
【手机网站】部署页面到网站,https://task.epwk.com/318352/,599人,1人,¥200,圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,部署页面到网站,直接雇佣￥ 200,￥ 200,任务编号：318352,2900-3152.csv,,,"部署页面, 网站"
【LOGO设计】亲亲鱼Logo设计,https://task.epwk.com/318356/,324人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3152.html?m=6&o=7,亲亲鱼Logo设计,直接雇佣￥ 2000,￥ 2000,任务编号：318356,2900-3152.csv,,,"亲亲鱼, Logo设计"
【宣传册设计】杉摄影商铺宣传页设计,https://task.epwk.com/318366/,175人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,杉摄影商铺宣传页设计,直接雇佣￥ 100,￥ 100,任务编号：318366,2900-3152.csv,,,"杉摄影, 宣传页设计"
【软件UI设计】手机卡牌游戏UI第二批,https://task.epwk.com/318374/,818人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,手机卡牌游戏UI第二批,直接雇佣￥ 1500,￥ 1500,任务编号：318374,2900-3152.csv,,,"手机卡牌游戏, UI设计, 第二批"
【海报设计】感恩日回馈日海报设计,https://task.epwk.com/318409/,357人,1人,¥250,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,感恩日回馈日海报设计,直接雇佣￥ 250,￥ 250,任务编号：318409,2900-3152.csv,,,"感恩日, 海报设计"
【LOGO设计】政府logo设计之七,https://task.epwk.com/318411/,179人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,政府logo设计之七,直接雇佣￥ 100,￥ 100,任务编号：318411,2900-3152.csv,,,"政府logo, 设计, 七"
论坛全站美工,https://task.epwk.com/318471/,151人,1人,"¥4,850",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,论坛全站美工,直接雇佣￥ 4850,￥ 4850,任务编号：318471,2900-3152.csv,,,"论坛美工, 全站设计"
优安信Logo设计,https://task.epwk.com/318477/,116人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,优安信Logo设计,直接雇佣￥ 2000,￥ 2000,任务编号：318477,2900-3152.csv,,,"优安信, Logo设计"
【网站优化方案】新产品推广策划之二,https://task.epwk.com/318519/,223人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,新产品推广策划之二,直接雇佣￥ 10000,￥ 10000,任务编号：318519,2900-3152.csv,,,"新产品推广, 策划"
【LOGO设计】培训中心logo设计,https://task.epwk.com/318520/,234人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,培训中心logo设计,直接雇佣￥ 2000,￥ 2000,任务编号：318520,2900-3152.csv,,,"培训中心, logo设计"
【小程序开发】JS滑动问题,https://task.epwk.com/318524/,430人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,JS滑动问题,直接雇佣￥ 100,￥ 100,任务编号：318524,2900-3152.csv,,,"JS滑动, 问题"
基站设备掌上查询工具开发（安卓app和苹果web版）一期,https://task.epwk.com/318526/,186人,1人,¥500,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,基站设备掌上查询工具开发（安卓app和苹果web版）一期,直接雇佣￥ 500,￥ 500,任务编号：318526,2900-3152.csv,,,"基站设备, 掌上查询, 安卓app, 苹果web版, 工具开发"
【网站UI设计】手机端投票的网页,https://task.epwk.com/318548/,377人,1人,¥500,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,手机端投票的网页,直接雇佣￥ 500,￥ 500,任务编号：318548,2900-3152.csv,,,"手机端投票, 网页设计"
【小程序开发】网站功能添加网站修改,https://task.epwk.com/318551/,295人,1人,¥800,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,网站功能添加网站修改,直接雇佣￥ 800,￥ 800,任务编号：318551,2900-3152.csv,,,"网站功能, 网站修改"
企业logo设计,https://task.epwk.com/318591/,256人,1人,¥500,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,企业logo设计,直接雇佣￥ 500,￥ 500,任务编号：318591,2900-3152.csv,,,"企业logo, 设计"
纯FLASH课件制作,https://task.epwk.com/318625/,205人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,纯FLASH课件制作,直接雇佣￥ 1000,￥ 1000,任务编号：318625,2900-3152.csv,,,"FLASH课件, 制作"
【小程序开发】一款APP应用,https://task.epwk.com/318642/,227人,1人,"¥18,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,一款APP应用,直接雇佣￥ 18000,￥ 18000,任务编号：318642,2900-3152.csv,,,APP应用
【专业代笔】行政管理文章代写,https://task.epwk.com/318666/,495人,1人,¥800,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,行政管理文章代写,直接雇佣￥ 800,￥ 800,任务编号：318666,2900-3152.csv,,,"行政管理, 文章代写"
关于测试仪器外观设计,https://task.epwk.com/318694/,226人,1人,"¥7,500",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,关于测试仪器外观设计,直接雇佣￥ 7500,￥ 7500,任务编号：318694,2900-3152.csv,,,"测试仪器, 外观设计"
明升物流   整彩  100,https://task.epwk.com/318712/,218人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,明升物流   整彩  100,直接雇佣￥ 100,￥ 100,任务编号：318712,2900-3152.csv,,,"明升物流, 整彩"
大广物流  整彩 100,https://task.epwk.com/318713/,189人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,大广物流  整彩 100,直接雇佣￥ 100,￥ 100,任务编号：318713,2900-3152.csv,,,"大广物流, 整彩"
粤清物流  单张 双面  100,https://task.epwk.com/318714/,60人,1人,¥100,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,粤清物流  单张 双面  100,直接雇佣￥ 100,￥ 100,任务编号：318714,2900-3152.csv,,,"粤清物流, 单张, 双面"
网站的页面制作,https://task.epwk.com/318717/,392人,1人,¥400,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,网站的页面制作,直接雇佣￥ 400,￥ 400,任务编号：318717,2900-3152.csv,,,"网站页面, 页面制作"
【项目策划】品牌定位及战略发展,https://task.epwk.com/318724/,948人,1人,"¥100,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,品牌定位及战略发展,直接雇佣￥ 100000,￥ 100000,任务编号：318724,2900-3152.csv,,,"品牌定位, 战略发展"
【微博营销】活动推广,https://task.epwk.com/318725/,1137人,1人,"¥100,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,活动推广,直接雇佣￥ 100000,￥ 100000,任务编号：318725,2900-3152.csv,,,活动推广
【企业官网】深圳凌科电器网站crm系统的升级改造,https://task.epwk.com/318757/,177人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,深圳凌科电器网站crm系统的升级改造,直接雇佣￥ 5000,￥ 5000,任务编号：318757,2900-3152.csv,,,"深圳凌科电器, CRM系统, 升级改造"
【包装设计】顶级科技集团包装设计,https://task.epwk.com/318767/,233人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,顶级科技集团包装设计,直接雇佣￥ 2000,￥ 2000,任务编号：318767,2900-3152.csv,,,"顶级科技集团, 包装设计"
【VI设计】公司LOGO及企业管理标语设计,https://task.epwk.com/318777/,516人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,公司LOGO及企业管理标语设计,直接雇佣￥ 1000,￥ 1000,任务编号：318777,2900-3152.csv,,,"公司LOGO, 企业管理标语"
【LOGO设计】LOGO设计,https://task.epwk.com/318782/,512人,1人,¥450,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,LOGO设计,直接雇佣￥ 450,￥ 450,任务编号：318782,2900-3152.csv,,,LOGO设计
UI设计,https://task.epwk.com/318795/,97人,1人,¥150,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,UI设计,直接雇佣￥ 150,￥ 150,任务编号：318795,2900-3152.csv,,,UI设计
【企业官网】公益性行业协会网站制作,https://task.epwk.com/318800/,148人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,公益性行业协会网站制作,直接雇佣￥ 1000,￥ 1000,任务编号：318800,2900-3152.csv,,,"公益性行业协会, 网站制作"
【网站UI设计】网页设计,https://task.epwk.com/318830/,285人,1人,¥500,圆满完成,https://task.epwk.com/page3151.html?m=6&o=7,网页设计,直接雇佣￥ 500,￥ 500,任务编号：318830,2900-3152.csv,,,网页设计
做一个网站的JS特效,https://task.epwk.com/318841/,136人,1人,¥50,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,做一个网站的JS特效,直接雇佣￥ 50,￥ 50,任务编号：318841,2900-3152.csv,,,"网站, JS特效"
【产品推广】论坛发帖,https://task.epwk.com/318862/,214人,1人,¥200,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,论坛发帖,直接雇佣￥ 200,￥ 200,任务编号：318862,2900-3152.csv,,,论坛发帖
【招牌设计】招牌设计之八,https://task.epwk.com/318900/,501人,1人,¥50,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,招牌设计之八,直接雇佣￥ 50,￥ 50,任务编号：318900,2900-3152.csv,,,"招牌设计, 八"
【LOGO设计】篮球副标.,https://task.epwk.com/318903/,242人,1人,¥150,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,篮球副标.,直接雇佣￥ 150,￥ 150,任务编号：318903,2900-3152.csv,,,篮球副标
【漫画设计】江西成美生态农业发展有限公司LOGO设计,https://task.epwk.com/318935/,655人,1人,¥200,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,江西成美生态农业发展有限公司LOGO设计,直接雇佣￥ 200,￥ 200,任务编号：318935,2900-3152.csv,,,"江西成美生态农业, LOGO设计"
【网站UI设计】移动UI设计，网页设计,https://task.epwk.com/318954/,366人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,移动UI设计，网页设计,直接雇佣￥ 1200,￥ 1200,任务编号：318954,2900-3152.csv,,,"移动UI设计, 网页设计"
转发有奖活动,https://task.epwk.com/318973/,337人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,转发有奖活动,直接雇佣￥ 2000,￥ 2000,任务编号：318973,2900-3152.csv,,,"转发活动, 有奖活动"
【LOGO设计】篮球付标设计,https://task.epwk.com/318979/,295人,1人,¥233,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,篮球付标设计,直接雇佣￥ 233,￥ 233,任务编号：318979,2900-3152.csv,,,"篮球, 付标设计"
【网站UI设计】竞猜页面制作,https://task.epwk.com/318996/,466人,1人,¥350,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,竞猜页面制作,直接雇佣￥ 350,￥ 350,任务编号：318996,2900-3152.csv,,,"竞猜页面, 页面制作"
新产品推广策划之三,https://task.epwk.com/319030/,70人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,新产品推广策划之三,直接雇佣￥ 10000,￥ 10000,任务编号：319030,2900-3152.csv,,,"新产品推广, 策划, 三"
微信公众号的服务开发,https://task.epwk.com/319087/,377人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,微信公众号的服务开发,直接雇佣￥ 10000,￥ 10000,任务编号：319087,2900-3152.csv,,,"微信公众号, 服务开发"
红外遥控开发,https://task.epwk.com/319106/,411人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,红外遥控开发,直接雇佣￥ 20000,￥ 20000,任务编号：319106,2900-3152.csv,,,"红外遥控, 开发"
短片制作,https://task.epwk.com/319140/,149人,1人,"¥2,200",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,短片制作,直接雇佣￥ 2200,￥ 2200,任务编号：319140,2900-3152.csv,,,短片制作
【包装设计】品牌刹车片包装设计,https://task.epwk.com/319169/,183人,1人,¥500,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,品牌刹车片包装设计,直接雇佣￥ 500,￥ 500,任务编号：319169,2900-3152.csv,,,"品牌刹车片, 包装设计"
【包装设计】刹车片包装-7,https://task.epwk.com/319187/,135人,1人,¥100,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,刹车片包装-7,直接雇佣￥ 100,￥ 100,任务编号：319187,2900-3152.csv,,,"刹车片, 包装"
设计电信翼支付活动页面。,https://task.epwk.com/319310/,254人,1人,¥600,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,设计电信翼支付活动页面。,直接雇佣￥ 600,￥ 600,任务编号：319310,2900-3152.csv,,,"电信翼支付, 活动页面设计"
【前端开发】网站布局修改,https://task.epwk.com/319312/,1641人,1人,¥600,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,网站布局修改,直接雇佣￥ 600,￥ 600,任务编号：319312,2900-3152.csv,,,"网站布局, 修改"
修改手机信息,https://task.epwk.com/319410/,401人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,修改手机信息,直接雇佣￥ 6000,￥ 6000,任务编号：319410,2900-3152.csv,,,手机信息修改
照片处理,https://task.epwk.com/319427/,431人,1人,¥400,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,照片处理,直接雇佣￥ 400,￥ 400,任务编号：319427,2900-3152.csv,,,照片处理
【包装设计】图案与包装设计之九,https://task.epwk.com/319513/,248人,1人,¥100,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,图案与包装设计之九,直接雇佣￥ 100,￥ 100,任务编号：319513,2900-3152.csv,,,"图案设计, 包装设计"
对讲盒设计II,https://task.epwk.com/319514/,134人,1人,"¥12,800",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,对讲盒设计II,直接雇佣￥ 12800,￥ 12800,任务编号：319514,2900-3152.csv,,,"对讲盒, 设计"
按照附件完成软件开发任务（二十五）,https://task.epwk.com/319529/,167人,1人,¥625,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,按照附件完成软件开发任务（二十五）,直接雇佣￥ 625,￥ 625,任务编号：319529,2900-3152.csv,,,"软件开发, 附件, 任务"
幼儿娱乐设备安卓系统平台开发,https://task.epwk.com/319578/,298人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,幼儿娱乐设备安卓系统平台开发,直接雇佣￥ 10000,￥ 10000,任务编号：319578,2900-3152.csv,,,"幼儿娱乐设备, 安卓系统, 平台开发"
名片设计,https://task.epwk.com/319598/,88人,1人,¥50,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,名片设计,直接雇佣￥ 50,￥ 50,任务编号：319598,2900-3152.csv,,,名片设计
【LOGO设计】中辉钢构logo设计,https://task.epwk.com/319605/,334人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,中辉钢构logo设计,直接雇佣￥ 1000,￥ 1000,任务编号：319605,2900-3152.csv,,,"中辉钢构, logo设计"
【企业官网】微信公众平台投票开发,https://task.epwk.com/319610/,255人,1人,"¥1,300",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,微信公众平台投票开发,直接雇佣￥ 1300,￥ 1300,任务编号：319610,2900-3152.csv,,,"微信公众号, 投票功能"
【电商网站】企业电商及展示型网站多功能网站开发首页,https://task.epwk.com/319621/,199人,1人,"¥9,000",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,企业电商及展示型网站多功能网站开发首页,直接雇佣￥ 9000,￥ 9000,任务编号：319621,2900-3152.csv,,,"企业电商, 展示型网站, 多功能网站"
【LOGO设计】贸易公司logo设计,https://task.epwk.com/319623/,421人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,贸易公司logo设计,直接雇佣￥ 1800,￥ 1800,任务编号：319623,2900-3152.csv,,,"贸易公司, logo设计"
设计两个微信活动页面,https://task.epwk.com/319644/,122人,1人,¥400,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,设计两个微信活动页面,直接雇佣￥ 400,￥ 400,任务编号：319644,2900-3152.csv,,,"微信活动页面, 页面设计"
儿童定位仪设计,https://task.epwk.com/319651/,345人,1人,¥800,圆满完成,https://task.epwk.com/page3150.html?m=6&o=7,儿童定位仪设计,直接雇佣￥ 800,￥ 800,任务编号：319651,2900-3152.csv,,,"儿童定位仪, 设计"
广告设计,https://task.epwk.com/319658/,87人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,广告设计,直接雇佣￥ 20000,￥ 20000,任务编号：319658,2900-3152.csv,,,广告设计
【封面设计】封面设计-8,https://task.epwk.com/319661/,326人,1人,¥50,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,封面设计-8,直接雇佣￥ 50,￥ 50,任务编号：319661,2900-3152.csv,,,"封面设计, 封面设计"
