标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【LOGO设计】巧木匠logo设计,https://task.epwk.com/636265/,3431人,13人,1000元以内,圆满完成,hellom,p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; line-height: 19.0px; font: 13.0px 'Helvetica Neue'}需要做一个图文logo中文名:巧木匠经营:木作，木工坊要求围绕巧字设计，且关联木工元素预算300～800,2018.07.12,2018.07.20,任务编号：636265,"￥500,￥300,￥800,￥1000,￥1000,￥500,￥800,￥1000,￥1000,￥1000,￥100","3天,1天,2天,3天,7天,2天,3天,5天,3天,7天,1天","安徽省-合肥市-蜀山区,安徽省-合肥市,安徽省-合肥市-瑶海区,安徽省-合肥市,安徽省-合肥市,安徽省-合肥市,安徽省-合肥市,安徽省-合肥市,广东省-佛山市,辽宁省-大连市,广东省-梅州市-兴宁市",青佫设计,https://shop.epwk.com/rp5z4mz4jdx3/,,,,,,,,,,,,,,,,,,
【LOGO设计】家具品牌logo设计,https://task.epwk.com/635920/,1045人,1人,1000-3000元,圆满完成,k5873****62,郑先生 上海  儿童嘉佩乐 家具品牌logo设计，无地域要求微信是手机号  要求实力好的设计公司   无地域要求,2018.07.12,2018.07.26,任务编号：635920,￥1800,14天,上海市-市辖区,卓砾广告,https://shop.epwk.com/j7n38zrw95e1/,卓砾广告,出售服务,https://shop.epwk.com/j7n38zrw95e1/chushou/,企业,四品,74分,,,卓砾广告,,宣传册设计,价格面议,VI设计,"￥2000
            /套",微信微博推广,"￥1000
            /次",LOGO设计,"￥1500
            /款"
【LOGO设计】公司logo设计,https://task.epwk.com/636049/,2672人,47人,1000元以内,圆满完成,o5b45deb5460f9,公司为蛋糕店，经营范围水果蛋糕为主，店内奶茶、饮料都有。名字为十一。设计当代年轻人审美的logo,2018.07.11,2018.07.17,任务编号：636049,"￥500,￥1000,￥1000,￥1000,￥800,￥800,￥800,￥500","2天,2天,3天,8天,3天,3天,3天,7天","河南省-郑州市-二七区,山东省-淄博市-张店区,广东省-广州市,河南省-郑州市-中原区,广东省-深圳市-罗湖区,陕西省-西安市,广东省-广州市,辽宁省-大连市",满满定制设计,https://shop.epwk.com/0jnekjk89nv3/,,,,,,,,,,,,,,,,,,
【LOGO设计】公司logo设计,https://task.epwk.com/635878/,772人,1人,1000-3000元,圆满完成,vitorru,杨先生 杭州 要做公司logo设计 杭州创云一智科技有限公司 要求当地的设计公司,2018.07.11,2018.07.25,任务编号：635878,￥1800,10天,浙江省-绍兴市-越城区,盈泰传媒,https://shop.epwk.com/rp5z4m7k0dx3/,,,,,,,,,,,,,,,,,,
【LOGO设计】公司名logo设计,https://task.epwk.com/635808/,561人,1人,1000元以内,圆满完成,vitorru,陈女士 广州 公司名济本康元 四个字logo设计   繁体字要找实力比较好的广州当地的   QQ664365968,2018.07.11,2018.08.10,任务编号：635808,￥800,5天,广东省-广州市,广州搏锋,https://shop.epwk.com/81n41zwvenp6/,,,,,,,,,,,,,,,,,,
【LOGO设计】品牌logo设计,https://task.epwk.com/635769/,901人,1人,1000元以内,圆满完成,o5b456e5db47f4,邵先生  聊城  机器人培训 品牌logo设计，自己已经设计了个草图需要优化一下,2018.07.11,2019.01.23,任务编号：635769,￥200,3天,山东省-淄博市,一叶设计工作室,https://shop.epwk.com/rp5z4m778dx3/,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【排版设计】广告扇的页面设计,https://task.epwk.com/635506/,2213人,10人,1000元以内,圆满完成,o5b44****9d611,设计一把广告扇的页面，初稿已经出来了，需要冲击力，预算200.,2018.07.10,2018.07.12,任务编号：635506,"￥200,￥1000,￥300,￥800,￥200,￥200,￥200","1天,3天,7天,6天,1天,2天,1天","山东省-淄博市-张店区,广东省-佛山市,广东省-广州市,安徽省-合肥市,河北省-保定市,广东省-广州市-海珠区,江苏省-南京市-雨花台区",晴子设计,https://shop.epwk.com/p05qj9mpodev/,,,,,,,,,,,,,,,,,,
【LOGO设计】logo修改升级,https://task.epwk.com/635512/,425人,1人,1000元以内,圆满完成,o5b445f1d89c1c,需要把原有的logo图标做改动，文字不变 图标需要做的更有立体感 有光泽的感觉。已经跟设计师谈好 200元,2018.07.10,2018.07.12,任务编号：635512,￥200,1天,甘肃省-白银市,霖云创意工作室,https://shop.epwk.com/0z5o48yelnjq/,,,,,,,,,,,,,,,,,,
【VI设计】公司整体VI设计,https://task.epwk.com/635057/,2189人,26人,1000元以内,圆满完成,o5b4315b610cb8,新公司，需要一套VI设计请报价，注明时间,2018.07.09,2018.07.11,任务编号：635057,"￥200,￥700,￥1500,￥1000,￥1000,￥1800,￥1000","2天,3天,2天,3天,7天,3天,7天","山西省-太原市-小店区,北京市-北京市-海淀区,山东省-济南市,广东省-佛山市,河南省-新乡市,湖北省-武汉市,广东省-广州市",李白品牌设计,https://shop.epwk.com/89dvg2rkkdl2/,,,,,,,,,,,,,,,,,,
【LOGO设计】公司logo设计,https://task.epwk.com/633241/,1740人,17人,1000元以内,圆满完成,k1965****56,公司logo设计，名字：明月寰宇工程有限公司，,2018.07.08,2018.07.11,任务编号：633241,"￥200,￥1000,￥800,￥400,￥680,￥1000,￥500,￥800,￥800,￥500,￥500","2天,3天,5天,4天,3天,3天,7天,3天,6天,3天,7天","福建省-泉州市-晋江市,山西省-运城市,浙江省-杭州市,四川省-成都市,广东省-广州市,广东省-佛山市,湖南省-常德市-安乡县,湖北省-武汉市,安徽省-合肥市,福建省-龙岩市-新罗区,河南省-新乡市",苏茗装饰设计,https://shop.epwk.com/m7d7w9zqw5q8/,,,,,,,,,,,,,,,,,,
【LOGO设计】体育发展有限公司logo设计,https://task.epwk.com/633669/,936人,1人,1000元以内,圆满完成,k8957****30,杨先生 logo设计 体育赛事跟培训，无锡，爱博AB 体育发展有限公司，微信是手机号,2018.07.06,2018.07.23,任务编号：633669,￥500,7天,江苏省-无锡市-滨湖区,一视长安,https://shop.epwk.com/mod0421j45yv/,,,,,,,,,,,,,,,,,,
【LOGO设计】工作室logo设计,https://task.epwk.com/634021/,747人,1人,1000元以内,圆满完成,o59889c3f57b7e,陈女士 江西南昌  工作室logo，途途室内设计工作室  冷色调，书法体 不要太楷体,2018.07.06,2018.08.09,任务编号：634021,￥500,3天,安徽省-合肥市,巨维（均流笔触网络科技）,https://shop.epwk.com/81n41mllvnp6/,,,,,,,,,,,,,,,,,,
【LOGO设计】物业公司logo设计,https://task.epwk.com/633738/,667人,1人,1000元以内,圆满完成,vitorru,孙先生，青海西宁 物业公司logo设计，金干线物业有限公司加一个图标 ，微信是手机号 无地域要求 无预算,2018.07.05,2018.09.03,任务编号：633738,￥800,3天,广东省-深圳市-宝安区,华狮盾文化,https://shop.epwk.com/9w56emqqwdv1/,,,,,,,,,,,,,,,,,,
【LOGO设计】logo设计,https://task.epwk.com/633328/,667人,1人,1000元以内,圆满完成,k8826****10,logo设计：太合麦田      朱先生   7天 ，已经沟通好,2018.07.05,2018.07.07,任务编号：633328,￥500,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款"
【LOGO设计】软件工作室logo设计,https://task.epwk.com/633174/,1823人,16人,1000元以内,圆满完成,天道酬勤小编,LOGO设计：制作一个有龙有虎的软件工作室的logo预算100元，愿意承接的任务投标留言,2018.07.04,2018.07.06,任务编号：633174,"￥100,￥700,￥1000,￥100,￥599,￥1000,￥1000,￥1000,￥1000","2天,4天,3天,1天,5天,5天,3天,3天,3天","广东省-东莞市,广东省-中山市-中山市,山西省-运城市,云南省-昆明市,陕西省-西安市-未央区,河南省-郑州市,湖北省-武汉市,广东省-深圳市,广东省-佛山市",幻之界工作室,https://shop.epwk.com/rp5z44rzjdx3/,,,,,,,,,,,,,,,,,,
【LOGO设计】水果行业logo设计,https://task.epwk.com/633141/,674人,1人,1000元以内,圆满完成,k5700****33,水果行业logo设计：提供了文档，需要商标注册，预算直接沟通报价联系，无地区要求,2018.07.04,2018.08.23,任务编号：633141,￥800,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款"
【LOGO设计】宠物公司logo设计,https://task.epwk.com/632875/,1083人,1人,1000元以内,圆满完成,k7482****99,田先生   重庆 宠物公司  logo设计  博宠宠物有限公司,2018.07.04,2019.01.23,任务编号：632875,￥500,4天,甘肃省-定西市-安定区,萝卜兔设计,https://shop.epwk.com/2j5jjjwg95pz/,萝卜兔设计,出售服务,https://shop.epwk.com/2j5jjjwg95pz/chushou/,企业,三品,45分,,,萝卜兔设计,,【总监型】LOGO设计 3套方案 修改到满意为止 【萝卜兔设计】真诚为您服务,"￥3000
            /款",【特惠型】LOGO设计 3套方案 修改到满意为止 【萝卜兔设计】真诚为您服务,"￥1200
            /款",【高端型】LOGO设计 3套方案 修改到满意为止 【萝卜兔设计】真诚为您服务,"￥1800
            /件",中餐厅菜谱设计 中餐厅菜单设计 菜谱设计 菜单设计 【萝卜兔设计】,100
【卡通形象设计】景区吉祥物设计,https://task.epwk.com/632749/,2432人,17人,1000-3000元,圆满完成,雷雨品牌策划,景区吉祥物设计，要求有扎实的手绘功底，希望直接和设计师对接。,2018.07.03,2018.07.18,任务编号：632749,"￥1000,￥1000,￥1000,￥3600,￥1000,￥800,￥1000,￥1000,￥150,￥300","3天,7天,7天,7天,3天,5天,3天,3天,3天,2天","河北省-保定市,辽宁省-大连市,河南省-郑州市,湖北省-武汉市,广东省-肇庆市,广东省-广州市,湖北省-武汉市,广东省-佛山市,北京市-北京市,广东省-广州市-海珠区",青木商业设计,https://shop.epwk.com/p05qjwzeydev/,,,,,,,,,,,,,,,,,,
【漫画设计】跆拳道用品动漫设计,https://task.epwk.com/632679/,4033人,1人,5000-10000元,圆满完成,o5b2b6ae78b414,跆拳道用品动漫设计：公司计划设计一系列的卡通素材赠品，做成一个动画宣传，要求卡通形象精致，预算直接沟通报价联系，无地区要求,2018.07.03,2020.08.24,任务编号：632679,￥7500,30天,河北省-保定市,青木商业设计,https://shop.epwk.com/p05qjwzeydev/,,,,,,,,,,,,,,,,,,
【LOGO设计】logo升级设计,https://task.epwk.com/632544/,595人,1人,1000元以内,圆满完成,o5b0cf07e7923a,logo设计 农业logo  有logo要变动  现在的logo是左边图形，右边文字，现在需要对字体就行一个更改，使字体和图形匹配，logo已有注册商标成功了，对文字要求高,2018.07.03,2018.07.25,任务编号：632544,￥200,3天,广东省-广州市-白云区,ART美品牌设计,https://shop.epwk.com/78n966p0znkv/,ART美品牌设计,出售服务,https://shop.epwk.com/78n966p0znkv/chushou/,个人,四品,50分,,,ART美品牌设计,,宣传册 画册,价格面议,VI设计 企业形象设计,价格面议,LOGO商标设计专业设计！保证满意！,价格面议,产品包装设计,价格面议
【包装设计】保健品外包装设计,https://task.epwk.com/632346/,1527人,6人,1000元以内,圆满完成,nj943****83,产品名称：黄金古乐碳酸钙硫酸软骨素酪蛋白磷酸肽胶囊要求：美观大方，新颖独特。尺寸文案可参考附件。,2018.07.02,2018.07.16,任务编号：632346,"￥640,￥1000,￥1000,￥1000","7天,3天,3天,7天","山东省-莱芜市,广东省-佛山市,广东省-深圳市,河南省-郑州市",新玥视觉设计,https://shop.epwk.com/qgdmj8m2qdke/,新玥视觉设计,出售服务,https://shop.epwk.com/qgdmj8m2qdke/chushou/,企业,五品,29分,,,新玥视觉设计,,工装设计,"￥600
            /次",家装、工装效果图设计,"￥600
            /次",微信公众号开发,"￥2000
            /次",网站开发,"￥2000
            /次"
【家电数码】类似照相机的电子产品ID外观设计,https://task.epwk.com/632438/,4744人,3人,3000-5000元,圆满完成,o5b3a3b01abedd,我现在需要做一款类似照相机外观的电子产品，需要寻找一个懂得产品ID外观设计的工程师进行外观设计。要求工作地点在深圳，便于沟通。 电话沟通，闫先生,2018.07.03,2018.08.20,任务编号：632438,"￥4000,￥5000","15天,3天","广东省-深圳市-龙岗区,广东省-佛山市",博美思设计,https://shop.epwk.com/0jnekk67jnv3/,,,,,,,,,,,,,,,,,,
【LOGO设计】2018年中宁县“威仕汀杯”羽毛球比赛logo和背景墙设计,https://task.epwk.com/632409/,1268人,2人,1000元以内,圆满完成,mf182****1539,冠名单位是中宁县威仕汀西餐厅，该西餐厅已有logo，可以根据已有logo设计一个胸前挂的参赛证和比赛背景墙,2018.07.02,2018.07.07,任务编号：632409,"￥800,￥1000","3天,3天","河北省-石家庄市,广东省-佛山市",钜石品牌设计,https://shop.epwk.com/4rn8qqpx3ngm/,钜石品牌设计,出售服务,https://shop.epwk.com/4rn8qqpx3ngm/chushou/,企业,一品,84分,,,钜石品牌设计,,logo设计+5项VI可选（23项基础+18项应用）餐饮//招商/金融/保险/餐饮 商超 地产 企业,"￥3000
            /起",包装设计 茶包装设计 食品包装 酒水包装 电子产品家电包装洗漱用品包装服饰包装日用品包装母婴,"￥500
            /起",餐饮//招商/金融/保险/地推/广告传单 宣传DM单设计 餐饮 商超 地产 企业 促销单 物料设计印刷,"￥200
            /起",企业/金融/招商/产品/会议/易拉宝设计/X展架,"￥300
            /起"
【LOGO设计】logo设计,https://task.epwk.com/632397/,520人,1人,1000元以内,圆满完成,o5b39ffcf867a7,廖先生  logo设计  名称前面加个图形logo  建筑建模、沙盘等，logo设计普普通通就好 ，长沙,2018.07.02,2018.07.09,任务编号：632397,￥200,3天,广东省-广州市,ART美品牌设计,https://shop.epwk.com/78n966p0znkv/,ART美品牌设计,出售服务,https://shop.epwk.com/78n966p0znkv/chushou/,个人,四品,50分,,,ART美品牌设计,,宣传册 画册,价格面议,VI设计 企业形象设计,价格面议,LOGO商标设计专业设计！保证满意！,价格面议,产品包装设计,价格面议
【PPT设计】区块链项目路演PPAT制作,https://task.epwk.com/632354/,2801人,18人,1000-3000元,圆满完成,mf137****1944,区块链项目路演   益媒链  主要是 区块链+共享+媒体+公益  有说明 大意草本  PPT。要求 极强科技 感  ，要有视觉感 ，新颖明了。3天内完成，目前有5页，要源文如果逻辑需要加页 的可以添加至10页可以自由发挥，请紧扣主题内容,2018.07.02,2018.07.27,任务编号：632354,"￥1000,￥1000,￥500,￥500,￥500,￥600,￥600,￥600,￥1000,￥400","2天,10天,3天,2天,3天,3天,3天,5天,8天,5天","广东省-深圳市,山东省-青岛市,广东省-深圳市-罗湖区,贵州省-贵阳市,浙江省-杭州市-余杭区,河南省-郑州市-二七区,北京市-北京市,云南省-昆明市-呈贡区,天津市-市辖区,浙江省-杭州市-余杭区",逗号科技,https://shop.epwk.com/zqdpl42gpn1v/,逗号科技,出售服务,https://shop.epwk.com/zqdpl42gpn1v/chushou/,企业,七品,40分,,,逗号科技,,Flash动画,"￥80
            /秒",宣传册,380,企业VI/UI设计,3800,演示PPT制作,3800
【包装设计】澳洲燕麦片包装设计,https://task.epwk.com/631770/,1585人,10人,1000元以内,圆满完成,mf138****5185,澳洲燕麦片包装设计，圆桶，塑料袋，两种包装形式。圆桶三个，塑料袋包装三个。圆桶分1000克澳洲即食燕麦片，900克全粒型澳洲燕麦片和900克澳洲黑燕麦片。塑料袋儿包装是平口袋设计，400克快餐澳洲燕麦片，400克水果澳洲燕麦片，400克坚果澳洲燕麦片。预算300-500，能接受的联系沟通，报价高请勿联系联系qq，不便电话,2018.07.02,2018.07.18,任务编号：631770,"￥500,￥2000,￥500,￥500,￥400","4天,7天,3天,3天,2天","广东省-广州市,广东省-广州市,广东省-广州市,湖北省-武汉市,广东省-广州市",广州市乐映水品牌设计有限公司,https://shop.epwk.com/v0n1xxvml57y/,广州市乐映水品牌设计有限公司,出售服务,https://shop.epwk.com/v0n1xxvml57y/chushou/,企业,二品,45分,,,广州市乐映水品牌设计有限公司,,优惠价LOGO设计：活动时间：2018.11.20-2019.3.20,￥300,工业产品设计,价格面议,互联网设计,价格面议,企业品牌形象VI设计,"￥10000
            /起"
【海报设计】企业安全生产海报设计,https://task.epwk.com/632130/,760人,1人,1000元以内,圆满完成,pigie,企业安全生产海报设计一年20张左右、我们企业安全部已有主题，一年20张左右。一个月1-2张。画面符合主题要求，主题要设计字体，如“高考加油”这样四个字。突发事件电话号码这个图，老板不是很满意，主要是对底色不满意。内容上大概都是表达主题即可。第一次的任务是：突发事件电话号码，看做出来是否比图例更好。,2018.07.02,2018.07.11,任务编号：632130,￥400,7天,湖南省-长沙市,维度创意设计工作室,https://shop.epwk.com/2j5jjylo75pz/,,,,,,,,,,,,,,,,,,
【包装设计】面包包装设计,https://task.epwk.com/632238/,713人,1人,1000元以内,圆满完成,vitorru,陈先生  广东汕头  面包外包装设计 一款 微信是手机号 无地域要求,2018.07.02,2018.07.04,任务编号：632238,￥500,3天,广东省-广州市,熊治xiongzhi,https://shop.epwk.com/4rn8qqm9wngm/,,,,,,,,,,,,,,,,,,
【LOGO设计】贞孚商标logo设计,https://task.epwk.com/631711/,655人,1人,1000元以内,圆满完成,vitorru,贞孚商标logo设计，x先生，无地区要求，具体细节双方已经谈好。,2018.06.30,2018.07.26,任务编号：631711,￥500,5天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款"
【产品外观设计】外观设计,https://task.epwk.com/631299/,1901人,1人,3000-5000元,圆满完成,鱼丸子,产品外观设计：做一款考勤机简单的外观设计。结合铁路和高铁元素。工期公司控制在5天左右,2018.06.29,2018.06.29,任务编号：631299,￥3000,5天,浙江省-杭州市,杭州驭形工业设计,https://shop.epwk.com/m7d7ww3wv5q8/,杭州驭形工业设计,出售服务,https://shop.epwk.com/m7d7ww3wv5q8/chushou/,企业,二品,45分,,,杭州驭形工业设计,,机构创新设计,价格面议,婴童产品开发,价格面议,产品外观设计创意设计,价格面议,智能产品设计,价格面议
【LOGO设计】智能化行业文案策划,https://task.epwk.com/630515/,1097人,1人,1000-3000元,圆满完成,k4739****63,智能化行业文案策划 ：内蒙古培铭智能科技有限公司 ，许先生，预算直接沟通报价联系，无地区要求,2018.06.29,2018.10.23,任务编号：630515,￥1500,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款"
【LOGO设计】大健康行业logo设计,https://task.epwk.com/630825/,2035人,19人,1000元以内,圆满完成,k7471****71,大健康行业logo设计：做的是健康产业，产品是药，有门店，需要商标注册，预算直接沟通报价联系，无地区要求,2018.06.28,2018.07.12,任务编号：630825,"￥500,￥800,￥1000,￥800,￥1000,￥1000,￥1000,￥1000,￥700","2天,3天,3天,3天,5天,7天,7天,3天,5天","广东省-深圳市,湖北省-武汉市,广东省-深圳市,辽宁省-大连市,山东省-烟台市,河南省-新乡市,广东省-广州市,河南省-郑州市,北京市-北京市-海淀区",来吧科技旗舰店,https://shop.epwk.com/qgdmj8jwodke/,来吧科技旗舰店,出售服务,https://shop.epwk.com/qgdmj8jwodke/chushou/,企业,五品,40分,,,来吧科技旗舰店,,关键字优化无效退款百度排名首页,价格面议,UI设计,价格面议,UI设计,价格面议,需求分析、信息构架、流程设计、低保真原型设计,100
【详情页设计】产品详情页设计,https://task.epwk.com/630955/,2118人,36人,1000元以内,圆满完成,o5b21d66c42e5e,做一款产品详情页,2018.06.28,2018.07.09,任务编号：630955,"￥100,￥600,￥299,￥300,￥300,￥100,￥1000,￥200,￥1000,￥500,￥1000","2天,10天,5天,5天,3天,2天,1天,3天,3天,3天,10天","山东省-济南市,山东省-青岛市,浙江省-杭州市-江干区,广东省-东莞市-东莞市,河南省-郑州市-中原区,安徽省-合肥市,广东省-佛山市-禅城区,山东省-青岛市-即墨市,河南省-郑州市,河南省-洛阳市,天津市-市辖区",图度文化,https://shop.epwk.com/p05qj9mm3dev/,,,,,,,,,,,,,,,,,,
【宣传册设计】宣传画册设计,https://task.epwk.com/630687/,2574人,32人,1000元以内,圆满完成,mf138****7708,我要做一本画册，已有内容，找一个美工编辑，具体详细沟通，报价 联系,2018.06.28,2018.07.13,任务编号：630687,"￥500,￥1000,￥500,￥600,￥500,￥800,￥800,￥1000,￥1000","5天,5天,3天,2天,3天,2天,3天,4天,3天","辽宁省-沈阳市,河南省-郑州市-市辖区,山西省-晋中市-榆次区,江西省-南昌市-南昌县,陕西省-西安市-未央区,北京市-北京市-西城区,广东省-深圳市,浙江省-杭州市,广东省-揭阳市-普宁市",沈阳思广益广告有限公司,https://shop.epwk.com/qgdmj8mrydke/,沈阳思广益广告有限公司,出售服务,https://shop.epwk.com/qgdmj8mrydke/chushou/,企业,六品,40分,,,沈阳思广益广告有限公司,,网站设计,价格面议,海报、画册、宣传页设计,价格面议,包装设计,价格面议,VI设计,价格面议
【产品外观设计】设计（改良）3款硅胶产品,https://task.epwk.com/630394/,4302人,4人,1000-3000元,圆满完成,牛肉干的回忆,设计3款硅胶产品1、振动棒（原产品增加功能后，需要重新摆放，对结构造成影响，需要修改外观）2、长尾跳蛋（原产品放置更大震动马达和电池，需要改大体积）3、肛塞（原产品做尾部细微优化，改善天线结构）备注：1、设计师务必是深圳的，必要时当面沟通。            2、 提供产品实物，附件仅为参考图            3、工作内容主要是根据实物做外观调整            4、提交 3d 文件(最好是proe),2018.06.27,2018.08.11,任务编号：630394,"￥1600,￥3000,￥3000","12天,5天,3天","广东省-深圳市,广东省-深圳市,广东省-佛山市",深圳云大工业产品设计有限公司,https://shop.epwk.com/zqdpl10gon1v/,深圳云大工业产品设计有限公司,出售服务,https://shop.epwk.com/zqdpl10gon1v/chushou/,企业,七品,40分,,,深圳云大工业产品设计有限公司,,产品外观设计,价格面议,产品结构设计,价格面议,手板制作,价格面议,模具制造,价格面议
【名片设计】公司名片设计,https://task.epwk.com/630315/,1925人,2人,1000元以内,圆满完成,wxjgs,对公司名片进行设计，公司已经有VI标识，需要对名片进行再设计，让客户印象更加深刻，名片能够体现公司的文化，大方，生动,2018.06.27,2018.07.09,任务编号：630315,"￥300,￥1000","1天,3天","广东省-广州市,广东省-佛山市",锐点品牌视觉,https://shop.epwk.com/p05qjeorodev/,锐点品牌视觉,出售服务,https://shop.epwk.com/p05qjeorodev/chushou/,企业,三品,70分,,,锐点品牌视觉,,宣传册设计 画册设计 产品画册  企业画册,"￥200
            /P",餐饮小食点餐海报点餐灯箱,"￥350
            /款",首席餐饮VI西餐火锅咖啡奶茶饮品甜品门店品牌vi设计,"￥2000
            /起",金融科技工业制造证券投资钟表珠宝房地产卡通logo商标设计,"￥1800
            /款"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】亚马河logo设计定金,https://task.epwk.com/630303/,620人,1人,1000元以内,圆满完成,du6789,logo设计，电商行业，名字：亚马河，,2018.06.27,2018.07.05,任务编号：630303,￥200,1天,安徽省-合肥市,巨维（均流笔触网络科技）,https://shop.epwk.com/81n41mllvnp6/,,,,,,,,,,,,,,,,,,
【海报设计】外卖店铺招牌海报设计菜品修图,https://task.epwk.com/629811/,2425人,25人,1000元以内,圆满完成,o5b30f0e6e455d,设计粥店外卖平台，店内海报一张，店内招牌一张，菜品图片修改30张。海报招牌风格不限。预算500内，报价高请勿联系,2018.06.25,2018.07.03,任务编号：629811,"￥100,￥500,￥500,￥1000,￥1000,￥1000,￥500,￥1000,￥500,￥800,￥1000","2天,10天,3天,5天,3天,7天,5天,7天,7天,2天,4天","广东省-深圳市,山东省-青岛市,四川省-成都市,湖北省-武汉市,云南省-昆明市,上海市-市辖区,安徽省-合肥市-市辖区,广东省-广州市,辽宁省-大连市,山东省-济南市,安徽省-合肥市",睿力互娱网络有限公司,https://shop.epwk.com/9w56e1m3wdv1/,睿力互娱网络有限公司,出售服务,https://shop.epwk.com/9w56e1m3wdv1/chushou/,企业,一品,62分,,,睿力互娱网络有限公司,,,,,,,,,
【LOGO设计】餐饮行业logo设计,https://task.epwk.com/629434/,1005人,1人,1000元以内,圆满完成,k6286****81,餐饮行业logo设计：名字叫七酒烤肉，需要商标注册，预算直接沟通报价联系，无地区要求,2018.06.25,2018.06.28,任务编号：629434,￥800,6天,浙江省-杭州市,曼勾创意设计,https://shop.epwk.com/2j5jjy3mk5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】连锁便利店LOGO和vi设计,https://task.epwk.com/629327/,4426人,70人,1000元以内,圆满完成,o5a12****27a92,LOGO、VI设计一家连锁便利店，LOGO用于店招具体详谈,2018.06.24,2018.08.06,任务编号：629327,"￥500,￥1000,￥2600,￥3000,￥2000,￥3000,￥3000","5天,2天,10天,10天,15天,5天,15天","广东省-深圳市,山东省-烟台市-芝罘区,广东省-深圳市,广东省-深圳市,天津市-市辖区-和平区,云南省-昆明市,云南省-昆明市",弗兰广告Fran Advertising,https://shop.epwk.com/78n96wo92nkv/,,,,,,,,,,,,,,,,,,
【展示设计】大米展厅效果图设计,https://task.epwk.com/629316/,2384人,7人,1000-3000元,圆满完成,o5a10f338344fb,"大米展厅效果图设计,公司是生产大米的，参加发型展销会，需要设计一个展厅的效果图",2018.06.24,2018.12.07,任务编号：629316,"￥2000,￥1000,￥1500,￥1000,￥1000,￥1000","3天,7天,2天,3天,3天,5天","江苏省-常州市,安徽省-合肥市,山东省-济南市,广东省-佛山市,广东省-深圳市,广东省-深圳市-龙岗区",朝歌品牌设计,https://shop.epwk.com/2j5jjy4j95pz/,朝歌品牌设计,出售服务,https://shop.epwk.com/2j5jjy4j95pz/chushou/,企业,三品,40分,,,朝歌品牌设计,,【资深设计师】3D建模类,价格面议,【资深设计师】 海报设计,价格面议,【资深设计师】 网站建设,价格面议,【资深设计师】公众号代运营 文案编写,价格面议
【VI设计】服装定制积分卡设计,https://task.epwk.com/628397/,950人,1人,1000元以内,圆满完成,k5475****68,已跟设计师谈好了,2018.06.21,2018.06.28,任务编号：628397,￥100,3天,河北省-廊坊市-文安县,鸿欧创意,https://shop.epwk.com/rp5z4m1jxdx3/,,,,,,,,,,,,,,,,,,
