标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【OA系统】Excel一期付款,https://task.epwk.com/691800/,1578人,1人,"¥2,500",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,Excel一期付款,直接雇佣￥ 2500,￥ 2500,任务编号：691800,1196-1414.csv,,,
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,https://task.epwk.com/691803/,417人,1人,"¥13,800",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,直接雇佣￥ 13800,￥ 13800,任务编号：691803,1196-1414.csv,,,
【H5设计】地产项目季度提报,https://task.epwk.com/691858/,639人,1人,"¥19,965",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,地产项目季度提报,直接雇佣￥ 19965,￥ 19965,任务编号：691858,1196-1414.csv,,,
【APP开发】滤镜APP开发,https://task.epwk.com/691859/,447人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,滤镜APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：691859,1196-1414.csv,,,
【APP开发】社交APP开发,https://task.epwk.com/691861/,223人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,社交APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：691861,1196-1414.csv,,,
【APP开发】益智类游戏APP开发,https://task.epwk.com/691862/,296人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,益智类游戏APP开发,直接雇佣￥ 46000,￥ 46000,任务编号：691862,1196-1414.csv,,,
【APP开发】小程序开发,https://task.epwk.com/691863/,427人,1人,"¥22,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,小程序开发,直接雇佣￥ 22000,￥ 22000,任务编号：691863,1196-1414.csv,,,
【APP开发】物流app二期,https://task.epwk.com/691865/,399人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,物流app二期,直接雇佣￥ 50000,￥ 50000,任务编号：691865,1196-1414.csv,,,
【APP开发】蓝牙控制开发二期,https://task.epwk.com/691866/,126人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,蓝牙控制开发二期,直接雇佣￥ 30000,￥ 30000,任务编号：691866,1196-1414.csv,,,
【APP开发】现有程序二次开发,https://task.epwk.com/691868/,291人,1人,"¥22,000",圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,现有程序二次开发,直接雇佣￥ 22000,￥ 22000,任务编号：691868,1196-1414.csv,,,
【LOGO设计】Logo设计,https://task.epwk.com/691871/,451人,1人,¥888,圆满完成,https://task.epwk.com/page1271.html?m=6&o=7,Logo设计,直接雇佣￥ 888,￥ 888,任务编号：691871,1196-1414.csv,,,
【软件UI设计】手机界面UI设计第三期,https://task.epwk.com/691905/,324人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,手机界面UI设计第三期,直接雇佣￥ 10000,￥ 10000,任务编号：691905,1196-1414.csv,,,
【包装设计】包装设计  资深设计  送包装打样,https://task.epwk.com/691906/,419人,1人,¥300,圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,包装设计  资深设计  送包装打样,直接雇佣￥ 300,￥ 300,任务编号：691906,1196-1414.csv,,,
【小程序开发】社区团购小程序,https://task.epwk.com/691909/,503人,1人,"¥12,500",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,社区团购小程序,直接雇佣￥ 12500,￥ 12500,任务编号：691909,1196-1414.csv,,,
【产品推广】线上渠道推广一期,https://task.epwk.com/691910/,246人,1人,"¥41,500",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,线上渠道推广一期,直接雇佣￥ 41500,￥ 41500,任务编号：691910,1196-1414.csv,,,
【APP开发】影视APP开发,https://task.epwk.com/691911/,294人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,影视APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：691911,1196-1414.csv,,,
【产品推广】线上渠道推广二期,https://task.epwk.com/691913/,435人,1人,"¥43,400",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,线上渠道推广二期,直接雇佣￥ 43400,￥ 43400,任务编号：691913,1196-1414.csv,,,
【小程序开发】共享农业小程序-支持拼团、砍价、秒杀、活动报名、溯源查询、众筹租用认养等,https://task.epwk.com/691916/,225人,1人,"¥19,800",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,共享农业小程序-支持拼团、砍价、秒杀、活动报名、溯源查询、众筹租用认养等,直接雇佣￥ 19800,￥ 19800,任务编号：691916,1196-1414.csv,,,
【微信开发】微信开发微信小程序开发公众号平台h5定制分销商城功能微信商城,https://task.epwk.com/691918/,276人,1人,"¥9,700",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,微信开发微信小程序开发公众号平台h5定制分销商城功能微信商城,直接雇佣￥ 9700,￥ 9700,任务编号：691918,1196-1414.csv,,,
【广告片/MV】产品宣传片,https://task.epwk.com/691929/,610人,1人,"¥3,500",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,产品宣传片,直接雇佣￥ 3500,￥ 3500,任务编号：691929,1196-1414.csv,,,
网上购物商城APP,https://task.epwk.com/691935/,102人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,网上购物商城APP,直接雇佣￥ 30000,￥ 30000,任务编号：691935,1196-1414.csv,,,
【APP开发】影视APP开发二期,https://task.epwk.com/691936/,115人,1人,"¥12,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,影视APP开发二期,直接雇佣￥ 12000,￥ 12000,任务编号：691936,1196-1414.csv,,,
网上购物商城APP功能添加,https://task.epwk.com/691939/,94人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,网上购物商城APP功能添加,直接雇佣￥ 30000,￥ 30000,任务编号：691939,1196-1414.csv,,,
数据线可移胶标签印刷,https://task.epwk.com/691949/,95人,1人,"¥2,200",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,数据线可移胶标签印刷,直接雇佣￥ 2200,￥ 2200,任务编号：691949,1196-1414.csv,,,
【APP界面设计】TV影音平台UI设计(尾款),https://task.epwk.com/691968/,1159人,1人,"¥110,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,TV影音平台UI设计(尾款),直接雇佣￥ 110000,￥ 110000,任务编号：691968,1196-1414.csv,,,
【宣传册设计】地产项目年度提报,https://task.epwk.com/691971/,385人,1人,"¥14,975",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,地产项目年度提报,直接雇佣￥ 14975,￥ 14975,任务编号：691971,1196-1414.csv,,,
【详情页设计】天猫淘宝 亚马逊 速买通 店铺装修 宝贝详情页设计 资深设计,https://task.epwk.com/691979/,574人,1人,"¥36,800",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,天猫淘宝 亚马逊 速买通 店铺装修 宝贝详情页设计 资深设计,直接雇佣￥ 36800,￥ 36800,任务编号：691979,1196-1414.csv,,,
商城APP,https://task.epwk.com/691982/,88人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,商城APP,直接雇佣￥ 30000,￥ 30000,任务编号：691982,1196-1414.csv,,,
【小程序开发】车载机器人,https://task.epwk.com/691985/,231人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,车载机器人,直接雇佣￥ 50000,￥ 50000,任务编号：691985,1196-1414.csv,,,
【项目管理软件】项目管理软件开发,https://task.epwk.com/691987/,1851人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,项目管理软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：691987,1196-1414.csv,,,
APPUI设计,https://task.epwk.com/691994/,88人,1人,"¥10,200",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,APPUI设计,直接雇佣￥ 10200,￥ 10200,任务编号：691994,1196-1414.csv,,,
APPUI设计,https://task.epwk.com/692003/,144人,1人,"¥12,802",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,APPUI设计,直接雇佣￥ 12802,￥ 12802,任务编号：692003,1196-1414.csv,,,
【APP开发】仿今日头条新闻软件,https://task.epwk.com/692020/,333人,1人,"¥47,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,仿今日头条新闻软件,直接雇佣￥ 47000,￥ 47000,任务编号：692020,1196-1414.csv,,,
教育APP开发,https://task.epwk.com/692029/,66人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,教育APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：692029,1196-1414.csv,,,
APP开发,https://task.epwk.com/692031/,43人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,APP开发,直接雇佣￥ 20000,￥ 20000,任务编号：692031,1196-1414.csv,,,
【LOGO设计】公司LOGO+VIS手册设计,https://task.epwk.com/692040/,454人,1人,"¥12,800",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,公司LOGO+VIS手册设计,直接雇佣￥ 12800,￥ 12800,任务编号：692040,1196-1414.csv,,,
【电商网站】商城网站二期开发制作,https://task.epwk.com/692046/,254人,1人,"¥6,000",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,商城网站二期开发制作,直接雇佣￥ 6000,￥ 6000,任务编号：692046,1196-1414.csv,,,
【包装设计】包装设计  资深设计  送包装打样,https://task.epwk.com/692054/,383人,1人,¥500,圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,包装设计  资深设计  送包装打样,直接雇佣￥ 500,￥ 500,任务编号：692054,1196-1414.csv,,,
【APP推广】推广,https://task.epwk.com/692057/,144人,1人,¥200,圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,推广,直接雇佣￥ 200,￥ 200,任务编号：692057,1196-1414.csv,,,
【APP推广】推广注册,https://task.epwk.com/692058/,140人,1人,¥300,圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,推广注册,直接雇佣￥ 300,￥ 300,任务编号：692058,1196-1414.csv,,,
【宣传册设计】纪念册子设计,https://task.epwk.com/692059/,761人,1人,"¥6,680",圆满完成,https://task.epwk.com/page1270.html?m=6&o=7,纪念册子设计,直接雇佣￥ 6680,￥ 6680,任务编号：692059,1196-1414.csv,,,
【其他软件开发】网站开发,https://task.epwk.com/692066/,298人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,网站开发,直接雇佣￥ 1000,￥ 1000,任务编号：692066,1196-1414.csv,,,
【其他软件开发】用C语言生成苹果IOS得.a静态库,https://task.epwk.com/692067/,851人,1人,¥200,圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,用C语言生成苹果IOS得.a静态库,直接雇佣￥ 200,￥ 200,任务编号：692067,1196-1414.csv,,,
【小程序开发】微信、支付宝、百度小程序定制开发,https://task.epwk.com/692073/,343人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,微信、支付宝、百度小程序定制开发,直接雇佣￥ 2000,￥ 2000,任务编号：692073,1196-1414.csv,,,
【LOGO设计】蔬果配送公司LOGO设计,https://task.epwk.com/692077/,346人,1人,"¥1,688",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,蔬果配送公司LOGO设计,直接雇佣￥ 1688,￥ 1688,任务编号：692077,1196-1414.csv,,,
【企业官网】网站修改一下,https://task.epwk.com/692082/,253人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,网站修改一下,直接雇佣￥ 1000,￥ 1000,任务编号：692082,1196-1414.csv,,,
【APP推广】推广App,https://task.epwk.com/692090/,214人,1人,¥300,圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,推广App,直接雇佣￥ 300,￥ 300,任务编号：692090,1196-1414.csv,,,
【数据库设计】电商平台数据采集,https://task.epwk.com/692096/,2050人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,电商平台数据采集,直接雇佣￥ 45000,￥ 45000,任务编号：692096,1196-1414.csv,,,
【包装设计】包装设计  资深设计  送包装打样,https://task.epwk.com/692106/,543人,1人,¥500,圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,包装设计  资深设计  送包装打样,直接雇佣￥ 500,￥ 500,任务编号：692106,1196-1414.csv,,,
【小程序开发】图片中的某块区域面积占比计算,https://task.epwk.com/692110/,725人,1人,"¥6,405",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,图片中的某块区域面积占比计算,直接雇佣￥ 6405,￥ 6405,任务编号：692110,1196-1414.csv,,,
【财务管理系统】财务管理软件开发,https://task.epwk.com/692115/,1740人,1人,"¥53,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,财务管理软件开发,直接雇佣￥ 53000,￥ 53000,任务编号：692115,1196-1414.csv,,,
【APP界面设计】APP产品ui设计,https://task.epwk.com/692117/,549人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,APP产品ui设计,直接雇佣￥ 10000,￥ 10000,任务编号：692117,1196-1414.csv,,,
【包装设计】圣诞限量版口红包装设计,https://task.epwk.com/692119/,554人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,圣诞限量版口红包装设计,直接雇佣￥ 10000,￥ 10000,任务编号：692119,1196-1414.csv,,,
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,https://task.epwk.com/692141/,236人,1人,"¥37,600",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,直接雇佣￥ 37600,￥ 37600,任务编号：692141,1196-1414.csv,,,
【活动策划】商场活动策划和执行一期,https://task.epwk.com/692149/,848人,1人,"¥49,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,商场活动策划和执行一期,直接雇佣￥ 49000,￥ 49000,任务编号：692149,1196-1414.csv,,,
"【小程序开发】互助,互保平台APP开发",https://task.epwk.com/692152/,243人,1人,"¥12,800",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,"互助,互保平台APP开发",直接雇佣￥ 12800,￥ 12800,任务编号：692152,1196-1414.csv,,,
【APP开发】汽车汽车维修app,https://task.epwk.com/692153/,373人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,汽车汽车维修app,直接雇佣￥ 50000,￥ 50000,任务编号：692153,1196-1414.csv,,,
【OA系统】旅游类app开发,https://task.epwk.com/692154/,1565人,1人,"¥48,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,旅游类app开发,直接雇佣￥ 48000,￥ 48000,任务编号：692154,1196-1414.csv,,,
【小程序开发】共享充电小程序,https://task.epwk.com/692155/,310人,1人,"¥18,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,共享充电小程序,直接雇佣￥ 18000,￥ 18000,任务编号：692155,1196-1414.csv,,,
【宣传单设计】年底公司活动物料设计,https://task.epwk.com/692156/,748人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,年底公司活动物料设计,直接雇佣￥ 15000,￥ 15000,任务编号：692156,1196-1414.csv,,,
网络教育平台,https://task.epwk.com/692159/,92人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,网络教育平台,直接雇佣￥ 50000,￥ 50000,任务编号：692159,1196-1414.csv,,,
【测试服务】小程序搭建，快速小程序搭建，小程序定制，给类型小程序开发,https://task.epwk.com/692208/,1561人,1人,"¥6,998",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,小程序搭建，快速小程序搭建，小程序定制，给类型小程序开发,直接雇佣￥ 6998,￥ 6998,任务编号：692208,1196-1414.csv,,,
【商业提案】商业计划书,https://task.epwk.com/692217/,357人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,商业计划书,直接雇佣￥ 5000,￥ 5000,任务编号：692217,1196-1414.csv,,,
【品牌策划】品牌全案,https://task.epwk.com/692219/,163人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,品牌全案,直接雇佣￥ 3000,￥ 3000,任务编号：692219,1196-1414.csv,,,
【专业代笔】PPT设计,https://task.epwk.com/692220/,530人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：692220,1196-1414.csv,,,
【宣传策划】文案撰写,https://task.epwk.com/692221/,199人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,文案撰写,直接雇佣￥ 2000,￥ 2000,任务编号：692221,1196-1414.csv,,,
【微信代运营】公众号代运营,https://task.epwk.com/692222/,430人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,公众号代运营,直接雇佣￥ 3000,￥ 3000,任务编号：692222,1196-1414.csv,,,
【视频推广】视频推广,https://task.epwk.com/692223/,820人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,视频推广,直接雇佣￥ 5000,￥ 5000,任务编号：692223,1196-1414.csv,,,
视频宣传片制作,https://task.epwk.com/692224/,376人,1人,"¥17,820",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,视频宣传片制作,直接雇佣￥ 17820,￥ 17820,任务编号：692224,1196-1414.csv,,,
【网店推广】整合营销,https://task.epwk.com/692226/,217人,1人,"¥7,000",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,整合营销,直接雇佣￥ 7000,￥ 7000,任务编号：692226,1196-1414.csv,,,
【服装设计】鼎国际教育LOGO+VI,https://task.epwk.com/692229/,1824人,1人,"¥7,001",圆满完成,https://task.epwk.com/page1269.html?m=6&o=7,鼎国际教育LOGO+VI,直接雇佣￥ 7001,￥ 7001,任务编号：692229,1196-1414.csv,,,
产品详情页设计,https://task.epwk.com/692231/,156人,1人,"¥19,520",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,产品详情页设计,直接雇佣￥ 19520,￥ 19520,任务编号：692231,1196-1414.csv,,,
【主图设计】圣诞节网店宝贝主图、背景图设计,https://task.epwk.com/692256/,927人,1人,"¥18,750",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,圣诞节网店宝贝主图、背景图设计,直接雇佣￥ 18750,￥ 18750,任务编号：692256,1196-1414.csv,,,
【APP开发】党建系统APP,https://task.epwk.com/692289/,331人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,党建系统APP,直接雇佣￥ 40000,￥ 40000,任务编号：692289,1196-1414.csv,,,
【包装设计】食品插画包装设计,https://task.epwk.com/692298/,308人,1人,"¥6,800",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,食品插画包装设计,直接雇佣￥ 6800,￥ 6800,任务编号：692298,1196-1414.csv,,,
【小程序开发】微信开发微信小程序开发公众号微信商城微商城h5小程序定制开发,https://task.epwk.com/692307/,207人,1人,"¥8,800",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,微信开发微信小程序开发公众号微信商城微商城h5小程序定制开发,直接雇佣￥ 8800,￥ 8800,任务编号：692307,1196-1414.csv,,,
【包装设计】动漫设计,https://task.epwk.com/692308/,497人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,动漫设计,直接雇佣￥ 30000,￥ 30000,任务编号：692308,1196-1414.csv,,,
【电商网站】仿一个微信端网站,https://task.epwk.com/692327/,456人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,仿一个微信端网站,直接雇佣￥ 5000,￥ 5000,任务编号：692327,1196-1414.csv,,,
【APP推广】推广,https://task.epwk.com/692331/,246人,1人,¥300,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,推广,直接雇佣￥ 300,￥ 300,任务编号：692331,1196-1414.csv,,,
【其他内容创作】展会策划活动,https://task.epwk.com/692337/,1318人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,展会策划活动,直接雇佣￥ 30000,￥ 30000,任务编号：692337,1196-1414.csv,,,
【企业官网】企业网站制作 | 企业网站定制 | 企业官网 手机WAP版,https://task.epwk.com/692343/,353人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,企业网站制作 | 企业网站定制 | 企业官网 手机WAP版,直接雇佣￥ 2000,￥ 2000,任务编号：692343,1196-1414.csv,,,
商城小程序开发,https://task.epwk.com/692359/,269人,1人,"¥38,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,商城小程序开发,直接雇佣￥ 38000,￥ 38000,任务编号：692359,1196-1414.csv,,,
【VI设计】地产项目年度提报,https://task.epwk.com/692365/,399人,1人,"¥29,985",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,地产项目年度提报,直接雇佣￥ 29985,￥ 29985,任务编号：692365,1196-1414.csv,,,
【宣传册设计】宣传册子设计,https://task.epwk.com/692378/,429人,1人,"¥1,200",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,宣传册子设计,直接雇佣￥ 1200,￥ 1200,任务编号：692378,1196-1414.csv,,,
【APP推广】推广,https://task.epwk.com/692387/,161人,1人,¥200,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,推广,直接雇佣￥ 200,￥ 200,任务编号：692387,1196-1414.csv,,,
【APP推广】注册,https://task.epwk.com/692388/,120人,1人,¥200,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,注册,直接雇佣￥ 200,￥ 200,任务编号：692388,1196-1414.csv,,,
【APP推广】推广,https://task.epwk.com/692391/,149人,1人,¥100,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,推广,直接雇佣￥ 100,￥ 100,任务编号：692391,1196-1414.csv,,,
【手游开发】手游开发,https://task.epwk.com/692397/,817人,1人,"¥49,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,手游开发,直接雇佣￥ 49000,￥ 49000,任务编号：692397,1196-1414.csv,,,
【APP开发】智能家居软件开发,https://task.epwk.com/692399/,187人,1人,"¥49,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,智能家居软件开发,直接雇佣￥ 49000,￥ 49000,任务编号：692399,1196-1414.csv,,,
【小程序开发】微信小程序支付功能对接  H5支付数据和小程序支付数据对接,https://task.epwk.com/692404/,396人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,微信小程序支付功能对接  H5支付数据和小程序支付数据对接,直接雇佣￥ 2000,￥ 2000,任务编号：692404,1196-1414.csv,,,
【APP界面设计】手机端一页面设计,https://task.epwk.com/692407/,396人,1人,¥500,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,手机端一页面设计,直接雇佣￥ 500,￥ 500,任务编号：692407,1196-1414.csv,,,
【微信开发】教育培训平台定制开发,https://task.epwk.com/692411/,194人,1人,"¥32,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,教育培训平台定制开发,直接雇佣￥ 32000,￥ 32000,任务编号：692411,1196-1414.csv,,,
小程序开发和设计,https://task.epwk.com/692412/,221人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,小程序开发和设计,直接雇佣￥ 40000,￥ 40000,任务编号：692412,1196-1414.csv,,,
【其他软件开发】微信小程序修改,https://task.epwk.com/692413/,253人,1人,"¥11,560",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,微信小程序修改,直接雇佣￥ 11560,￥ 11560,任务编号：692413,1196-1414.csv,,,
【APP推广】推广,https://task.epwk.com/692415/,199人,1人,¥500,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,推广,直接雇佣￥ 500,￥ 500,任务编号：692415,1196-1414.csv,,,
【APP开发】WiFi控制软件开发,https://task.epwk.com/692420/,201人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,WiFi控制软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：692420,1196-1414.csv,,,
【产品推广】推广,https://task.epwk.com/692422/,149人,1人,¥500,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,推广,直接雇佣￥ 500,￥ 500,任务编号：692422,1196-1414.csv,,,
【APP开发】WiFi控制软件开发,https://task.epwk.com/692423/,220人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,WiFi控制软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：692423,1196-1414.csv,,,
【名片设计】杂志广告页和名片设计,https://task.epwk.com/692425/,486人,1人,¥680,圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,杂志广告页和名片设计,直接雇佣￥ 680,￥ 680,任务编号：692425,1196-1414.csv,,,
【APP开发】WiFi控制软件开发,https://task.epwk.com/692426/,379人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,WiFi控制软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：692426,1196-1414.csv,,,
【OA系统】企业管理软件一期,https://task.epwk.com/692427/,1523人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1268.html?m=6&o=7,企业管理软件一期,直接雇佣￥ 50000,￥ 50000,任务编号：692427,1196-1414.csv,,,
【OA系统】企业管理软件二期,https://task.epwk.com/692428/,1429人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,企业管理软件二期,直接雇佣￥ 40000,￥ 40000,任务编号：692428,1196-1414.csv,,,
【APP开发】软硬件结合软件开发1期,https://task.epwk.com/692431/,196人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,软硬件结合软件开发1期,直接雇佣￥ 30000,￥ 30000,任务编号：692431,1196-1414.csv,,,
【APP开发】物流app三期,https://task.epwk.com/692432/,132人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,物流app三期,直接雇佣￥ 50000,￥ 50000,任务编号：692432,1196-1414.csv,,,
金融开发APP,https://task.epwk.com/692434/,39人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,金融开发APP,直接雇佣￥ 25000,￥ 25000,任务编号：692434,1196-1414.csv,,,
餐厅小程序开发末期,https://task.epwk.com/692436/,69人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,餐厅小程序开发末期,直接雇佣￥ 50000,￥ 50000,任务编号：692436,1196-1414.csv,,,
家政服务小程序开发二期,https://task.epwk.com/692438/,85人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,家政服务小程序开发二期,直接雇佣￥ 50000,￥ 50000,任务编号：692438,1196-1414.csv,,,
家政服务小程序开发末期,https://task.epwk.com/692440/,139人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,家政服务小程序开发末期,直接雇佣￥ 40000,￥ 40000,任务编号：692440,1196-1414.csv,,,
金融开发APP一期,https://task.epwk.com/692441/,60人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,金融开发APP一期,直接雇佣￥ 25000,￥ 25000,任务编号：692441,1196-1414.csv,,,
实体店小程序开发,https://task.epwk.com/692444/,76人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,实体店小程序开发,直接雇佣￥ 50000,￥ 50000,任务编号：692444,1196-1414.csv,,,
【微信开发】APP定制开发综合商城app生鲜配送app移动应用开发android应用开发,https://task.epwk.com/692445/,380人,1人,"¥48,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,APP定制开发综合商城app生鲜配送app移动应用开发android应用开发,直接雇佣￥ 48000,￥ 48000,任务编号：692445,1196-1414.csv,,,
网站建设,https://task.epwk.com/692446/,47人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1267.html?m=6&o=7,网站建设,直接雇佣￥ 25000,￥ 25000,任务编号：692446,1196-1414.csv,,,
