标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【LOGO设计】中暄（浙江）企业管理有限公司 LOGO设计,,2937人,42人,¥500,圆满完成,,o5f719e8bd25f5,公司经营：主要给企业打包上市和发债的一个公司。需要原创设计，后期打算注册成商标的。,2021-04-20,2021.05.27,任务编号：930635,500.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】蜂蜜LOGO设计,,2769人,48人,¥500,圆满完成,,o6007ee75aa5f3,"公司名称：柳州市钦点食品有限公司标题：蜂蜜logo设计采蜂地：广西地区设计要求：1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出蜂蜜品牌元素;3、能体现特色，4、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2021-04-20,2021.06.28,任务编号：930615,500.0,,,mf18859680220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】花洒彩盒包装设计(一),,2210人,15人,¥800,圆满完成,,生活的理想,附件为旧版彩盒包装源文件（freehand格式），旧包装跟不上时代发展，需要重新设计：请设计师下一步从品牌含义、卫浴行业特点综合来提炼彩盒包装，设计简洁，优雅。（任务比较着急，麻烦设计师们尽快投稿，有合适的会提前选稿）,2021-04-19,2021.05.13,任务编号：930507,800.0,,,o5d5b4e052b890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】烧烤店LOGO设计,,2032人,26人,¥500,圆满完成,,mf159****0333,名称：焰遇行业：主打年轻时尚烧烤店，设计方案二选一：（1）以贴切名字为主题设计                               （2）以贴切行业为主题设计,2021-04-19,2021.04.25,任务编号：930269,500.0,,,斑马文化,,,,,企业,七品,42分,,,,,包装设计,"￥500
            /起",宣传品设计,"￥500
            /起",LOGO设计,"￥500
            /起",,,,,,,,,,,,,LOGO设计,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】关于包装制品公司logo设计方案,,2893人,65人,"¥1,560",圆满完成,,snjebb,关于公司名称及介绍请查看附件word，内有详细介绍。1、设计思路可创新。要求简洁，大气，时尚（也可带有中国特色的元素）2、现英文字母蓝色已注册过，注册图形请查看附件。如设计受限制，可把英文字图形与标志一起推翻重新设计。3、请各位设计老师提交时务必保证原创，保证后续LOGO商标可注册。请概述标识设计含义，以及提供简单的标志应用设计。（另部分过于简洁标识一般无法注册。请提前考虑。谢谢。）,2021-04-19,2021.06.03,任务编号：930492,1560.0,,,独创未来,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】餐饮行业logo创意设计,,4856人,40人,¥500,圆满完成,,mf150****7771,餐饮行业logo创意设计 ，店名是：津锅底，设计要求：要具备独创性，有辨识度，后期需要注册成商标的，图形和文字都需要创意设计，文字设计不要太过花哨,2021-04-19,2021.05.30,任务编号：930468,500.0,,,龙蛇映像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】特念矿泉水LOGO设计,,1909人,38人,¥660,圆满完成,,o607d4214d531a,"设计要求： 1、商标名称：特念矿泉 2、我们是做矿泉水的企业，logo要求大气简约，要与我们产品风格吻合，需要图形和文字相结合 3、中标的设计作品，设计方须提供完整可用的矢量图形源文件（*.cdr、*.ai等）；知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品我们的理念是：用心做好水，健康水  喝特念",2021-04-19,2021.04.28,任务编号：930448,660.0,,,步同品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】be4 dawn健身服装LOGO 设计，品牌元素：巴哥犬,,1092人,17人,¥500,圆满完成,,PP34,行业： 运动服饰品牌品牌名字： beast within / champion of the heart元素： 巴哥犬 + 杠铃要求风格： 简介 有野性疯狂的感觉。概括型  素描+ 文字（可以类似gym shark logo 鲨鱼),2021-04-19,2021.05.07,任务编号：930251,500.0,,,宇易品牌策划,,,,,工作室,三品,43分,,,,,LOGO设计,"￥300
            /日",,,,,,,,,,,,,,,,,LOGO设计,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【吉祥物设计】做一个卡通形象设计,,1703人,16人,¥500,圆满完成,,o606afc969b995,以洪泽湖大闸蟹为主题做一个卡通形象设计要求：要有创新思维是原创图案百度搜索洪泽湖大闸蟹有资料文献中标请把源文件给我谢谢,2021-04-19,2021.05.01,任务编号：930345,500.0,,,o5d1dc61372ab4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉祥物设计,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】胶水品牌LOGO设计,,1329人,34人,¥500,圆满完成,,Derek_deng,品牌名称：dsio产品类型：胶水应用领域：散热器，电脑CPU等,2021-04-19,2021.05.17,任务编号：930322,500.0,,,龙蛇映像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】一家生鲜需要设计一个商标，并且注册,,1416人,21人,¥600,圆满完成,,o607c02da4b253,"我们一家生鲜，蔬菜等配送公司，需要设计一个商标，并且注册，名字叫“裕农生鲜”。

兰考县裕农供应链管理有限公司，是一家集智慧农贸、中央厨房、互
联网生鲜电商平台、连锁社区店项目为一体的现代化农业企业。公司致力
于服务三农、乡村振兴事业，共同开拓农产品大宗物流+同城配送+县域联
盟的大数据平台，带动本县农业产业发展，创造家门口的就业岗位。公司
主要为商户和家庭用户精选优质的果蔬肉蛋、米面粮油、调味品等生活必
需品，并与种植农户达成战略合作，通过产地直供、现场采摘、全城直播，
让消费者买到质优价廉、安全放心的产品。公司重金投入300余万元，自
建农残检测、病害肉检测、瘦肉精检测标准化实验室，并引进现代化溯源系统，
通过采集农产品在生产、加工、仓储、物流等环节的相关数据，为农产品建立
可视化产品档案，实现从农田到餐桌的双向可追溯，从而让消费者可以更加放
心的使用我们的产品。",2021-04-18,2021.05.03,任务编号：930241,600.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】大智造家 logo设计,,2926人,54人,¥500,圆满完成,,o607bc60303c5f,中文名：大智造家，英文名：Buid-A-Home。大智造家中的家，含义可以指人，也可以指事。主营：橱柜，衣柜，全屋定制，装修风格现代，极简为主，logo肯定要时尚点，简单，颜色不用复杂，跟黑色或者灰色背景较搭。,2021-04-18,2021.05.14,任务编号：930219,500.0,,,KIN RABBIT,,,,,工作室,一品,67分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【海报设计】T恤上的文字设计，根据提供的文字任选3幅设计,,6080人,64人,¥500,圆满完成,,o605c1774d7f29,"需求：T恤上的文字设计，根据下面提供的文字，任选3幅文字进行设计交稿1蝙蝠插鸡毛，你算什么鸟2不干活，没饭吃3常年销冠，声名在外4你好富婆5你丑你先说6女施主请自重7哥，不寂寞8一人立志万夫莫敌9妖精，快还我爷爷10喜你为疾，药石无医11日久生情，日久情疏12你是什么垃圾13不讲武德耗子尾汁14各自努力，峰顶相见知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-04-18,2021.05.14,任务编号：930216,500.0,,,广杨工作室,,,,,个人,四品,37分,,,,,,,,,,,,,,,,,,,,,,,海报设计,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【展台设计】设计一款桌面式手机快充充电器和车载充电器的展示架,,2265人,4人,¥600,圆满完成,,mf159****9520,目的：设计一款桌面式手机快充充电器和车载充电器的展示架。要求：1：需要一个10.1寸广告宣传的显示屏。类似一个平板电脑即可。            2：展示架内需要摆放可售的产品如：手机充电器，车载充电器和充电线三种。          3：在展示架两边需要一个体验区，上面需要有供电的插座和车载的点烟器，两种都要有分别人左右两边。          4：需要做到有阶梯感，上层左右两边需要各一个显示器，显示电流和电压。这个分别是手机充电器和车载充电器工作时监测数据。         5：展示架上需要有品牌的LOGO和颜色配套,2021-04-16,2021.07.22,任务编号：930077,600.0,,,o5d5b4e052b890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,展台设计,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【海报设计】招聘会主背景设计,,3705人,57人,¥300,圆满完成,,dywhgyn181005,"招聘会主背景设计：尺寸6✖️3.5米横向。


文案：浙江音乐学院2021年春季就业招聘会

时间：2021年5月12日（周三）13:30-15:30
地点：浙江音乐学院南区食堂二楼

主办：浙江音乐学院 
承办：浙江音乐学院学生处


要求：主色调橙色，但是不要整版纯色。",2021-04-16,2021.05.20,任务编号：930075,300.0,,,o5d5b4e052b890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海报设计,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】潮牌logo设计,,15839人,98人,"¥1,491",圆满完成,,lomo8080,设计logo为“极雾造势”四个字。1、年轻人的潮牌2、可融入街头hiphop文化、滑板、涂鸦、蒸汽等潮流元素3、可搭配色彩4、字体不限5、包括vi、海报、包装。户外灯箱设计。6、不能抄袭和复刻，我们要注册标,2021-04-16,2021.11.22,任务编号：929963,1491.0,,,浩天品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】甜牛奶包装设计,,5640人,41人,"¥6,000",圆满完成,,o60780a13dcdd1,1.       品牌名称：小甜甜2.       产品属性:甜牛奶3.       餐品规格：435ml4.       定位：佐餐，休闲饮品5.       消费群体：90、00后6.       消费场景：早中晚餐、下午茶、旅行携带等7.       竞品：李子园、小西牛、光明、阿妈家等甜牛奶(这些设计都不行，只供了解产品属性)8.       设计要求：要求做趣味性包装创意设计，需要有主题性、有足够的创新性想法融入到设计当中。设计形式不限,2021-04-15,2021.05.09,任务编号：929834,6000.0,,,ＵRIZ楽思品牌包装创意,,,,,企业,五品,40分,,,,,IP卡通形象设计,"￥1500
            /起",包装设计,"￥1500
            /起",品牌VI,"￥5800
            /起",LOGO设计,"￥3000
            /起",,,,,,,,,,,包装设计,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】贵州和宇工程有限公司logo设计,,2006人,47人,¥720,圆满完成,,匡向刚,贵州和宇工程有限公司logo设计 1、简洁、明快、易记; 2、有视觉冲击力，醒目易识别，突出品牌“和”元素; 3、能体现机电工程和时代特点、特色。 4、附上创意说明。,2021-04-16,2021.05.16,任务编号：930014,720.0,,,广州柏森体验设计咨询服务有限公司,,,,,企业,七品,40分,,,,,电商网站-门户网站-企业网站建设,"￥100
            /起",APP界面UI设计,"￥100
            /起",PAD端OA系统设计,"￥1000
            /套",小程序设计开发,"￥1000
            /套",台历设计制作,"￥15
            /套",,,,,,,,,LOGO设计,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】水果品牌logo设计,,2216人,45人,¥600,圆满完成,,会力,品牌名称：SEINN ORCHARDSEINN是绿色的意思，ORCHARD是果园，表达此品牌绿色健康，生机勃勃有活力经营项目：芒果，梨要求：（1）主要用于农业板块果蔬类。（2）设计需要考虑商标在果蔬上的显眼度，最好是有效果图，在芒果和梨上展示（3）商标简单易记，简洁大方,2021-04-14,2021.06.22,任务编号：929496,600.0,,,KIN RABBIT,,,,,工作室,一品,67分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】家纺logo设计,,1712人,41人,¥500,圆满完成,,阿图摄影,商标品名：“俏尔霓丝”，是借用了中国 人Chinese音，商标设计需突出中国元素与公司产品特性，公司产品是纺织类家纺为主，如窗帘、被套、床上用品等，产品见附件简洁，大气,2021-04-15,2021.04.30,任务编号：929715,500.0,,,大鹏Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】设计公司LOGO,,1874人,34人,¥500,圆满完成,,Mr138****3377,公司名字：你好明天比较喜欢 字节跳动  和 威马汽车  那种LOGO感觉 是不是可以 用光线什么的来表达自己发挥好了,2021-04-14,2021.04.30,任务编号：929539,500.0,,,通达广告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】建筑公司logo设计,,1715人,33人,¥500,圆满完成,,Mr139****5006,"公司：沈阳筑美建筑科技有限公司主要以建筑工程、建筑劳务业务为主LOGO设计，突出建筑行业化特色，不能过于复杂,简单大方就好。1、大气、简洁、时尚、现代感强、要符合现在的审美要求;能体现行业标志。2、有创意有特色，有视觉冲击力，醒目易识别，需考虑丝印、名片、宣传资料、网络及等整体VI形象。3、附上创意说明；中标作品请提交完整的、可用的矢量图形源文件，必须能修改，排版和印刷，并且提供所用到的相关字体，色号。设计图必须注明各部分比例、颜色、尺寸。4、图形设计参考文字“中研筑安”的意境。三： 知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再在其他任何公开或非公开场所使用该作品，否则即构成侵权，本公司保留依法追究设计方法律责任的权利。",2021-04-14,2021.05.08,任务编号：929440,500.0,,,Look_feng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】北京中资百汇资产管理有限公司LOGO设计,,1092人,28人,¥500,圆满完成,,o60715a366a09c,应用范围：常规企业宣传及使用，用于企业形象VI展示。要求：1、便于识别、记忆，通用性强，设计风格要简洁大气。2、颜色建议：金色3、logo中有英文结合4、应用要素：资产、共享、汇集5、体现主题：汇集资产资源 共享资产资源6、中资百汇企业简介：北京中资百汇资产管理有限公司拥有国内新兴的不良资产交易综合服务平台。以专业、共享、安全为三大属性，通过线上+线下一体化服务体系，搭建起覆盖全国的共享网络；通过建立债权交易共享服务平台，让项目可以直接匹配有效客户资源，提升资产价值。,2021-04-14,2021.05.08,任务编号：929419,500.0,,,zhang0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】公司Logo设计,,4002人,61人,¥500,圆满完成,,o5ea3aad792cb0,公司名称：中电商务（北京）有限公司  缩写：CECOM。请参考附图四叶草的基础上创意发挥，其中最下面的小圆球希望为一地球图案。公司主营业务为招标代理和采购服务。,2021-04-13,2021.04.30,任务编号：929395,500.0,,,雨夜设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】设计图形或文字型的logo,,3003人,43人,"¥1,000",圆满完成,,o5c8450d19a265,"您好   设计图形或文字型的logo名字:香如默类型:休闲要求：能修改到注册为止，休闲娱乐、餐饮、自然教育。logo设计简洁~易识别。颜色蓝色橙色（如图）  喜欢类别如图所示  作品原创，后期要申请商标；要有创意说明；知识产权说明：所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任；中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用",2021-04-13,2021.04.24,任务编号：929342,1000.0,,,牧行者工作室,,,,,工作室,二品,52分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】酱香型白酒包装设计,,3510人,17人,¥500,圆满完成,,o6074f00c910fd,酱香型白酒品牌大汉冠军侯的包装设计。古军旅文化，汉风，突出霍去病的地位形象。普通茅型瓶。容量：500ml,2021-04-13,2021.05.18,任务编号：929211,500.0,,,步同品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】家庭用品厂logo设计，需要申请注册商标,,1410人,16人,¥500,圆满完成,,o5e68375d19a6f,"设计说明： 1． 设计的文案为中文“金恒源”，英文 JHY,中文意思是福满厨房，下厨便捷。2． 用途：“金恒源”这个三字将用作申请商标。3． 产品以塑料厨具，硅胶厨具，塑料菜板，塑料厨房杂件等请参照附件图片；4． 色调偏向暖色（着重红橙黄）；突出家的温暖。5． 附上本司喜欢和不喜欢参考logo作为设计。 设计要求：1. 必须原创，请勿抄袭。不得用软件自动生成，不要浪费彼此时间；2. 符合国内的审美眼光，logo整体简单大气上档气，有家温暖，不花哨；3. 设计围绕图文展开，只要简写，不一定要统一颜色，如有必要可以用不同颜色突出某一个文字。但要看起来要和谐。4. 最好能配上一个跟行业相关的简笔图，使文字看上去会不会单调；5. 请代为设计一个该logo的中文名片，常用联系方式即可；并请同时制作一个PNG格式的透明水印效果，尽量保持原图的美观；同时提供一个JHY 金恒源logo参考。6. 中标稿件，请提供源文件，并视为稿件所有权，使用权为买方所有。7. 附件：",2021-04-12,2021.04.28,任务编号：929146,500.0,,,深圳非凡设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】社交app logo设计,,2619人,54人,¥500,圆满完成,,o6071****1f9c8,品牌：找信英文名：zxall简介：找信是针对线上带团队，维护团队日常的交流及非常安全的一款社交软件，专为团队长打造。功能：短视频功能，打造个人ip群功能，实现团队长更加便捷管理团队，更为主要的是聊天用户数据全部采用区块链分布式储存，保护用户数据安全隐私。logo设计要求：突出社交，安全，可以注册商标的。风格采用超级简单化，也有案例给大家参考 见附件。,2021-04-10,2021.05.04,任务编号：928857,500.0,,,凡人设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【产品外观设计】设计秦代帝王酒酒瓶外观及包装,,5394人,17人,"¥3,000",圆满完成,,o6071****98de1,“秦代帝王”是个自带光环的品牌，霸气、有底蕴，请设计师下一步从品牌含义、酱香酒特点综合来提炼品牌符号和品牌故事，设计既要有历史厚重感又要契合时代感，要求设计一整套的包括酒瓶外观及包装，打造一款让人眼前一亮的酱酒产品。,2021-04-10,2021.05.04,任务编号：928832,3000.0,,,步同品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品外观设计,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】企业LOGO设计,,3097人,59人,¥720,圆满完成,,崽崽的粥,企业：凯瑞特重工 KREAT行业：工程机械、重工（破碎筛分设备制造、销售及租赁于一体）需求：科技感、大气、简约、体现企业精神、符合重工行业、在LOGO中体现设备行业参考：卡特比勒，徐工集团，克雷曼、柳工企业官网：http://www.ynkreat.cn/ 公司简介：凯瑞特重工科技有限公司是专业从事集履带移动式破碎筛分设备的研发、制造、销售、租赁及服务于一体的国家高新技术企业。产品广泛应用于矿山开采、工程建筑、土石方工程、道路建筑、城市基础设施及水泥混凝土路面、建筑垃圾再生等破碎作业。经过多年的努力， 现在我们可生产提供的主要产品有履带移动圆锥式破碎站、履带移动颚式破碎站、履带移动反击式破碎站、履带移动锤式破碎站、履带移动筛分站、履带移动输送机等。但我们并不满足于此， 我们的研发团队将会持续根据客户的需求而对原有的产品进行改进和完善， 同时我们也将在创新的道路上不断推陈出新， 增加各种适应不同客户需求的移动破碎筛分系列产品。现有logo、设备查看附件。,2021-04-10,2021.05.06,任务编号：928787,720.0,,,mf15812130229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】集团LOGO设计,,2860人,50人,¥720,圆满完成,,崽崽的粥,集团：凯瑞特集团行业：工程机械、重工（破碎筛分设备制造、销售及租赁于一体）需求：科技感、大气、简约、体现企业精神、符合重工行业行业参考：卡特比勒，徐工集团，克雷曼、柳工企业官网：http://www.ynkreat.cn/ 现有logo查看附件：凯瑞特集团简介一、集团品牌凯瑞特集团是一家只专注于移动破碎筛分领域，集设备研发、制造、销售、租赁及服务于一体的综合平台企业。目前集团公司旗下拥有三个子品牌企业，分别为云南凯瑞特工程机械有限公司、派克斯（上海）工程机械设备有限公司、安徽马斯特重工科技有限公司。在集团公司统一规划下，现已形成三个品牌战略矩阵，对履带移动破碎筛分市场全覆盖。二、集团实力目前，凯瑞特集团在职员工400余人，在职研发人员60余人，获得国家发明专利3项，实用新型专利40余项，产品遍布中国多个省市，且远销老挝、泰国、缅甸、哈萨克斯坦等国家，集团年产值近10亿元。凯瑞特集团成立至今已斩获多项荣誉。2017年，第三届“中国制造2025”高峰论坛上，凯瑞特被评为“百强品牌榜”；2018年11月，凯瑞特专题纪录片《移动的力量》分别在央视“发现之旅”、第9频道及各大视频平台同步播出；2019年11月，凯瑞特被评为国家“高新技术企业”及“国家级专精特新企业”。三、集团文化脚踏实地，志存高远。凯瑞特致力于“成为移动破碎筛分领域世界级企业”。全心全意为客户服务，以客户为中心。凯瑞特将“推动客户成功，为客户创造价值”作为企业宗旨。因为专注，所以专业。凯瑞特的口号是“我们只专注移动破碎筛分”。人无信不立、业无信不兴。做人要讲诚信，做企业同样要讲诚信。要把企业做大做强，诚信是根本，凯瑞特集团绝不会为了任何短期利益而轻易破坏客户对我们的这份信任。未来，凯瑞特将秉承“诚信、务实、高效、知行合一”的集团价值观，大力推进发展绿色经济、建筑垃圾再生利用，为“变废为宝、创建美好家园”的集团使命不懈奋斗！,2021-04-10,2021.05.06,任务编号：928786,720.0,,,mf15812130229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【吉祥物设计】企业吉祥物设计,,2049人,13人,¥720,圆满完成,,崽崽的粥,企业：凯瑞特，KREAT行业：工程机械、重工（破碎筛分设备制造、销售及租赁于一体）需求：正面，阳光，积极向上，可爱，有一定工程机械属性行业参考：卡特比勒，徐工集团，克雷曼企业官网：http://www.ynkreat.cn/ （需求成稿必须出正面，侧面及背面三视图）公司简介：凯瑞特重工科技有限公司是专业从事集履带移动式破碎筛分设备的研发、制造、销售、租赁及服务于一体的国家高新技术企业。产品广泛应用于矿山开采、工程建筑、土石方工程、道路建筑、城市基础设施及水泥混凝土路面、建筑垃圾再生等破碎作业。经过多年的努力， 现在我们可生产提供的主要产品有履带移动圆锥式破碎站、履带移动颚式破碎站、履带移动反击式破碎站、履带移动锤式破碎站、履带移动筛分站、履带移动输送机等。但我们并不满足于此， 我们的研发团队将会持续根据客户的需求而对原有的产品进行改进和完善， 同时我们也将在创新的道路上不断推陈出新， 增加各种适应不同客户需求的移动破碎筛分系列产品。,2021-04-10,2021.05.10,任务编号：928782,720.0,,,o5be97ba53d3c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉祥物设计,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】为咖啡学院设计logo,,3511人,60人,"¥2,000",圆满完成,,walwyy,为“南京新咖学院”设计logo。南京新咖学院专注于咖啡培训服务，为各类咖啡爱好者、从业者、创业者培训咖啡技能。要求：简洁明了大方，和咖啡关联性强，一眼就能看出是和咖啡有关，能在logo当中融入咖啡元素（不要过于具象，能同时体现意式咖啡与精品手冲咖啡或者咖啡豆、咖啡杯的元素），年轻有活力（突出新咖的“新”字），可以的话最好还能加入南京六朝古都的历史底蕴元素。设计者可以先了解意式咖啡与精品手冲咖啡的区别与特点，在喜爱咖啡的前提下设计会更好。,2021-04-10,2021.04.22,任务编号：928772,2000.0,,,yerul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【服装设计】T恤设计文字拼贴创意设计,,3203人,14人,¥500,圆满完成,,o60702b667c24b,"T恤设计
文字拼贴创意
诉求：有创意、鲜活、大气",2021-04-09,2021.04.19,任务编号：928746,500.0,,,自在天地工坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,服装设计,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
