标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,任务类型
【微信推广】拼多多产品推广,https://task.epwk.com/542448/,1161人,1人,¥100,圆满完成,小米粒食品,需求美味大刀肉推广服务,2017-10-11,2017.10.13,任务编号：542448,100.0,3天,山东省-青岛市-李沧区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",微信推广
【产品推广】京东店产品运营把产品卖出去好评展示上来,https://task.epwk.com/542190/,1318人,3人,¥500,圆满完成,rongsenm,1、京东店铺，有机肥产品。2、产品链接：https://item.jd.com/14024665016.html3、这是其中一个产品，期待运营到这个产品100+订单，好评也要展示上来。4、后续长期合作产品推广、运营。,2017-10-10,2017.11.28,任务编号：542190,500.0,"308天,4天,10天","山东省-青岛市-李沧区,安徽省-亳州市-谯城区,广东省-广州市-天河区",利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",产品推广
【网店推广】童装网店宝贝收藏,https://task.epwk.com/541401/,651人,1人,¥100,圆满完成,o59d9****28084,淘宝C店宝贝收藏1000量.关键词收藏：儿童羽绒棉马甲..  羽绒马甲男款轻薄..  儿童羽绒棉马甲轻薄款..价格：再议,2017-10-08,2017.10.10,任务编号：541401,100.0,3天,山东省-青岛市-李沧区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",网店推广
【APP推广】游戏推广服务,https://task.epwk.com/539692/,1377人,3人,¥1445,圆满完成,风花雪月1980,按照我的要求把广告扩散出去即可，此单指定人接；接单之前联系我，私自接单无效；审核标准：链接或图片传威客为证,2017-09-28,2017.09.29,任务编号：539692,1445.0,"3天,100天,30天","安徽省-合肥市-市辖区,北京市-北京市-海淀区,江苏省-无锡市-南长区",一缕阳光520,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,APP推广
【活动策划】营销推广策划,https://task.epwk.com/538571/,1160人,1人,¥3000,圆满完成,sherry886,营销推广策划，具体详细沟通,2017-09-25,2017.10.17,任务编号：538571,3000.0,4天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【产品推广】知乎问答推广,https://task.epwk.com/531361/,1429人,1人,¥500,圆满完成,o59aa54dd1d32a,知乎问答推广，评价，点赞,2017-09-02,2017.09.03,任务编号：531361,500.0,1天,福建省-泉州市-鲤城区,知乎点赞推广,https://shop.epwk.com/78dljy2ee5lx/,知乎点赞推广,出售服务,https://shop.epwk.com/78dljy2ee5lx/chushou/,工作室,七品,38分,,,知乎点赞推广,,,,,,,,,,,,,,,,,,产品推广
【产品推广】广州地区网络推广,https://task.epwk.com/531291/,1798人,1人,¥200,圆满完成,o59aa19f8ba20a,广州地区微信推广信用贷款、网络、论坛等推广。,2017-09-02,2017.09.10,任务编号：531291,200.0,5天,山东省-青岛市-李沧区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",产品推广
【网站优化方案】网站推广注册,https://task.epwk.com/528828/,1393人,1人,¥250,圆满完成,炼狱火,网站推广注册，需求量大，可长期合作、,2017-08-24,2017.08.24,任务编号：528828,250.0,1天,河北省-石家庄市-市辖区,o59818c7049bc4,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【产品推广】网站注册推广,https://task.epwk.com/521831/,1050人,1人,¥30000,圆满完成,o597a****04846,甲方需求：1. 乙方通过自身的企业或其他渠道为甲方提供公募基金用户的注册和相关产品既定金额的购买；2. 乙方先在一品威客的平台上预付定金，由甲方完成且乙方验收后，一品威客把预付的定金转到对方的账户上。,2017-07-31,2017.08.04,任务编号：521831,30000.0,15天,北京市-北京市-朝阳区,o597efe45d45a3,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【微信推广】微信公众号投票,https://task.epwk.com/512098/,2742人,1人,¥400,圆满完成,kimitaozi,条件：加微信公众号：星牌优时吉点开查看历史信息，6月23号发布的标题：星牌优时吉“十佳代理商门店”等您来选！投16号，投16号，投16号！投完发我截图交稿条件：除目前票数外（目前一百票左右），额外投满1500票。                                                   截止时间：2017年6月28号（越快越好）,2017-06-23,2017.06.24,任务编号：512098,400.0,1天,福建省-泉州市-洛江区,飞亚传媒,https://shop.epwk.com/m7d7wwkgw5q8/,飞亚传媒,出售服务,https://shop.epwk.com/m7d7wwkgw5q8/chushou/,企业,四品,70分,,,飞亚传媒,,微信朋友圈转发微信朋友圈直发微信朋友圈转发微信真人朋友圈转发,"￥60
            /次",省级论题文章发表医学论著文章发表学术期刊杂志发表核心期刊发表,价格面议,企业品牌升级整合营销套餐企业网络营销推广门户网站新闻发布套餐,"￥1999
            /起",中小企业网络推广整合营销企业品牌产品网络营销推广整合营销套餐,"￥4500
            /起",百度百科创建修改搜狗百科创建互动百科创建360百度创建修改,"￥900
            /起",新闻稿新闻源发布新闻发布新闻稿发布新闻客户端APP新闻发布,"￥100
            /次",,,,,微信推广
【活动策划】活动策划文案写作,https://task.epwk.com/511793/,1886人,1人,¥1000,圆满完成,Y愚公Y,活动策划文案写作，线下促销推广活动。具体详谈。,2017-06-22,2017.07.03,任务编号：511793,1000.0,7天,河南省-郑州市-金水区,郑州翡翠文化传播有限公司,https://shop.epwk.com/0jnekk46rnv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【网站优化方案】养生产品营销推广,https://task.epwk.com/504850/,3568人,1人,¥20000,圆满完成,o57f9b0909e7d3,养生产品推广，网站论坛，视频广告窗口等线上推广，具体详谈。,2017-05-25,2017.05.27,任务编号：504850,20000.0,6天,广东省-广州市-白云区,简作设计,https://shop.epwk.com/qgdmjx2vydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【关键词优化】百度搜索引擎优化推广,https://task.epwk.com/503768/,2525人,1人,¥23000,圆满完成,o57f9b0909e7d3,百度搜索引擎优化推广，关键词优化排名，具体详细沟通，需要后期维护,2017-05-22,2017.05.25,任务编号：503768,23000.0,15天,广东省-广州市-白云区,简作设计,https://shop.epwk.com/qgdmjx2vydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【产品推广】赴美生子月子中心网络营销推广,https://task.epwk.com/502158/,2113人,1人,¥3500,圆满完成,o5919****1e8db,网络营销倒流到微信平台，精准倒流孕妇和准孕妇,2017-05-16,2017.05.19,任务编号：502158,3500.0,15天,江苏省-无锡市-滨湖区,无锡火狐网络科技有限公司,https://shop.epwk.com/2j5xo36735xm/,无锡火狐网络科技有限公司,出售服务,https://shop.epwk.com/2j5xo36735xm/chushou/,企业,一品,44分,,,无锡火狐网络科技有限公司,,【成品/源码/定制小程序】餐饮|零售|外卖|商城|社交|直播|生鲜|分销,"￥2500
            /次","微信开发,小程序开发,公众号开发,微信商城,H5定制开发外包","￥3800
            /次",APP定制开发（直播|教育|商城|社交|预约|社区团购|跑腿等）,"￥9800
            /次",单商城APP定制开发_单商城APP源码出售_APP开发,"￥9800
            /次",【成品源码小程序】餐饮_零售_外卖_商城_社交_直播_生鲜,"￥3800
            /次",【小程序成品源码】直播_社交_聊天_交友_视频_分享,"￥4800
            /次",【小程序定制开发外包】外卖_跑腿_代购_社区_同城_商超,"￥3800
            /起",企业官网定制开发_教育培训_餐饮_电商_商城,"￥980
            /套",产品推广
【微信代运营】微信个人号加男粉,https://task.epwk.com/489601/,3236人,2人,¥1000,圆满完成,vipxiatian,我需要流量推广，要求：微信个人号推广。需要加男粉丝 预计酬金金额为1000元。先小量测试：  5毛钱一个粉丝，价高勿扰。长期合作。。。  信誉第一！！！不懂之处加我微信： fanhuadsj,2017-04-05,2017.04.14,任务编号：489601,1000.0,"7天,1天","福建省-福州市-市辖区,北京市-北京市-东城区",八方科技,https://shop.epwk.com/7g5ykkzl6n0q/,八方科技,出售服务,https://shop.epwk.com/7g5ykkzl6n0q/chushou/,企业,一品,40分,,,八方科技,,APP开发,价格面议,微信应用开发,价格面议,,,,,,,,,,,,,微信代运营
【微博营销】收藏淘宝店铺及宝贝,https://task.epwk.com/489425/,4391人,4人,¥118,圆满完成,行走的苹果,收藏淘宝店铺及宝贝量达到1001淘宝搜索店铺名称：美莱美去 第一个就是啦！任务就是收藏关注店铺和宝贝即可，最好能下单买！,2017-04-05,2017.10.11,任务编号：489425,118.0,"3天,3天,7天,1天","湖北省-武汉市-武昌区,上海市-市辖区-虹口区,河北省-石家庄市-桥西区,广西壮族自治区-南宁市-西乡塘区",营销推广服务,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,微博营销
【微信推广】微信公众号推广，长期合作,https://task.epwk.com/488239/,1137人,1人,¥300,圆满完成,qq515****53,标题很明确，自带报价打我电话，当然合作成功后就是长期合作。只有一个要求，要求是推广的客户要财经投资，金融圈方面客户。价钱好谈。,2017-03-31,2017.04.05,任务编号：488239,300.0,2天,河南省-濮阳市-南乐县,真成服务网络,https://shop.epwk.com/rp5z4xmyjdx3/,真成服务网络,出售服务,https://shop.epwk.com/rp5z4xmyjdx3/chushou/,工作室,八品,35分,,,真成服务网络,,出售爱奇艺会员，腾讯，优酷，等各种会员,价格面议,app推广，注册,价格面议,新媒体推广,"￥1
            /次",,,,,,,,,,,微信推广
【活动策划】做医疗行业现场活动执行,https://task.epwk.com/487668/,1759人,1人,¥25000,圆满完成,vitorru,深圳地区，做医疗行业现场活动执行，报价联系,2017-03-29,2017.03.30,任务编号：487668,25000.0,7天,广东省-深圳市-罗湖区,深圳市意典文化传媒有限公司,https://shop.epwk.com/0z5o44xllnjq/,深圳市意典文化传媒有限公司,出售服务,https://shop.epwk.com/0z5o44xllnjq/chushou/,企业,四品,40分,,,深圳市意典文化传媒有限公司,,影视服务,价格面议,原创设计,价格面议,策划方案,价格面议,,,,,,,,,,,活动策划
【关键词优化】公司百度竞价账户优化,https://task.epwk.com/487364/,1582人,1人,¥800,圆满完成,eric127,汽车后市场行业，百度推广账户以前一直是交给百度客服在管理，现在想根据公司的发展进行账户优化，有能力者请与我联系。具体需求与我联系,2017-03-28,2017.04.05,任务编号：487364,800.0,15天,江苏省-无锡市-滨湖区,无锡火狐网络科技有限公司,https://shop.epwk.com/2j5xo36735xm/,无锡火狐网络科技有限公司,出售服务,https://shop.epwk.com/2j5xo36735xm/chushou/,企业,一品,44分,,,无锡火狐网络科技有限公司,,【成品/源码/定制小程序】餐饮|零售|外卖|商城|社交|直播|生鲜|分销,"￥2500
            /次","微信开发,小程序开发,公众号开发,微信商城,H5定制开发外包","￥3800
            /次",APP定制开发（直播|教育|商城|社交|预约|社区团购|跑腿等）,"￥9800
            /次",单商城APP定制开发_单商城APP源码出售_APP开发,"￥9800
            /次",【成品源码小程序】餐饮_零售_外卖_商城_社交_直播_生鲜,"￥3800
            /次",【小程序成品源码】直播_社交_聊天_交友_视频_分享,"￥4800
            /次",【小程序定制开发外包】外卖_跑腿_代购_社区_同城_商超,"￥3800
            /起",企业官网定制开发_教育培训_餐饮_电商_商城,"￥980
            /套",关键词优化
【产品推广】大量Q群网络推广,https://task.epwk.com/482972/,1510人,1人,¥9000,圆满完成,阿里发发,网络推广，大量Q群推广，具体详聊,2017-03-13,2017.03.14,任务编号：482972,9000.0,1天,湖北省-武汉市-江岸区,多多多多多,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【活动策划】策划一个校园内的活动,https://task.epwk.com/481206/,975人,1人,¥300,圆满完成,o58be39a5b987c,选拔学生作为选手，通过竞赛的形式来体现每个选手的自立自强精神和团队协作的精神,2017-03-07,2017.03.20,任务编号：481206,300.0,5天,四川省-成都市-武侯区,脑洞创意文案策划,https://shop.epwk.com/09drjj93353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【微信推广】微信活动投票,https://task.epwk.com/475136/,4951人,9人,¥400,圆满完成,聚力威客,要求：票数为1000票 ，分一周7天投完，不能一天或者一次性完成。有四川地区的地域限制，也就是说需要四川地区的微信用户才能投票。投票流程需要先关注活动主办方后才能投票，一天同一个账号只能投同一个人一次票。比较急，可联系详谈。,2017-02-14,2017.02.27,任务编号：475136,400.0,"7天,7天,7天,7天,7天,7天,7天,7天,750天","北京市-北京市-东城区,江西省-赣州市-于都县,河北省-石家庄市-长安区,四川省-成都市-市辖区,四川省-泸州市-纳溪区,广东省-广州市-市辖区,江苏省-南京市-市辖区,江苏省-无锡市-滨湖区,安徽省-合肥市-蜀山区",飞马科技网络公司,https://shop.epwk.com/p05qj9kq3dev/,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
【关键词优化】搜索引擎优化,https://task.epwk.com/471643/,2485人,4人,¥12000,圆满完成,o5879****63739,搜索引擎优化，关键词排名优化，具体加Q详谈,2017-01-18,2017.01.22,任务编号：471643,12000.0,"10天,90天","安徽省-淮南市-田家庵区,四川省-成都市-金牛区",o58798908a5405,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【微信推广】微信营销推广,https://task.epwk.com/470817/,3826人,15人,¥15000,圆满完成,o58787cc903b66,需求：通过微信和QQ 做企业宣传，我们有企业宣传的要求要求：微信、QQ朋友圈转发要求：长期合作,2017-01-14,2017.01.22,任务编号：470817,15000.0,"5天,15天,20天,30天,3天,30天,5天,1天,10天,10天","上海市-市辖区-黄浦区,吉林省-松原市-前郭尔罗斯蒙古族自治县,辽宁省-沈阳市-皇姑区,江西省-九江市-庐山区,湖南省-长沙市-芙蓉区,吉林省-长春市-农安县,广西-南宁市-市辖区,广东省-深圳市-龙岗区,湖北省-武汉市-洪山区,山西省-太原市-小店区",o58787fa63351b,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
【产品推广】微信助力投票,https://task.epwk.com/469784/,1736人,1人,¥800,圆满完成,vitorru,不用开发的，只要做投票就可以了，找一个团队直接打包做，目标就是完成投票数量，先2000票，投13号，http://url.cn/43RWi8E，,2017-01-09,2017.01.10,任务编号：469784,800.0,1天,山东省-济宁市-市辖区,济宁绝胜网络科技有限公司,https://shop.epwk.com/7lngqq033dmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【产品推广】APP下载注册任务,https://task.epwk.com/469742/,1352人,1人,¥500,圆满完成,mf130****7930,APP下载注册量任务，长年要做，可以长期合作，具体详细沟通，报价联系，预算10万起，报价联系,2017-01-09,2017.01.13,任务编号：469742,500.0,10天,浙江省-杭州市-西湖区,羊毛管家,https://shop.epwk.com/0z5o483rlnjq/,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【网站优化方案】百度360、搜狗问答推广,https://task.epwk.com/448805/,1610人,1人,¥300,圆满完成,昆山澳迪森电子材料有限公司,百度-360-搜狗-问答--6元/组每个平台发布30条，本次任务的的问答内容在下方的附件文档中，请下载资料才参考1、 发布渠道：百度、360、搜狗知道2、 账号要求：同一个账号不能重复提同一个问题或答案3、 任务要求：有效问答（一问一答），并且文档提供的答案被选为最佳答案4、 审核标准：85%存活率，不能被删除或屏蔽5、 提交要求：问答链接、截图同一个IP地址、同一个账号、同一个问题提交一次就好，不重复提交问题或答案，不能自问自答。问答请营造真实感，如不明白请电每个平台30组，360、搜狗的较容易做，所以请别扎堆这两个平台，避免被淘汰帖子。如能加上网站链接则，会给予额外奖励2元。网址地址：7777772e6b732d616f646973656e2e636f6d回答：以某个行业公司开头，说明昆山澳迪森电子材料有限公司 这边产品有卖或者质量服务等条件。可以置入网站链接信息额外补偿。例如：上海青浦哪里可以买到工业磷酸？回答者：上海青浦距离昆山很近，建议从昆山澳迪森电子材料有限公司那边购买工业磷酸，我们是做（阳极氧化）金属表面处理的，也用的他们公司磷酸。质量服务都还不错。,2016-09-29,2016.10.07,任务编号：448805,300.0,3天,江苏省-苏州市-昆山市,mf15349263318,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【网站优化方案】设计资讯免费网站推广,https://task.epwk.com/440521/,1388人,1人,¥4000,圆满完成,M1803****838,设计资料网站：设计视觉网（7777772e7368656a697368696a75652e636f6d或搜索设计视觉分享）任务要求：1. 对网站进行推广，让设计师人群注册。     2. 保证有多少个会员注册需要多少钱，请自己提出要求。     3. 也可以提出自己的推广方法。     4. 如果达到要求，可长期合作。请勿致电，具体QQ联系沟通注册量2000人，金额4000元，任务时间：3天超过时间不支付费用,2016-08-17,2016.08.20,任务编号：440521,4000.0,4天,山西省-晋中市-榆次区,冰火视觉,https://shop.epwk.com/78n966y9onkv/,冰火视觉,出售服务,https://shop.epwk.com/78n966y9onkv/chushou/,个人,四品,30分,,,冰火视觉,,icon设计 图标设计 APP设计 专题页设计 单页设计 移动应用设计 APP美工 引导页设计 启动页/闪频设计 框架,"￥50
            /次",网页设计 网站设计 单页设计 专题页设计 WEB前端代码开发 详情页设计 首页设计 至少提供两版以上选择 界面,"￥100
            /次",三折页设计 DM设计 宣传单设计 卡片设计 贺卡设计 名片设计 印刷喷绘全部可做 100%格式规格不出错 两版方案,"￥200
            /件",banner设计 海报设计 网站banner海报 平面海报 电商海报banner 一天完成 至少两版以上可供您对比选择,"￥100
            /件",,,,,,,,,网站优化方案
【网店推广】淘宝直通车创意图设计要求原创,https://task.epwk.com/438212/,1372人,2人,¥100,圆满完成,mf152****8880,设计直通车创意图2张，要原创设计，请不要套网上昵图网和千图网图或模仿别人的（之前有人明知故犯，请不要浪费彼此时间，套图抄袭的一分都不会给。重复强调要原创设计，自己设计的，请勿抄袭别人的作品）坐地起价勿扰。做的好，看长期合作。,2016-08-04,2016.08.15,任务编号：438212,100.0,"2天,3天","山东省-青岛市-市南区,广东省-广州市-花都区",青岛CC设计工作室,https://shop.epwk.com/7g5ykk10zn0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,网店推广
【网站优化方案】危机公关方面的知乎问答标题内容替换,https://task.epwk.com/429426/,2273人,1人,¥600,圆满完成,o576b42d5d4acb,6月23日发布知乎问题 http://www.zhihu.com/question/26439574  替换成功后的标题为：投资公司真实情况？投资公司真实情况，提供的内容可权威真实？ https://www.zhihu.com/question/20869880替换后的标题为：国际怎么分红股票？商家保证如果标题被恢复，不是现在的样子，商家保证永久给予售后，免费重新更换标题，如有变动，属于违约。,2016-06-23,2016.06.23,任务编号：429426,600.0,1天,四川省-成都市-双流县,危机公关—为企业扫清一切障碍,https://shop.epwk.com/zqdpll78kn1v/,危机公关—为企业扫清一切障碍,出售服务,https://shop.epwk.com/zqdpll78kn1v/chushou/,企业,八品,38分,,,危机公关—为企业扫清一切障碍,,高质量论坛推广发帖,价格面议,新闻发布,价格面议,,,,,,,,,,,,,网站优化方案
【活动策划】单间包子铺（早餐店）开业活动策划,https://task.epwk.com/427502/,4719人,18人,¥200,圆满完成,hacljq,包子铺开业活动策划，以传递健康、实惠，诚信为理念。能做的威客直接QQ联系我。,2016-06-14,2016.06.23,任务编号：427502,200.0,"2天,3天,3天,2天,200天,1天,2天,1天,3天","广东省-广州市-越秀区,浙江省-杭州市-西湖区,上海市-市辖区-宝山区,江西省-上饶市-鄱阳县,江苏省-南通市-海门市,陕西省-西安市-碑林区,云南省-昆明市-五华区,广东省-汕尾市-陆丰市,山东省-潍坊市-寿光市",Geneeeee,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【产品推广】论坛点评,https://task.epwk.com/415661/,1175人,1人,¥200,圆满完成,践行者1,http://club.history.sina.com.cn/thread-7145931-1-1.html?qq-pf-to=pcqq.c2c打开链接给这个论坛帖问点评，要求：1/10字以上为佳；2、围绕法制公平，合同作废进行评论；3、评论越激烈越好，可以相互评论。200元,2016-04-13,2016.04.15,任务编号：415661,200.0,3天,四川省-成都市-双流县,危机公关—为企业扫清一切障碍,https://shop.epwk.com/zqdpll78kn1v/,危机公关—为企业扫清一切障碍,出售服务,https://shop.epwk.com/zqdpll78kn1v/chushou/,企业,八品,38分,,,危机公关—为企业扫清一切障碍,,高质量论坛推广发帖,价格面议,新闻发布,价格面议,,,,,,,,,,,,,产品推广
【关键词优化】百度百科人物词条创建,https://task.epwk.com/412965/,1756人,3人,¥200,圆满完成,o56ed4f68e6316,创建百度百科人物词条并审核通过，名字：杨克林，书法家，相关个人简历网上可以查到，有能力审核通过的来,2016-03-30,2016.04.12,任务编号：412965,200.0,"1天,2天,3天","山东省-青岛市-胶南市,黑龙江-哈尔滨市-香坊区,江苏省-常州市",百荷工作室,https://shop.epwk.com/9w56eez73dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【网站优化方案】网站推广,https://task.epwk.com/409275/,1439人,1人,¥200,圆满完成,一了科技,网站推广，已有服务商，无需投标。,2016-03-12,2016.03.12,任务编号：409275,200.0,5天,上海市-市辖区-宝山区,mf13918779002,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【关键词优化】新站优化关键词,https://task.epwk.com/398569/,2811人,4人,¥500,圆满完成,卤蛋302,http://www.fengx.net蜂享时代，微信植入广告，微信文章悬浮广告这是一个新站，优化这三个关键词上首页，要求每周给报表，白帽手法优化，黑帽请绕道。,2015-12-25,2016.01.11,任务编号：398569,500.0,"30天,21天,1天,30天","广东省-广州市-天河区,北京市-北京市-海淀区,河南省-周口市-鹿邑县,重庆市-市辖区-南岸区",佰蜂网络-SEO优化,https://shop.epwk.com/3gd2m210gner/,佰蜂网络-SEO优化,出售服务,https://shop.epwk.com/3gd2m210gner/chushou/,企业,八品,40分,,,佰蜂网络-SEO优化,,百度竞价,价格面议,百度排名优化-SEO,价格面议,网站建设,价格面议,全网营销-口碑维护,价格面议,400电话开通,价格面议,,,,,,,关键词优化
【网站优化方案】发布一篇文章到网站平台上,https://task.epwk.com/394400/,1454人,2人,¥110,圆满完成,o565c46cda478a,"本人新成立的网站,为提高网站的的点击率,特对网站及企业介绍进行推广: 企业网站及电话以及企业介绍推广网站不低于10000个网站平台;推广文章标题和内容如下:标题:迈普光彩专业LED显示屏生产厂家内容:深圳市迈普光彩科技有限公司是LED光电显示和LED照明领域的专业运营服务商；是集LED电子显示屏和LED照明的研发、生产、销售和服务于一体的高科技企业。迈普光彩依靠强大的整合能力，与国内外所有的LED原材料供应厂商、销售商建立了战略伙伴联盟关系；实现企业的资源互补、分工协作和高效运营；以一流的产品品质，优质的服务，超越满足客户的需求；为客户创造超越客户期望的价值是我们一贯的目标。实现LED行业的良性发展，达到客户、供应商、销售商和制造商的互赢。迈普光彩有限公司有一个正直、开明的管理团队，有一支优秀卓越的有着10多年LED研发经验的研发团队，有一支高效服务型的营销团队。公司凭借行业内资深专业人才的优势，倾力打造高效、快速响应的运营团队，致力服务于全球LED电子显示屏和LED照明的厂商、工程商、中间销售商，并致力成为LED行业内最具竞争优势的专业OEM、ODM企业。公司严格执行“6S”、“日清日高”和“精益管理”的模式，并通过ISO9001质量认证等，凭借严格的品质管理、先进的研发技术、可靠的生产工艺，完善的服务体系，确保我们的产品品质与国际品质同步。在未来日子里迈普光彩希望与您真诚合作，共同促进，共谋发展。迈普光彩研发制造的LED显示应用产品种类齐全，产品结构多样化。产品涵盖了LED显示屏，LED照明、亮化、灯饰、DLP拼接屏，信息显示，管理系统设备的研发与销售；LED显示屏、照明工程设计与施工；装饰工程、钢结构工程的设计与施工；LED显示屏、舞台灯光音响设备租赁；文化活动策划、礼仪服务。迈越普通，追求卓越，屏显光彩——迈普光彩，耀您精彩!更多产品详情咨询：http://www.szmpgcled.com客服",2015-11-30,2015.12.02,任务编号：394400,110.0,"3天,1天","湖南省-长沙市-芙蓉区,江苏省-常州市-新北区",道乐图文工作室,https://shop.epwk.com/p05qjo0zrdev/,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
