标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,能力标签,订单编号后缀,需求方,设计师,知识
项目彩的开发3,https://task.epwk.com/323468/,192人,1人,"¥6,400",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,项目彩的开发3,直接雇佣￥ 6400,￥ 6400,任务编号：323468,2900-3152.csv,,323468,A323468,B323468,"项目彩, 开发"
【小程序开发】结合微信应用的APP开发,https://task.epwk.com/323472/,166人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,结合微信应用的APP开发,直接雇佣￥ 15000,￥ 15000,任务编号：323472,2900-3152.csv,小程序开发,323472,A323472,B323472,"微信应用, APP开发"
切图需求,https://task.epwk.com/323484/,127人,1人,¥200,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,切图需求,直接雇佣￥ 200,￥ 200,任务编号：323484,2900-3152.csv,,323484,A323484,B323484,切图需求
【产品推广】百度知道问答推广,https://task.epwk.com/323485/,268人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,百度知道问答推广,直接雇佣￥ 1200,￥ 1200,任务编号：323485,2900-3152.csv,产品推广,323485,A323485,B323485,"百度知道, 问答推广"
【APP开发】室内装修设计公司的app开发,https://task.epwk.com/323492/,272人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,室内装修设计公司的app开发,直接雇佣￥ 4500,￥ 4500,任务编号：323492,2900-3152.csv,APP开发,323492,A323492,B323492,"室内装修设计, app开发"
【电商网站】商城开发一期,https://task.epwk.com/323496/,213人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,商城开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：323496,2900-3152.csv,电商网站,323496,A323496,B323496,"商城开发, 一期"
【LOGO设计】公司企业VI设计,https://task.epwk.com/323504/,283人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,公司企业VI设计,直接雇佣￥ 5000,￥ 5000,任务编号：323504,2900-3152.csv,LOGO设计,323504,A323504,B323504,"公司企业, VI设计"
【软件UI设计】服装专卖店设计,https://task.epwk.com/323508/,373人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,服装专卖店设计,直接雇佣￥ 1000,￥ 1000,任务编号：323508,2900-3152.csv,软件UI设计,323508,A323508,B323508,"服装专卖店, 设计"
【APP推广】各大门户论坛手工发帖顶贴(第6期),https://task.epwk.com/323511/,267人,1人,¥500,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,各大门户论坛手工发帖顶贴(第6期),直接雇佣￥ 500,￥ 500,任务编号：323511,2900-3152.csv,APP推广,323511,A323511,B323511,"门户论坛, 手工发帖, 顶贴"
【APP推广】各大门户论坛手工发帖顶贴(第7期),https://task.epwk.com/323512/,255人,1人,¥500,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,各大门户论坛手工发帖顶贴(第7期),直接雇佣￥ 500,￥ 500,任务编号：323512,2900-3152.csv,APP推广,323512,A323512,B323512,"门户论坛, 手工发帖, 顶贴"
【APP推广】各大门户论坛手工发帖顶贴(第8期),https://task.epwk.com/323515/,273人,1人,¥500,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,各大门户论坛手工发帖顶贴(第8期),直接雇佣￥ 500,￥ 500,任务编号：323515,2900-3152.csv,APP推广,323515,A323515,B323515,"门户论坛, 手工发帖, 顶贴"
【APP推广】各大门户论坛手工发帖顶贴(第9期),https://task.epwk.com/323516/,184人,1人,¥500,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,各大门户论坛手工发帖顶贴(第9期),直接雇佣￥ 500,￥ 500,任务编号：323516,2900-3152.csv,APP推广,323516,A323516,B323516,"门户论坛, 手工发帖, 顶贴"
【APP推广】各大门户论坛手工发帖顶贴(第10期),https://task.epwk.com/323517/,274人,1人,¥500,圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,各大门户论坛手工发帖顶贴(第10期),直接雇佣￥ 500,￥ 500,任务编号：323517,2900-3152.csv,APP推广,323517,A323517,B323517,"门户论坛, 手工发帖, 顶贴"
【APP开发】微信平台开发,https://task.epwk.com/323520/,182人,1人,"¥17,000",圆满完成,https://task.epwk.com/page3138.html?m=6&o=7,微信平台开发,直接雇佣￥ 17000,￥ 17000,任务编号：323520,2900-3152.csv,APP开发,323520,A323520,B323520,"微信平台, 开发"
【字体设计】“一号广场”字体logo设计及简单应用,https://task.epwk.com/323521/,1328人,1人,¥800,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,“一号广场”字体logo设计及简单应用,直接雇佣￥ 800,￥ 800,任务编号：323521,2900-3152.csv,字体设计,323521,A323521,B323521,"一号广场, 字体logo, 应用设计"
兴东中学网站设计,https://task.epwk.com/323527/,136人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,兴东中学网站设计,直接雇佣￥ 20000,￥ 20000,任务编号：323527,2900-3152.csv,,323527,A323527,B323527,"兴东中学, 网站设计"
第十期合作,https://task.epwk.com/323529/,139人,1人,¥200,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,第十期合作,直接雇佣￥ 200,￥ 200,任务编号：323529,2900-3152.csv,,323529,A323529,B323529,"第十期, 合作"
大学聚会视频制作,https://task.epwk.com/323535/,127人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,大学聚会视频制作,直接雇佣￥ 1000,￥ 1000,任务编号：323535,2900-3152.csv,,323535,A323535,B323535,"大学聚会, 视频制作"
【LOGO设计】公司logo设计,https://task.epwk.com/323540/,164人,1人,¥900,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,公司logo设计,直接雇佣￥ 900,￥ 900,任务编号：323540,2900-3152.csv,LOGO设计,323540,A323540,B323540,"公司logo, 设计"
【OA系统】企业内部任务督办系统第一阶段,https://task.epwk.com/323541/,1677人,1人,"¥50,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,企业内部任务督办系统第一阶段,直接雇佣￥ 50000,￥ 50000,任务编号：323541,2900-3152.csv,OA系统,323541,A323541,B323541,"企业内部系统, 任务督办, 第一阶段"
【VI设计】成都电子商务分公司一整套VI设计,https://task.epwk.com/323547/,366人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,成都电子商务分公司一整套VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：323547,2900-3152.csv,VI设计,323547,A323547,B323547,"电子商务VI设计, 分公司VI设计"
【包装设计】包装系列-3,https://task.epwk.com/323578/,135人,1人,¥120,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,包装系列-3,直接雇佣￥ 120,￥ 120,任务编号：323578,2900-3152.csv,包装设计,323578,A323578,B323578,"包装系列, 产品包装设计"
【印刷出版】第三本画册设计,https://task.epwk.com/323587/,334人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,第三本画册设计,直接雇佣￥ 4000,￥ 4000,任务编号：323587,2900-3152.csv,印刷出版,323587,A323587,B323587,"画册设计, 第三本"
【小程序开发】畜牧养殖管理系统一期开发,https://task.epwk.com/323591/,379人,1人,"¥50,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,畜牧养殖管理系统一期开发,直接雇佣￥ 50000,￥ 50000,任务编号：323591,2900-3152.csv,小程序开发,323591,A323591,B323591,"畜牧养殖, 管理系统, 一期开发"
【LOGO设计】德国KPPT机械画册设计,https://task.epwk.com/323597/,167人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,德国KPPT机械画册设计,直接雇佣￥ 2000,￥ 2000,任务编号：323597,2900-3152.csv,LOGO设计,323597,A323597,B323597,"德国KPPT机械, 画册设计"
iOS APP bug修改,https://task.epwk.com/323598/,305人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,iOS APP bug修改,直接雇佣￥ 1000,￥ 1000,任务编号：323598,2900-3152.csv,,323598,A323598,B323598,"iOS APP, bug修改"
【APP开发】鲜花预定手机APP开发 一期款,https://task.epwk.com/323602/,205人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,鲜花预定手机APP开发 一期款,直接雇佣￥ 15000,￥ 15000,任务编号：323602,2900-3152.csv,APP开发,323602,A323602,B323602,"鲜花预定, 手机APP, 一期款"
【企业官网】企业网站会员系统开发,https://task.epwk.com/323639/,124人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,企业网站会员系统开发,直接雇佣￥ 1600,￥ 1600,任务编号：323639,2900-3152.csv,企业官网,323639,A323639,B323639,"企业网站, 会员系统"
【APP开发】手机APP应用软件简单改版,https://task.epwk.com/323640/,237人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,手机APP应用软件简单改版,直接雇佣￥ 3500,￥ 3500,任务编号：323640,2900-3152.csv,APP开发,323640,A323640,B323640,"手机APP, 应用软件, 改版"
【企业官网】网站定制开发,https://task.epwk.com/323655/,168人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,网站定制开发,直接雇佣￥ 10000,￥ 10000,任务编号：323655,2900-3152.csv,企业官网,323655,A323655,B323655,"网站定制, 软件开发"
【小程序开发】一款手机APP开发第二期,https://task.epwk.com/323664/,164人,1人,"¥25,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,一款手机APP开发第二期,直接雇佣￥ 25000,￥ 25000,任务编号：323664,2900-3152.csv,小程序开发,323664,A323664,B323664,"手机APP, 第二期, 开发"
微电影《爱情CEO》logo设计,https://task.epwk.com/323673/,113人,1人,¥750,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,微电影《爱情CEO》logo设计,直接雇佣￥ 750,￥ 750,任务编号：323673,2900-3152.csv,,323673,A323673,B323673,"微电影, 爱情CEO, logo设计"
【LOGO设计】蛋糕店包装设计,https://task.epwk.com/323676/,198人,1人,¥500,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,蛋糕店包装设计,直接雇佣￥ 500,￥ 500,任务编号：323676,2900-3152.csv,LOGO设计,323676,A323676,B323676,"蛋糕店包装, 设计"
【LOGO设计】北京今舞天下创意文化中心logo设计,https://task.epwk.com/323677/,258人,1人,¥500,圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,北京今舞天下创意文化中心logo设计,直接雇佣￥ 500,￥ 500,任务编号：323677,2900-3152.csv,LOGO设计,323677,A323677,B323677,"北京今舞天下, logo设计"
【电商网站】商城网站建设,https://task.epwk.com/323690/,225人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,商城网站建设,直接雇佣￥ 10000,￥ 10000,任务编号：323690,2900-3152.csv,电商网站,323690,A323690,B323690,"商城网站, 建设"
寺庙施工图及植物配置图,https://task.epwk.com/323699/,518人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,寺庙施工图及植物配置图,直接雇佣￥ 5000,￥ 5000,任务编号：323699,2900-3152.csv,,323699,A323699,B323699,"寺庙施工图, 植物配置图"
【企业官网】制作一个公司系统OA,https://task.epwk.com/323707/,299人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,制作一个公司系统OA,直接雇佣￥ 8000,￥ 8000,任务编号：323707,2900-3152.csv,企业官网,323707,A323707,B323707,"公司系统, OA系统"
【企业官网】仿微博客户端+服务端（第一期）,https://task.epwk.com/323711/,139人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,仿微博客户端+服务端（第一期）,直接雇佣￥ 6000,￥ 6000,任务编号：323711,2900-3152.csv,企业官网,323711,A323711,B323711,"微博客户端, 微博服务端, 第一期"
视频+文字+语音聊天APP-只要安卓和服务器（8万）首付,https://task.epwk.com/323716/,128人,1人,"¥24,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,视频+文字+语音聊天APP-只要安卓和服务器（8万）首付,直接雇佣￥ 24000,￥ 24000,任务编号：323716,2900-3152.csv,,323716,A323716,B323716,"视频聊天, 文字聊天, 语音聊天, 安卓开发, 服务器开发"
视频+文字+语音聊天APP-只要安卓和服务器（8万）二期,https://task.epwk.com/323717/,215人,1人,"¥24,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,视频+文字+语音聊天APP-只要安卓和服务器（8万）二期,直接雇佣￥ 24000,￥ 24000,任务编号：323717,2900-3152.csv,,323717,A323717,B323717,"视频聊天, 文字聊天, 语音聊天, 安卓开发, 服务器开发"
APP项目-物流行业管理系统,https://task.epwk.com/323723/,164人,1人,"¥13,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,APP项目-物流行业管理系统,直接雇佣￥ 13000,￥ 13000,任务编号：323723,2900-3152.csv,,323723,A323723,B323723,"物流行业, 管理系统, APP项目"
开发公司网站6000,https://task.epwk.com/323726/,268人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,开发公司网站6000,直接雇佣￥ 6000,￥ 6000,任务编号：323726,2900-3152.csv,,323726,A323726,B323726,"公司网站, 开发"
【后端开发】网页设计及功能增加（三）,https://task.epwk.com/323729/,1497人,1人,"¥9,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,网页设计及功能增加（三）,直接雇佣￥ 9000,￥ 9000,任务编号：323729,2900-3152.csv,后端开发,323729,A323729,B323729,"网页设计, 功能增加"
淘宝店圣诞节,https://task.epwk.com/323733/,112人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3137.html?m=6&o=7,淘宝店圣诞节,直接雇佣￥ 1000,￥ 1000,任务编号：323733,2900-3152.csv,,323733,A323733,B323733,"淘宝店, 圣诞节"
天猫双节,https://task.epwk.com/323734/,129人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,天猫双节,直接雇佣￥ 1000,￥ 1000,任务编号：323734,2900-3152.csv,,323734,A323734,B323734,天猫双节
净水器圣诞节,https://task.epwk.com/323742/,104人,1人,¥500,圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,净水器圣诞节,直接雇佣￥ 500,￥ 500,任务编号：323742,2900-3152.csv,,323742,A323742,B323742,"净水器, 圣诞节"
【FLASH制作】FLASH广告动画,https://task.epwk.com/323747/,533人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,FLASH广告动画,直接雇佣￥ 6000,￥ 6000,任务编号：323747,2900-3152.csv,FLASH制作,323747,A323747,B323747,"FLASH广告, 动画设计"
酒包装盒设计,https://task.epwk.com/323748/,627人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,酒包装盒设计,直接雇佣￥ 5000,￥ 5000,任务编号：323748,2900-3152.csv,,323748,A323748,B323748,"酒包装盒, 设计"
大羽  跨彩和谐号  100,https://task.epwk.com/323749/,109人,1人,¥100,圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,大羽  跨彩和谐号  100,直接雇佣￥ 100,￥ 100,任务编号：323749,2900-3152.csv,,323749,A323749,B323749,"大羽, 跨彩和谐号"
网站制作,https://task.epwk.com/323753/,364人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,网站制作,直接雇佣￥ 2000,￥ 2000,任务编号：323753,2900-3152.csv,,323753,A323753,B323753,网站制作
【LOGO设计】美孚英语培训logo设计,https://task.epwk.com/323757/,163人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,美孚英语培训logo设计,直接雇佣￥ 2000,￥ 2000,任务编号：323757,2900-3152.csv,LOGO设计,323757,A323757,B323757,"美孚英语培训, logo设计"
时尚产品类LOGO,https://task.epwk.com/323769/,118人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,时尚产品类LOGO,直接雇佣￥ 2000,￥ 2000,任务编号：323769,2900-3152.csv,,323769,A323769,B323769,"时尚产品, LOGO"
【小程序开发】应用软件开发,https://task.epwk.com/323772/,137人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,应用软件开发,直接雇佣￥ 15000,￥ 15000,任务编号：323772,2900-3152.csv,小程序开发,323772,A323772,B323772,"应用软件, 开发"
【卡通形象设计】以指定动物进行卡通形象设计,https://task.epwk.com/323775/,418人,1人,"¥3,200",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,以指定动物进行卡通形象设计,直接雇佣￥ 3200,￥ 3200,任务编号：323775,2900-3152.csv,卡通形象设计,323775,A323775,B323775,"卡通形象设计, 指定动物"
【小程序开发】公司APP设计开发一期,https://task.epwk.com/323801/,258人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,公司APP设计开发一期,直接雇佣￥ 30000,￥ 30000,任务编号：323801,2900-3152.csv,小程序开发,323801,A323801,B323801,"公司APP, 设计, 开发"
【广告设计】广告设计,https://task.epwk.com/323818/,197人,1人,"¥27,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,广告设计,直接雇佣￥ 27000,￥ 27000,任务编号：323818,2900-3152.csv,广告设计,323818,A323818,B323818,广告设计
【产品推广】微信整合推广,https://task.epwk.com/323822/,251人,1人,"¥40,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,微信整合推广,直接雇佣￥ 40000,￥ 40000,任务编号：323822,2900-3152.csv,产品推广,323822,A323822,B323822,微信整合推广
县医院医疗app应用客户端,https://task.epwk.com/323823/,210人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,县医院医疗app应用客户端,直接雇佣￥ 30000,￥ 30000,任务编号：323823,2900-3152.csv,,323823,A323823,B323823,"医疗app, 客户端, 县医院"
宣传单制作,https://task.epwk.com/323830/,322人,1人,¥100,圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,宣传单制作,直接雇佣￥ 100,￥ 100,任务编号：323830,2900-3152.csv,,323830,A323830,B323830,"宣传单, 制作"
团购网站制作,https://task.epwk.com/323836/,363人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,团购网站制作,直接雇佣￥ 10000,￥ 10000,任务编号：323836,2900-3152.csv,,323836,A323836,B323836,"团购网站, 网站制作"
【产品推广】微博推广活动促销,https://task.epwk.com/323839/,170人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,微博推广活动促销,直接雇佣￥ 1500,￥ 1500,任务编号：323839,2900-3152.csv,产品推广,323839,A323839,B323839,"微博推广, 促销活动"
【产品推广】微信平台公众号软文发布,https://task.epwk.com/323842/,183人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,微信平台公众号软文发布,直接雇佣￥ 1800,￥ 1800,任务编号：323842,2900-3152.csv,产品推广,323842,A323842,B323842,"微信公众号, 软文发布"
【别墅设计】三层别墅装修施工图设计,https://task.epwk.com/323849/,689人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,三层别墅装修施工图设计,直接雇佣￥ 5000,￥ 5000,任务编号：323849,2900-3152.csv,别墅设计,323849,A323849,B323849,"三层别墅, 装修施工图, 设计"
【企业官网】企业PC网站与手机版网站开发/统一后台数据同步,https://task.epwk.com/323860/,342人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,企业PC网站与手机版网站开发/统一后台数据同步,直接雇佣￥ 4500,￥ 4500,任务编号：323860,2900-3152.csv,企业官网,323860,A323860,B323860,"企业PC网站, 移动版网站, 后台数据同步"
【微信开发】微信公司平台二次开发（急）,https://task.epwk.com/323861/,405人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,微信公司平台二次开发（急）,直接雇佣￥ 1500,￥ 1500,任务编号：323861,2900-3152.csv,微信开发,323861,A323861,B323861,"微信公司平台, 二次开发"
淘宝店铺推广,https://task.epwk.com/323870/,251人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,淘宝店铺推广,直接雇佣￥ 3000,￥ 3000,任务编号：323870,2900-3152.csv,,323870,A323870,B323870,"淘宝店铺, 推广"
介绍皇马球队的英文PPT（演讲用），越全面越好。（不能从网上找，网上的都看了，不行。）,https://task.epwk.com/323874/,217人,1人,¥240,圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,介绍皇马球队的英文PPT（演讲用），越全面越好。（不能从网上找，网上的都看了，不行。）,直接雇佣￥ 240,￥ 240,任务编号：323874,2900-3152.csv,,323874,A323874,B323874,"皇马球队, 英文PPT, 演讲用, 越全面越好, 球队介绍"
【OA系统】合同管理系统,https://task.epwk.com/323877/,1436人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,合同管理系统,直接雇佣￥ 5000,￥ 5000,任务编号：323877,2900-3152.csv,OA系统,323877,A323877,B323877,"合同管理, 系统"
【电商网站】电子商务网站改版增加微信版开发,https://task.epwk.com/323880/,382人,1人,"¥50,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,电子商务网站改版增加微信版开发,直接雇佣￥ 50000,￥ 50000,任务编号：323880,2900-3152.csv,电商网站,323880,A323880,B323880,"电子商务网站, 微信版, 改版开发"
【微信开发】网络服务公司企业网站建设,https://task.epwk.com/323881/,311人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,网络服务公司企业网站建设,直接雇佣￥ 2000,￥ 2000,任务编号：323881,2900-3152.csv,微信开发,323881,A323881,B323881,"企业网站, 网络服务公司"
【企业官网】企业宣传网站系统开发,https://task.epwk.com/323886/,238人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,企业宣传网站系统开发,直接雇佣￥ 10000,￥ 10000,任务编号：323886,2900-3152.csv,企业官网,323886,A323886,B323886,"企业宣传, 网站系统, 系统开发"
MTT 应用内推广设计,https://task.epwk.com/323912/,317人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,MTT 应用内推广设计,直接雇佣￥ 1000,￥ 1000,任务编号：323912,2900-3152.csv,,323912,A323912,B323912,"应用内推广, 设计"
MTT 应用内推广设计,https://task.epwk.com/323918/,214人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,MTT 应用内推广设计,直接雇佣￥ 2000,￥ 2000,任务编号：323918,2900-3152.csv,,323918,A323918,B323918,"应用内推广, 设计"
【微信推广】360手机助手APP下载量20W,https://task.epwk.com/323967/,184人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3136.html?m=6&o=7,360手机助手APP下载量20W,直接雇佣￥ 2000,￥ 2000,任务编号：323967,2900-3152.csv,微信推广,323967,A323967,B323967,"360手机助手, 下载量"
软文发布,https://task.epwk.com/323969/,130人,1人,"¥21,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,软文发布,直接雇佣￥ 21000,￥ 21000,任务编号：323969,2900-3152.csv,,323969,A323969,B323969,"软文, 发布"
【其他家装服务】80㎡新房装修设计,https://task.epwk.com/323971/,403人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,80㎡新房装修设计,直接雇佣￥ 3500,￥ 3500,任务编号：323971,2900-3152.csv,其他家装服务,323971,A323971,B323971,"新房装修, 设计, 80㎡"
【产品推广】手工论坛顶贴发帖,https://task.epwk.com/323974/,191人,1人,"¥1,300",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,手工论坛顶贴发帖,直接雇佣￥ 1300,￥ 1300,任务编号：323974,2900-3152.csv,产品推广,323974,A323974,B323974,"手工论坛, 顶贴, 发帖"
【效果图设计】进口零食、食品店装修效果图设计,https://task.epwk.com/323977/,351人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,进口零食、食品店装修效果图设计,直接雇佣￥ 4500,￥ 4500,任务编号：323977,2900-3152.csv,效果图设计,323977,A323977,B323977,"进口零食, 食品店装修, 效果图设计"
【产品推广】美食网页设计,https://task.epwk.com/323979/,253人,1人,"¥1,900",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,美食网页设计,直接雇佣￥ 1900,￥ 1900,任务编号：323979,2900-3152.csv,产品推广,323979,A323979,B323979,美食网页设计
【微信开发】装修设计公司的微网站设计开发,https://task.epwk.com/323981/,283人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,装修设计公司的微网站设计开发,直接雇佣￥ 5000,￥ 5000,任务编号：323981,2900-3152.csv,微信开发,323981,A323981,B323981,"装修设计公司, 微网站, 设计开发"
【LOGO设计】天猫店铺装修设计,https://task.epwk.com/323982/,351人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,天猫店铺装修设计,直接雇佣￥ 4000,￥ 4000,任务编号：323982,2900-3152.csv,LOGO设计,323982,A323982,B323982,"天猫店铺, 装修设计"
效果图制作,https://task.epwk.com/323993/,273人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,效果图制作,直接雇佣￥ 2000,￥ 2000,任务编号：323993,2900-3152.csv,,323993,A323993,B323993,"效果图, 制作"
上传+搜集,https://task.epwk.com/323995/,149人,1人,¥56,圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,上传+搜集,直接雇佣￥ 56,￥ 56,任务编号：323995,2900-3152.csv,,323995,A323995,B323995,"上传, 搜集"
【庭院设计】庭院景观设计,https://task.epwk.com/324005/,638人,1人,"¥17,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,庭院景观设计,直接雇佣￥ 17000,￥ 17000,任务编号：324005,2900-3152.csv,庭院设计,324005,A324005,B324005,"庭院景观, 设计"
【APP开发】咖啡店APP点单软件开发,https://task.epwk.com/324010/,459人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,咖啡店APP点单软件开发,直接雇佣￥ 10000,￥ 10000,任务编号：324010,2900-3152.csv,APP开发,324010,A324010,B324010,"咖啡店, APP点单, 软件开发"
【其他软件开发】ECSHOP 功能开发 首付款,https://task.epwk.com/324022/,268人,1人,"¥1,400",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,ECSHOP 功能开发 首付款,直接雇佣￥ 1400,￥ 1400,任务编号：324022,2900-3152.csv,其他软件开发,324022,A324022,B324022,"ECSHOP, 功能开发, 首付款"
【小程序开发】综合性B2B电子商务网站开发,https://task.epwk.com/324030/,285人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,综合性B2B电子商务网站开发,直接雇佣￥ 20000,￥ 20000,任务编号：324030,2900-3152.csv,小程序开发,324030,A324030,B324030,"B2B电子商务, 网站开发"
图片压缩处理,https://task.epwk.com/324031/,161人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,图片压缩处理,直接雇佣￥ 4000,￥ 4000,任务编号：324031,2900-3152.csv,,324031,A324031,B324031,"图片压缩, 图像处理"
【网站UI设计】企业网站设计,https://task.epwk.com/324034/,183人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,企业网站设计,直接雇佣￥ 2000,￥ 2000,任务编号：324034,2900-3152.csv,网站UI设计,324034,A324034,B324034,"企业网站, 网站设计"
【网站UI设计】农产品网站设计,https://task.epwk.com/324041/,192人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,农产品网站设计,直接雇佣￥ 3000,￥ 3000,任务编号：324041,2900-3152.csv,网站UI设计,324041,A324041,B324041,"农产品网站, 网站设计"
【宣传册设计】按摩椅公司宣传册设计定金,https://task.epwk.com/324042/,184人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3135.html?m=6&o=7,按摩椅公司宣传册设计定金,直接雇佣￥ 1000,￥ 1000,任务编号：324042,2900-3152.csv,宣传册设计,324042,A324042,B324042,"按摩椅, 宣传册设计, 定金"
