标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】水洗厂洗涤公司取名,https://task.epwk.com/426904/,8079人,90人,¥100,圆满完成,单人悬赏,o54efebb90abc8,"布草水洗公司名称征集，本公司位于湖北武汉。         经营介绍： 专业为酒店、宾馆、桑拿、餐饮、等行业提供各类布草、衣物洗涤服务的企业。要求：1、名称简洁，大气，有国际范儿（洋气），有创意但不失稳重;(必需可以注册公司的)2、最好有中、英文两种名称，并可注册商标3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.11,2016.07.08,任务编号：426904,,,,源清文案,https://shop.epwk.com/mod04408x5yv/,源清文案,出售服务,https://shop.epwk.com/mod04408x5yv/chushou/,个人,八品,40分,,,源清文案,,剧本创作,价格面议,广告语策划，广告语编写,价格面议,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】金福隆拖链（JFLO）品牌广告语征集,https://task.epwk.com/426886/,2866人,63人,¥1000,圆满完成,单人悬赏,hacljq,"公司名称：浙江金福隆机床附件有限公司   （创立于2006年）主   营：塑料拖链及其他机床设备配套产品应用范围：各种数控加工中心，机械手，机器人，自动化生产流水线及电梯，动车，取钞机等等需要移动传送能量的任何设备。（有应用照片在附件）品   牌：金福隆（JFLO） 一，广告语要求：字数限制在6-15字，简约易记，朗朗上口，主要围绕JFLO拖链的产品美观，设计新颖，性价比高，广泛适用于各个领域，以迎合中国梦.2025制造需要依托，重点来突出机器设备用上金福隆拖链的安全性和完美性！使机器设备更有档次！二，知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由投稿者承担所有法律责任; 2、中标的设计作品，我方支付费后，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.11,2016.06.22,任务编号：426886,,,,〆安小浪漫,https://shop.epwk.com/qgdmj9qvodke/,〆安小浪漫,出售服务,https://shop.epwk.com/qgdmj9qvodke/chushou/,个人,四品,40分,,,〆安小浪漫,,【高端定制 ◆ 经典  ◆广告语 】,"￥1000
            /件",【高端定制◆公司◆品牌◆各类起名】经中国商标网查询可注册,"￥1000
            /件",【私人定制  ◆品牌故事 ◆品牌文化 ◆品牌理念 】,￥2000,【私人定制◆至尊◆广告语】,"￥2000
            /件",【私人定制◆集团◆品牌◆起名】,￥2000,,,,,,,,
【广告策划】罗春堂产品广告语征集,https://task.epwk.com/426643/,3449人,132人,¥200,圆满完成,单人悬赏,mf158****6218,1：推广简洁、易记、朗朗上口，十字以内，和名字配套；2：要求广告语通俗易懂易记，字数尽量的少，突出罗春堂或罗春；关于字数，大家熟知的经典广告语“怕上火 喝王老吉”、“困了累了 喝红牛”，所以最好是容易记忆的6，7，10字这样的篇幅类。 3：产品是类似桃花姬的产品，以滋补为主；4：此次征集的广告语，我公司将使用在产品的包装上，要求适合印刷在产品包装箱、快递箱、手提袋上面；5：要求原创，第一次发布，如有侵犯他人著作，由创作者自行负责；6：中标的作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改，组合和应用。设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权，发布权以及对设计作品进行修改，组合、应用等权利，否则构成侵权，本公司保留依法追究设计方法律责任的权利；7、作者可以提供多条方案供选择；描述补充：产品为药食两用，针对20-40岁女性，名称要贴近产品的特点，让人第一眼看到就能想到最好。,2016.06.09,2016.07.10,任务编号：426643,,,,mf13470089338,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】铜阀门品牌取名和广告语征集,https://task.epwk.com/426615/,4021人,57人,¥200,圆满完成,单人悬赏,kiatai,我们是做铜阀门的公司，希望朋友帮忙起一个品牌，大气，有内涵名字须有中文跟英文，二到三个字的，没有在商标局注册过6，11，17类的。品牌名能和广告语联系起来最好，（例如，金博，金品质，博天下. 皇冠，皇家风范，冠军品质）能体现出质量,2016.06.08,2016.08.07,任务编号：426615,,,,品牌天下，名者为先,https://shop.epwk.com/j7n38gv025e1/,品牌天下，名者为先,出售服务,https://shop.epwk.com/j7n38gv025e1/chushou/,个人,七品,40分,,,品牌天下，名者为先,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【品牌起名】天然护肤起名,https://task.epwk.com/426484/,2954人,51人,¥100,圆满完成,单人悬赏,mf188****5767,天然护肤品牌起名，要求二到四字，原创设计， 要点:产品都是0添加天然护肤，打造素颜女性美的形象，素颜美才更自信，平等，自由。 所以起品牌名称要求中英文相结合，英文翻译可以是自信，尊贵的意思，翻译不了就在自信，平等，自由，尊贵里选择两个可以组合的词 中文起名切记:一定要好记，读起来遛口，过耳不忘，听起来一定要让消费者有想象的空间！如海蓝之谜，宠爱之名，雪芙，俏十岁，起名不要根据产品功效起名，一定要有内涵韵意。 推荐几个字比较喜欢，素，婴，只要符合品牌天然护肤的特点，也可以自己想，以下罗列起名禁忌字，XX堂 XX坊 XX恋 XX之吻 这些太普遍没有特点， 什么是好名字？大气有个性独特，又不失内涵。（起名的时候设计师问问旁人说了两遍还记不住的名字不要投稿，一但中标马上截稿） 名字一但中标，包装设计logo一条龙接下，请高手入住起名,2016.06.08,2016.06.24,任务编号：426484,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】取一个化妆品名字,https://task.epwk.com/425954/,4774人,76人,¥100,圆满完成,单人悬赏,mf136****7703,"我想给我的化妆品品牌取一个名字，要韩国风的感觉1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.06,2016.11.04,任务编号：425954,,,,异凡策划,https://shop.epwk.com/j7n38q6j25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】手工皂品牌起名（用于第三类商标注册）,https://task.epwk.com/426383/,3507人,47人,¥100,圆满完成,单人悬赏,mf150****6,主要经营手工皂，护肤品！手工皂是用各种医用级的或食用级的天然原材料加食用级的油脂纯手工制作。可用洗面、卸妆、沐浴。手工皂泡沫细腻丰富，除了能彻底清除毛孔油污还会使皮肤滋润光泽:。用后流入河流24小时内会被分解，非常环保！要求：简单，大气，自然，顺口，易记！最好是中英文结合，有广告语！请各位高手交稿前查一下商标是否已注册！在此谢过了！,2016.06.07,2016.06.16,任务编号：426383,,,,沙三郎品牌策划机构的店铺,https://shop.epwk.com/89dvg9mowdl2/,沙三郎品牌策划机构的店铺,出售服务,https://shop.epwk.com/89dvg9mowdl2/chushou/,个人,七品,37分,,,沙三郎品牌策划机构的店铺,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】紫砂店铺取名，要求可以注册的名字,https://task.epwk.com/426393/,4451人,67人,¥120,圆满完成,单人悬赏,mf152****9936,本人在宜兴开了一个茶壶店铺，主营茶壶，请人测过了，需要找一个五行带水的名字，名字要求古朴优雅,2016.06.08,2016.10.20,任务编号：426393,,,,花野君的画铺15800372188,https://shop.epwk.com/omdwkke2rdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】网咖起名,https://task.epwk.com/426173/,8480人,202人,¥200,圆满完成,单人悬赏,品色传媒,本网咖娱乐区是未来科幻风设计风格，休闲区是美式田园风格,2016.06.07,2016.09.01,任务编号：426173,,,,人本美名,https://shop.epwk.com/v0n1xgvl057y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】起一个牛逼新颖的名字,https://task.epwk.com/425900/,4075人,72人,¥100,圆满完成,单人悬赏,mf185****9739,美容整形项目～蛋白线提升～达到微脸的造型,2016.06.05,2016.07.25,任务编号：425900,,,,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】潮牌T恤、卫衣英文商标起名,https://task.epwk.com/426075/,2983人,45人,¥150,圆满完成,单人悬赏,TonyNancy,"英文商标名字征集，本公司主营T恤，卫衣产品消费人群以青少年为主，主打街头，潮流风命名要求： 1、名称简单，易记，可以是非常个性的.另类的，也可以是非常随意的.必需有创意(必需可以注册商标的.) 并附上简单商标名字创意说明.知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.06,2016.06.20,任务编号：426075,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】模具设计公司起名字，要可以注册,https://task.epwk.com/425957/,3729人,57人,¥100,圆满完成,单人悬赏,o574bd6a973c5a,模具设计公司起名字，要可以注册.,2016.06.06,2016.07.04,任务编号：425957,,,,凌亿品牌策划,https://shop.epwk.com/09drjjo3e53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司名称及产品名称征集,https://task.epwk.com/425872/,3295人,79人,¥100,圆满完成,单人悬赏,mf158****8654,新开的公司，从事行业是果汁冷饮，现在准备推出一款桔子汁，百分百果汁，不含任何添加剂。现在急需为公司和新推出的产品起个名字，要求没被注册过，有新意创意，符合公司发展主题。例如我自己想到的橙汁名字“橙全爱”(但目前公司推出的是桔子汁)例如一朋友也是做冷饮的，公司名叫“”夏令饮“，绿豆沙产品名叫“豆帝煮”，类似这样的名称，希望大家帮帮忙，发挥想象力,2016.06.05,2016.06.25,任务编号：425872,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】起个和大叔相关的名字,https://task.epwk.com/425776/,7388人,134人,¥100,圆满完成,单人悬赏,o569204a983468,LOGO已经提交申请注册了，可惜的是名字过不了。注册21类和35类。公司经营的产品为时尚风格水杯：保温杯，玻璃杯，塑胶水杯，马克杯之类。针对的都是20岁左右的年轻女性。名字要求符合如下形象：30-40岁左右的大叔，热爱生活，爱耍酷，爱搞笑，坏坏的帅帅的。            名字要求：1，和LOGO形象相符【LOGO在附件中】：某某大叔，某大叔，某叔叔，其他乱七八糟的.....好玩的，酷的，都可以，只要你觉得符合LOGO形象的名字都可以。            2，要求中文和英文，可以申请注册的。            3，可以多提交几个，说不定中了呢？嘿嘿。,2016.06.05,2016.07.09,任务编号：425776,,,,mf18171135893,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】属猴女宝宝取名,https://task.epwk.com/425731/,4744人,88人,¥218,圆满完成,单人悬赏,liyisheng801213,女宝宝起名1、出生日期 2016年5月31日 晚22点39分，2、姓李，母亲姓王，三个字，叫李某宸最好 ，和哥哥排着。或者单独起 也可以。3、符合传统命理五行，数理格局，结合周易五行八卦的算法生辰八字，五行旺衰喜忌进行综合分析交稿时附带详尽的名称寓意，命理分析，解释名字和生辰八字的联系，提交详细的起名方案,2016.06.04,2016.07.16,任务编号：425731,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】1000平米洗车美容店起名,https://task.epwk.com/425726/,3772人,76人,¥100,圆满完成,雇佣,旭日东升VIP,1、门店定位：明明有颜值高逼格，偏偏重性价拼服务2、服务项目：洗车、美容、装具、保养、轮胎、等（一站式）3、名称要求：简单易懂，有记忆点，朗朗上口，中英文结合4、其他考虑：Logo设计、域名注册、商标注册、连锁品牌、等,2016.06.04,2016.06.26,任务编号：425726,,,,梦玑文字创意馆,https://shop.epwk.com/2j5xooz235xm/,梦玑文字创意馆,出售服务,https://shop.epwk.com/2j5xooz235xm/chushou/,工作室,七品,39分,,,梦玑文字创意馆,,品牌故事创作,价格面议,店铺名称设计,价格面议,宝宝名字设计,价格面议,广告语创作,价格面议,品牌名称设计,价格面议,,,,,,,,
【广告策划】一个肉菜连锁店的广告语征集,https://task.epwk.com/425567/,4372人,69人,¥100,圆满完成,单人悬赏,julialuo,"任务需求企业名称：深圳市一娘农产品有限公司 企业主营：蔬菜、肉类、干货、零售连锁门店，自有种植基地，广告语需体现产品新鲜、高品质、等重点，要求原创， 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由投稿者承担所有法律责任;  2、中标的设计作品，我方支付费后，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.03,2016.06.27,任务编号：425567,,,,深蓝相随文化创意工作室,https://shop.epwk.com/m7d7wgqkv5q8/,深蓝相随文化创意工作室,出售服务,https://shop.epwk.com/m7d7wgqkv5q8/chushou/,工作室,九品,40分,,,深蓝相随文化创意工作室,,百度百科词条收录,"￥200
            /件",歌词创作,"￥300
            /件",原创文章,"￥100
            /件",宣传策划,"￥100
            /次",创意广告语,"￥100
            /件",原创文章,价格面议,商业企业促销策划,"￥300
            /件",品牌策划,"￥300
            /件",创意对联,"￥100
            /件"
【广告策划】桶装水广告语征集,https://task.epwk.com/425424/,6233人,134人,¥100,圆满完成,单人悬赏,breoy,"任务需求企业名称：碧水源贸易公司 企业主营：桶装山泉水及瓶装水，品牌名称：西鼎茶泉，要求：字数6-12字，但也不要太长，简约易记、琅琅上口，主要围绕品牌特色西山山泉的内质“天然、纯净、甘甜、源于西山”为重点，要求原创， 知识产权说明： · 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由投稿者承担所有法律责任; · 2、中标的设计作品，我方支付费后，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.03,2016.06.17,任务编号：425424,,,,野生設计,https://shop.epwk.com/z2nkzze8onqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】水暖洁具品牌名称,https://task.epwk.com/425179/,2475人,63人,¥100,圆满完成,单人悬赏,小草飞扬,征水暖洁具品牌名称 商标，要求高大上，2至4个字都行，靠近洋品牌。,2016.06.01,2016.07.08,任务编号：425179,,,,宁波得邦品牌策划设计,https://shop.epwk.com/omdwkx2pwdrp/,宁波得邦品牌策划设计,出售服务,https://shop.epwk.com/omdwkx2pwdrp/chushou/,企业,四品,41分,,,宁波得邦品牌策划设计,,品牌全案设计,价格面议,企业起航/基础/发展vi设计,价格面议,商标logo设计,价格面议,包装设计,价格面议,样本画册设计,价格面议,创意海报设计,价格面议,网站电商设计,价格面议,,,,
【品牌起名】流量包的取名,https://task.epwk.com/425227/,4200人,89人,¥100,圆满完成,单人悬赏,xiaolululu,我们要注册一个品牌，关于流量包的，附件有目前市面上的一些品牌，这个命名比较着急，希望有更好的名字，突出我们的卖点，一听就是做流量的，还要考虑到可以注册。QQ：245994031,2016.06.02,2016.08.06,任务编号：425227,,,,花野君的画铺15800372188,https://shop.epwk.com/omdwkke2rdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】淘宝店铺起名,https://task.epwk.com/425141/,6575人,161人,¥150,圆满完成,单人悬赏,M1565****009,淘宝店铺  主营童装  4-6个字简洁明了 容易记住  不和其他店铺产生冲突。,2016.06.01,2016.07.04,任务编号：425141,,,,上仙无极的店铺,https://shop.epwk.com/78dljplj95lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】女性内衣品牌起名,https://task.epwk.com/425130/,3707人,60人,¥100,圆满完成,单人悬赏,mf158****5562,名字要求在商标25类可以注册的，风格要求：高端大气，时尚有创意感，我们主营女性胸罩，主做微商！,2016.06.01,2016.06.17,任务编号：425130,,,,品牌天下，名者为先,https://shop.epwk.com/j7n38gv025e1/,品牌天下，名者为先,出售服务,https://shop.epwk.com/j7n38gv025e1/chushou/,个人,七品,40分,,,品牌天下，名者为先,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【品牌起名】养生白酒品牌名称征集,https://task.epwk.com/425059/,3181人,58人,¥100,圆满完成,单人悬赏,o574e8308a7e28,具体要求：1、能深度挖掘中国养生酒文化的内涵。2、名字大气，朗朗上口，易懂、易记、易传播。3、名字字数两到四个，请对所取名字做出解释。4、名字不能有重名，并能经得过工商注册。希望借助平台的力量，帮我们想出一些酒品牌名称。,2016.06.01,2016.07.06,任务编号：425059,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】鞋类商标取名,https://task.epwk.com/425008/,3253人,58人,¥100,圆满完成,单人悬赏,mf136****7703,"好听，好记。三个字或四个字不容易重复，关于鞋类的商标1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.01,2016.11.04,任务编号：425008,,,,九哥,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】海钓俱乐部名称征集,https://task.epwk.com/424988/,5130人,75人,¥400,圆满完成,单人悬赏,mf133****9499,"海钓俱乐部征名，地点位于福建厦门，幅射范围厦、漳、泉、福州、宁德等海域。                            经营介绍： 通过钓鱼艇提供近海船钓、路亚（Lure）、磴礁矶钓（Rock Fishing）、深海海钓（Deep Sea Fishing）。俱乐部提供活动组织、信息交流、二手高端钓具转让等服务。                    俱乐部提供的报务内容如下：                                            1、钓鱼艇带船长包天服务、钓鱼艇租赁                            2、经验、信息沟通及交流                            3、活动组织及二手高端钓具                            要求：                                            1、名称响亮，易记，文雅，有创意(必需可以注册公司的)！嗯，必须有创意！！！                            2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。            4、附合 YOU ONLY LIVE ONCE 的冒险、挑战、爱生命、爱海钓的海钓精神。                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.01,2016.06.14,任务编号：424988,,,,MrTime,https://shop.epwk.com/3gd2mz1kyner/,MrTime,出售服务,https://shop.epwk.com/3gd2mz1kyner/chushou/,个人,五品,38分,,,MrTime,,好品牌，传千年。,"￥888
            /件",好的名字，好的开始。,"￥888
            /次",,,,,,,,,,,,,,
【公司起名】贸易公司起名,https://task.epwk.com/424956/,3459人,79人,¥300,圆满完成,单人悬赏,renyaping_1999,"颜料主商贸公司名称征集，本公司位于河北廊坊市        经营介绍：主营颜料。 主营男装的设计和销售，也有部分女装，消费人群以18-35岁男性为主， 服装特色：时尚休闲而不招摇，成熟稳重而不古板。                            产品主要二类：                                            1、主要以销售颜料为主2、经销化工原材料（不包含危险品）                                                        要求：                                            1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的) 三个字以上。                                       2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。 4、原起名华锦新美不能用，起名要求体现色彩艳丽，美丽。5、起名最好包含诚实守信的意义在里面。                                      知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.06.01,2016.07.05,任务编号：424956,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】童鞋、童装品牌取名,https://task.epwk.com/424842/,3064人,45人,¥100,圆满完成,单人悬赏,bofy,童鞋、童装品牌取名：该品牌名称用于商标注册，适用于童鞋与童装。1、童鞋、童装品牌取一个中文名字还可以英文缩写的名字，英文名称相近，不要太长以及难记，名字字数在4个字之内。注（必须可以注册商标，可以注册25类）  2、名字要时尚，大气，简约，有内涵，易记忆，可爱一点，不失童真，无生僻字，朗朗上口，易于传播。3、由于是跨品类产品，所以要求包容性强，不要偏向于童装或者童鞋。【注意事项】1、还请大家创意作品后，在中国商标网上，查询未被注册后再发上来吧。好多名字都被注册了。2、衷心的感谢每一位用心参与的设计师，非常感谢大家。3、若无法通过注册，中标威客务必配合我公司进行修改 。所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任【知识产权说明】1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任； 2、设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改，组合和应用，设计者不得再向其他任何地方使用该设计作品。,2016.05.31,2016.06.18,任务编号：424842,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】宝宝名称征集,https://task.epwk.com/424785/,4720人,71人,¥188,圆满完成,单人悬赏,鹭岛水手,宝宝出生时间 阳历：2015年3月2日00:45分出生地点：厦门市姓：翁。性别：男父姓：翁（高管），  母姓：郭（医生）说明：宝宝小名墨墨，英文名moke，取至成语及典故：翰林子墨，骚翁墨客曾取名：翁志秋，五行五格100分名取自：李世民《经破薛举战地》“志与秋霜洁”昔年怀壮气，提戈初仗节。心随朗日高，志与秋霜洁。移锋惊电起，转战长河决。营碎落星沉，阵卷横云裂时间一久看名字还是俗套，还是对外征集，要求如下：具体要求：1、字音好：读起来顺口、字音悦耳，注意阴阳平仄，富于节奏感，朗朗上口（顺溜不拗口），不要有不好的谐音，不易联想起外号2、字义好：寓意深刻、蕴涵丰富、有典故出处3、构思好：清新不俗、独具特色、与众不同4、重要 数理好：生克平衡、五行相生，利喜用神，五格、三才全吉祥如意5、易认易念易写，好听好看好记，无歧意无不良联想谐音，吉利吉庆吉祥 重要要求：名字要符合传统命理五行、数理格局。请结合周易五行八卦的算法、生辰八字、五行旺衰喜忌进行综合分析，交稿时附带详尽的名称寓意，命理分析，解释名字并说明名字和生辰八字的联系，提交详细的起名方案。备注：来到这里希望集思广益，烦请各位朋友帮忙，请有缘人给我家宝贝起个名字和小名，谢谢！请勿敷衍了事让雇主先中标再提交详细方案，如果您的方案确实让我们满意，我们会中标后再追加费用以表示我们的谢意。,2016.05.31,2016.06.23,任务编号：424785,,,,名理衡真,https://shop.epwk.com/zqdpllw46n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】珠宝品牌命名,https://task.epwk.com/424746/,2885人,56人,¥100,圆满完成,单人悬赏,跑跑小蜗牛,为珠宝品牌命名，要求写出理念及品牌故事（主要经营银饰）,2016.05.30,2016.07.16,任务编号：424746,,,,mf18852981539,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】急需宠物超市起名,https://task.epwk.com/424629/,3351人,84人,¥100,圆满完成,单人悬赏,mf185****8953,"宠物超市起名，本公司位于宁夏银川。                            经营介绍： 我们主要提供宠物用品、服务以及宠物的婚介等等宠物周边的服务                            产品主要三类：                                            1、宠物用品类                            2、宠物服务以及宠物的婚介等周边服务                            3、宠物交友圈子                            要求：                                            1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.30,2016.06.16,任务编号：424629,,,,zhen634027290,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】科技公司起名,https://task.epwk.com/424482/,4151人,57人,¥100,圆满完成,单人悬赏,诚心开发,起个公司名字 要求能过商标注册9 42 35类 能过上海工商局查名 两字的 信息科技有限公司或网络科技有限公司 科技类的 名字要符合这类 包含 杰，宇， 恒 ，腾， 智， 达， 成， 诚， 盛， 希，博，星，晨，优，复，嘉，佳，虹等等 最好杰，恒，智，腾开头，带宇，虹更好 感谢==  不得侵犯他人商标权知识产品  要过上海工商局查名和商标局哦- - 不过肯定不行的 = =,2016.05.29,2016.06.25,任务编号：424482,,,,石枯沙老,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】工贸公司起名,https://task.epwk.com/424502/,3215人,49人,¥100,圆满完成,单人悬赏,mf186****7972,"1、我公司主营有两部分三菱重工中央空调的代理销售业务以及铁艺护栏大门、铝艺大门、不锈钢护栏等高端产品的设计、制作、安装.
2、名字能注册成功.2到4个字都可以。最好2个字，但必须能注册。青岛XX工贸有限公司
3、名称通俗易懂，让人看一眼就容易记得住。  
4、要带有一定的寓意内涵，比如诚信、品质、高端、发财等等。


名起好后，请附上说明，说明主要目的是对这名称象征性的意义是什么？",2016.05.30,2016.06.12,任务编号：424502,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
