标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【店铺/网店起名】精品配饰店店铺命名,14454人,171人,¥500,圆满完成,mf136****8860,本人近期内计划开设一家日韩风格的精品、配饰店，未来计划走“无印良品”、“名创优品”的连锁路线，请各位达人支招起个品牌名，具体需求如下：1.中英文命名，字数不限2、中文名可以考虑谐音或翻译，便于记忆3、简洁易记，又有想象空间4、需配有对该品牌名的简单解释,2015.05.05,2015.05.29,任务编号：350674,￥ 500,,高阁雅依创意工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】洁身器名字征集,5499人,178人,"¥1,000",圆满完成,mf135****5108,详情见附件,2015.05.04,2015.05.21,任务编号：350480,￥ 1000,,简简单单,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】奶茶店起名,13107人,163人,¥100,圆满完成,mf188****9500,"奶茶店的名字征集                           经营介绍：主要是奶茶，咖啡以及现窄果汁，果汁以柠檬和橘子为主                要求：                                            1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的)                                        2、字数不限，能够朗朗上口的   ，简洁大方点                            3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.05.04,2015.05.22,任务编号：350385,￥ 100,,竹叶常青设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌名称征集,7931人,39人,¥200,圆满完成,简伦,公司简介：家居家纺，公司专门销售进出口家纺产品，属欧洲文化，产品有床上多件套，枕头，被子，床垫等等。消费者以70后80后居多要求：1、全英文名称，不超过9个字母；2、能提供产品功能广告语，中标威客需要配合后期修改；3、请附上创意说明，未提供创意说明的朋友，我方不采纳；4、每位投标者所取名字不得多于3个，所创作的名称必须为原创，不得抄袭剽窃他人作品，如有侵犯他人著作权，由竞标者承担所有法律责任；5、请附带在中国商标网查询结果截图商标涉及类别，20类，24类。知识产权说明：       1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任；         2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，除征集费外，无需向竞标者支付任何费用。我发有权对设计作品进行修改，组合和应用，设计者不得再向其他任何地方使用该设计作品。,2015.05.04,2015.06.06,任务编号：350253,￥ 200,,ljyi嘉懿传媒,,,,,,,,,,,,,,,,,,,,,,,
【专业代笔】修改一篇已完成的房地产营销的文章红字部分,4864人,6人,¥150,圆满完成,mf159****2355,重点修改附件中红字部分，保证查重率在20%以下，附带写好的论文以及网上论文初检结果急急急！,2015.05.01,2015.05.08,任务编号：350026,￥ 150,,ZN设计工作室,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【宝宝起名】男宝宝起名,14091人,172人,¥100,圆满完成,mf153****0360,7月儿子降生 来征个好名字本人姓张 下辈中字是 喜   小儿大排行第六求个顺口、有些文气、深蕴的名字 应征稿请附 名字寓意 构思 出处 择优选用,2015.04.29,2015.07.04,任务编号：349512,￥ 100,,wszgr456,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】纯净水起名,7760人,71人,¥100,圆满完成,mf186****3295,"纯净水品牌名称征集，本公司位于江苏宿迁。                    要求：                                            1、名称简洁，容易记，(必需可以注册商标)                                        2、两个字，最好让人一看就觉得本品牌纯净水可口清洁可信任想买                            3、最好设计出LOGO                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.28,2015.05.31,任务编号：349353,￥ 100,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】和基友玩游戏，帮忙想2个霸气的名字！谢谢！,11974人,52人,¥100,圆满完成,sabrinakf,和好兄弟一起玩游戏，帮忙2个霸气点的游戏名字！可以带一此字符标识什么的，怎么酷怎么来！！特别一些的！！想好了，必须确保游戏名字可以使用（有一些特殊字符不能使用的）点击这里进入http://dwz.cn/I8AkK     ，可以测试游戏名字是否能使用！最后，大家把在上面注册进入创建的游戏名字，截图提交，我要确认你是否能正常使用这个名字。完成即OK，非常简单！ 不清楚的看截图。。谢谢各位！,2015.04.28,2015.07.13,任务编号：349307,￥ 100,,从你De全世界路过,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】英文书名翻译,8751人,43人,¥100,圆满完成,zhaoyunhong1121,"书名：The Little Book of Big Management Theories 副书名：89 management theories f rom the world’s best management thinkers – thefast, focussed and express route to success. 可意译，要求有宣传广告语的效果，通顺上口，能激发购买，可在亚马逊网站搜到此书的封面",2015.04.28,2015.10.13,任务编号：349193,￥ 100,,石家庄奇思妙想网络科技有限公司,企业,七品,40分,,,小程序开发，会员，分销，门店，餐饮，到店预约，优惠券，大转盘，秒杀，拼团,"￥100
            /件",微信小程序商城开发拼团秒杀大转盘刮刮乐优惠券分销小程序开发,"￥100
            /件",小程序开发,"￥100
            /件",微信代运营微信公众号托管平台托管文章图文编辑排版推送服务包月,"￥100
            /件",微信公众号开发公众平台服务号小程序制作微商城搭建三级分销拼团,"￥100
            /件",,,,,,,,
【品牌起名】互联网及汽车电子产品研发公司产品品牌起名,5379人,53人,¥500,圆满完成,sandychan,"汽车电子技术研发公司的产品命名及LOGO设计

经营介绍： 
本公司从事互联网及汽车电子类产品的研发、生产及销售；承在研发生产汽车电子类产品，诸如：智能钥匙、一键启动、手机控制、APP、OBD、车联网产品、未来的大数据应用等。

客户群体：
商业端：汽车主机厂、4S店及汽车销售集团、交管部、保险公司等
消费端:  汽车车主及后装市场

起名要求：
1、可以是二或三字，可以中英文结合；如全中文，请对应英文
2、字面可爱、具有调砍风格，容易被记住如：小米、锤子等，或洋气十足，朗朗上口，内容符合时代和涉足行业特点。
3、内涵能有明确说明，如引经据典，Google和Alibaba类似的简单含义

知识产权说明：
1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;
2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;
特别提醒：取的名字必须没有在商标局注册过的，在发布名字前请到网上查询是否有被注册。谢谢！",2015.04.27,2015.10.31,任务编号：348995,￥ 500,,刘秋雨,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】红木艺术品品牌起名,7332人,60人,¥200,圆满完成,jy北鼻,"红木艺术品 品牌起名征集，本公司位于福建厦门。                            经营介绍： 主要涉及红木类艺术品销售、设计、生产环节，以批发、代理形式销往全国各地；        要求：                                    1、名称响亮，易记，文雅，有创意但不失稳重;(需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标，字数不限；                            3、最好能基于五行、风水元素，且附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.27,2015.05.22,任务编号：348979,￥ 200,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】新开发一款环保橱柜，求名字,9166人,108人,¥300,圆满完成,果果香香,厨房整体橱柜，橱柜特点：环保 结实 防水 防潮 防蛀（因为是瓷砖做柜体 铝合金做的框架），现征集橱柜名字。,2015.04.24,2015.06.17,任务编号：348411,￥ 300,,易周起名,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】服务企业公司更名,9145人,169人,"¥2,000",圆满完成,WHM2015,详情请看附件，取名前请查询是否可以注册。,2015.04.24,2015.10.24,任务编号：348342,￥ 2000,,盖伦工作室 Galen Studio,个人,一品,45分,,,卡通logo设计,"￥1500
            /件",产品包装设计,"￥3000
            /件",书籍装帧,"￥1500
            /件",DM折页和海报设计,"￥1200
            /件",商标 logo 标志 设计,"￥1200
            /件",手绘和鼠绘及插画,"￥5000
            /件",展板　展架　门头,"￥2000
            /件",,,,
【公司起名】面向健康和养老的信息科技公司起名,1261人,80人,¥400,圆满完成,tonymaster,目前筹备一家面向于健康养老产业的科技公司，业务覆盖各类健康养老的科技产品以及服务，公司注册地址位于北京。公司名字要求易于识别、易于记忆，要有内涵，稳重、大气，最好能有出处。公司虽然立足于本土，但名称应国际化。字数在2-4字之间，其格式类似于“北京xx科技有限公司”可进行公司注册以及商标注册。,2015.04.23,2015.07.27,任务编号：348203,￥ 400,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】以英式现酿啤酒为主的餐厅取名,6055人,44人,¥100,圆满完成,f7920****,"我需要一个以英式现酿啤酒为主的餐厅名称餐厅在山西太原    后续会有很多连锁店    名字要新颖上口    有内涵      易宣传此名字必须要通过工商局注册知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.23,2015.06.12,任务编号：348161,￥ 100,,ZS代写,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】店铺取名,9925人,150人,¥100,圆满完成,Mr135****4997,要求：1.店铺为重庆面馆店2.针对顾客人群：中端商务人士3.店铺名要简洁明快、容易记忆4.店铺名要高端大气文雅5.店铺名，字数4个字最佳,2015.04.22,2015.07.27,任务编号：347917,￥ 100,,人本美名,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】家居用品品牌名称征集,6434人,57人,¥200,圆满完成,fuzhuang0010,一、需求：1.本公司主营精致，个性，简约，时尚，高品质的各种类型家居用品及饰品，适应于60-90年代人群，产品定位在中等及中等以上，中等消费阶段。2.中英文同时命名，名称译名准确。中文字数控制在2-4个。3.名称能有利于品牌形象的设计塑造。4.为避免重复内容及网络复制，每位投标者所取名字不得多于5个。5.名称未被使用过，能通过国家商标局的注册使用。取名后，请附带在中国商标网做个查询结果，能够在中国商标局注册。6.附上创意说明。二、知识产权的说明：1、所创作的名称必须为原创，不得与其它企业或品牌名称类似，抄袭剽窃他人作品。不得侵犯他人著作权；如有侵犯他人著作权，由竞标者承担所有法律责任；各位竞标者一定要注意所设计作品的不重复性，如有雷同或无法进行商标注册将无法参与竞标。2、竞标方创作的名称一经选中，则视为同意征集方拥有对该名称的所有权。最终中标的名称，其全部权利（包括但不限于知识产权、著作权、使用权、发布权、处分权)归我方，即拥有该名称的独立完整知识产权。我方除征集费外，无需向竞标者支付任何费用。3、中标的名称，我方支付征集费后，竞标者不得再在其他任何地方使用该名称，或为第三人提供该作品创意方案，否则构成侵权，我方保留依法追究设计方法律责任的权利。4、如选中某名称，但需要进行适当微调，希望中标者能依据我们的意见适当调整。5、征集结果公布后，未采用的作品即可自行处理。6、参加此竞标者被视为同意以上声明。三、任务征集期间，交易双方交流可通过:一品威客站内信、任务详情之威客任务交流区或咨询一品威客在线客服人员。,2015.04.20,2015.09.05,任务编号：347352,￥ 200,,泉州自由点设计工作室,工作室,五品,37分,,,,,,,,,,,,,,,,,,,,
【公司起名】贸易公司起名字,4727人,47人,¥150,圆满完成,mf189****3632,贸易公司起名字-需要包含，英文，中文。1、名字简单好记、有内涵有创意但不失稳重; 【公司主营：手机配件】2、公司类型：贸易（美-中），中英文要求谐音，并可注册商标。3、最佳2字，可在深圳市注册，不能注册的是无效稿件。如：深圳市**贸易有限公司,2015.04.21,2015.10.26,任务编号：347389,￥ 150,,千百度品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】亿美康家用榨油机广告语征集,11926人,75人,¥100,圆满完成,没有樱桃的小丸子,产品：亿美康家用榨油机用途：家庭式榨油，能榨所有含有油脂的原料。产品简介：亿美康家用榨油机，采用物理慢速挤压原理，是古法榨油与现代工艺的完美结合。亿美康榨油机获得国家13项实用型发明专利，控油阀设计更是行业独创，在提高出油率的同时也避免了重金属污染，延长了使用寿命。钢琴烤漆外壳，时尚美观，节省空间易清洗。更多产品介绍见附件5要求：简短、有力，令人印象深刻。字数15字以内。公司官网：www.emkang.com微信公众号：emkang产品图和logo见附件,2015.04.20,2015.05.07,任务编号：347178,￥ 100,,乐活创享,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】微整形医院的取名,12128人,104人,¥300,圆满完成,mf133****1681,"浙江省杭州市滨江区开微整形医院取名字：要求通过工商局的审核为前提 高端大气上档次.过目不忘。朗朗上口知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.20,2015.05.15,任务编号：347066,￥ 300,,MID STUDIO,工作室,七品,39分,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】卫生医疗系统内P2C平台起名,7721人,81人,¥300,圆满完成,Mr138****6307,"1、名字大气；2、不能与现有平台重名；3、体现健康和理财。4.名字需要注册5.名字3-4个字之间知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.19,2015.06.23,任务编号：347004,￥ 300,,Vitor_D,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】贸易公司起名字,8398人,43人,¥100,圆满完成,parklei,贸易公司起名字-需要包含，英文，中文，韩语，寓意中文即可。公司类型：贸易（韩-中）需包含 英语 韩语 中国语 。需包含中文寓意！,2015.04.18,2015.06.23,任务编号：346909,￥ 100,,森禾米创意工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】给装修行业网站取名,8341人,94人,¥300,圆满完成,mf188****7282,名字具体要求如下：1、网站类型： 装修门户网站 2、名字字数： 2-4个字均可 （可以用文字、数字或两者组合均可）3、风格 ： 简易好记    大气   朗朗上口   符合行业特性  4、参考的名字有：土巴兔装修网  乐装网  580装修网5、工商注册：商标可以注册   （无重名）6、名字解释7、网站特点：集业主、装修公司、设计师、商家真实互动、共享的一个装修交易平台,2015.04.18,2015.04.30,任务编号：346866,￥ 300,,l401773133的商铺,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】家具公司起名,11637人,139人,¥500,圆满完成,未名168,代理销售 现代板式家具 现代实木家具 古典实木家具  欧美家具，想取个大气点的名字 能把这几类家具都能罩的住的。能注册 以后也可以直接当店名和商标用,2015.04.17,2015.06.15,任务编号：346788,￥ 500,,高阁雅依创意工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】金融投资公司取名,13156人,110人,¥100,圆满完成,mf186****7931,任务需求 ：1：最好是两个字的2：名字需要简洁大方，响亮一点的。3：尽量和航海或者船有点关联的,2015.04.15,2015.05.09,任务编号：346215,￥ 100,,千百度品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】上海xx仪器仪表有限公司  起名,7311人,61人,¥100,圆满完成,waywayne,"经营介绍： 主营实验室科研仪器设备、生物及化学试剂；客户主要为高校、科研院所、企事业单位等                    要求：                                            1、名称大气、响亮，易记，有创意但不失稳重 (必需可以注册公司)            2、2~4个字组成                            3、最好有中、英文两种名称，并可注册商标                                        4、附上创意说明5、若满意会追加酬劳并求进一步合作                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.15,2015.05.03,任务编号：346302,￥ 100,,小司马迁智慧屋,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【公司起名】贸易公起英文，中文名,7037人,67人,¥300,圆满完成,ericguo2009,公司主要业务方向为贸易，工厂公司主要投资方，产品为船舶、港口、码头用产品、起重起吊产品、锻造件产品。公司拟注册在上海，格式为：上海XX实业有限公司，名字尽量两个字。由于客户主要是外商，所以请先考虑英文名，再音译成中文。名字要求简洁易读，合适外国人（尤其是欧洲）语言习惯。由于英文名和中文名需要注册商标，所以设计者请自行查实工商注册，英文名和中文需要能注册商标第9类，第12类。,2015.04.15,2015.05.02,任务编号：346171,￥ 300,,星橙设计QQ1356183009,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】43类食品餐饮商标起名，保证可以注册，主营各类面食,7424人,97人,¥150,圆满完成,mf155****9816,产品 ：主营各类面食，例如川味面，重庆面.字数要求 ： 2个字 风格要求 ： 富有意境 参考例如：X面具体要求：1、名字要求：2字（2字中文或者2字中文加英文），其中一个字包含面字，例如X面，文艺范，有语意，有特色，让人一目了然、易于传播、与主营匹配，使客户能够产生联想。2、商标要求：注册商标所用，请查询在第43类没有被注册的商标。3、投稿要求保密。4、为增加品牌名字的说服力，可提供相应的创意说明文稿，以及一句相对应的精辟的宣传语口号。5、”X面“为固定格式。,2015.04.12,2015.05.08,任务编号：345476,￥ 150,,萌芽创意中心,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】四川麻辣口味的零食取名,12205人,144人,¥100,圆满完成,用户19034,四川重口味零食，特点麻、辣。名字最好取谐音，劲爆、搞笑、猥琐、霸气侧漏那种,2015.04.11,2015.04.28,任务编号：345413,￥ 100,,lp1113,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】蛋糕烘培店取名,10723人,120人,¥100,圆满完成,o5528ab20f3e0b,闽南地区   蛋糕烘焙工作坊    简单，易记，英文单词或英文字母 ，但要有其中文名字。,2015.04.11,2015.08.03,任务编号：345330,￥ 100,,Vanic视觉,工作室,九品,38分,,,,,,,,,,,,,,,,,,,,
【广告策划】投促金融万元现金征slogan,12802人,59人,"¥10,000",圆满完成,投促金融,一.品牌资料：1.品牌名称：投促金融2.品牌简介：四川投促金融信息服务有限公司是四川省投资促进会下属的互联网金融公司，四川省首家获批的总部型金融信息服务企业，国内首家P2G互联网金融平台。依托四川省投资促进会、成都民间金融服务中心等平台及其上下游资源，发挥省市政府建设西部金融中心所形成的聚合效应，以“引导民间资本进入实体经济”为使命，践行项目资金匹配落地的市场化运作之路。通过互联网工具和渠道，为投资人与实体企业双方提供综合性金融服务。投促金融倡导“理性才安全、安全即效益”的投资理念，为合格投资者提供具有政府信用背景的互联网理财产品，科学引导民间资本通过理性规范的投资方式支持实体经济的发展。3.品牌特色：政府信用介入，专注于政企项目，安全稳健；独创风控众筹，信息披露透明。4.核心价值：安全稳健5.更多资料：http://www.chinap2g.com/二.需求描述：1.征集内容：投促金融品牌Slogan征集2.征集要求：（1）.体现投促金融品牌核心价值；（2）.简单易记，朗朗上口，易于记忆与传播；（3）.新颖原创，让人印象深刻，过目不忘；（4）.字数控制在10字以内，附简单文字说明阐述；（5）.必须为原创作品；（6）.需考虑适用于任何广告画面。3.征集详情：（1）.征集时间：2015年4月9日－4月30日24:00前（2）.评选时间：2015年5月4日--5月6日（3）.结果公布时间：2015年5月7日（周四）三.参与方式1.在线提交：在一品威客网站征集活动发布页提交；2.微博提交：关注@投促金融 官方微博号，发送“Slogan+姓名+联系方式”；3.微信提交：关注投促金融微信号（订阅号：chinap2g），发送“Slogan+姓名+联系方式”。四.丰厚奖金：所提交的Slogan作品，可纯中文，也可中文加英文，同等条件下，优先考虑中英文版本，所有参与者均有奖励：中标者(第一名)：现金奖励9000元+投促金融现金券10000元；第二名：现金奖励500元+投促金融现金券3000元；第三名：现金奖励500元+投促金融现金券2000元；参与者：所有参与者均可获得投促金融现金券100元。五.知识产权说明：1、所提供广告语必须为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由创作者承担所有法律责任；2、中标的广告语，我方支付创作费。我方即拥有该广告语的知识产权，包括著作权、使用权和发布权等，并有权对该广告语进行修改、组合和应用，创作者不得在其他任何地方使用该广告语或为第三人提供该广告语创意方案。,2015.04.08,2015.05.04,任务编号：344561,￥ 10000,,虞夕,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】给logo起中英文名字,14111人,147人,¥800,圆满完成,o54c33b4c86f42,"1、大气、简洁.鲜明 易记。     2、有视觉冲击力，醒目易识别，突出休闲氛围          3、名字在2-3个字之间，最好2个4、我司从事潮流鞋业这块 ，取的名字是适用于潮流鞋业。                                                       知识产权说明：    1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.09,2015.04.25,任务编号：344851,￥ 800,,怡品视觉,工作室,七品,40分,,,画册设计,价格面议,宣传品设计,"￥399
            /件",VI设计,"￥1500
            /件",LOGO设计,"￥500
            /件",,,,,,,,,,
【公司起名】钢结构公司起名,14178人,85人,¥300,圆满完成,mf189****2727,"船舶 桥梁 钢结构 公司起名一、起一个响亮大气（为了公司以后发展不要与现在已有名字重复），而不失内涵的名字。具有一定文化韵味（要通俗）、吉祥富贵（有发财寓意更好）高雅     大方。大气，有厚重感二、体现公司性质：钢结构  工程  公司主要以：船舶分段 桥梁 钢结构厂房 制作 安装三、体现公司文化理念、创新、诚信、专业、合作、共赢、敬业四、提供名字意义诠释，带宣传用语五、公司名需注册工商成功，要进行查重六、名字带英文，可以设计成企业LOGO 知识产权说明：一、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;二、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.05,2015.10.13,任务编号：343774,￥ 300,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】北京钻石婚戒品牌起名,8571人,105人,¥360,圆满完成,flora_bobo,任务需求一：公司说明及取名要求：1、公司主营产品为钻石裸石、钻石镶嵌戒指、情侣对戒等中高端首饰，支持高端定制；2、公司位于北京，主要针对情侣、新婚人群；3、名字要求中文名+英文名，国际大牌范，便于设计推广，可以融合意大利或法国风格，但不强求，易记顺口且在众多珠宝品牌中易于识别，不要打大品牌的擦边球，最好不是简单的英文音译，那样不容易体现内在含义并记忆；4、名称可以凸显钻石的品质感，也可以是能够打动情侣或新婚佳人的短语，赋予品牌感情元素，便于此后的品牌附加值包装；5、可在工商进行注册，能够通过名称的预先核准，中标威客需配合后期修改6、提供创意说明，如顺利中标，后续品牌包装设计会再单付费。二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。 2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。,2015.04.03,2015.05.01,任务编号：343238,￥ 360,,散人之铺,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】水暖卫浴洁具的取名,9365人,127人,¥300,圆满完成,mf135****1583,"1，所想的名字必须商标能注册11类商标，卫生洁具的，2,2个字的名字最好，通顺，好记，不排斥3个或者4个的名字，3，可参照类似：九牧，恒洁，中宇，之类的！",2015.04.03,2015.05.18,任务编号：343219,￥ 300,,子轩品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】儿童摄影品牌起名,7654人,83人,¥200,圆满完成,十二随风,"具体要求：                                    经营介绍：一家以儿童摄影为主的摄影品牌应用内容：起名要求：1、易懂、易记、朗朗上口；           2、同行业不可重复，要做商标注册用；           3、请附上起名品牌的创意说明           4、请附上起名品牌可注册的.com英文域名(越简洁,越短越好)及对应的域名创意说明。            5、取完名字后,请到中国商标网(http://sbj.saic.gov.cn/)里点商标查询-<(下一页面)点我接受-<(下一页面)点商标近似查询-<(下一页面)国际分类号填""41"",类分类号不用填,查询方式分汉字.拼音...(根据你取的名字选择),查询类型全选,查询内容把你取的名字输进去,最后按自动查询,看结果,是否已经被别人注册了,或者非常类似,已经被注册或非常类似的名字是不会被录取的。           6、英文域名请到域名注册商查询是否可以注册 比如万网(http://www.net.cn/)提交格式为：一、品牌名：xxxxxxx                        二、品牌创意说明：xxxxxx                       三、域名:xxxx.com                      四、 域名创意说明：xxxxxxxx                            知识产权说明：1、所设计的名称必须为原创，未在国家商标局注册过，不得侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任；",2015.04.03,2015.10.23,任务编号：343097,￥ 200,,用心用脑用手,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】公司简介、个人简介修改润色,4491人,16人,¥200,圆满完成,mf156****1888,急需专业人士修改公司简介&个人简介，初稿已写好，请根据初稿内容修改。本公司拥有成千上万的珍贵文物和民俗藏品，希望将其与旅游深度结合，打造一个创新型文化旅游项目。由于我们将与政府部门合作文化旅游项目，所以风格要大气一点，但毕竟是个文化公司，又要透出文艺的感觉。个人简介重点突出三点：1. 此人藏品很多  2.收集这些藏品很不容易（花费大量精力时间）3.弃商从文，从一位杰出商人转变为一名中华传统文化的传播者和守护者的可贵精神若上传的初稿没法正常打开，请私下联系我QQ285225494索要初稿，谢谢,2015.04.03,2015.04.10,任务编号：343056,￥ 200,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】有逼格的简餐店起名,21786人,144人,¥100,圆满完成,bbdbb9691,1、名称响亮，时尚，创意 ，最好是2-3个字。 2、大胆发挥想象，要创新。3、传统名称不要（带XX堂、XX店、XX家、XX居的这些的都死远）4、支持和餐饮无关、不着边际、不符合逻辑的名字，支持网络用语的名字。5、发Word文档的不看（希望那些既想赚起名钱，又不愿意动脑创意，用一个WORD文档走天下的傻缺别来，发了也不会对你客气，谢谢！）6、名字中标的，还有后续LOGO、VI、文案可以合作。,2015.04.01,2015.05.07,任务编号：342530,￥ 100,,子轩品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】水吧冰淇淋连锁起名,8612人,88人,¥100,圆满完成,mf130****8887,水吧，冰淇淋连锁起名公司准备做连锁企业，主要经营水吧（例如：鲜果时间、爱转角等）冰淇淋（例如：DQ DF等）经营路线是连锁加盟，主要是商场及影院。面对人群白领大学生等青年人群。名字不要太长，有中英文两种名字，并可注册商标（非常重要！）,2015.04.01,2015.05.09,任务编号：342380,￥ 100,,lijie28,,,,,,,,,,,,,,,,,,,,,,,
