标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
网站二次开发,https://task.epwk.com/854823/,73人,1人,"¥25,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,网站二次开发,直接雇佣￥ 25000,￥ 25000,任务编号：854823,413-500.csv,,,,,,网站二次开发
简易网站制作,https://task.epwk.com/854829/,47人,1人,"¥21,300",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,简易网站制作,直接雇佣￥ 21300,￥ 21300,任务编号：854829,413-500.csv,,,,,,"网站制作, 简易网站"
金融数据相关性分析及VAR测算,https://task.epwk.com/854833/,70人,1人,"¥23,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,金融数据相关性分析及VAR测算,直接雇佣￥ 23000,￥ 23000,任务编号：854833,413-500.csv,,,,,,"金融数据, 相关性分析, VAR测算"
做个简单的企业展示型网站,https://task.epwk.com/854837/,49人,1人,"¥11,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,做个简单的企业展示型网站,直接雇佣￥ 11000,￥ 11000,任务编号：854837,413-500.csv,,,,,,"企业展示, 网站设计"
商城维护二次开发,https://task.epwk.com/854850/,48人,1人,"¥49,900",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,商城维护二次开发,直接雇佣￥ 49900,￥ 49900,任务编号：854850,413-500.csv,,,,,,"商城维护, 二次开发"
【小程序开发】物业小程序开发（第二期）,https://task.epwk.com/854856/,179人,1人,"¥36,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,物业小程序开发（第二期）,直接雇佣￥ 36000,￥ 36000,任务编号：854856,413-500.csv,,,,,,"物业小程序, 第二期"
【APP开发】开发一期,https://task.epwk.com/854860/,359人,1人,"¥3,800",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,开发一期,直接雇佣￥ 3800,￥ 3800,任务编号：854860,413-500.csv,,,,,,"开发, 一期"
【VI设计】弘狮VI设计套餐版（定位高端，价格亲民）专注企业品牌形象,https://task.epwk.com/854861/,131人,1人,"¥4,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,弘狮VI设计套餐版（定位高端，价格亲民）专注企业品牌形象,直接雇佣￥ 4000,￥ 4000,任务编号：854861,413-500.csv,,,,,,"弘狮VI设计, 企业品牌形象, 高端定位"
【其他管理软件】设置管理软件开发,https://task.epwk.com/854864/,1523人,1人,"¥48,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,设置管理软件开发,直接雇佣￥ 48000,￥ 48000,任务编号：854864,413-500.csv,,,,,,"设置管理, 软件开发"
【小程序开发】微信小程序开发,https://task.epwk.com/854893/,103人,1人,"¥30,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,微信小程序开发,直接雇佣￥ 30000,￥ 30000,任务编号：854893,413-500.csv,,,,,,"微信小程序, 开发"
【APP开发】管理系统开发,https://task.epwk.com/854894/,162人,1人,"¥50,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,管理系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：854894,413-500.csv,,,,,,"管理系统, 开发"
【小程序开发】教育网站开发,https://task.epwk.com/854895/,212人,1人,"¥16,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,教育网站开发,直接雇佣￥ 16000,￥ 16000,任务编号：854895,413-500.csv,,,,,,"教育网站, 网站开发"
【其他宣传品设计】服务是品牌全案策划+画册设计+系列海报设计*3,https://task.epwk.com/854904/,741人,1人,"¥3,800",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,服务是品牌全案策划+画册设计+系列海报设计*3,直接雇佣￥ 3800,￥ 3800,任务编号：854904,413-500.csv,,,,,,"品牌全案策划, 画册设计, 系列海报设计"
【小程序开发】支付宝小程序,https://task.epwk.com/854908/,402人,1人,¥500,圆满完成,https://task.epwk.com/page446.html?m=6&o=7,支付宝小程序,直接雇佣￥ 500,￥ 500,任务编号：854908,413-500.csv,,,,,,支付宝小程序
【VI设计】VIS视觉系统定制版,https://task.epwk.com/854912/,236人,1人,"¥8,800",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,VIS视觉系统定制版,直接雇佣￥ 8800,￥ 8800,任务编号：854912,413-500.csv,,,,,,"VIS视觉系统, 定制版"
【网站UI设计】企业网站搭建,https://task.epwk.com/854913/,360人,1人,"¥19,900",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,企业网站搭建,直接雇佣￥ 19900,￥ 19900,任务编号：854913,413-500.csv,,,,,,"企业网站, 搭建"
【VI设计】LOGO创意,https://task.epwk.com/854915/,166人,1人,"¥1,500",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,LOGO创意,直接雇佣￥ 1500,￥ 1500,任务编号：854915,413-500.csv,,,,,,"LOGO, 创意"
【APP界面设计】社区预测类APP，现已有APP,https://task.epwk.com/854918/,508人,1人,"¥1,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,社区预测类APP，现已有APP,直接雇佣￥ 1000,￥ 1000,任务编号：854918,413-500.csv,,,,,,"社区预测, APP开发"
【网站UI设计】开发一个卡管家app,https://task.epwk.com/854920/,445人,1人,"¥19,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,开发一个卡管家app,直接雇佣￥ 19000,￥ 19000,任务编号：854920,413-500.csv,,,,,,"卡管家, app开发"
【小程序开发】教育行业解决方案,https://task.epwk.com/854926/,280人,1人,"¥3,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,教育行业解决方案,直接雇佣￥ 3000,￥ 3000,任务编号：854926,413-500.csv,,,,,,"教育行业, 解决方案"
【LOGO设计】logo设计,https://task.epwk.com/854928/,208人,1人,"¥12,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,logo设计,直接雇佣￥ 12000,￥ 12000,任务编号：854928,413-500.csv,,,,,,logo设计
【测试服务】调用ChormeDrive开发一个小软件,https://task.epwk.com/854935/,1626人,1人,"¥5,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,调用ChormeDrive开发一个小软件,直接雇佣￥ 5000,￥ 5000,任务编号：854935,413-500.csv,,,,,,"ChromeDriver, 软件开发, 调用"
【电商网站】网站多次开发（首次）第一期,https://task.epwk.com/854952/,431人,1人,"¥28,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,网站多次开发（首次）第一期,直接雇佣￥ 28000,￥ 28000,任务编号：854952,413-500.csv,,,,,,"网站开发, 多次开发, 首次开发"
【电商网站】网站多次开发（首次）第二期,https://task.epwk.com/854953/,338人,1人,"¥10,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,网站多次开发（首次）第二期,直接雇佣￥ 10000,￥ 10000,任务编号：854953,413-500.csv,,,,,,"网站开发, 多次开发, 第二期"
【VI设计】VI设计,https://task.epwk.com/854955/,117人,1人,"¥1,800",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,VI设计,直接雇佣￥ 1800,￥ 1800,任务编号：854955,413-500.csv,,,,,,VI设计
【小程序开发】小程序开发,https://task.epwk.com/854958/,104人,1人,"¥35,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,小程序开发,直接雇佣￥ 35000,￥ 35000,任务编号：854958,413-500.csv,,,,,,小程序开发
商城小程序开发,https://task.epwk.com/854962/,52人,1人,"¥40,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,商城小程序开发,直接雇佣￥ 40000,￥ 40000,任务编号：854962,413-500.csv,,,,,,"商城小程序, 开发"
【VI设计】VI设计,https://task.epwk.com/854963/,102人,1人,"¥1,400",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,VI设计,直接雇佣￥ 1400,￥ 1400,任务编号：854963,413-500.csv,,,,,,VI设计
【企业官网】网站开发,https://task.epwk.com/854964/,79人,1人,"¥20,000",圆满完成,https://task.epwk.com/page446.html?m=6&o=7,网站开发,直接雇佣￥ 20000,￥ 20000,任务编号：854964,413-500.csv,,,,,,网站开发
【APP开发】小视频APP开发2,https://task.epwk.com/854969/,184人,1人,"¥70,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,小视频APP开发2,直接雇佣￥ 70000,￥ 70000,任务编号：854969,413-500.csv,,,,,,"小视频APP, 开发"
【APP开发】小视频APP开发3,https://task.epwk.com/854970/,189人,1人,"¥70,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,小视频APP开发3,直接雇佣￥ 70000,￥ 70000,任务编号：854970,413-500.csv,,,,,,"小视频APP, 开发"
【VI设计】VI设计,https://task.epwk.com/854971/,123人,1人,"¥1,800",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,VI设计,直接雇佣￥ 1800,￥ 1800,任务编号：854971,413-500.csv,,,,,,VI设计
【APP开发】英语培训机构在线教育APP,https://task.epwk.com/854985/,120人,1人,"¥33,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,英语培训机构在线教育APP,直接雇佣￥ 33000,￥ 33000,任务编号：854985,413-500.csv,,,,,,"英语培训, 在线教育, APP"
积分商城区块链溯源,https://task.epwk.com/855029/,92人,1人,"¥9,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,积分商城区块链溯源,直接雇佣￥ 9000,￥ 9000,任务编号：855029,413-500.csv,,,,,,"积分商, 溯源"
【APP开发】APP开发,https://task.epwk.com/855030/,134人,1人,"¥50,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：855030,413-500.csv,,,,,,APP开发
【LOGO设计】商标设计,https://task.epwk.com/855034/,149人,1人,"¥3,800",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,商标设计,直接雇佣￥ 3800,￥ 3800,任务编号：855034,413-500.csv,,,,,,商标设计
【小程序开发】商城小程序开发,https://task.epwk.com/855045/,105人,1人,"¥18,833",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,商城小程序开发,直接雇佣￥ 18833,￥ 18833,任务编号：855045,413-500.csv,,,,,,"商城小程序, 开发"
【VI设计】设计,https://task.epwk.com/855046/,226人,1人,¥500,圆满完成,https://task.epwk.com/page445.html?m=6&o=7,设计,直接雇佣￥ 500,￥ 500,任务编号：855046,413-500.csv,,,,,,设计
【VR场景】VR/AR定制开发-汽车展示/教学场景定制/展馆展览,https://task.epwk.com/855051/,376人,1人,"¥49,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,VR/AR定制开发-汽车展示/教学场景定制/展馆展览,直接雇佣￥ 49000,￥ 49000,任务编号：855051,413-500.csv,,,,,,"VR/AR定制开发, 汽车展示, 教学场景, 展馆展览"
【APP开发】社交、聊天app,https://task.epwk.com/855054/,109人,1人,"¥23,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,社交、聊天app,直接雇佣￥ 23000,￥ 23000,任务编号：855054,413-500.csv,,,,,,"社交, 聊天, app"
【APP开发】视频app、直播app,https://task.epwk.com/855057/,113人,1人,"¥17,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,视频app、直播app,直接雇佣￥ 17000,￥ 17000,任务编号：855057,413-500.csv,,,,,,"视频app, 直播app"
【APP开发】社交、聊天app,https://task.epwk.com/855058/,102人,1人,"¥23,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,社交、聊天app,直接雇佣￥ 23000,￥ 23000,任务编号：855058,413-500.csv,,,,,,"社交, 聊天, app"
【APP开发】客户管理、办公app,https://task.epwk.com/855061/,239人,1人,"¥30,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,客户管理、办公app,直接雇佣￥ 30000,￥ 30000,任务编号：855061,413-500.csv,,,,,,"客户管理, 办公应用"
【APP开发】社交、聊天app,https://task.epwk.com/855066/,128人,1人,"¥25,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,社交、聊天app,直接雇佣￥ 25000,￥ 25000,任务编号：855066,413-500.csv,,,,,,"社交, 聊天, app"
【APP开发】区块链系统开发,https://task.epwk.com/855067/,236人,1人,"¥20,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,区块链系统开发,直接雇佣￥ 20000,￥ 20000,任务编号：855067,413-500.csv,,,,,,开发
【品牌策划】品牌全案,https://task.epwk.com/855070/,80人,1人,"¥3,500",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,品牌全案,直接雇佣￥ 3500,￥ 3500,任务编号：855070,413-500.csv,,,,,,品牌全案
【APP开发】旅行类app,https://task.epwk.com/855072/,97人,1人,"¥27,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,旅行类app,直接雇佣￥ 27000,￥ 27000,任务编号：855072,413-500.csv,,,,,,"旅行, app, 应用"
【微信代运营】微信代运营,https://task.epwk.com/855074/,111人,1人,"¥2,300",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,微信代运营,直接雇佣￥ 2300,￥ 2300,任务编号：855074,413-500.csv,,,,,,"微信运营, 代运营"
【微信代运营】百度百科创建,https://task.epwk.com/855077/,160人,1人,"¥2,700",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,百度百科创建,直接雇佣￥ 2700,￥ 2700,任务编号：855077,413-500.csv,,,,,,"百度百科, 创建"
【微信代运营】商业计划书,https://task.epwk.com/855080/,269人,1人,"¥3,300",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,商业计划书,直接雇佣￥ 3300,￥ 3300,任务编号：855080,413-500.csv,,,,,,商业计划书
【微信代运营】微信代运营,https://task.epwk.com/855082/,133人,1人,"¥1,500",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,微信代运营,直接雇佣￥ 1500,￥ 1500,任务编号：855082,413-500.csv,,,,,,"微信运营, 代运营"
【宣传策划】活动策划,https://task.epwk.com/855083/,413人,1人,"¥2,300",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,活动策划,直接雇佣￥ 2300,￥ 2300,任务编号：855083,413-500.csv,,,,,,活动策划
【家居建材】展位设计方案,https://task.epwk.com/855085/,1893人,1人,"¥30,000",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,展位设计方案,直接雇佣￥ 30000,￥ 30000,任务编号：855085,413-500.csv,,,,,,"展位设计, 方案"
【品牌策划】品牌全案,https://task.epwk.com/855093/,91人,1人,"¥5,300",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,品牌全案,直接雇佣￥ 5300,￥ 5300,任务编号：855093,413-500.csv,,,,,,品牌全案
【前端开发】彩带网络前端页面开发,https://task.epwk.com/855096/,1337人,1人,"¥1,960",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,彩带网络前端页面开发,直接雇佣￥ 1960,￥ 1960,任务编号：855096,413-500.csv,,,,,,"网络前端, 页面开发"
【图片处理】昕心公园风景照片精修,https://task.epwk.com/855097/,396人,1人,"¥1,970",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,昕心公园风景照片精修,直接雇佣￥ 1970,￥ 1970,任务编号：855097,413-500.csv,,,,,,"昕心公园, 风景照片, 精修"
【小程序开发】网络切换检测模块开发,https://task.epwk.com/855102/,152人,1人,"¥1,980",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,网络切换检测模块开发,直接雇佣￥ 1980,￥ 1980,任务编号：855102,413-500.csv,,,,,,网络切换检测
【活动页设计】微信小程序新媒体运营2500,https://task.epwk.com/855104/,569人,1人,¥562,圆满完成,https://task.epwk.com/page445.html?m=6&o=7,微信小程序新媒体运营2500,直接雇佣￥ 562,￥ 562,任务编号：855104,413-500.csv,,,,,,"微信小程序, 新媒体运营"
【小程序开发】订单系统二次开发,https://task.epwk.com/855107/,241人,1人,"¥11,850",圆满完成,https://task.epwk.com/page445.html?m=6&o=7,订单系统二次开发,直接雇佣￥ 11850,￥ 11850,任务编号：855107,413-500.csv,,,,,,"订单系统, 二次开发"
【APP开发】线上商城APP第一期,https://task.epwk.com/855112/,128人,1人,"¥6,500",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,线上商城APP第一期,直接雇佣￥ 6500,￥ 6500,任务编号：855112,413-500.csv,,,,,,"线上商城, APP, 第一期"
【其他管理软件】做个智慧城市软件,https://task.epwk.com/855119/,1610人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,做个智慧城市软件,直接雇佣￥ 50000,￥ 50000,任务编号：855119,413-500.csv,,,,,,"智慧城市, 软件设计"
【其他管理软件】做个智慧城市软件,https://task.epwk.com/855120/,1654人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,做个智慧城市软件,直接雇佣￥ 50000,￥ 50000,任务编号：855120,413-500.csv,,,,,,"智慧城市, 软件设计"
【其他管理软件】做个智慧城市软件,https://task.epwk.com/855121/,1493人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,做个智慧城市软件,直接雇佣￥ 50000,￥ 50000,任务编号：855121,413-500.csv,,,,,,"智慧城市, 软件设计"
【医疗健康】医疗软件开发一期,https://task.epwk.com/855134/,261人,1人,"¥32,475",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,医疗软件开发一期,直接雇佣￥ 32475,￥ 32475,任务编号：855134,413-500.csv,,,,,,"医疗软件, 软件开发"
【生活家政】生活服务软件开发,https://task.epwk.com/855135/,258人,1人,"¥37,525",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,生活服务软件开发,直接雇佣￥ 37525,￥ 37525,任务编号：855135,413-500.csv,,,,,,"生活服务, 软件开发"
【VI设计】企业定制VIS设计,https://task.epwk.com/855144/,286人,1人,"¥8,880",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,企业定制VIS设计,直接雇佣￥ 8880,￥ 8880,任务编号：855144,413-500.csv,,,,,,"企业定制, VIS设计"
【品牌策划】和奇SD,https://task.epwk.com/855152/,122人,1人,"¥20,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,和奇SD,直接雇佣￥ 20000,￥ 20000,任务编号：855152,413-500.csv,,,,,,"和奇, SD"
【APP开发】APP开发,https://task.epwk.com/855164/,201人,1人,"¥70,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,APP开发,直接雇佣￥ 70000,￥ 70000,任务编号：855164,413-500.csv,,,,,,APP开发
【医疗健康】医教行业软件开发,https://task.epwk.com/855173/,226人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,医教行业软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：855173,413-500.csv,,,,,,"医教行业, 软件开发"
【店铺装修】电商平台店铺装修,https://task.epwk.com/855181/,3578人,1人,¥600,待验收,,电商平台店铺装修,直接雇佣￥ 600,￥ 600,任务编号：855181,0-88.csv,,,,,,"电商平台, 店铺装修"
【其他网站】二期,https://task.epwk.com/855184/,513人,1人,"¥3,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,二期,直接雇佣￥ 3000,￥ 3000,任务编号：855184,413-500.csv,,,,,,二期
通讯录的软件,https://task.epwk.com/855240/,64人,1人,"¥27,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,通讯录的软件,直接雇佣￥ 27000,￥ 27000,任务编号：855240,413-500.csv,,,,,,"通讯录, 软件"
【小程序开发】报名小程序,https://task.epwk.com/855242/,166人,1人,"¥4,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,报名小程序,直接雇佣￥ 4000,￥ 4000,任务编号：855242,413-500.csv,,,,,,报名小程序
exe应用的网页直接下载安装,https://task.epwk.com/855243/,83人,1人,"¥33,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,exe应用的网页直接下载安装,直接雇佣￥ 33000,￥ 33000,任务编号：855243,413-500.csv,,,,,,"exe应用, 网页下载, 安装"
手机app定制服务（IOS客户端）,https://task.epwk.com/855245/,122人,1人,"¥16,916",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,手机app定制服务（IOS客户端）,直接雇佣￥ 16916,￥ 16916,任务编号：855245,413-500.csv,,,,,,"手机app, 定制服务, IOS客户端"
【LOGO设计】面膜包装设计及logo设计,https://task.epwk.com/855270/,131人,1人,"¥9,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,面膜包装设计及logo设计,直接雇佣￥ 9000,￥ 9000,任务编号：855270,413-500.csv,,,,,,"面膜包装设计, logo设计"
【LOGO设计】面膜包装设计及logo设计,https://task.epwk.com/855275/,183人,1人,"¥7,500",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,面膜包装设计及logo设计,直接雇佣￥ 7500,￥ 7500,任务编号：855275,413-500.csv,,,,,,"面膜包装设计, logo设计"
购物商城系统开发第一期,https://task.epwk.com/855276/,58人,1人,"¥26,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,购物商城系统开发第一期,直接雇佣￥ 26000,￥ 26000,任务编号：855276,413-500.csv,,,,,,"购物商城系统, 开发, 第一期"
微信小程序前端页面制作,https://task.epwk.com/855278/,64人,1人,"¥25,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,微信小程序前端页面制作,直接雇佣￥ 25000,￥ 25000,任务编号：855278,413-500.csv,,,,,,"微信小程序, 前端页面, 页面制作"
做个金融管理系统,https://task.epwk.com/855279/,64人,1人,"¥21,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,做个金融管理系统,直接雇佣￥ 21000,￥ 21000,任务编号：855279,413-500.csv,,,,,,"金融管理, 系统"
支付宝小程序开发,https://task.epwk.com/855280/,68人,1人,"¥15,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,支付宝小程序开发,直接雇佣￥ 15000,￥ 15000,任务编号：855280,413-500.csv,,,,,,"支付宝小程序, 开发"
小程序开发,https://task.epwk.com/855287/,94人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,小程序开发,直接雇佣￥ 50000,￥ 50000,任务编号：855287,413-500.csv,,,,,,小程序开发
在录入软件中增加验证码识别功能,https://task.epwk.com/855288/,54人,1人,"¥14,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,在录入软件中增加验证码识别功能,直接雇佣￥ 14000,￥ 14000,任务编号：855288,413-500.csv,,,,,,"验证码识别, 软件功能, 录入系统"
【医疗健康】医院系统开发第一期,https://task.epwk.com/855292/,320人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,医院系统开发第一期,直接雇佣￥ 50000,￥ 50000,任务编号：855292,413-500.csv,,,,,,"医院系统, 系统开发, 第一期"
【医疗健康】医院系统开发第二期,https://task.epwk.com/855293/,139人,1人,"¥40,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,医院系统开发第二期,直接雇佣￥ 40000,￥ 40000,任务编号：855293,413-500.csv,,,,,,"医院系统, 系统开发, 第二期"
【医疗健康】医院系统开发第三期,https://task.epwk.com/855294/,241人,1人,"¥40,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,医院系统开发第三期,直接雇佣￥ 40000,￥ 40000,任务编号：855294,413-500.csv,,,,,,"医院系统, 系统开发, 第三期"
【APP开发】商城app开发 一期,https://task.epwk.com/855301/,138人,1人,"¥50,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,商城app开发 一期,直接雇佣￥ 50000,￥ 50000,任务编号：855301,413-500.csv,,,,,,"商城app, 一期开发"
【APP开发】app开发二期,https://task.epwk.com/855313/,103人,1人,"¥20,000",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,app开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：855313,413-500.csv,,,,,,"app开发, 二期"
【营销型网站】智慧社区软件开发二期,https://task.epwk.com/855314/,451人,1人,"¥48,600",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,智慧社区软件开发二期,直接雇佣￥ 48600,￥ 48600,任务编号：855314,413-500.csv,,,,,,"智慧社区, 软件开发, 二期"
【营销型网站】办公管理软件定制三期,https://task.epwk.com/855315/,388人,1人,"¥41,400",圆满完成,https://task.epwk.com/page444.html?m=6&o=7,办公管理软件定制三期,直接雇佣￥ 41400,￥ 41400,任务编号：855315,413-500.csv,,,,,,"办公管理软件, 定制, 三期"
检测app开发,https://task.epwk.com/855317/,60人,1人,"¥13,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,检测app开发,直接雇佣￥ 13000,￥ 13000,任务编号：855317,413-500.csv,,,,,,"app开发, 检测功能"
【营销型网站】拼团网站开发二期,https://task.epwk.com/855319/,544人,1人,"¥20,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,拼团网站开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：855319,413-500.csv,,,,,,"拼团网站, 开发, 二期"
【其他行业】娱乐现成软件,https://task.epwk.com/855324/,171人,1人,"¥20,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,娱乐现成软件,直接雇佣￥ 20000,￥ 20000,任务编号：855324,413-500.csv,,,,,,"娱乐软件, 现成软件"
【APP开发】数据恢复软件开发第五期,https://task.epwk.com/855332/,151人,1人,"¥30,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,数据恢复软件开发第五期,直接雇佣￥ 30000,￥ 30000,任务编号：855332,413-500.csv,,,,,,"数据恢复, 软件开发"
【APP开发】数据恢复软件开发第六期,https://task.epwk.com/855333/,245人,1人,"¥20,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,数据恢复软件开发第六期,直接雇佣￥ 20000,￥ 20000,任务编号：855333,413-500.csv,,,,,,"数据恢复, 软件开发"
【电商网站】社区电商项目,https://task.epwk.com/855337/,544人,1人,"¥37,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,社区电商项目,直接雇佣￥ 37000,￥ 37000,任务编号：855337,413-500.csv,,,,,,"社区电商, 项目"
【企业官网】企业官网设计开发,https://task.epwk.com/855344/,129人,1人,"¥3,500",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,企业官网设计开发,直接雇佣￥ 3500,￥ 3500,任务编号：855344,413-500.csv,,,,,,"企业官网, 设计, 开发"
【LOGO设计】logo设计,https://task.epwk.com/855348/,321人,1人,"¥1,300",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,logo设计,直接雇佣￥ 1300,￥ 1300,任务编号：855348,413-500.csv,,,,,,logo设计
【小程序开发】外卖小程点餐小程序,https://task.epwk.com/855356/,384人,1人,"¥11,197",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,外卖小程点餐小程序,直接雇佣￥ 11197,￥ 11197,任务编号：855356,413-500.csv,,,,,,"外卖小程序, 点餐系统"
【其他网站】网站、H5网站开发,https://task.epwk.com/855365/,656人,1人,"¥8,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,网站、H5网站开发,直接雇佣￥ 8000,￥ 8000,任务编号：855365,413-500.csv,,,,,,"网站, H5网站开发"
【店铺厂房】厦门禹州香溪里小吃店面设计,https://task.epwk.com/855395/,284人,1人,"¥19,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,厦门禹州香溪里小吃店面设计,直接雇佣￥ 19000,￥ 19000,任务编号：855395,413-500.csv,,,,,,"厦门禹州香溪里小吃, 店面设计"
【包装设计】日式风格雨刷包装,https://task.epwk.com/855396/,477人,1人,¥500,圆满完成,https://task.epwk.com/page443.html?m=6&o=7,日式风格雨刷包装,直接雇佣￥ 500,￥ 500,任务编号：855396,413-500.csv,,,,,,"日式风格, 雨刷包装"
【OA系统】OA 办公系统开发第一期,https://task.epwk.com/855405/,1351人,1人,"¥40,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,OA 办公系统开发第一期,直接雇佣￥ 40000,￥ 40000,任务编号：855405,413-500.csv,,,,,,"OA系统, 办公系统, 开发"
【OA系统】OA 办公系统开发第尾款期,https://task.epwk.com/855406/,1456人,1人,"¥23,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,OA 办公系统开发第尾款期,直接雇佣￥ 23000,￥ 23000,任务编号：855406,413-500.csv,,,,,,"OA办公系统, 尾款期"
