标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【包装设计】工具系统产品的包装设计首付款,https://task.epwk.com/1116991/,109人,1人,¥500,圆满完成,,k5731****66,工具系统产品的包装设计 谈好合作者,2025-03-29,2025.04.16,任务编号：1116991,500.0,7天,山东省-滨州市,开勒创意设计,https://shop.epwk.com/j7n38jq7e5e1/,开勒创意设计,出售服务,https://shop.epwk.com/j7n38jq7e5e1/chushou/,企业,五品,64分,总 11 次中标，交易总金额,,开勒创意设计,,UI/UX设计,"￥1580
            /起",LOGO设计,"￥1280
            /起",VIS品牌全案设计,"￥15800
            /起",IP形象设计,"￥5800
            /起",,,,,,,,,,,包装设计,,,,,,产品画册设计,"￥1980
            /起",电商详情设计,APP界面设计,"￥1580
            /起",产品包装设计,"￥1280
            /起",,,,,,,,,,,,,,,,,,,,,"￥500
            /起",,,￥9765.00,2025
【宣传册设计】针对学生为主的卡片，台历等设计确定合作者,https://task.epwk.com/1116924/,7人,1人,¥600,圆满完成,,vitorru,"称呼:石女士地区:湖南省,湘潭市需求:针对学生为主的卡片，台历，日历的文创设计，还有成 人也要做，跟市面上的差不多，我们自己有印刷厂完成时间:再定预算:报价联系备注 微信号是手机号",2025-03-28,2025.04.11,任务编号：1116924,600.0,5天,浙江省-宁波市,智品设计,https://shop.epwk.com/09drj19o153w/,智品设计,出售服务,https://shop.epwk.com/09drj19o153w/chushou/,企业,五品,55分,总 14 次中标，交易总金额,,智品设计,,,,,,,,,,,,,,,,,,,,宣传册设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥1.3万,2025
【包装设计】饮料的瓶身标签设计 确定合作者,https://task.epwk.com/1116911/,353人,1人,¥1250,圆满完成,,o5f6d607cb1281,"称呼:王先生所在行业:食品组织性质:公司地区:江苏省,徐州市需求:饮料的瓶身标签设计，有设计要求附上同行的参考图片完成时间:再定预算:报价联系备注 微信号是手机号",2025-03-28,2025.03.28,任务编号：1116911,1250.0,5天,陕西省-西安市,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件",,,,,,,,,,,包装设计,,,,,,包装设计/系列包装/产品规划,"￥2980
            /件",logo设计/标志设计/品牌设计/原创设计,爆款产品包装设计/卖点提炼/爆点策划,"￥5000
            /件",创意包装设计/原创设计/爆款产品,"￥3500
            /件",,,,,,,,,,,,,,,,,,,,,"￥1500
            /件",,,￥34.55万,2025
【3D建模】3D眼镜建模（不要电话，加微信）,https://task.epwk.com/1116835/,625人,1人,¥2000,圆满完成,,威峰i6Kp8,称呼:蔡先生地区:美国需求:这边想做的这个头部的外壳是一个赛博朋克熊猫的样子，然后眼睛部分结合这个眼镜，只需要做外观设计，不需要做结构设计。3D建模就行，不要开模预算:2000以内备注：根据双方约定的细节为准,2025-03-28,2025.04.16,任务编号：1116835,2000.0,5天,广东省-广州市,影绘流光设计工作室,https://shop.epwk.com/78dlj04lp5lx/,影绘流光设计工作室,出售服务,https://shop.epwk.com/78dlj04lp5lx/chushou/,工作室,七品,75分,总 2 次中标，交易总金额,,影绘流光设计工作室,,,,,,,,,,,,,,,,,,,,3D建模,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥3100.00,2025
【VI设计】企业vi设计尾款,https://task.epwk.com/1116831/,14人,1人,¥6000,圆满完成,,vitorru,企业vi设计，具体按照签订合同设计,2025-03-28,2025.03.28,任务编号：1116831,6000.0,20天,广东省-广州市,北来设计,https://shop.epwk.com/89dvg1prldl2/,北来设计,出售服务,https://shop.epwk.com/89dvg1prldl2/chushou/,企业,二品,65分,总 23 次中标，交易总金额,,北来设计,,主视觉（KV）设计,"￥2000
            /起",IP/吉祥物设计,"￥6800
            /起",产品包装设计,"￥3800
            /起",商业空间设计,"￥9800
            /套",,,,,,,,,,,VI设计,,,,,,品牌全案视觉策划,"￥16800
            /起",Logo设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥5000
            /起",,,￥11.05万,2025
【产品外观设计】一款平衡训练旋转椅外观设计（尾款）,https://task.epwk.com/1116753/,18人,1人,¥2720,圆满完成,,k4104****00,已经确定合作，按双方合同为准,2025-03-27,2025.03.27,任务编号：1116753,2720.0,1天,上海市-市辖区,上海奈十工业设计有限公司,https://shop.epwk.com/7g5ykw3pzn0q/,上海奈十工业设计有限公司,出售服务,https://shop.epwk.com/7g5ykw3pzn0q/chushou/,企业,五品,60分,,,上海奈十工业设计有限公司,,智能物料柜设计,价格面议,洗碗机产品设计,价格面议,泰昌筋膜枪设计,价格面议,新能源车随车充电器设计,价格面议,,,,,,,,,,,产品外观设计,,,,,,颈部按魔器设计,价格面议,小水壶设计，,泰昌眼部器设计,价格面议,全自动免疫组化染色机设计,价格面议,,,,,,,,,,,,,,,,,,,,,价格面议,,,,2025
【包装设计】瓜子的包装设计,https://task.epwk.com/1116737/,759人,1人,¥1200,圆满完成,,o5f6d607cb1281,已确定合作，具体已双方合同为准,2025-03-27,2025.03.27,任务编号：1116737,1200.0,2天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,包装设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【LOGO设计】太阳能LOGO设计（已有设计意图只需画图即可）,https://task.epwk.com/1116683/,301人,8人,¥150,圆满完成,,领尊foJmw,"1，Greengood,把字母‘G’进行设计；附件中已有参考图。2.整体效果如图1的手工给画图3.以图2为低稿初样进行修改4.把图3的太阳填入图2反白的圆圈，使图2反白的圆变成太阳5.把图4的两片小树叶调整大小和位置代替图2右边的两条（一条蓝和一条绿）6.树叶的理想位置要像图6“G""字母右下解的箭头处7.上面的这片树叶画上电的”符号“整体意思为太阳能光合发电绿色能源",2025-03-26,2025.03.29,任务编号：1116683,150.0,"3天,77天","江苏省-宿迁市,山东省-青岛市",天使设计,https://shop.epwk.com/9w56em41edv1/,天使设计,出售服务,https://shop.epwk.com/9w56em41edv1/chushou/,工作室,九品,38分,,,天使设计,,图详情页设计制作淘宝店铺产品拍摄平面广告主图详情页包装,"￥100
            /起",主图设计 详情页设计 电商设计 产品拍摄,"￥50
            /起",,,,,,,,,,,,,,,LOGO设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【包装设计】电商详情页设计,https://task.epwk.com/1116510/,692人,1人,¥1500,圆满完成,,k8726****99,称呼：黄先生地区: 广州，服务商地域不限需求: 电商详情页的设计，需求已经谈好备注：微信是手机号,2025-03-25,2025.04.21,任务编号：1116510,1500.0,15天,广东省-深圳市,艺言设计,https://shop.epwk.com/m7d7w8pxr5q8/,艺言设计,出售服务,https://shop.epwk.com/m7d7w8pxr5q8/chushou/,工作室,一品,60分,总 38 次中标，交易总金额,,艺言设计,,视频剪辑制作/中视频创作,"￥1000
            /起",产品视频广告设计,"￥2500
            /起",MG动画/二维动画,"￥2500
            /起",三维动画设计制作/产品三维动画,"￥3000
            /起",,,,,,,,,,,包装设计,,,,,,各种鸟瞰图设计制作,"￥1500
            /起",3D模型设计/各种产品模型制作,插画设计/出版物配图/卡通吉祥物,"￥800
            /起",卡通形象设计/表情设计/GIF动画,"￥600
            /起",电商设计/详情设计/店铺装修/主图设计,"￥500
            /起",海报设计/各种宣传海报设计,"￥500
            /起",,,,,,,,,,,,,,,,,"￥500
            /起",,,￥19.71万,2025
【宣传单设计】传单设计内容已经有了,https://task.epwk.com/1116501/,123人,1人,¥150,圆满完成,,mf156****9185,双面传单设计 A4大小 草稿已经有了  风格也有 需要从新设计下啊,2025-03-25,2025.03.31,任务编号：1116501,150.0,1天,辽宁省-沈阳市,誉冠设计,https://shop.epwk.com/89dvgvx44dl2/,誉冠设计,出售服务,https://shop.epwk.com/89dvgvx44dl2/chushou/,企业,四品,66分,总 49 次中标，交易总金额,,誉冠设计,,专业包装设计,价格面议,专业排版设计,价格面议,专业vi设计,价格面议,专业海报设计,价格面议,,,,,,,,,,,宣传单设计,,,,,,专业宣传册设计,价格面议,logo设计,,,,,,,,,,,,,,,,,,,,,,,,,价格面议,,,￥4.69万,2025
【包装设计】瓶装富氢水瓶标和箱标设计（尾款）,https://task.epwk.com/1116475/,59人,1人,¥500,圆满完成,,k6982****89,已经确定合作，按双方约定沟通为准,2025-03-25,2025.03.27,任务编号：1116475,500.0,5天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,包装设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【包装设计】精品包装设计,https://task.epwk.com/1116244/,1165人,1人,¥1500,圆满完成,,威心创客ga1N8,精品包装设计，具体已沟通的为准,2025-03-22,2025.04.02,任务编号：1116244,1500.0,7天,山东省-滨州市,开勒创意设计,https://shop.epwk.com/j7n38jq7e5e1/,开勒创意设计,出售服务,https://shop.epwk.com/j7n38jq7e5e1/chushou/,企业,五品,64分,总 11 次中标，交易总金额,,开勒创意设计,,UI/UX设计,"￥1580
            /起",LOGO设计,"￥1280
            /起",VIS品牌全案设计,"￥15800
            /起",IP形象设计,"￥5800
            /起",,,,,,,,,,,包装设计,,,,,,产品画册设计,"￥1980
            /起",电商详情设计,APP界面设计,"￥1580
            /起",产品包装设计,"￥1280
            /起",,,,,,,,,,,,,,,,,,,,,"￥500
            /起",,,￥9765.00,2025
【包装设计】罐头的包装设计（首期款）,https://task.epwk.com/1116189/,450人,1人,¥2500,圆满完成,,o5f6d607cb1281,已确定合作，具体已双方合同为准,2025-03-21,2025.03.21,任务编号：1116189,2500.0,7天,陕西省-西安市,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件",,,,,,,,,,,包装设计,,,,,,包装设计/系列包装/产品规划,"￥2980
            /件",logo设计/标志设计/品牌设计/原创设计,爆款产品包装设计/卖点提炼/爆点策划,"￥5000
            /件",创意包装设计/原创设计/爆款产品,"￥3500
            /件",,,,,,,,,,,,,,,,,,,,,"￥1500
            /件",,,￥34.55万,2025
【包装设计】产品拍摄及宣传册设计（第一期，已确定合作者）,https://task.epwk.com/1116171/,162人,1人,¥1800,圆满完成,,k4900****88,称呼：吴先生地区: 广东珠海，本地服务商优先需求: 我是做配电箱行业的，要做公司宣传册，需要上门拍摄，然后设计成册。素材需要设计公司协助提供  。服务商提供过往案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2025-03-21,2025.04.08,任务编号：1116171,1800.0,7天,广东省-广州市,北来设计,https://shop.epwk.com/89dvg1prldl2/,北来设计,出售服务,https://shop.epwk.com/89dvg1prldl2/chushou/,企业,二品,65分,总 23 次中标，交易总金额,,北来设计,,主视觉（KV）设计,"￥2000
            /起",IP/吉祥物设计,"￥6800
            /起",产品包装设计,"￥3800
            /起",商业空间设计,"￥9800
            /套",,,,,,,,,,,包装设计,,,,,,品牌全案视觉策划,"￥16800
            /起",Logo设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥5000
            /起",,,￥11.05万,2025
【详情页设计】设计详情页,https://task.epwk.com/1115750/,101人,1人,¥300,圆满完成,,mf156****9185,设计电商详情页   文案都弄好了  设计出来 风格统一 有调性  初级做的丑的别来,2025-03-18,2025.03.24,任务编号：1115750,300.0,7天,广西-南宁市,方格设计,https://shop.epwk.com/rp5z4vyowdx3/,方格设计,出售服务,https://shop.epwk.com/rp5z4vyowdx3/chushou/,个人,七品,53分,总 5 次中标，交易总金额,,方格设计,,产品企业宣传册设计,"￥200
            /起",产品电商设计,"￥200
            /起",产品视频制作,"￥200
            /起",产品三维动画展示,"￥200
            /起",,,,,,,,,,,详情页设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥15.00,2025
【包装设计】水产包装设计(尾款，已确定合作者),https://task.epwk.com/1115749/,308人,1人,¥1499,圆满完成,,vitorru,称呼：季先生地区: 河北，有案例服务商需求: 设计几款，产品有河豚，虾，鱼，先看案例  。服务商提供过往案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2025-03-18,2025.03.18,任务编号：1115749,1499.0,7天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2025
【包装设计】瓶装富氢水瓶标和箱标设计（首期款）,https://task.epwk.com/1115733/,39人,1人,¥500,圆满完成,,k6982****89,已经确定合作，按双方约定沟通为准,2025-03-18,2025.03.25,任务编号：1115733,500.0,5天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,包装设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【包装设计】海鲜干货包装设计一期款,https://task.epwk.com/1115732/,14人,1人,¥899,圆满完成,,vitorru,海鲜干货包装设计，具体按照谈好设计,2025-03-18,2025.03.18,任务编号：1115732,899.0,10天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2025
【包装设计】产品包装设计一期款,https://task.epwk.com/1115730/,419人,1人,¥1800,圆满完成,,vitorru,产品包装设计，具体按照谈好设计,2025-03-18,2025.03.18,任务编号：1115730,1800.0,15天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2025
【产品结构设计】一个方管壁装到墙上，设计一个结构件,https://task.epwk.com/1115681/,711人,1人,¥2250,圆满完成,,星威联盟OPgXs,一个方管尺寸约150mm宽，100mm高，2000mm长，厚度2mm，材质镀锌管，重量15-30公斤。要求壁装到墙上，装好后：1、与墙体垂直。  2、不外漏螺丝。3、牢固耐久。4、工件成本要尽量低。5、设计可低代价实现（模具3万内）。可以在墙体上固定一个预制件。,2025-03-18,2025.04.13,任务编号：1115681,1500.0,7天,北京市-北京市,大丰设计,https://shop.epwk.com/09drjy48353w/,大丰设计,出售服务,https://shop.epwk.com/09drjy48353w/chushou/,个人,六品,52分,总 3 次中标，交易总金额,,大丰设计,,,,,,,,,,,,,,,,,,,,产品结构设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥7950.00,2025
【包装设计】家居产品包装设计,https://task.epwk.com/1115475/,792人,1人,¥2000,圆满完成,,k2702****98,"称呼:陈先生 地区:浙江金华需求:需要包装盒设计，主题和产品可以关联,设计香片：石膏+亚克力+扩香木+金属牌,https://detail.tmall.com/item.htm?abbucket=4&id=822904884027&rn=b4d2b0ff5ee0630111aae6e490f7fb3a&spm=a1z10.3-b-s.w4011-21595865397.283.426a54e92a8BHT 如上面的中秋系列 ,现在想做新年款的，举例可以以蛇的造型并包含寓意来设计（比如：有蛇有得）",2025-03-17,2025.04.23,任务编号：1115475,2000.0,7天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,包装设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【VI设计】面粉的VI设计,https://task.epwk.com/1115407/,12人,1人,¥1000,圆满完成,,o5f6d607cb1281,已经确定合作，具体按照谈好设计,2025-03-17,2025.03.17,任务编号：1115407,1000.0,2天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,VI设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【包装设计】白酒的包装设计,https://task.epwk.com/1115215/,2205人,1人,¥2000,圆满完成,,k1778****19,白酒的包装设计，谈好合作者，按约定进行,2025-03-16,2025.04.14,任务编号：1115215,2000.0,30天,辽宁省-丹东市,一诺创意设计,https://shop.epwk.com/7g5ykp9kgn0q/,一诺创意设计,出售服务,https://shop.epwk.com/7g5ykp9kgn0q/chushou/,工作室,三品,65分,总 26 次中标，交易总金额,,一诺创意设计,,微信小程序设计开发（定制）,"￥5000
            /起",微信小程序设计开发（模板）,"￥5000
            /起",商城\店铺装修设计,"￥5000
            /起",网站设计制作（PC端及手机端）,"￥5000
            /起",,,,,,,,,,,包装设计,,,,,,logo及VI设计,"￥1000
            /起",平面包装\图册设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,￥6.93万,2025
【包装设计】面粉的包装设计（尾款）,https://task.epwk.com/1114934/,1704人,1人,¥1000,圆满完成,,k3447****73,"称呼:李先生地区:安徽省,阜阳市需求:面粉包装袋设计，做一个系列的。可以体现安徽文化元素特色，先做一个系列看看，要交简单大方不要复杂，后期还有其他产品做包装设计备注：总金额是2000元，工期5天，具体以双方沟通约定的细节为准",2025-03-14,2025.04.15,任务编号：1114934,1000.0,5天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 60 次中标，交易总金额,,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",,,,,,,,,,,包装设计,,,,,,【企大咖】画册设计/高端折页设计/PPT设计/H5设计,"￥399
            /起",【企大咖】电商设计/三维建模/详情页设计/合成,【企大咖】节日海报/朋友圈海报/创意营销海报/平面设计,"￥99
            /起",【企大咖】企业网站/小程序开发/H5开发/微信公众号开发,"￥999
            /起",【企大咖】朋友圈短视频拍摄制作,"￥399
            /起",【企大咖】企业宣传片/微电影/TVC广告片/产品宣传片,"￥1999
            /起",,,,,,,,,,,,,,,,,"￥199
            /起",,,￥18.4万,2025
【包装设计】家居产品包装设计,https://task.epwk.com/1114913/,11人,1人,¥600,圆满完成,,k2702****98,"称呼:陈先生 地区:浙江金华需求:需要包装盒设计，主题和产品可以关联,设计香片：石膏+亚克力+扩香木+金属牌,https://detail.tmall.com/item.htm?abbucket=4&id=822904884027&rn=b4d2b0ff5ee0630111aae6e490f7fb3a&spm=a1z10.3-b-s.w4011-21595865397.283.426a54e92a8BHT
 如上面的中秋系列 ,现在想做新年款的，举例可以以蛇的造型并包含寓意来设计（比如：有蛇有得）",2025-03-14,2025.03.25,任务编号：1114913,600.0,7天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥5.99万,2025
【包装设计】熟食，预制菜等产品的包装设计首付款,https://task.epwk.com/1114634/,13人,1人,¥500,圆满完成,,mf153****1229,"称呼:徐先生所在行业:食品组织性质:公司地区:广东省,佛山市，服务商优先广东需求:熟食，预制菜等产品的包装设计，大概20-30款，这次的是新品完成时间:再定预算:报价联系",2025-03-13,2025.03.13,任务编号：1114634,500.0,30天,广东省-深圳市,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2025
【包装设计】熟食，预制菜等产品的包装设计尾款,https://task.epwk.com/1114632/,40人,1人,¥500,圆满完成,,mf153****1229,"称呼:徐先生所在行业:食品组织性质:公司地区:广东省,佛山市，服务商优先广东需求:熟食，预制菜等产品的包装设计，大概20-30款，这次的是新品完成时间:再定预算:报价联系",2025-03-13,2025.03.28,任务编号：1114632,500.0,30天,广东省-深圳市,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2025
