标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【封面设计】设计一个科技杂志类的封面,https://task.epwk.com/914880/,920人,6人,1000元以内,圆满完成,Elsen913,设计一个科技杂志类封面，A4纸大小。整体感觉参考附件内容，具体内容需要私下交流。,2021.01.11,2021.01.16,任务编号：914880,"￥500,￥500,￥1000,￥400","3天,2天,4天,2天","广东省-广州市-白云区,福建省-龙岩市-新罗区,山东省-烟台市,天津市-天津市-滨海新区",海林品牌设计,https://shop.epwk.com/j7n381k6l5e1/,,,,,,,,,,,,,,,,,,
【宣传册设计】环境检测公司宣传册设计,https://task.epwk.com/914792/,601人,1人,1000元以内,圆满完成,o5ffbfa1ade16b,项目:环境检测公司宣传册设计称呼:吴女士地区:陕西省榆林市需求:环境检测公司宣传册设计，公司部分材料可以提供，具体看服务商的需求，之前没有做过宣传册，没有什么概念，未限制地区，要服务商有做过环境检测方面的经验，已经确认好服务商，,2021.01.11,2021.01.27,任务编号：914792,￥700,7天,北京市-北京市-大兴区,飞之雪品牌设计策划工作室,https://shop.epwk.com/78dljrgqp5lx/,,,,,,,,,,,,,,,,,,
【详情页设计】淘宝详情页设计,https://task.epwk.com/914169/,2366人,20人,1000元以内,圆满完成,o5ff7badae9730,本店需要店铺装修，全面整改，需要找店铺托管人,2021.01.08,2021.03.11,任务编号：914169,"￥300,￥4000,￥5000,￥4000,￥4500,￥3000","5天,5天,10天,15天,5天,5天","河北省-沧州市-运河区,广东省-深圳市,山东省-德州市,内蒙古-呼和浩特市,广东省-广州市-海珠区,辽宁省-沈阳市-东陵区",圈圈专注设计工作室,https://shop.epwk.com/m7d7wvqgv5q8/,,,,,,,,,,,,,,,,,,
【3D建模】小怪兽的3D建模,https://task.epwk.com/914789/,4980人,1人,5000-10000元,圆满完成,o5d28****05da6,小怪兽的建模，毛绒的 动画角色建模+骨骼绑定（cg使用精度） 已事先谈好 按事先说好的来。勿扰。 十天内交付（三天左右需要定好模型）若因设计方原因，逾期一天赔偿项目款项的百分之5。,2021.01.11,2021.01.19,任务编号：914789,￥7000,10天,江苏省-苏州市-太仓市,鲸跃传媒有限公司,https://shop.epwk.com/m7d7wvm4y5q8/,鲸跃传媒有限公司,出售服务,https://shop.epwk.com/m7d7wvm4y5q8/chushou/,工作室,四品,39分,,,鲸跃传媒有限公司,,视频制作,"￥500
            /件",平面设计,"￥100
            /件",,,,
【产品外观设计】产品外观图案设计,https://task.epwk.com/914790/,1872人,2人,1000-3000元,圆满完成,o5ffbfafdb3870,产品外观图案设计 具体需求详谈,2021.01.11,2021.02.10,任务编号：914790,"￥2000,￥1000","10天,5天","湖北省-武汉市,广东省-深圳市",普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【宣传册设计】物业服务行业宣传册设计,https://task.epwk.com/914768/,1050人,1人,1000元以内,圆满完成,k2926****88,"项目:物业服务行业宣传册设计称呼:刘先生地区:天津市,天津市需求:公司刚成立不久，属于物业服务行业，需要8页。按双方沟通好的来设计。",2021.01.11,2021.03.02,任务编号：914768,￥800,3天,辽宁省-葫芦岛市-龙港区,温渡传媒文化广告创意艺术设计,https://shop.epwk.com/9w56ewvzwdv1/,,,,,,,,,,,,,,,,,,
【包装设计】洗化用品包装设计,https://task.epwk.com/914660/,1391人,7人,1000-3000元,圆满完成,群龙无首,设计内容：洗碗粉瓶贴设计两套（类似洗衣液），塑料包装设计一个（类似袋装洗衣粉），,2021.01.11,2021.02.21,任务编号：914660,"￥2500,￥2000","5天,7天","湖北省-武汉市-洪山区,广东省-广州市-白云区",普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【3D建模】建筑模型和地形制作,https://task.epwk.com/914407/,3202人,1人,5000-10000元,圆满完成,北京闪宇设计,根据提供的效果图制作建筑模型和地形，非诚勿扰不用很精细根据图片差不多就行，几个人视角度的需要细作几个模型具体详谈,2021.01.09,2021.02.01,任务编号：914407,￥8000,7天,湖北省-武汉市-洪山区,普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【包装设计】​窗帘布样本外壳设计,https://task.epwk.com/914147/,316人,1人,1000元以内,圆满完成,o5e622693d201a,窗帘布样本外壳设计。类似宣传册的形式，只是里面放的是窗帘布样本，需要设计外壳。 有一个参考，但是需要换上自己的logo和产品元素。微信手机号。地区要求：杭州、或者周边预算：300联系人：黄先生,2021.01.08,2021.01.11,任务编号：914147,￥300,3天,广东省-江门市-开平市,凹凸视觉设计工作室,https://shop.epwk.com/mod04xyjk5yv/,,,,,,,,,,,,,,,,,,
【VI设计】奶茶店VI设计,https://task.epwk.com/914049/,2999人,6人,3000-5000元,圆满完成,o5febdfcbe29c9,项目名称：奶茶店全案品牌设计品类属性：连锁餐饮服务内容：品牌logo设计、店面门头设计、VI宣传物料设计、店面空间系统设计、产品外包装原创插画设计设计风格：雅致中国风（可参考茶颜悦色，整体风格更偏宋代的极简雅致中国风），具有文化创意。目标消费人群为年轻人，所以包装设计风格应符合喜好打卡追逐时尚潮流的年轻人的口味。,2021.01.07,2021.02.23,任务编号：914049,"￥3600,￥15000,￥16000,￥20000,￥15000,￥10000","10天,10天,15天,20天,15天,7天","湖南省-长沙市,广东省-深圳市,山东省-青岛市,江苏省-无锡市,山东省-青岛市,山东省-烟台市",脑洞中枢视觉设计事务所,https://shop.epwk.com/m7d7w2egr5q8/,脑洞中枢视觉设计事务所,出售服务,https://shop.epwk.com/m7d7w2egr5q8/chushou/,企业,三品,75分,,,脑洞中枢视觉设计事务所,,VI设计,"￥3500
            /起",书籍设计,价格面议,,,,
【VI设计】餐饮行业店铺装修和VI设计,https://task.epwk.com/914030/,1607人,18人,5000-10000元,圆满完成,k7737****64,餐饮门店，大概是20平左右，需要设计店铺装修、门头、灯箱，菜单、文化宣传设计,2021.01.07,2021.02.03,任务编号：914030,"￥5000,￥4000,￥4000,￥4500","30天,5天,7天,3天","山东省-枣庄市,广东省-深圳市,内蒙古-呼和浩特市-回民区,山东省-烟台市",滕州臻郅创想平面设计工作室,https://shop.epwk.com/qgdmj2wr8dke/,,,,,,,,,,,,,,,,,,
【LOGO设计】科技型平台公司logo设计,https://task.epwk.com/913901/,537人,1人,1000元以内,圆满完成,o5ff670072fef1,公司logo设计，科技型平台公司，名字：大兵小匠。 元素：AI（人工智能），工具，平台，大数据，云。手机号微信。地区：成都联系人：胥先生,2021.01.07,2021.01.20,任务编号：913901,￥600,5天,广西-南宁市,广西观视文化传媒有限公司,https://shop.epwk.com/09drjr9p353w/,,,,,,,,,,,,,,,,,,
【LOGO设计】幼儿园logo设计,https://task.epwk.com/913690/,539人,1人,1000-3000元,圆满完成,Trista桢,项目:幼儿园logo设计称呼:付女士地区:贵州 遵义需求:1、名称是“梦圆七彩”；2、行业是幼儿园；3、商标logo阳光、童趣一点预算:300-800,2021.01.06,2021.01.19,任务编号：913690,￥1500,5天,福建省-福州市-台江区,鑫视格文化传媒有限公司,https://shop.epwk.com/89dvgxv2gdl2/,,,,,,,,,,,,,,,,,,
【包装设计】公司LOGO和产品包装设计,https://task.epwk.com/913562/,408人,1人,1000-3000元,圆满完成,k3362****44,公司LOGO和产品包装设计。九果实业有限公司，生产咖啡，九果咖啡，要设计咖啡的品牌logo和产品包装，设计要求：突出九果、健康、私人订制、大师手法、美。地区：海南联系人：欧阳先生,2021.01.05,2021.01.19,任务编号：913562,￥2300,6天,山东省-潍坊市,原道品牌设计创意机构,https://shop.epwk.com/78n96g8pxnkv/,,,,,,,,,,,,,,,,,,
【包装设计】儿童用的产品标签、纸盒包装设计,https://task.epwk.com/913509/,806人,2人,1000-3000元,圆满完成,baihe2020,项目:儿童用的产品标签、纸盒包装设计称呼:陈女士地区:广东佛山需求:儿童用的产品标签、纸盒包装设计，比如：儿童用的洗涤剂或洗涤工具，设计要求好看的，服务商可提供案例参考以及报价预算:600左右 注意：手机号是微信,2021.01.05,2021.02.05,任务编号：913509,￥1000,3天,广东省-广州市-天河区,锡兰视觉设计,https://shop.epwk.com/4rn8qjx8wngm/,,,,,,,,,,,,,,,,,,
【LOGO设计】产品包装设计,https://task.epwk.com/912950/,433人,1人,1000元以内,圆满完成,k8717****99,项目:产品包装设计称呼：姚先生地区:漳州（地区不限）需求:产品包装设计，猪肉制品，猪肉干或是牛肉干这样的产品，熟食肉制品，先做一款看一下效果，每年都会更新升级，主要是看设计师的设计水平，希望有做过相关案例的优先,2020.12.31,2021.02.01,任务编号：912950,￥950,7天,福建省-厦门市,荣观文化传媒,https://shop.epwk.com/mod04xoex5yv/,荣观文化传媒,出售服务,https://shop.epwk.com/mod04xoex5yv/chushou/,企业,五品,40分,,,荣观文化传媒,,短视频策划/拍摄/剪辑、配音、字幕/短视频平台视频/火山小视频/淘宝短视频等,价格面议,产品宣传/包装设计/LOGO设计/电商类产品拍摄、详情页等...一站式服务,"￥300
            /起",演示动画/Flash动画/AE动画/MG动画/企业宣传片/产品宣传片等...,价格面议,三维影视动画/三维施工动画/三维宣传片/产品三维动画/工业三维动画/三维医学动画/建筑房产三维等...,"￥1500
            /起"
【LOGO设计】宠物罐头外标签和logo设计,https://task.epwk.com/912669/,923人,1人,1000元以内,圆满完成,k5434****08,"项目:宠物罐头外标签和logo设计称呼:杨女士地区:山东省,临沂市需求:宠物罐头外标签和logo设计，目前有2款，大小规格不同，现在就要开始做，要求服务商联系提供案例和报价预算:联系报价",2020.12.30,2021.01.21,任务编号：912669,￥600,3天,辽宁省-葫芦岛市-龙港区,温渡传媒文化广告创意艺术设计,https://shop.epwk.com/9w56ewvzwdv1/,,,,,,,,,,,,,,,,,,
【LOGO设计】商标LOGO设计,https://task.epwk.com/912627/,1122人,1人,1000元以内,圆满完成,k4689****00,称呼：张先生 项目： 饮料设计一个图案  塑料桶 1.8L  商标LOGO设计   微信沟通  已谈好 按事先谈好的来 设计完成满意后验收。,2020.12.30,2021.01.08,任务编号：912627,￥400,3天,山西省-太原市-小店区,沸点文化科技,https://shop.epwk.com/omdwkv7erdrp/,沸点文化科技,出售服务,https://shop.epwk.com/omdwkv7erdrp/chushou/,企业,四品,46分,,,沸点文化科技,,logo设计,"￥1200
            /款",软件开发,价格面议,VI设计,"￥4000
            /起",海报设计,"￥500
            /件"
【LOGO设计】公司logo设计,https://task.epwk.com/911778/,645人,1人,3000-5000元,圆满完成,vitorru,需求:汽车零部件，公司logo要重新设计，按沟通好的来设计,2020.12.24,2020.12.24,任务编号：911778,￥4500,7天,上海市-市辖区,朗露品牌设计,https://shop.epwk.com/09drjvjx153w/,朗露品牌设计,出售服务,https://shop.epwk.com/09drjvjx153w/chushou/,企业,一品,68分,,,朗露品牌设计,,,,,,,,,
【包装设计】蚕豆包装设计,https://task.epwk.com/911750/,782人,2人,3000-5000元,圆满完成,k1282****11,项目:蚕豆包装设计称呼:陈女士地区:云南保山需求:蚕豆包装设计，零食特产，袋装设计，具体详谈,2020.12.24,2021.02.03,任务编号：911750,￥3000,7天,四川省-成都市-成华区,灵木创意文化传媒,https://shop.epwk.com/2j5jjp8jz5pz/,灵木创意文化传媒,出售服务,https://shop.epwk.com/2j5jjp8jz5pz/chushou/,企业,四品,40分,,,灵木创意文化传媒,,海报设计,"￥500
            /件",包装设计,"￥1000
            /套",VI设计,"￥1200
            /件",品牌LOGO设计,"￥500
            /套"
【宣传册设计】化工宣传册设计,https://task.epwk.com/911708/,786人,1人,1000元以内,圆满完成,k3242****17,称呼：禹女士 项目：宣传册设计 化工行业 6- 8页左右  （自己现在这小折页才8页 改A4大小）  客户有自己喜欢的风格 要设计师加微信 客户发给设计师 已谈好 按事先谈好的来 勿扰。,2020.12.24,2020.12.31,任务编号：911708,￥800,3天,山西省-太原市-小店区,沸点文化科技,https://shop.epwk.com/omdwkv7erdrp/,沸点文化科技,出售服务,https://shop.epwk.com/omdwkv7erdrp/chushou/,企业,四品,46分,,,沸点文化科技,,logo设计,"￥1200
            /款",软件开发,价格面议,VI设计,"￥4000
            /起",海报设计,"￥500
            /件"
【LOGO设计】风格图片设计,https://task.epwk.com/911692/,591人,1人,1000-3000元,圆满完成,o5fe35561ecccd,称呼：王需要找设计师做这种类似风格的图片 要求设计师有类似风格的案例 直接微信沟通,2020.12.24,2021.01.13,任务编号：911692,￥1000,2天,广东省-汕头市-龙湖区,零零品牌设计,https://shop.epwk.com/09drj899q53w/,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】红糖包装设计,https://task.epwk.com/911608/,1056人,1人,1000元以内,圆满完成,o59da3e5a8b2dc,红糖包装设计，现在设计罐装的，100多克等3个大小规格，后期可能会考虑做袋装、盒装。想要尽快做好。号微信，提供案例和报价。地区：西安联系人：沈先生,2020.12.23,2021.01.05,任务编号：911608,￥500,5天,山东省-烟台市,悦禾品牌设计,https://shop.epwk.com/j7n38ze2l5e1/,,,,,,,,,,,,,,,,,,
【宣传册设计】珍珠首饰品牌介绍ppt设计,https://task.epwk.com/911509/,1858人,3人,1000-3000元,圆满完成,曹lyxs,共约10页ppt，有过做过同行业类似ppt。具备相关文案基础。详细内容请加微信了解，微信同手机号。,2020.12.23,2020.12.31,任务编号：911509,"￥1350,￥1000,￥1000","3天,3天,7天","北京市-北京市,广东省-深圳市,山东省-烟台市",竹迹工作室,https://shop.epwk.com/89dvgw0pldl2/,,,,,,,,,,,,,,,,,,
【LOGO设计】IT行业公司的logo设计,https://task.epwk.com/911505/,650人,1人,1000元以内,圆满完成,k7375****89,"项目:IT行业公司的logo设计称呼:凌女士地区:广东省,惠州市需求:IT行业公司的logo设计，简单一点的风格，之前有自己画了一个，现在想要找专业的设计师设计，要求服务商联系对接提供案例和报价预算:需要报价 注意：手机是微信号",2020.12.23,2021.01.14,任务编号：911505,￥800,7天,广东省-广州市-越秀区,设计计画工作室,https://shop.epwk.com/2j5jj1j8v5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】企业logo设计,https://task.epwk.com/911460/,239人,1人,1000-3000元,圆满完成,vitorru,项目:企业logo设计称呼:王女士地区:江苏 常州需求:企业logo设计，技术类行业，用于商标注册。按沟通好的来设计。,2020.12.23,2020.12.23,任务编号：911460,￥1000,20天,江苏省-苏州市,奥韵设计,https://shop.epwk.com/0jnekexrxnv3/,,,,,,,,,,,,,,,,,,
【LOGO设计】字体logo设计,https://task.epwk.com/911434/,1207人,17人,1000元以内,圆满完成,秘境仙踪,原创字体logo 200元,2020.12.22,2020.12.26,任务编号：911434,"￥200,￥200,￥980,￥200","6天,2天,2天,1天","河北省-邯郸市,广东省-湛江市,广东省-广州市,内蒙古-呼和浩特市",精鑫设计工作室,https://shop.epwk.com/m7d7wv3pr5q8/,,,,,,,,,,,,,,,,,,
【LOGO设计】中城投LOGO设计,https://task.epwk.com/911181/,1194人,6人,1000-3000元,圆满完成,shengye200,公司名称：北京中城投经济发展中心 要求大气。简洁,2020.12.21,2021.01.14,任务编号：911181,"￥1598,￥2000,￥1800","3天,5天,3天","山东省-青岛市,广东省-深圳市,上海市-市辖区-黄浦区",初创网络传媒有限公司,https://shop.epwk.com/9w56er713dv1/,,,,,,,,,,,,,,,,,,
【其他工业设计】家居清洁类的小家电研发设计,https://task.epwk.com/911238/,2434人,1人,1万-2万元,圆满完成,vitorru,项目:家居清洁类的小家电研发设计，已确认好服务商，按要求设计，合作愉快。,2020.12.22,2020.12.22,任务编号：911238,￥10000,5天,江苏省-无锡市,原和设计,https://shop.epwk.com/zqdplexj6n1v/,原和设计,出售服务,https://shop.epwk.com/zqdplexj6n1v/chushou/,企业,四品,70分,,,原和设计,,工业设计丨产品设计 外观设计 概念创新,价格面议,产品原型创新 结构设计 原理样机开发,价格面议,UI设计 界面设计 交互设计,价格面议,包装设计 盒形设计 包装贴纸,"￥6800
            /件"
【LOGO设计】物流行业logo设计,https://task.epwk.com/911203/,694人,1人,1000元以内,圆满完成,k8059****26,项目:物流行业logo设计称呼:王女士地区:山西 晋城需求:物流行业logo设计，山西易联成物流有限公司，按沟通好的来设计,2020.12.21,2020.12.31,任务编号：911203,￥800,3天,山西省-太原市-小店区,沸点文化科技,https://shop.epwk.com/omdwkv7erdrp/,沸点文化科技,出售服务,https://shop.epwk.com/omdwkv7erdrp/chushou/,企业,四品,46分,,,沸点文化科技,,logo设计,"￥1200
            /款",软件开发,价格面议,VI设计,"￥4000
            /起",海报设计,"￥500
            /件"
【LOGO设计】服装品牌logo设计,https://task.epwk.com/911079/,795人,1人,1000-3000元,圆满完成,tomahn1983,服装品牌logo设计，女装为主，主要针对25-35年龄段，后期需要注册商标。  已经谈好合作，以实际沟通为准，,2020.12.21,2021.01.05,任务编号：911079,￥2400,7天,安徽省-合肥市,合肥子歌文化传媒有限公司,https://shop.epwk.com/rp5z49l8xdx3/,合肥子歌文化传媒有限公司,出售服务,https://shop.epwk.com/rp5z49l8xdx3/chushou/,企业,六品,40分,,,合肥子歌文化传媒有限公司,,视频制作后期剪辑,价格面议,策划文案营销活动,价格面议,小程序开发定制,"￥1000
            /起",三维动画,"￥2000
            /起"
【LOGO设计】电子行业公司logo设计（定金款）,https://task.epwk.com/911058/,301人,1人,1000元以内,圆满完成,vitorru,项目:电子行业公司logo设计，按沟通好的需求设计，合作愉快。,2020.12.21,2020.12.21,任务编号：911058,￥500,7天,四川省-成都市-市辖区,上观设计,https://shop.epwk.com/2j5xojyk05xm/,,,,,,,,,,,,,,,,,,
【包装设计】儿童口罩图案和包装设计,https://task.epwk.com/910959/,870人,3人,1000-3000元,圆满完成,o5fdebe08972bc,1: 平面儿童口罩尺寸为14.5*9.5cm，  和12.5*8.5CM2：口罩图案为新年款图案，要有创意，可爱，既能体显年味，也不能俗套。3：口罩外包装为立袋设计,2020.12.20,2020.12.25,任务编号：910959,"￥1000,￥800,￥800","3天,7天,5天","广东省-广州市,山东省-青岛市,四川省-成都市-武侯区",预祥品牌形象设计,https://shop.epwk.com/zqdplxjg9n1v/,预祥品牌形象设计,出售服务,https://shop.epwk.com/zqdplxjg9n1v/chushou/,企业,七品,38分,,,预祥品牌形象设计,,标志设计,"￥2000
            /起",,,,,,
【LOGO设计】面包烘焙店logo设计,https://task.epwk.com/910708/,1089人,2人,1000元以内,圆满完成,k7112****97,面包烘焙店logo设计，烘焙店，名字：酥琦坊。作品要求能注册，加手机号微信。地区：东莞联系人：廖先生,2020.12.18,2020.12.24,任务编号：910708,"￥999,￥300","7天,3天","四川省-成都市,北京市-北京市-海淀区",壹鑫品牌设计,https://shop.epwk.com/78dljmpel5lx/,,,,,,,,,,,,,,,,,,
【包装设计】防火涂料铁桶及包装袋包装设计,https://task.epwk.com/910537/,323人,1人,1000-3000元,圆满完成,o5fdac4128d66e,防火涂料铁桶及包装袋包装设计，按沟通好的来设计,2020.12.17,2020.12.23,任务编号：910537,￥1000,5天,陕西省-西安市,龙睛品牌设计机构,https://shop.epwk.com/4rn8qqzpgngm/,,,,,,,,,,,,,,,,,,
【包装设计】酸奶瓶标+礼盒设计,https://task.epwk.com/910510/,298人,1人,1000-3000元,圆满完成,k6316****16,酸奶瓶标+礼盒设计，瓶标要设计好几款口味的，礼盒是通用的。提供报价，手机号微信，地区：山东济南联系人：吕先生,2020.12.17,2021.01.20,任务编号：910510,￥1800,7天,山东省-济南市,东僧西谛（济南）文化创意有限公司,https://shop.epwk.com/zqdplgvk9n1v/,东僧西谛（济南）文化创意有限公司,出售服务,https://shop.epwk.com/zqdplgvk9n1v/chushou/,企业,三品,45分,,,东僧西谛（济南）文化创意有限公司,,LOGO设计,价格面议,VI设计,价格面议,画册设计,价格面议,包装设计,价格面议
【LOGO设计】商标 LOGO设计,https://task.epwk.com/910420/,680人,1人,1000-3000元,圆满完成,mf139****4435,"商标 LOGO设计,有会做的微信联系",2020.12.16,2020.12.26,任务编号：910420,￥1000,5天,广东省-珠海市-香洲区,艺佳工作室,https://shop.epwk.com/09drj8goe53w/,艺佳工作室,出售服务,https://shop.epwk.com/09drj8goe53w/chushou/,工作室,四品,35分,,,艺佳工作室,,LOGO设计,"￥1000
            /起",品牌VI设计,"￥6000
            /起",创意海报设计,"￥1000
            /起",产品包装设计,"￥1000
            /起"
【海报设计】设计三幅KT板宣传栏,https://task.epwk.com/910307/,2085人,3人,1000-3000元,圆满完成,o5daeca6c3d8af,"1、商业模式宣传栏：130cm*240cm

2、公司经营守则公示栏：110cm*280cm

3、项目说明栏：110cm*90cm

以上文案内容、逻辑结构图都规划完成，需要设计公司做创意视觉效果上呈现。",2020.12.16,2021.01.08,任务编号：910307,"￥1000,￥1500,￥2400","7天,5天,5天","四川省-成都市-市辖区,山东省-烟台市,四川省-成都市",上观设计,https://shop.epwk.com/2j5xojyk05xm/,,,,,,,,,,,,,,,,,,
【LOGO设计】笔名注册商标LOGO设计,https://task.epwk.com/910259/,947人,5人,1000元以内,圆满完成,佳佳最佳佳,本人名字韩佳，性别：女，刚在一品威客网征得一个笔名璵烨，取自“亮怀璠璵美，烨烨使华星”。我希望将来能把这个笔名注册成一个商标，应该是35类商标文化广告宣传类。现提前征求LOGO设计，要求原创。建议：LOGO广告策划可以设计成中间一个璵字，旁边是火营造成的华字造型。璵，古代的一种佩玉，喻美好的人物，可以有图腾的感觉。最好是既文雅古老的艺术感又有很强的现代视觉冲击力，色彩用色协调，看起来舒服。希望设计得好，如果很满意的话，赏金可以从500适当提高。,2020.12.15,2020.12.20,任务编号：910259,"￥500,￥800,￥1000","5天,3天,3天","广东省-珠海市-香洲区,广东省-深圳市-南山区,四川省-成都市",艺佳工作室,https://shop.epwk.com/09drj8goe53w/,艺佳工作室,出售服务,https://shop.epwk.com/09drj8goe53w/chushou/,工作室,四品,35分,,,艺佳工作室,,LOGO设计,"￥1000
            /起",品牌VI设计,"￥6000
            /起",创意海报设计,"￥1000
            /起",产品包装设计,"￥1000
            /起"
【LOGO设计】教育培训LOGO设计,https://task.epwk.com/910129/,1096人,2人,1000-3000元,圆满完成,k5300****13,"项目:教育培训LOGO设计称呼:翁先生地区:广东省,深圳市需求:艺术教育培训LOGO设计，想要简约的图标设计，类似开机键启动的那种感觉，具体详谈",2020.12.15,2021.01.27,任务编号：910129,"￥1800,￥1000","7天,3天","天津市-市辖区,安徽省-合肥市-蜀山区",卷耳文化设计,https://shop.epwk.com/0jnekew2ynv3/,卷耳文化设计,出售服务,https://shop.epwk.com/0jnekew2ynv3/chushou/,企业,三品,45分,,,卷耳文化设计,,【电商设计】精品详情页设计产品精修主图设计,"￥2688
            /款",【电商设计】详情页设计 主图设计,"￥1288
            /款",【电商设计】适用于淘宝、拼多多15~30款产品优选,"￥800
            /款",包装设计,"￥100
            /次"
【VI设计】教育行业VI设计,https://task.epwk.com/909993/,1064人,10人,1000-3000元,圆满完成,健康从选择开始,教育行业VI设计：包含一个LOGO的优化修改，还有门头设计，，跟吉祥物设计，具体详谈三项预算一千,2020.12.14,2021.01.16,任务编号：909993,"￥1000,￥1000,￥1000","3天,5天,3天","福建省-福州市-台江区,四川省-成都市-武侯区,广东省-广州市",鑫视格文化传媒有限公司,https://shop.epwk.com/89dvgxv2gdl2/,,,,,,,,,,,,,,,,,,
【日用百货】洗碗粉瓶型设计,https://task.epwk.com/909980/,2559人,2人,1000-3000元,圆满完成,群龙无首,1kg洗碗粉瓶型设计要求：1、符合年轻客户群体审美 2、有辨识度 3、现代简约风格,2020.12.14,2020.12.26,任务编号：909980,￥1500,3天,湖北省-武汉市-洪山区,普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【卡通形象设计】卡通动漫设计,https://task.epwk.com/909853/,1660人,1人,1000-3000元,圆满完成,k8402****15,称呼：苏先生项目：卡通动漫设计要求： 根据学校办园理念的前首个字母设计卡通吉祥物  已跟设计师谈好 按事先说好的来 勿扰。,2020.12.14,2021.01.12,任务编号：909853,￥2000,10天,广东省-广州市,佐案设计,https://shop.epwk.com/09drj8wjl53w/,佐案设计,出售服务,https://shop.epwk.com/09drj8wjl53w/chushou/,工作室,六品,55分,总 3 次中标，交易总金额,￥5150.00,佐案设计,,【佐案设计】文创礼品设计/动漫周边产品设计/吉祥物礼品设计/IP宣传物料设计,"￥100
            /起",【佐案设计】卡通动画视频/动画短视频/动画广告/互联网动画/卡通动画/动漫视频/业务介绍动画/营销推广动画,"￥100
            /起",【佐案设计】表情包设计/吉祥物表情包/IP形象表情包/微信表情包/动漫形象表情/企业IP形象动态表情,"￥100
            /起",【佐案设计】吉祥物/IP形象/卡通形象设计/动漫IP创作/表情包设计/角色设计/企业IP形象设计/IP主体护设计,"￥100
            /起"
【产品外观设计】做老板桌效果图 提供模型,https://task.epwk.com/909679/,2187人,3人,1000元以内,圆满完成,o53f8733a67bfd,做老板桌效果图 提供模型,2020.12.12,2020.12.16,任务编号：909679,"￥700,￥800,￥300","5天,3天,2天","湖北省-武汉市-汉阳区,广东省-深圳市,内蒙古-呼和浩特市-回民区",普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【宣传册设计】美发行业，宣传彩页设计,https://task.epwk.com/909601/,1867人,1人,1000元以内,圆满完成,k7689****07,"项目:美发行业，宣传彩页设计称呼:兰先生地区:河南省,南阳市需求:美发行业，宣传彩页设计，A4大小，已沟通好，按沟通好的来设计",2020.12.11,2021.02.04,任务编号：909601,￥300,3天,湖北省-武汉市,旭辰品牌设计,https://shop.epwk.com/0jneke03jnv3/,旭辰品牌设计,出售服务,https://shop.epwk.com/0jneke03jnv3/chushou/,企业,七品,40分,,,旭辰品牌设计,,【首页设计】天猫淘宝商业摄影详情页制作首页面装修,价格面议,【详情页设计】天猫淘宝商业摄影详情页制作首页面装修,价格面议,【空间设计】(SI设计、外观设计、美陈设计）,价格面议,【包装设计】瓶贴设计 手提袋设计 标签设计,价格面议
【其他工业设计】儿童主题发布会场地搭建设计,https://task.epwk.com/909583/,2415人,2人,3000-5000元,圆满完成,o5df8a626a2838,儿童主题发布会场地搭建设计，需要出效果图和相应的施工尺寸图,2020.12.11,2020.12.29,任务编号：909583,"￥4000,￥4000","4天,5天","湖北省-武汉市,广东省-深圳市",漫步工业设计,https://shop.epwk.com/v0n1x410057y/,,,,,,,,,,,,,,,,,,
