标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【小程序开发】我们需要前端开发,https://task.epwk.com/962099/,224人,1人,"¥4,000",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,我们需要前端开发,直接雇佣￥ 4000,￥ 4000,任务编号：962099,89-157.csv,,,
【详情页设计】除醛商品详情页设计,https://task.epwk.com/962132/,145人,1人,¥200,圆满完成,https://task.epwk.com/page101.html?m=6&o=7,除醛商品详情页设计,直接雇佣￥ 200,￥ 200,任务编号：962132,89-157.csv,,,
【APP开发】比邻美居O2O智慧社区平台项目二期,https://task.epwk.com/962255/,275人,1人,"¥30,000",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,比邻美居O2O智慧社区平台项目二期,直接雇佣￥ 30000,￥ 30000,任务编号：962255,89-157.csv,,,
【海报设计】平面包月,https://task.epwk.com/962265/,505人,1人,"¥1,200",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,平面包月,直接雇佣￥ 1200,￥ 1200,任务编号：962265,89-157.csv,,,
【直播】我需要WEPY小程序开发第一期30%,https://task.epwk.com/962308/,232人,1人,"¥3,600",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,我需要WEPY小程序开发第一期30%,直接雇佣￥ 3600,￥ 3600,任务编号：962308,89-157.csv,,,
【APP开发】项目管理软件开发3期,https://task.epwk.com/962347/,372人,1人,"¥20,000",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,项目管理软件开发3期,直接雇佣￥ 20000,￥ 20000,任务编号：962347,89-157.csv,,,
【排版设计】公司内刊排版设计,https://task.epwk.com/962354/,286人,1人,"¥4,320",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,公司内刊排版设计,直接雇佣￥ 4320,￥ 4320,任务编号：962354,89-157.csv,,,
【商业提案】可行性研究报告定制,https://task.epwk.com/962387/,532人,1人,"¥3,800",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,可行性研究报告定制,直接雇佣￥ 3800,￥ 3800,任务编号：962387,89-157.csv,,,
【小程序开发】开发一套基于php的H5互动软件系统(后端部分),https://task.epwk.com/962452/,281人,1人,"¥2,500",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,开发一套基于php的H5互动软件系统(后端部分),直接雇佣￥ 2500,￥ 2500,任务编号：962452,89-157.csv,,,
【小程序开发】小程序转H5,https://task.epwk.com/962740/,186人,1人,"¥3,500",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,小程序转H5,直接雇佣￥ 3500,￥ 3500,任务编号：962740,89-157.csv,,,
【OA系统】OA系统开发任务一期,https://task.epwk.com/962753/,1061人,1人,"¥50,000",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,OA系统开发任务一期,直接雇佣￥ 50000,￥ 50000,任务编号：962753,89-157.csv,,,
【APP开发】工程建筑管理软件开发三期,https://task.epwk.com/962763/,331人,1人,"¥50,000",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,工程建筑管理软件开发三期,直接雇佣￥ 50000,￥ 50000,任务编号：962763,89-157.csv,,,
【软件UI设计】UI设计,https://task.epwk.com/962982/,553人,1人,"¥4,700",圆满完成,https://task.epwk.com/page101.html?m=6&o=7,UI设计,直接雇佣￥ 4700,￥ 4700,任务编号：962982,89-157.csv,,,
【漫画设计】漫画宣传册设计,https://task.epwk.com/962988/,517人,1人,¥500,圆满完成,https://task.epwk.com/page101.html?m=6&o=7,漫画宣传册设计,直接雇佣￥ 500,￥ 500,任务编号：962988,89-157.csv,,,
【LOGO设计】同攸书画,https://task.epwk.com/963006/,160人,1人,¥800,圆满完成,https://task.epwk.com/page100.html?m=6&o=7,同攸书画,直接雇佣￥ 800,￥ 800,任务编号：963006,89-157.csv,,,
【店铺装修】店铺首页加5个详情页,https://task.epwk.com/963564/,441人,1人,¥700,圆满完成,https://task.epwk.com/page100.html?m=6&o=7,店铺首页加5个详情页,直接雇佣￥ 700,￥ 700,任务编号：963564,89-157.csv,,,
【嵌入式软件】智能交通设备运维开发,https://task.epwk.com/963795/,443人,1人,"¥18,067",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,智能交通设备运维开发,直接雇佣￥ 18067,￥ 18067,任务编号：963795,89-157.csv,,,
【包装设计】玉米包装,https://task.epwk.com/963844/,307人,1人,"¥1,100",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,玉米包装,直接雇佣￥ 1100,￥ 1100,任务编号：963844,89-157.csv,,,
【店铺装修】淘宝店铺装修,https://task.epwk.com/964313/,1750人,1人,"¥1,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,淘宝店铺装修,直接雇佣￥ 1000,￥ 1000,任务编号：964313,89-157.csv,,,
【H5设计】几个软件界面设计,https://task.epwk.com/964602/,372人,1人,"¥1,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,几个软件界面设计,直接雇佣￥ 1000,￥ 1000,任务编号：964602,89-157.csv,,,
【企业官网】[高端网站定制]高端网站定制|桃子,https://task.epwk.com/965185/,595人,1人,"¥10,500",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,[高端网站定制]高端网站定制|桃子,直接雇佣￥ 10500,￥ 10500,任务编号：965185,89-157.csv,,,
【小程序开发】[小程序开发]桃子|小程序定制开发|微信小程序开发,https://task.epwk.com/965193/,448人,1人,"¥9,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,[小程序开发]桃子|小程序定制开发|微信小程序开发,直接雇佣￥ 9000,￥ 9000,任务编号：965193,89-157.csv,,,
【LOGO设计】韩佳微佳HONEY HAN V+中英文商标设计,https://task.epwk.com/965715/,280人,1人,¥800,圆满完成,https://task.epwk.com/page100.html?m=6&o=7,韩佳微佳HONEY HAN V+中英文商标设计,直接雇佣￥ 800,￥ 800,任务编号：965715,89-157.csv,,,
【新房装修】两套loft公寓设计,https://task.epwk.com/965722/,458人,1人,"¥1,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,两套loft公寓设计,直接雇佣￥ 1000,￥ 1000,任务编号：965722,89-157.csv,,,
【APP开发】电子商城升级,https://task.epwk.com/965885/,149人,1人,"¥6,500",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,电子商城升级,直接雇佣￥ 6500,￥ 6500,任务编号：965885,89-157.csv,,,
【小程序开发】分销系统前端开发,https://task.epwk.com/965886/,120人,1人,"¥6,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,分销系统前端开发,直接雇佣￥ 6000,￥ 6000,任务编号：965886,89-157.csv,,,
【APP开发】分销系统后端开发,https://task.epwk.com/965887/,166人,1人,"¥10,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,分销系统后端开发,直接雇佣￥ 10000,￥ 10000,任务编号：965887,89-157.csv,,,
【APP开发】分销系统数据采点分析推送工具,https://task.epwk.com/965888/,137人,1人,"¥4,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,分销系统数据采点分析推送工具,直接雇佣￥ 4000,￥ 4000,任务编号：965888,89-157.csv,,,
【其他软件开发】pyspider定制需求,https://task.epwk.com/966037/,178人,1人,"¥2,700",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,pyspider定制需求,直接雇佣￥ 2700,￥ 2700,任务编号：966037,89-157.csv,,,
【其他内容创作】转正述职PPT,https://task.epwk.com/966040/,456人,1人,¥200,圆满完成,https://task.epwk.com/page100.html?m=6&o=7,转正述职PPT,直接雇佣￥ 200,￥ 200,任务编号：966040,89-157.csv,,,
【其他软件开发】设备管理软件开发4期,https://task.epwk.com/966189/,164人,1人,"¥9,998",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,设备管理软件开发4期,直接雇佣￥ 9998,￥ 9998,任务编号：966189,89-157.csv,,,
【营销推广软文】详情页文案品牌创意公司介绍PPT文案微信营销软文写作,https://task.epwk.com/966713/,350人,1人,"¥1,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,详情页文案品牌创意公司介绍PPT文案微信营销软文写作,直接雇佣￥ 1000,￥ 1000,任务编号：966713,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/966717/,108人,1人,"¥1,100",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：966717,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/966726/,65人,1人,"¥1,100",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：966726,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/966727/,195人,1人,"¥1,800",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：966727,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/966729/,229人,1人,"¥2,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：966729,89-157.csv,,,
【宣传册设计】画册宣传册设计,https://task.epwk.com/966730/,321人,1人,"¥1,200",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,画册宣传册设计,直接雇佣￥ 1200,￥ 1200,任务编号：966730,89-157.csv,,,
【详情页设计】电商详情页设计,https://task.epwk.com/966742/,82人,1人,"¥1,300",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,电商详情页设计,直接雇佣￥ 1300,￥ 1300,任务编号：966742,89-157.csv,,,
【商城建设】商城开发快速上线,https://task.epwk.com/966770/,513人,1人,"¥3,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,商城开发快速上线,直接雇佣￥ 3000,￥ 3000,任务编号：966770,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/966990/,58人,1人,"¥1,100",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：966990,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/966991/,65人,1人,"¥1,100",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：966991,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/966993/,233人,1人,"¥1,800",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：966993,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/966994/,251人,1人,"¥2,000",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：966994,89-157.csv,,,
【宣传册设计】画册宣传册设计,https://task.epwk.com/966996/,343人,1人,"¥1,200",圆满完成,https://task.epwk.com/page100.html?m=6&o=7,画册宣传册设计,直接雇佣￥ 1200,￥ 1200,任务编号：966996,89-157.csv,,,
【详情页设计】电商详情页设计,https://task.epwk.com/966997/,86人,1人,"¥1,300",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,电商详情页设计,直接雇佣￥ 1300,￥ 1300,任务编号：966997,89-157.csv,,,
【机械设备】机械设备sd码三维造影,https://task.epwk.com/967026/,398人,1人,"¥2,100",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,机械设备sd码三维造影,直接雇佣￥ 2100,￥ 2100,任务编号：967026,89-157.csv,,,
【宣传册设计】画册设计,https://task.epwk.com/967136/,457人,1人,"¥10,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,画册设计,直接雇佣￥ 10000,￥ 10000,任务编号：967136,89-157.csv,,,
【其他行业】软件著作权,https://task.epwk.com/967137/,200人,1人,"¥33,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,软件著作权,直接雇佣￥ 33000,￥ 33000,任务编号：967137,89-157.csv,,,
【其他行业】商标,https://task.epwk.com/967139/,167人,1人,"¥25,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,商标,直接雇佣￥ 25000,￥ 25000,任务编号：967139,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/967341/,129人,1人,"¥1,100",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：967341,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/967342/,74人,1人,"¥1,100",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：967342,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/967344/,269人,1人,"¥1,800",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：967344,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/967347/,318人,1人,"¥2,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：967347,89-157.csv,,,
【宣传册设计】画册宣传册设计,https://task.epwk.com/967349/,533人,1人,"¥1,200",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,画册宣传册设计,直接雇佣￥ 1200,￥ 1200,任务编号：967349,89-157.csv,,,
【详情页设计】电商详情页设计,https://task.epwk.com/967350/,300人,1人,"¥1,300",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,电商详情页设计,直接雇佣￥ 1300,￥ 1300,任务编号：967350,89-157.csv,,,
【排版设计】杂志排版设计,https://task.epwk.com/967387/,458人,1人,"¥14,760",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,杂志排版设计,直接雇佣￥ 14760,￥ 14760,任务编号：967387,89-157.csv,,,
【其他软件开发】促销模块全亿二次开发外包第二期（30%）,https://task.epwk.com/967391/,140人,1人,"¥7,500",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,促销模块全亿二次开发外包第二期（30%）,直接雇佣￥ 7500,￥ 7500,任务编号：967391,89-157.csv,,,
【其他软件开发】促销模块全亿二次开发外包第三期（30%）,https://task.epwk.com/967392/,351人,1人,"¥7,500",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,促销模块全亿二次开发外包第三期（30%）,直接雇佣￥ 7500,￥ 7500,任务编号：967392,89-157.csv,,,
【包装设计】美容仪设计包装,https://task.epwk.com/967410/,189人,1人,¥800,圆满完成,https://task.epwk.com/page99.html?m=6&o=7,美容仪设计包装,直接雇佣￥ 800,￥ 800,任务编号：967410,89-157.csv,,,
【APP开发】拼团app中期款2,https://task.epwk.com/967501/,269人,1人,"¥9,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,拼团app中期款2,直接雇佣￥ 9000,￥ 9000,任务编号：967501,89-157.csv,,,
【APP开发】麦当劳app注册,https://task.epwk.com/967502/,1472人,1人,¥800,圆满完成,https://task.epwk.com/page99.html?m=6&o=7,麦当劳app注册,直接雇佣￥ 800,￥ 800,任务编号：967502,89-157.csv,,,
【门户网站】项目管理软件开发4期,https://task.epwk.com/967539/,565人,1人,"¥30,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,项目管理软件开发4期,直接雇佣￥ 30000,￥ 30000,任务编号：967539,89-157.csv,,,
【APP开发】项目管理软件开发尾款,https://task.epwk.com/967540/,278人,1人,"¥30,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,项目管理软件开发尾款,直接雇佣￥ 30000,￥ 30000,任务编号：967540,89-157.csv,,,
【APP推广】网站SEO优化百度360搜狗神马搜索收录关键词排名,https://task.epwk.com/967689/,257人,1人,"¥1,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,网站SEO优化百度360搜狗神马搜索收录关键词排名,直接雇佣￥ 1000,￥ 1000,任务编号：967689,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/967690/,332人,1人,"¥1,100",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：967690,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/967693/,148人,1人,"¥1,100",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：967693,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/967695/,243人,1人,"¥1,800",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：967695,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/967699/,534人,1人,"¥2,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：967699,89-157.csv,,,
【网络接单】APP反编译,https://task.epwk.com/967850/,313人,1人,"¥1,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,APP反编译,直接雇佣￥ 1000,￥ 1000,任务编号：967850,89-157.csv,,,
【APP开发】赛事网站,https://task.epwk.com/967886/,279人,1人,"¥15,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,赛事网站,直接雇佣￥ 15000,￥ 15000,任务编号：967886,89-157.csv,,,
【其他行业】厦门市杉投公司购买一对一直播交友系统开发服务尾款,https://task.epwk.com/967923/,289人,1人,"¥3,800",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,厦门市杉投公司购买一对一直播交友系统开发服务尾款,直接雇佣￥ 3800,￥ 3800,任务编号：967923,89-157.csv,,,
【LOGO设计】需要比较特别的,https://task.epwk.com/967948/,707人,1人,"¥2,000",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,需要比较特别的,直接雇佣￥ 2000,￥ 2000,任务编号：967948,89-157.csv,,,
【LOGO设计】设计LOGO,https://task.epwk.com/967988/,167人,1人,"¥3,980",圆满完成,https://task.epwk.com/page99.html?m=6&o=7,设计LOGO,直接雇佣￥ 3980,￥ 3980,任务编号：967988,89-157.csv,,,
【小程序开发】微信小程序突然获取不到实时位置,https://task.epwk.com/968008/,592人,1人,¥300,圆满完成,https://task.epwk.com/page99.html?m=6&o=7,微信小程序突然获取不到实时位置,直接雇佣￥ 300,￥ 300,任务编号：968008,89-157.csv,,,
【其他软件开发】BUG修复<60,https://task.epwk.com/968086/,159人,1人,"¥25,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,BUG修复<60,直接雇佣￥ 25000,￥ 25000,任务编号：968086,89-157.csv,,,
【运维服务】10月服务器费用,https://task.epwk.com/968088/,1223人,1人,"¥49,999",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,10月服务器费用,直接雇佣￥ 49999,￥ 49999,任务编号：968088,89-157.csv,,,
【其他软件开发】我需要软件开发物流B2B 55接口外包第二期（30%）,https://task.epwk.com/968129/,164人,1人,"¥10,800",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,我需要软件开发物流B2B 55接口外包第二期（30%）,直接雇佣￥ 10800,￥ 10800,任务编号：968129,89-157.csv,,,
【IT解决方案】9月基础技术人工维护费用,https://task.epwk.com/968131/,1090人,1人,"¥49,999",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,9月基础技术人工维护费用,直接雇佣￥ 49999,￥ 49999,任务编号：968131,89-157.csv,,,
【其他网站】管理系统,https://task.epwk.com/968219/,334人,1人,"¥10,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,管理系统,直接雇佣￥ 10000,￥ 10000,任务编号：968219,89-157.csv,,,
【商城建设】设备管理软件开发尾款,https://task.epwk.com/968230/,382人,1人,"¥9,998",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,设备管理软件开发尾款,直接雇佣￥ 9998,￥ 9998,任务编号：968230,89-157.csv,,,
【APP开发】OA系统软件开发三期,https://task.epwk.com/968257/,194人,1人,"¥40,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,OA系统软件开发三期,直接雇佣￥ 40000,￥ 40000,任务编号：968257,89-157.csv,,,
【其他软件开发】批量订单跟踪软件,https://task.epwk.com/968270/,94人,1人,"¥2,500",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,批量订单跟踪软件,直接雇佣￥ 2500,￥ 2500,任务编号：968270,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968292/,111人,1人,"¥1,100",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968292,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968293/,115人,1人,"¥1,100",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968293,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/968294/,278人,1人,"¥1,800",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：968294,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/968295/,573人,1人,"¥2,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：968295,89-157.csv,,,
【宣传册设计】画册宣传册设计,https://task.epwk.com/968297/,337人,1人,"¥1,200",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,画册宣传册设计,直接雇佣￥ 1200,￥ 1200,任务编号：968297,89-157.csv,,,
【详情页设计】电商详情页设计,https://task.epwk.com/968298/,148人,1人,"¥1,300",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,电商详情页设计,直接雇佣￥ 1300,￥ 1300,任务编号：968298,89-157.csv,,,
【包装设计】包装设计,https://task.epwk.com/968299/,272人,1人,"¥1,200",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,包装设计,直接雇佣￥ 1200,￥ 1200,任务编号：968299,89-157.csv,,,
【软件UI设计】app页面设计,https://task.epwk.com/968386/,624人,1人,"¥1,800",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,app页面设计,直接雇佣￥ 1800,￥ 1800,任务编号：968386,89-157.csv,,,
【门户网站】观象台网站,https://task.epwk.com/968387/,654人,1人,"¥38,233",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,观象台网站,直接雇佣￥ 38233,￥ 38233,任务编号：968387,89-157.csv,,,
【书籍装帧】书籍装帧设计,https://task.epwk.com/968418/,515人,1人,"¥9,300",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,书籍装帧设计,直接雇佣￥ 9300,￥ 9300,任务编号：968418,89-157.csv,,,
【营销推广软文】公众号代运营,https://task.epwk.com/968505/,509人,1人,"¥18,810",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,公众号代运营,直接雇佣￥ 18810,￥ 18810,任务编号：968505,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968516/,75人,1人,"¥1,100",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968516,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968517/,79人,1人,"¥1,100",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968517,89-157.csv,,,
【VI设计】VIS设计,https://task.epwk.com/968522/,254人,1人,"¥1,800",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,VIS设计,直接雇佣￥ 1800,￥ 1800,任务编号：968522,89-157.csv,,,
【包装设计】包装设计,https://task.epwk.com/968524/,181人,1人,"¥1,200",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,包装设计,直接雇佣￥ 1200,￥ 1200,任务编号：968524,89-157.csv,,,
【PPT设计】PPT设计,https://task.epwk.com/968527/,402人,1人,"¥2,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,PPT设计,直接雇佣￥ 2000,￥ 2000,任务编号：968527,89-157.csv,,,
【宣传册设计】画册宣传册设计,https://task.epwk.com/968528/,355人,1人,"¥1,200",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,画册宣传册设计,直接雇佣￥ 1200,￥ 1200,任务编号：968528,89-157.csv,,,
【详情页设计】电商详情页设计,https://task.epwk.com/968533/,154人,1人,"¥1,300",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,电商详情页设计,直接雇佣￥ 1300,￥ 1300,任务编号：968533,89-157.csv,,,
【APP开发】幸运拼团小程序,https://task.epwk.com/968535/,209人,1人,"¥3,000",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,幸运拼团小程序,直接雇佣￥ 3000,￥ 3000,任务编号：968535,89-157.csv,,,
【APP开发】APP定制/APP开发/商城APP开发/原生APP开发,https://task.epwk.com/968551/,381人,1人,"¥5,200",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,APP定制/APP开发/商城APP开发/原生APP开发,直接雇佣￥ 5200,￥ 5200,任务编号：968551,89-157.csv,,,
【APP开发】APP定制/APP开发/商城APP开发/原生APP开发,https://task.epwk.com/968555/,367人,1人,"¥3,600",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,APP定制/APP开发/商城APP开发/原生APP开发,直接雇佣￥ 3600,￥ 3600,任务编号：968555,89-157.csv,,,
【APP开发】APP定制/APP开发/商城APP开发/原生APP开发,https://task.epwk.com/968563/,255人,1人,"¥3,600",圆满完成,https://task.epwk.com/page98.html?m=6&o=7,APP定制/APP开发/商城APP开发/原生APP开发,直接雇佣￥ 3600,￥ 3600,任务编号：968563,89-157.csv,,,
【APP开发】APP定制/APP开发/商城APP开发/原生APP开发,https://task.epwk.com/968573/,233人,1人,"¥8,200",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,APP定制/APP开发/商城APP开发/原生APP开发,直接雇佣￥ 8200,￥ 8200,任务编号：968573,89-157.csv,,,
【分销管理软件】分销管理软件开发一期,https://task.epwk.com/968643/,1000人,1人,"¥13,000",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,分销管理软件开发一期,直接雇佣￥ 13000,￥ 13000,任务编号：968643,89-157.csv,,,
【其他软件开发】​全亿初期功能项目开发第一期30%,https://task.epwk.com/968674/,218人,1人,"¥10,500",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,​全亿初期功能项目开发第一期30%,直接雇佣￥ 10500,￥ 10500,任务编号：968674,89-157.csv,,,
【包装设计】包装设计,https://task.epwk.com/968741/,210人,1人,"¥1,200",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,包装设计,直接雇佣￥ 1200,￥ 1200,任务编号：968741,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968742/,132人,1人,"¥1,100",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968742,89-157.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/968744/,123人,1人,"¥1,100",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,LOGO设计,直接雇佣￥ 1100,￥ 1100,任务编号：968744,89-157.csv,,,
【APP开发】APP定制/APP开发/商城APP开发/原生APP开发,https://task.epwk.com/968772/,195人,1人,"¥9,000",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,APP定制/APP开发/商城APP开发/原生APP开发,直接雇佣￥ 9000,￥ 9000,任务编号：968772,89-157.csv,,,
【定制开发】气象基本站数据展示,https://task.epwk.com/968793/,431人,1人,"¥32,739",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,气象基本站数据展示,直接雇佣￥ 32739,￥ 32739,任务编号：968793,89-157.csv,,,
【小程序开发】购物小程序成品,https://task.epwk.com/968795/,166人,1人,"¥2,000",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,购物小程序成品,直接雇佣￥ 2000,￥ 2000,任务编号：968795,89-157.csv,,,
【APP开发】商城APP开发,https://task.epwk.com/968807/,284人,1人,"¥11,000",圆满完成,https://task.epwk.com/page97.html?m=6&o=7,商城APP开发,直接雇佣￥ 11000,￥ 11000,任务编号：968807,89-157.csv,,,
