标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【小程序开发】美容行业小程序开发,https://task.epwk.com/1051273/,47人,1人,"¥3,800",圆满完成,,美容行业小程序开发,直接雇佣￥ 3800,￥ 3800,任务编号：1051273,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1051373/,69人,1人,"¥3,120",圆满完成,,LOGO设计,直接雇佣￥ 3120,￥ 3120,任务编号：1051373,0-88.csv,,
【SAAS软件】tp6-uniapp-vue3商城插件APP,https://task.epwk.com/1051456/,66人,1人,"¥1,500",圆满完成,,tp6-uniapp-vue3商城插件APP,直接雇佣￥ 1500,￥ 1500,任务编号：1051456,0-88.csv,,
【更多场景定制】增加功能,https://task.epwk.com/1051471/,79人,1人,"¥8,000",圆满完成,,增加功能,直接雇佣￥ 8000,￥ 8000,任务编号：1051471,0-88.csv,,
【其他工业设计】需要在我们提供的版子上设计平铺展开的恐龙皮肤,https://task.epwk.com/1051489/,98人,1人,"¥1,600",圆满完成,,需要在我们提供的版子上设计平铺展开的恐龙皮肤,直接雇佣￥ 1600,￥ 1600,任务编号：1051489,0-88.csv,,
【剪辑服务】视频后期剪辑,https://task.epwk.com/1051601/,757人,1人,¥60,圆满完成,,视频后期剪辑,直接雇佣￥ 60,￥ 60,任务编号：1051601,0-88.csv,,
【小程序开发】居民积分管理小程序,https://task.epwk.com/1051618/,61人,1人,"¥3,500",圆满完成,,居民积分管理小程序,直接雇佣￥ 3500,￥ 3500,任务编号：1051618,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1051824/,129人,1人,¥700,圆满完成,,手机页面开发,直接雇佣￥ 700,￥ 700,任务编号：1051824,0-88.csv,,
【LOGO设计】logo设计企业公司商标品牌科技标志英文字体餐饮LOGO,https://task.epwk.com/1051864/,94人,1人,¥998,圆满完成,,logo设计企业公司商标品牌科技标志英文字体餐饮LOGO,直接雇佣￥ 998,￥ 998,任务编号：1051864,0-88.csv,,
【APP开发】前端app开发,https://task.epwk.com/1051894/,150人,1人,"¥10,000",圆满完成,,前端app开发,直接雇佣￥ 10000,￥ 10000,任务编号：1051894,0-88.csv,,
【定制开发】体彩系列APP软件一期款(立项建站开发),https://task.epwk.com/1051896/,146人,1人,"¥38,000",圆满完成,,体彩系列APP软件一期款(立项建站开发),直接雇佣￥ 38000,￥ 38000,任务编号：1051896,0-88.csv,,
【APP开发】快递驿站APP开发,https://task.epwk.com/1051923/,96人,1人,"¥46,285",圆满完成,,快递驿站APP开发,直接雇佣￥ 46285,￥ 46285,任务编号：1051923,0-88.csv,,
【LOGO设计】Logo设计,https://task.epwk.com/1051983/,122人,1人,¥600,圆满完成,,Logo设计,直接雇佣￥ 600,￥ 600,任务编号：1051983,0-88.csv,,
【广告片/MV】冲浪设备tvc广告片,https://task.epwk.com/1052406/,249人,1人,"¥3,500",圆满完成,,冲浪设备tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1052406,0-88.csv,,
【LOGO设计】观作酒研所包装设计订金,https://task.epwk.com/1052440/,47人,1人,¥490,圆满完成,,观作酒研所包装设计订金,直接雇佣￥ 490,￥ 490,任务编号：1052440,0-88.csv,,
【脚本开发】麦当劳半自动下单软件,https://task.epwk.com/1052507/,182人,1人,"¥15,500",圆满完成,,麦当劳半自动下单软件,直接雇佣￥ 15500,￥ 15500,任务编号：1052507,0-88.csv,,
【小程序开发】php小程序前后端二次开发,https://task.epwk.com/1052542/,152人,1人,"¥14,000",圆满完成,,php小程序前后端二次开发,直接雇佣￥ 14000,￥ 14000,任务编号：1052542,0-88.csv,,
【运维服务】8月基础服务器运维租赁费用,https://task.epwk.com/1052626/,80人,1人,"¥49,999",圆满完成,,8月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1052626,0-88.csv,,
【其他软件开发】分布式架构开发,https://task.epwk.com/1052794/,77人,1人,"¥10,000",圆满完成,,分布式架构开发,直接雇佣￥ 10000,￥ 10000,任务编号：1052794,0-88.csv,,
【其他软件开发】分布式代码开发,https://task.epwk.com/1052796/,109人,1人,"¥10,000",圆满完成,,分布式代码开发,直接雇佣￥ 10000,￥ 10000,任务编号：1052796,0-88.csv,,
【LOGO设计】商标设计,https://task.epwk.com/1052820/,69人,1人,"¥4,600",圆满完成,,商标设计,直接雇佣￥ 4600,￥ 4600,任务编号：1052820,0-88.csv,,
【LOGO设计】logo设计企业公司商标品牌科技标志英文字体餐饮LOGO,https://task.epwk.com/1052854/,89人,1人,"¥1,998",圆满完成,,logo设计企业公司商标品牌科技标志英文字体餐饮LOGO,直接雇佣￥ 1998,￥ 1998,任务编号：1052854,0-88.csv,,
【小程序开发】小程序接口对接,https://task.epwk.com/1053057/,63人,1人,"¥1,000",圆满完成,,小程序接口对接,直接雇佣￥ 1000,￥ 1000,任务编号：1053057,0-88.csv,,
【网站二次开发】tp框架系统二次开发第三期，pc站点，已经沟通好人,https://task.epwk.com/1053279/,94人,1人,"¥9,000",圆满完成,,tp框架系统二次开发第三期，pc站点，已经沟通好人,直接雇佣￥ 9000,￥ 9000,任务编号：1053279,0-88.csv,,
【海报设计】制作一条奥特曼生日祝福视频,https://task.epwk.com/1053370/,97人,1人,¥200,圆满完成,,制作一条奥特曼生日祝福视频,直接雇佣￥ 200,￥ 200,任务编号：1053370,0-88.csv,,
【电话调查】app注册拉新接收短信验证码新人手机号注册任务收发验证码,https://task.epwk.com/1053374/,66人,1人,¥10,圆满完成,,app注册拉新接收短信验证码新人手机号注册任务收发验证码,直接雇佣￥ 10,￥ 10,任务编号：1053374,0-88.csv,,
【产品原型设计】远程雇佣,https://task.epwk.com/1053401/,97人,1人,"¥1,000",圆满完成,,远程雇佣,直接雇佣￥ 1000,￥ 1000,任务编号：1053401,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1053479/,73人,1人,¥350,圆满完成,,手机页面开发,直接雇佣￥ 350,￥ 350,任务编号：1053479,0-88.csv,,
【淘宝/天猫代运营】阿里巴巴1688淘宝代运营代运营天猫代运营,https://task.epwk.com/1053536/,758人,1人,¥10,待验收,,阿里巴巴1688淘宝代运营代运营天猫代运营,直接雇佣￥ 10,￥ 10,任务编号：1053536,0-88.csv,,
【包装设计】三红柚、红柚礼盒包装和内袋,https://task.epwk.com/1053605/,109人,1人,"¥2,000",圆满完成,,三红柚、红柚礼盒包装和内袋,直接雇佣￥ 2000,￥ 2000,任务编号：1053605,0-88.csv,,
【LOGO设计】Logo设计和香蕉箱设计,https://task.epwk.com/1053807/,152人,1人,"¥2,000",圆满完成,,Logo设计和香蕉箱设计,直接雇佣￥ 2000,￥ 2000,任务编号：1053807,0-88.csv,,
【整合营销】小红书定制营销,https://task.epwk.com/1054238/,192人,1人,"¥1,300",圆满完成,,小红书定制营销,直接雇佣￥ 1300,￥ 1300,任务编号：1054238,0-88.csv,,
【书籍装帧】期刊设计,https://task.epwk.com/1054495/,49人,1人,"¥5,630",圆满完成,,期刊设计,直接雇佣￥ 5630,￥ 5630,任务编号：1054495,0-88.csv,,
【更多场景定制】搭建一个以太坊节点,https://task.epwk.com/1054502/,124人,1人,"¥8,000",圆满完成,,搭建一个以太坊节点,直接雇佣￥ 8000,￥ 8000,任务编号：1054502,0-88.csv,,
【画册设计】电梯公司画册,https://task.epwk.com/1054516/,127人,1人,"¥1,200",圆满完成,,电梯公司画册,直接雇佣￥ 1200,￥ 1200,任务编号：1054516,0-88.csv,,
【小程序开发】app,https://task.epwk.com/1054570/,81人,1人,"¥6,000",圆满完成,,app,直接雇佣￥ 6000,￥ 6000,任务编号：1054570,0-88.csv,,
【小程序开发】水果版小程序,https://task.epwk.com/1054660/,43人,1人,"¥4,000",圆满完成,,水果版小程序,直接雇佣￥ 4000,￥ 4000,任务编号：1054660,0-88.csv,,
【APP开发】视频APP定制,https://task.epwk.com/1055048/,52人,1人,"¥37,455",圆满完成,,视频APP定制,直接雇佣￥ 37455,￥ 37455,任务编号：1055048,0-88.csv,,
【APP开发】数字化（一站式）市场研究服务平台,https://task.epwk.com/1055065/,42人,1人,"¥2,220",圆满完成,,数字化（一站式）市场研究服务平台,直接雇佣￥ 2220,￥ 2220,任务编号：1055065,0-88.csv,,
【模板建站】扒站仿站,https://task.epwk.com/1055085/,90人,1人,"¥1,500",圆满完成,,扒站仿站,直接雇佣￥ 1500,￥ 1500,任务编号：1055085,0-88.csv,,
【APP开发】问卷小程序,https://task.epwk.com/1055158/,35人,1人,"¥2,010",圆满完成,,问卷小程序,直接雇佣￥ 2010,￥ 2010,任务编号：1055158,0-88.csv,,
【小程序开发】快速建站小程序源码,https://task.epwk.com/1055172/,53人,1人,"¥1,100",圆满完成,,快速建站小程序源码,直接雇佣￥ 1100,￥ 1100,任务编号：1055172,0-88.csv,,
【其他工业设计】工业设计,https://task.epwk.com/1055455/,338人,1人,¥700,圆满完成,,工业设计,直接雇佣￥ 700,￥ 700,任务编号：1055455,0-88.csv,,
【数据采集】美团商家信息号码爬取,https://task.epwk.com/1055465/,130人,1人,¥800,圆满完成,,美团商家信息号码爬取,直接雇佣￥ 800,￥ 800,任务编号：1055465,0-88.csv,,
【小程序开发】小程序商店制作,https://task.epwk.com/1055479/,116人,1人,"¥3,500",圆满完成,,小程序商店制作,直接雇佣￥ 3500,￥ 3500,任务编号：1055479,0-88.csv,,
【数据采集】定制淘宝下单软件,https://task.epwk.com/1055497/,107人,1人,¥800,圆满完成,,定制淘宝下单软件,直接雇佣￥ 800,￥ 800,任务编号：1055497,0-88.csv,,
【包装设计】纸杯设计,https://task.epwk.com/1055690/,75人,1人,¥750,圆满完成,,纸杯设计,直接雇佣￥ 750,￥ 750,任务编号：1055690,0-88.csv,,
【VI设计】儿童相机开关机画面，功能图标加背景图,https://task.epwk.com/1055933/,58人,1人,¥520,圆满完成,,儿童相机开关机画面，功能图标加背景图,直接雇佣￥ 520,￥ 520,任务编号：1055933,0-88.csv,,
【产品外观设计】产品外观设计,https://task.epwk.com/1055964/,273人,1人,¥700,圆满完成,,产品外观设计,直接雇佣￥ 700,￥ 700,任务编号：1055964,0-88.csv,,
【其他软件开发】项目款支付,https://task.epwk.com/1056041/,29人,1人,"¥1,980",圆满完成,,项目款支付,直接雇佣￥ 1980,￥ 1980,任务编号：1056041,0-88.csv,,
【更多场景定制】系统维护,https://task.epwk.com/1056068/,45人,1人,"¥3,000",圆满完成,,系统维护,直接雇佣￥ 3000,￥ 3000,任务编号：1056068,0-88.csv,,
【LOGO设计】公司logo设计,https://task.epwk.com/1056094/,55人,1人,¥600,圆满完成,,公司logo设计,直接雇佣￥ 600,￥ 600,任务编号：1056094,0-88.csv,,
【APP开发】接口对接测试,https://task.epwk.com/1056135/,50人,1人,"¥6,500",圆满完成,,接口对接测试,直接雇佣￥ 6500,￥ 6500,任务编号：1056135,0-88.csv,,
【小程序开发】广点通+短视频平台回传API接口对接,https://task.epwk.com/1056207/,127人,1人,"¥2,200",工作中,,广点通+短视频平台回传API接口对接,直接雇佣￥ 2200,￥ 2200,任务编号：1056207,0-88.csv,,
【APP开发】智能家居物联网APP开发,https://task.epwk.com/1056313/,53人,1人,"¥56,088",圆满完成,,智能家居物联网APP开发,直接雇佣￥ 56088,￥ 56088,任务编号：1056313,0-88.csv,,
【前端开发】小程序更改,https://task.epwk.com/1056402/,38人,1人,"¥1,500",圆满完成,,小程序更改,直接雇佣￥ 1500,￥ 1500,任务编号：1056402,0-88.csv,,
【小程序开发】开发灯谜小程序,https://task.epwk.com/1056521/,68人,1人,"¥4,500",圆满完成,,开发灯谜小程序,直接雇佣￥ 4500,￥ 4500,任务编号：1056521,0-88.csv,,
【PPT设计】产品画册设计,https://task.epwk.com/1056584/,16人,1人,¥500,圆满完成,,产品画册设计,直接雇佣￥ 500,￥ 500,任务编号：1056584,0-88.csv,,
【运维服务】9-1月基础服务器运维租赁费用,https://task.epwk.com/1056595/,41人,1人,"¥49,999",圆满完成,,9-1月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1056595,0-88.csv,,
【包装设计】党群活动标识（多个）,https://task.epwk.com/1056615/,67人,1人,"¥2,000",圆满完成,,党群活动标识（多个）,直接雇佣￥ 2000,￥ 2000,任务编号：1056615,0-88.csv,,
【其他网站】网站继续开发任务,https://task.epwk.com/1056646/,34人,1人,"¥1,800",圆满完成,,网站继续开发任务,直接雇佣￥ 1800,￥ 1800,任务编号：1056646,0-88.csv,,
【更多场景定制】qt增加功能,https://task.epwk.com/1056751/,53人,1人,"¥3,800",圆满完成,,qt增加功能,直接雇佣￥ 3800,￥ 3800,任务编号：1056751,0-88.csv,,
【APP开发】安卓APP开发,https://task.epwk.com/1056754/,50人,1人,"¥2,000",圆满完成,,安卓APP开发,直接雇佣￥ 2000,￥ 2000,任务编号：1056754,0-88.csv,,
【APP开发】物联网智能家居APP,https://task.epwk.com/1056781/,55人,1人,"¥46,740",圆满完成,,物联网智能家居APP,直接雇佣￥ 46740,￥ 46740,任务编号：1056781,0-88.csv,,
【宣传册设计】宣传册设计,https://task.epwk.com/1056816/,28人,1人,"¥5,750",圆满完成,,宣传册设计,直接雇佣￥ 5750,￥ 5750,任务编号：1056816,0-88.csv,,
【后端开发】筛选软件开发,https://task.epwk.com/1056995/,70人,1人,¥600,圆满完成,,筛选软件开发,直接雇佣￥ 600,￥ 600,任务编号：1056995,0-88.csv,,
【LOGO设计】生鲜店VI设计,https://task.epwk.com/1057092/,68人,1人,"¥8,000",圆满完成,,生鲜店VI设计,直接雇佣￥ 8000,￥ 8000,任务编号：1057092,0-88.csv,,
【LOGO设计】餐饮行业LOGO设计,https://task.epwk.com/1057327/,38人,1人,"¥1,800",圆满完成,,餐饮行业LOGO设计,直接雇佣￥ 1800,￥ 1800,任务编号：1057327,0-88.csv,,
【APP开发】企微接口测试,https://task.epwk.com/1057348/,25人,1人,"¥3,800",圆满完成,,企微接口测试,直接雇佣￥ 3800,￥ 3800,任务编号：1057348,0-88.csv,,
【网站二次开发】Shopro商城的二次开发,https://task.epwk.com/1057431/,41人,1人,"¥2,500",圆满完成,,Shopro商城的二次开发,直接雇佣￥ 2500,￥ 2500,任务编号：1057431,0-88.csv,,
【海报设计】系列宣传品设计,https://task.epwk.com/1057465/,40人,1人,"¥3,300",圆满完成,,系列宣传品设计,直接雇佣￥ 3300,￥ 3300,任务编号：1057465,0-88.csv,,
【LOGO设计】烘培店logo,https://task.epwk.com/1057581/,55人,1人,¥100,圆满完成,,烘培店logo,直接雇佣￥ 100,￥ 100,任务编号：1057581,0-88.csv,,
【动漫其他】手办盲盒制作,https://task.epwk.com/1057588/,88人,1人,"¥3,600",圆满完成,,手办盲盒制作,直接雇佣￥ 3600,￥ 3600,任务编号：1057588,0-88.csv,,
【模板建站】模板站扒站仿站,https://task.epwk.com/1057592/,25人,1人,¥500,圆满完成,,模板站扒站仿站,直接雇佣￥ 500,￥ 500,任务编号：1057592,0-88.csv,,
【店招设计】门头设计,https://task.epwk.com/1057639/,106人,1人,"¥5,000",圆满完成,,门头设计,直接雇佣￥ 5000,￥ 5000,任务编号：1057639,0-88.csv,,
【包装设计】餐饮外卖包装设计,https://task.epwk.com/1057668/,79人,1人,"¥10,000",圆满完成,,餐饮外卖包装设计,直接雇佣￥ 10000,￥ 10000,任务编号：1057668,0-88.csv,,
【后端开发】html网站数据获取,https://task.epwk.com/1057772/,59人,1人,"¥1,899",圆满完成,,html网站数据获取,直接雇佣￥ 1899,￥ 1899,任务编号：1057772,0-88.csv,,
【手机网站】手机端页面开发,https://task.epwk.com/1058009/,24人,1人,¥250,圆满完成,,手机端页面开发,直接雇佣￥ 250,￥ 250,任务编号：1058009,0-88.csv,,
【VI设计】青训品牌设计,https://task.epwk.com/1058226/,60人,1人,"¥10,000",圆满完成,,青训品牌设计,直接雇佣￥ 10000,￥ 10000,任务编号：1058226,0-88.csv,,
【前端开发】weixin談好了,https://task.epwk.com/1058334/,57人,1人,"¥3,000",圆满完成,,weixin談好了,直接雇佣￥ 3000,￥ 3000,任务编号：1058334,0-88.csv,,
【商城建设】图片链接替换,https://task.epwk.com/1058343/,37人,1人,"¥6,500",圆满完成,,图片链接替换,直接雇佣￥ 6500,￥ 6500,任务编号：1058343,0-88.csv,,
【书籍装帧】期刊设计,https://task.epwk.com/1058348/,40人,1人,"¥6,280",圆满完成,,期刊设计,直接雇佣￥ 6280,￥ 6280,任务编号：1058348,0-88.csv,,
【3D建模】两个手办设计的3D模型制作,https://task.epwk.com/1058503/,219人,1人,"¥4,500",圆满完成,,两个手办设计的3D模型制作,直接雇佣￥ 4500,￥ 4500,任务编号：1058503,0-88.csv,,
【PPT设计】ppt设计,https://task.epwk.com/1058531/,209人,1人,"¥3,000",圆满完成,,ppt设计,直接雇佣￥ 3000,￥ 3000,任务编号：1058531,0-88.csv,,
【宣传册设计】企业宣传册设计,https://task.epwk.com/1058537/,65人,1人,"¥10,000",圆满完成,,企业宣传册设计,直接雇佣￥ 10000,￥ 10000,任务编号：1058537,0-88.csv,,
【商业提案】创业商业计划书融资策划书招商项目路演可行性研究报告代写作,https://task.epwk.com/1058576/,138人,1人,"¥1,500",圆满完成,,创业商业计划书融资策划书招商项目路演可行性研究报告代写作,直接雇佣￥ 1500,￥ 1500,任务编号：1058576,0-88.csv,,
【小程序开发】厦门小吃餐厅logo和VI设计,https://task.epwk.com/1058699/,36人,1人,"¥7,999",圆满完成,,厦门小吃餐厅logo和VI设计,直接雇佣￥ 7999,￥ 7999,任务编号：1058699,0-88.csv,,
【小程序开发】租车小程序,https://task.epwk.com/1058700/,35人,1人,"¥6,999",圆满完成,,租车小程序,直接雇佣￥ 6999,￥ 6999,任务编号：1058700,0-88.csv,,
【APP开发】有另一套JAVA 系统 ，需要访问上面系统的API接口,https://task.epwk.com/1058785/,39人,1人,"¥1,000",圆满完成,,有另一套JAVA 系统 ，需要访问上面系统的API接口,直接雇佣￥ 1000,￥ 1000,任务编号：1058785,0-88.csv,,
【交互设计】网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,https://task.epwk.com/1058796/,65人,1人,¥600,圆满完成,,网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,直接雇佣￥ 600,￥ 600,任务编号：1058796,0-88.csv,,
【测试服务】app测试,https://task.epwk.com/1058808/,72人,1人,"¥1,000",圆满完成,,app测试,直接雇佣￥ 1000,￥ 1000,任务编号：1058808,0-88.csv,,
【其他网站】网站开发,https://task.epwk.com/1058818/,51人,1人,"¥1,300",圆满完成,,网站开发,直接雇佣￥ 1300,￥ 1300,任务编号：1058818,0-88.csv,,
【更多场景定制】qt开发,https://task.epwk.com/1058832/,67人,1人,"¥5,800",圆满完成,,qt开发,直接雇佣￥ 5800,￥ 5800,任务编号：1058832,0-88.csv,,
【APP开发】安卓app前端,https://task.epwk.com/1058970/,141人,1人,"¥3,000",待验收,,安卓app前端,直接雇佣￥ 3000,￥ 3000,任务编号：1058970,0-88.csv,,
【VI设计】VI设计单,https://task.epwk.com/1059048/,55人,1人,"¥10,000",圆满完成,,VI设计单,直接雇佣￥ 10000,￥ 10000,任务编号：1059048,0-88.csv,,
【APP开发】IM定制开发,https://task.epwk.com/1059247/,312人,1人,"¥72,000",圆满完成,,IM定制开发,直接雇佣￥ 72000,￥ 72000,任务编号：1059247,0-88.csv,,
【商城建设】模板建站,https://task.epwk.com/1059356/,22人,1人,¥10,圆满完成,,模板建站,直接雇佣￥ 10,￥ 10,任务编号：1059356,0-88.csv,,
【网站二次开发】修改公众号,https://task.epwk.com/1059398/,25人,1人,¥800,圆满完成,,修改公众号,直接雇佣￥ 800,￥ 800,任务编号：1059398,0-88.csv,,
【网站二次开发】pc页面今天晚上8点做完，具体在微信已经沟通,https://task.epwk.com/1059413/,25人,1人,¥900,圆满完成,,pc页面今天晚上8点做完，具体在微信已经沟通,直接雇佣￥ 900,￥ 900,任务编号：1059413,0-88.csv,,
【包装设计】地方特色食品系列包装,https://task.epwk.com/1059456/,17人,1人,"¥5,680",圆满完成,,地方特色食品系列包装,直接雇佣￥ 5680,￥ 5680,任务编号：1059456,0-88.csv,,
【VI设计】创新品牌VI设计,https://task.epwk.com/1059460/,22人,1人,"¥8,500",圆满完成,,创新品牌VI设计,直接雇佣￥ 8500,￥ 8500,任务编号：1059460,0-88.csv,,
【海报设计】矿泉水车身海报设计,https://task.epwk.com/1059590/,75人,1人,¥50,圆满完成,,矿泉水车身海报设计,直接雇佣￥ 50,￥ 50,任务编号：1059590,0-88.csv,,
【画册设计】宣传画册设计,https://task.epwk.com/1059667/,54人,1人,"¥8,320",圆满完成,,宣传画册设计,直接雇佣￥ 8320,￥ 8320,任务编号：1059667,0-88.csv,,
【书籍装帧】书籍装帧排版设计,https://task.epwk.com/1059679/,27人,1人,"¥5,440",圆满完成,,书籍装帧排版设计,直接雇佣￥ 5440,￥ 5440,任务编号：1059679,0-88.csv,,
【网站UI设计】企业网站设计,https://task.epwk.com/1059698/,65人,1人,"¥1,700",圆满完成,,企业网站设计,直接雇佣￥ 1700,￥ 1700,任务编号：1059698,0-88.csv,,
【其他网站】虚拟发货网站项目沟通,https://task.epwk.com/1059711/,47人,1人,"¥2,500",圆满完成,,虚拟发货网站项目沟通,直接雇佣￥ 2500,￥ 2500,任务编号：1059711,0-88.csv,,
【运维服务】10月基础服务器运维租赁费用,https://task.epwk.com/1059729/,44人,1人,"¥49,999",圆满完成,,10月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1059729,0-88.csv,,
【包装设计】logo设计,https://task.epwk.com/1060031/,31人,1人,¥500,圆满完成,,logo设计,直接雇佣￥ 500,￥ 500,任务编号：1060031,0-88.csv,,
【APP开发】维护费用,https://task.epwk.com/1060113/,28人,1人,"¥6,500",圆满完成,,维护费用,直接雇佣￥ 6500,￥ 6500,任务编号：1060113,0-88.csv,,
【APP开发】音频调试APP,https://task.epwk.com/1060137/,29人,1人,"¥16,150",圆满完成,,音频调试APP,直接雇佣￥ 16150,￥ 16150,任务编号：1060137,0-88.csv,,
【前端开发】前端开发uniapp,https://task.epwk.com/1060178/,64人,1人,¥400,圆满完成,,前端开发uniapp,直接雇佣￥ 400,￥ 400,任务编号：1060178,0-88.csv,,
【剪辑服务】剪辑视频,https://task.epwk.com/1060233/,218人,1人,¥490,圆满完成,,剪辑视频,直接雇佣￥ 490,￥ 490,任务编号：1060233,0-88.csv,,
【交互设计】网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,https://task.epwk.com/1060235/,39人,1人,¥300,圆满完成,,网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,直接雇佣￥ 300,￥ 300,任务编号：1060235,0-88.csv,,
【模板建站】模板站扒站仿站,https://task.epwk.com/1060416/,111人,1人,"¥8,000",圆满完成,,模板站扒站仿站,直接雇佣￥ 8000,￥ 8000,任务编号：1060416,0-88.csv,,
【小程序开发】模板开发,https://task.epwk.com/1060526/,30人,1人,"¥1,000",圆满完成,,模板开发,直接雇佣￥ 1000,￥ 1000,任务编号：1060526,0-88.csv,,
【软件UI设计】让小火苗动起来,https://task.epwk.com/1060540/,20人,1人,¥300,圆满完成,,让小火苗动起来,直接雇佣￥ 300,￥ 300,任务编号：1060540,0-88.csv,,
【小程序开发】需求变更,https://task.epwk.com/1060587/,22人,1人,"¥1,000",圆满完成,,需求变更,直接雇佣￥ 1000,￥ 1000,任务编号：1060587,0-88.csv,,
【其他网站】金吉睿厨具店 _建站项目,https://task.epwk.com/1060720/,31人,1人,"¥2,000",圆满完成,,金吉睿厨具店 _建站项目,直接雇佣￥ 2000,￥ 2000,任务编号：1060720,0-88.csv,,
【包装设计】预制菜包装设计,https://task.epwk.com/1060721/,87人,1人,"¥14,000",圆满完成,,预制菜包装设计,直接雇佣￥ 14000,￥ 14000,任务编号：1060721,0-88.csv,,
【游戏其他】娱乐游戏修改搭建,https://task.epwk.com/1060760/,87人,1人,"¥49,500",圆满完成,,娱乐游戏修改搭建,直接雇佣￥ 49500,￥ 49500,任务编号：1060760,0-88.csv,,
【APP开发】商城APP开发,https://task.epwk.com/1061164/,53人,1人,"¥63,555",圆满完成,,商城APP开发,直接雇佣￥ 63555,￥ 63555,任务编号：1061164,0-88.csv,,
【ERP系统】ERP系统开发,https://task.epwk.com/1061293/,214人,1人,"¥61,275",圆满完成,,ERP系统开发,直接雇佣￥ 61275,￥ 61275,任务编号：1061293,0-88.csv,,
【定制开发】定制开发PHP商城（经销商模块）,https://task.epwk.com/1061377/,35人,1人,"¥4,000",圆满完成,,定制开发PHP商城（经销商模块）,直接雇佣￥ 4000,￥ 4000,任务编号：1061377,0-88.csv,,
【前端开发】前端页面开发,https://task.epwk.com/1061425/,47人,1人,"¥4,500",圆满完成,,前端页面开发,直接雇佣￥ 4500,￥ 4500,任务编号：1061425,0-88.csv,,
【更多场景定制】增加功能,https://task.epwk.com/1061485/,59人,1人,"¥11,000",圆满完成,,增加功能,直接雇佣￥ 11000,￥ 11000,任务编号：1061485,0-88.csv,,
【小程序开发】开发一款微信小程序（含安卓版APP）,https://task.epwk.com/1061567/,128人,1人,"¥12,000",圆满完成,,开发一款微信小程序（含安卓版APP）,直接雇佣￥ 12000,￥ 12000,任务编号：1061567,0-88.csv,,
【交互设计】网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,https://task.epwk.com/1061568/,42人,1人,¥300,圆满完成,,网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,直接雇佣￥ 300,￥ 300,任务编号：1061568,0-88.csv,,
【其他网站】简单视频上传管理,https://task.epwk.com/1061586/,44人,1人,"¥1,000",圆满完成,,简单视频上传管理,直接雇佣￥ 1000,￥ 1000,任务编号：1061586,0-88.csv,,
【APP开发】共享软件开发,https://task.epwk.com/1061658/,41人,1人,"¥27,550",圆满完成,,共享软件开发,直接雇佣￥ 27550,￥ 27550,任务编号：1061658,0-88.csv,,
【小程序开发】小程序二改,https://task.epwk.com/1061732/,35人,1人,"¥1,500",圆满完成,,小程序二改,直接雇佣￥ 1500,￥ 1500,任务编号：1061732,0-88.csv,,
【H5开发】做个h5页面,https://task.epwk.com/1061813/,38人,1人,"¥6,520",圆满完成,,做个h5页面,直接雇佣￥ 6520,￥ 6520,任务编号：1061813,0-88.csv,,
【其他网站】上海可利滋进出口有限公司,https://task.epwk.com/1061890/,67人,1人,"¥6,000",圆满完成,,上海可利滋进出口有限公司,直接雇佣￥ 6000,￥ 6000,任务编号：1061890,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1061909/,35人,1人,¥350,圆满完成,,手机页面开发,直接雇佣￥ 350,￥ 350,任务编号：1061909,0-88.csv,,
【网站二次开发】巴山交友APP二开建设项目,https://task.epwk.com/1062006/,47人,1人,"¥4,000",圆满完成,,巴山交友APP二开建设项目,直接雇佣￥ 4000,￥ 4000,任务编号：1062006,0-88.csv,,
【VI设计】儿童包装盒设计,https://task.epwk.com/1062035/,45人,1人,"¥1,800",圆满完成,,儿童包装盒设计,直接雇佣￥ 1800,￥ 1800,任务编号：1062035,0-88.csv,,
【后端开发】新媒体监测脚本开发,https://task.epwk.com/1062192/,217人,1人,"¥22,500",圆满完成,,新媒体监测脚本开发,直接雇佣￥ 22500,￥ 22500,任务编号：1062192,0-88.csv,,
【后端开发】新媒体监测脚本维护服务,https://task.epwk.com/1062194/,163人,1人,"¥2,500",圆满完成,,新媒体监测脚本维护服务,直接雇佣￥ 2500,￥ 2500,任务编号：1062194,0-88.csv,,
【产品外观设计】午睡枕外观设计,https://task.epwk.com/1062320/,423人,1人,"¥1,000",工作中,,午睡枕外观设计,直接雇佣￥ 1000,￥ 1000,任务编号：1062320,0-88.csv,,
